date,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,FUBON SECURITIES (HONG KONG) LTD,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,KGI ASIA LTD,CITIBANK N.A.
2024-03-06,97.46865814888129,0.0,0.0,0.0,0.0,0.0,0.0,2.531341851118709,0.0,0.0
2024-03-11,90.95947156291983,0.0,0.0,0.0,0.0,0.0,0.0,2.362292879534259,0.0,6.678235557545903
2024-03-12,91.21901984972524,0.0,0.0,0.0,0.0,0.0,0.0,2.085903330716609,0.0,6.695076819558148
2024-03-13,77.77140946649472,0.0,0.0,15.049911639680946,0.0,0.0,0.0,1.4758561398481158,0.0,5.702822753976214
2024-04-08,74.39459014895367,0.0,0.0,14.397331627524446,0.0,0.0,4.340674403728411,1.4118614639495568,0.0,5.455542355843918
2024-04-16,74.41212730012329,0.0,0.0,14.387470891740103,0.0,0.0,4.337701474818501,1.4108944797041232,0.0,5.45180585361399
2024-04-25,73.68991198375085,0.0,0.0,14.177386594448205,0.0,1.0607086436470323,4.287971112615662,1.3947190250507786,0.0,5.389302640487474
2024-04-26,73.68040818169503,0.0,0.0,14.182507788865308,0.0,1.061091795728541,4.289520025285592,1.395222829277103,0.0,5.391249379148418
2024-05-07,73.7302266888999,0.0,0.0,14.155662715760062,0.0,1.0590833295777187,4.281400694037586,1.3925819099553833,0.0,5.381044661769345
2024-05-08,73.66240317059989,0.0,0.0,14.146099801837506,0.0,1.0583678616465502,4.274004683840749,1.4817150063051703,0.0,5.377409475770131
2024-05-09,73.55760535359016,0.0,0.0,14.202387411828541,0.0,1.0625791282329535,4.29101103273648,1.4876107795261349,0.0,5.3988062940857295
2024-05-10,73.56716687759899,0.0,0.0,14.197251853191103,0.0,1.062194901464473,4.289459410594829,1.4870728620502622,0.0,5.396854095100344
2024-05-16,73.5716868559031,0.0,0.0,14.197251853191103,0.0,1.062194901464473,4.284939432290725,1.4870728620502622,0.0,5.396854095100344
2024-05-20,73.60032508578652,0.0,0.0,14.181867437240383,0.0,1.061043886581181,4.2802961892721685,1.4854614412136535,0.0,5.391005959906087
2024-05-21,73.6538548190871,0.0,0.0,14.15311134141396,0.0,1.0588924435632858,4.271617176587212,1.4824494209885999,0.0,5.380074798359844
2024-05-27,71.55896972435607,0.0,0.9579755987347492,14.875734297333937,0.0,0.7953004970628107,4.807953004970629,1.5815634884771803,0.0,5.422503389064618
2024-05-28,71.71178561662565,0.0,0.28256312095524566,15.221948774040653,0.0,0.8294594840944308,4.707866192689818,1.7774131802023516,0.0,5.468963631391851
2024-05-29,71.70702894270525,0.0,0.2817029397064837,15.175609977736382,0.0,0.8269344359125812,4.693534463174156,1.8628742787041666,0.0,5.452314962060975
2024-05-30,71.71473995003407,0.0,0.28162616397910517,15.171473995003407,0.0,0.8267090620031796,4.692255280490574,1.8623665682489212,0.0,5.450828980240745
2024-05-31,71.81116659101225,0.0,0.403994552882433,15.10213345438039,0.0,0.8261461643213799,4.575578756241489,1.8610985020426691,0.0,5.419881979119383
2024-06-05,71.90307650421998,0.0,0.40384789908340135,15.01497413558399,0.0,0.8258462655413378,4.573917778382794,1.8604229058898267,0.0,5.417914511298666
2024-06-06,71.92218745748877,0.0,0.4035732099941051,15.004761256971841,0.0,0.8252845417856982,4.570806692966943,1.8591574842425067,0.0,5.41422935655013
2024-06-11,71.90817530169676,0.0,0.4037746121041648,15.012249342164957,0.0,0.8256963977860448,4.573087741584248,1.8600852917158153,0.0,5.416931312948008
2024-06-12,71.95652173913044,0.0,0.4030797101449275,14.986413043478262,0.0,0.8242753623188406,4.565217391304348,1.8568840579710144,0.0,5.407608695652174
2024-06-13,71.97302312949803,0.0,0.4028425293079256,14.977594713257595,0.0,0.8237903408319378,4.562531118453808,1.855791427148871,0.0,5.404426741501833
2024-06-14,71.95016987542469,0.0,0.4031710079275198,14.989807474518688,0.0,0.824462061155153,4.566251415628539,1.857304643261608,0.0,5.408833522083805
2024-06-17,71.92895011101545,0.0,0.40328061987403147,14.99388282205809,0.0,0.8382799401875936,4.567492863292401,1.8578095971725044,0.0,5.4103040463999275
2024-06-19,71.92767808591626,0.0,0.40329889432662674,14.994562262098968,0.0,0.8383179264092804,4.567699836867863,1.8578937828529998,0.0,5.410549211528004
2024-06-24,71.95309670409273,0.0,0.40293371966678737,14.98098515030786,0.0,0.8375588554871423,4.563563926113727,1.8562115175660994,0.0,5.405650126765664
2024-06-25,71.95817490494296,0.0,0.4028607640774941,14.978272677892448,0.0,0.837407206228499,4.562737642585551,1.8558754300199167,0.0,5.404671374253123
2024-06-26,71.82487688067592,0.0,0.4021144896760493,14.950526363348846,0.0,0.9714001716893328,4.554285456106267,1.9021370803777167,0.0,5.394659558125876
2024-06-28,71.82035874034247,0.0,0.4021144896760493,14.918899381014775,0.0,1.0075452943568426,4.554285456106267,1.9021370803777167,0.0,5.394659558125876
2024-07-03,71.78792394887775,0.0,0.4019328907555435,14.912161857020278,0.0,1.0522512757982205,4.55222869529874,1.9012780562706049,0.0,5.392223275978865
2024-07-04,71.74128904134321,0.0,0.40169705723054705,14.871818017692725,0.0,1.1464163206354938,4.549557681892039,1.9001624842029248,0.0,5.389059397003069
