date,LONG BRIDGE HK LTD,CNI SECURITIES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,BOOM SECURITIES (H.K.) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,9.144529269618552,0.0,5.678959989280831,0.0,10.503712454745434,0.0,0.0,0.0,25.32720171364482
2024-03-06,0.0,7.937344292892271,9.144529269618552,0.0,5.534262788224939,0.0,10.500932201382287,0.0,0.0,2.5737497862098855,35.69081833832794
2024-03-07,0.0,7.958015321614541,9.144529269618552,0.0,5.534262788224939,0.0,10.480261172660017,0.0,0.0,2.5737497862098855,35.69081833832794
2024-03-08,0.0,7.958015321614541,9.206542355785365,0.0,5.55493381694721,0.0,10.480261172660017,0.0,0.0,2.5737497862098855,35.77350245321701
2024-03-11,0.0,7.958015321614541,9.206542355785365,0.0,5.55493381694721,0.0,10.480261172660017,0.0,4.700974345475648,2.5737497862098855,40.47447679869266
2024-03-12,0.0,7.958015321614541,9.206542355785365,0.0,5.55493381694721,0.0,10.480261172660017,0.0,5.073052862476514,2.5737497862098855,40.846555315693536
2024-03-13,0.0,7.958015321614541,9.206542355785365,0.0,5.534262788224939,0.0,10.480261172660017,0.0,5.073052862476514,2.5737497862098855,40.82588428697126
2024-03-14,0.0,7.978686350336811,9.206542355785365,0.0,5.534262788224939,0.0,10.624952172407294,0.0,5.073052862476514,2.5737497862098855,40.99124631544081
2024-03-15,0.0,7.999357379059083,9.206542355785365,0.0,5.55493381694721,0.0,10.594979180760001,0.0,5.073052862476514,2.5737497862098855,41.00261538123806
2024-03-18,0.0,7.999357379059083,9.204888673487583,0.0,5.55493381694721,0.0,10.594979180760001,0.0,5.073052862476514,2.646098386737832,41.07331029946822
2024-03-19,0.0,8.102712522670434,9.204888673487583,0.0,5.57560484566948,0.0,10.49162403714865,0.0,5.073052862476514,2.646098386737832,41.093981328190495
2024-03-22,0.0,8.164725608837244,9.06019147243169,0.0,5.57560484566948,0.0,10.49162403714865,0.0,5.073052862476514,2.646098386737832,41.01129721330141
2024-03-25,0.0,8.185396637559515,8.998178386264879,0.0,5.6169469031140205,0.0,10.491520682005039,0.0,5.073052862476514,2.646098386737832,41.011193858157796
2024-03-27,0.0,8.206067666281786,8.998178386264879,0.0,5.699631018003102,0.7935091150761544,10.491520682005039,0.0,5.073052862476514,2.646098386737832,41.908058116845304
2024-03-28,0.0,8.185396637559515,8.977507357542608,0.0,5.720302046725372,0.6901539714648024,10.491520682005039,0.0,5.073052862476514,2.646098386737832,41.78403194451168
2024-04-02,0.0,8.206067666281786,8.956836328820337,0.0,5.720302046725372,0.6901539714648024,10.491520682005039,0.0,5.073052862476514,2.646098386737832,41.78403194451168
2024-04-05,0.0,7.813318120558649,8.977507357542608,0.0,5.740973075447642,0.6798184571036673,10.485288366845275,0.0,5.073052862476514,3.162874104794591,41.93283234476895
2024-04-08,0.0,7.813318120558649,8.975233544383158,0.0,5.761644104169913,0.6798184571036673,10.485288366845275,0.0,5.073052862476514,3.162874104794591,41.95122956033177
2024-04-09,0.0,7.813318120558649,8.975233544383158,0.0,5.761644104169913,0.6798184571036673,10.480120609664706,0.0,5.073052862476514,3.224887190961403,42.00807488931801
2024-04-10,0.0,7.792647091836378,8.96696513289425,0.0,5.782315132892183,0.6798184571036673,10.480120609664706,0.0,5.073052862476514,3.224887190961403,41.999806477829104
2024-04-11,0.0,7.792647091836378,8.96696513289425,0.0,5.761644104169913,0.6798184571036673,10.480120609664706,0.0,5.073052862476514,3.2662292484059434,42.02047750655137
2024-04-12,0.0,7.792647091836378,8.96696513289425,0.0,5.802986161614453,0.6798184571036673,10.480120609664706,0.0,5.073052862476514,3.204216162239132,41.999806477829104
2024-04-15,0.0,7.792647091836378,8.96696513289425,0.0,5.823657190336724,0.6798184571036673,10.480120609664706,0.0,5.073052862476514,3.204216162239132,42.02047750655137
2024-04-16,0.0,7.792647091836378,8.96696513289425,0.0,5.844328219058995,0.6798184571036673,10.480120609664706,0.0,5.011039776309703,3.2662292484059434,42.04114853527364
2024-04-17,0.0,7.792647091836378,8.96696513289425,0.0,5.740973075447642,0.6798184571036673,10.399503597647852,0.0,5.011039776309703,3.3695843920172956,41.96053152325679
2024-04-18,0.0,7.751305034391838,8.96696513289425,0.0,5.678959989280831,0.6798184571036673,10.358006507487893,0.0,5.011039776309703,3.410926449461836,41.85702134693002
2024-04-19,0.0,7.751305034391838,8.96696513289425,0.0,5.678959989280831,0.6384763996591264,10.358006507487893,0.0,5.011039776309703,3.4522685069063765,41.85702134693002
2024-04-22,0.0,7.275871373779619,8.966942394762656,0.0,5.823657190336724,0.6384763996591264,10.358006507487893,0.0,5.011039776309703,3.7830049664627032,41.85699860879842
2024-04-23,0.0,6.903792856778752,9.132155591825402,0.0,5.864999247781265,0.6384763996591264,10.357998239076405,0.0,5.011039776309703,3.989715253685407,41.898177365116055
2024-04-24,0.0,6.903792856778752,8.966787362047238,0.0,5.844328219058995,0.6384763996591264,10.326991695993,0.0,5.011039776309703,3.989715253685407,41.68113156353222
2024-04-25,0.0,6.86245079933421,8.966787362047238,0.0,5.844328219058995,0.6384763996591264,10.264978609826189,0.0,5.011039776309703,4.113741426019029,41.70180259225449
2024-04-29,0.0,6.86245079933421,8.96677909363575,0.0,5.844328219058995,0.6384763996591264,10.264978609826189,0.0,5.011039776309703,4.113741426019029,41.701794323843004
2024-04-30,0.0,6.86245079933421,8.96677909363575,0.0,5.802986161614453,0.6384763996591264,10.306320667270729,0.0,5.011039776309703,4.113741426019029,41.701794323843004
2024-05-02,0.0,5.054640864475592,6.584780737814475,0.0,4.276619875444629,0.46886703175374744,7.568158276333826,0.0,3.679871874939565,3.0209381785289606,30.653876839290795
2024-05-06,0.0,4.978741709193722,6.5999605688708485,0.0,4.291799706501003,0.46886703175374744,7.644057431615696,0.0,3.679871874939565,3.0209381785289606,30.684236501403543
2024-05-07,0.0,3.6003061583413265,4.891990140158601,0.0,3.1811465581726166,0.34753130302067514,5.6883653641960406,0.0,2.727576436465157,2.239164860028962,22.67608082038338
2024-05-08,0.0,3.6003061583413265,4.8807386208378185,0.0,3.1766459504443034,0.34753130302067514,5.726097334238286,0.0,2.727576436465157,2.3516800532367887,22.810575856584354
