date,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,PHILLIP SECURITIES (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,CITIBANK N.A.,DBS BANK LTD,IFAST SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,UOB KAY HIAN (HONG KONG) LTD
2025-03-11,84500.0,158831.0,2600.0,0.0,14708869.0,0.0,1700.0,1600.0,0.0,0.0
