date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FIRST SHANGHAI SECURITIES LTD,LONG BRIDGE HK LTD,CMB WING LUNG BANK LTD,EFG BANK AG
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,34.39810025174449,50.46022822738403,5.672395587418865,0.0,0.0,9.469275933452622,0.0,0.0,0.0,0.0
2024-03-05,34.39737788322499,50.46126857470931,5.67227646572399,0.0,0.0,9.469077076341714,0.0,0.0,0.0,0.0
2024-03-06,29.703027021884292,43.57579059260518,4.898358536303425,13.645695176425923,0.0,8.177128672781176,0.0,0.0,0.0,0.0
2024-03-07,29.702827321282932,43.57549762207461,4.898997927533715,13.645603433132194,0.0,8.17707369597655,0.0,0.0,0.0,0.0
2024-03-08,29.702863497090544,43.57542890127843,4.897785969425763,13.645620052449917,0.0,8.178301579755356,0.0,0.0,0.0,0.0
2024-03-11,29.70472214776735,43.57815562493009,4.898092447392368,13.640383919715186,0.0,8.178645860195012,0.0,0.0,0.0,0.0
2024-03-12,27.375521406241532,40.16305989844633,4.5141167480207125,12.571074589292303,7.844341903021547,7.531885454977573,0.0,0.0,0.0,0.0
2024-03-13,27.36901439852434,40.16663333889311,4.514524692764938,12.57221064848045,7.845050803174083,7.532566118163081,0.0,0.0,0.0,0.0
2024-03-14,26.682998913509643,39.15662808052976,4.3993636673141845,12.244039332916337,7.647784019660488,7.343156880796214,0.0,0.0,2.526029105273373,0.0
2024-03-15,26.683069626222366,39.15753486387678,4.398371130736462,12.244322878551179,7.647286965408025,7.34332693252693,0.0,0.0,2.526087602678258,0.0
2024-03-18,26.68672042423316,39.16289242776997,4.397878353117704,12.232863362696694,7.64888055612604,7.344331652138783,0.0,0.0,2.5264332239176484,0.0
2024-03-19,26.691508050848118,39.17773193237803,4.387802217020775,12.231339995148154,7.651351154509209,7.335754684130469,0.0,0.0,2.5245119659652455,0.0
2024-03-20,26.695855386914815,39.17947650286567,4.385689174900744,12.22486817994621,7.652440399486285,7.336251463079443,0.0,0.0,2.525418892806839,0.0
2024-03-21,26.699656345200008,39.18505488024541,4.381385068151658,12.22660875777451,7.656815649015157,7.324700837437876,0.0,0.0,2.5257784621753823,0.0
2024-03-22,26.696424874171186,39.18915385428849,4.381295712313627,12.224601690773772,7.657616594393285,7.3254670417649566,0.0,0.0,2.525440232294676,0.0
2024-03-25,26.696424727962075,39.18915363966008,4.3812956883184535,12.224601623822927,7.657616552454585,7.325467549318361,0.0,0.0,2.5254402184635216,0.0
2024-03-26,26.6975572622346,39.187273747095574,4.381391671117093,12.224869433064665,7.65778431092603,7.3256280312686215,0.0,0.0,2.525495544293416,0.0
2024-03-27,26.699700997841248,39.19321378816109,4.379552568084163,12.225851054253182,7.651957915689217,7.326216257730595,0.0,0.0,2.5235074182405057,0.0
2024-03-28,25.870165362590058,37.97314484392947,4.241804665975919,11.845761876897328,7.414066387612393,7.098451703903221,0.0,3.111550999801674,2.4450541592899353,0.0
2024-04-02,25.870865576538343,37.97151906767204,4.241919476637211,11.846613214824472,7.413683273668224,7.098643833904116,0.0,3.1116352184906666,2.44512033826493,0.0
2024-04-03,25.88721509177942,37.928616066172474,4.245645368989743,11.857018694189088,7.418442188666565,7.10434775052759,0.0,3.1143683250308296,2.4443465146442938,0.0
2024-04-11,25.8872157793195,37.92861707352084,4.24564548175009,11.85701900910035,7.418442385693409,7.104345283306455,0.0,3.1143684077455225,2.4443465795638377,0.0
2024-04-24,25.8872157793195,22.080985763366595,20.093276791904334,11.85701900910035,7.418442385693409,7.104345283306455,0.0,3.1143684077455225,2.4443465795638377,0.0
2024-04-26,25.88706452138171,22.080856745074346,20.093159387713904,11.856949729025622,7.418983335929294,7.104303772908967,0.0,3.114350210618922,2.4443322973472403,0.0
2024-04-29,25.88703427000626,22.08083094159682,20.093135907040455,11.85693587310783,7.418974666176485,7.104412329929084,0.0,3.11434657121912,2.4443294409239487,0.0
2024-04-30,25.907230245645767,22.067422593192696,20.101149237920577,11.862291707799535,7.418074513376287,7.083176226754959,0.0,3.115753336473367,2.4449021388368064,0.0
2024-05-02,25.9115208274329,22.070039888112426,20.090247017361733,11.86401290259672,7.418513067744153,7.084203981456103,0.0,3.1162054260496603,2.4452568892463096,0.0
2024-05-03,24.835380957624313,21.152881460188976,19.246702804425176,11.371284691642353,7.109902947611349,6.7899875824622455,4.163372156185368,2.986785276463708,2.3437021233965134,0.0
2024-05-06,24.835507474872966,21.15298921792251,19.2462914282116,11.371342619630465,7.109939167122565,6.790022172249646,4.163393365378463,2.9868004918476054,2.3437140627641773,0.0
2024-05-07,24.83523369317031,21.155303120623387,19.24353217186322,11.371217264207505,7.110963168707421,6.789947320393557,4.163347468956754,2.9867675659520905,2.3436882261257552,0.0
2024-05-08,24.837268048470953,21.155734204935488,19.24137715881878,11.3714489769532,7.109579785138069,6.790085680016822,4.163432306019568,2.9868284276960346,2.344245411951082,0.0
2024-05-09,24.83815377637349,21.156488644757427,19.23187440312453,11.371854496981873,7.1098333216050715,6.790327822926246,4.1635807791993305,2.9869349417165516,2.350951813315483,0.0
2024-05-10,24.83992868385166,21.157566509277704,19.23285421387789,11.372433861483131,7.104591352485809,6.790673771328377,4.163792902112284,2.987087117781876,2.3510715878012687,0.0
2024-05-13,24.84321948629949,21.1593503914796,19.234383109521104,11.373940485502283,7.094322695459898,6.7915734021668355,4.164344522853588,2.9874828481289386,2.3513830585882673,0.0
2024-05-14,24.848169988819443,21.1635668102691,19.21884956946548,11.376206967955024,7.095175774001183,6.792926757405693,4.165174350809893,2.988078163135359,2.3518516181388254,0.0
2024-05-16,24.84991062363061,21.162576578383263,19.219801663444773,11.37677054061437,7.092469266571308,6.793008442934669,4.16538069185064,2.988226191310433,2.3518560012599323,0.0
2024-05-17,24.84901142915304,21.161810810156624,19.214009713074713,11.375900188626922,7.101386292120793,6.792762637797963,4.165229967472922,2.988118062290186,2.351770899306835,0.0
2024-05-20,24.84998661487844,21.162386459655842,19.212215415521687,11.376346629545068,7.100543712172929,6.793029216014938,4.165393429621863,2.9882353293327184,2.3518631932565137,0.0
2024-05-21,24.85036657808914,21.16271003843397,19.212509175641845,11.376520577050893,7.100652281462256,6.793133083322044,4.1654571196465655,2.986751992454056,2.351899153899225,0.0
