date,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,YUNFENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-18,0.0,0.0,0.0,0.0,67.16199965641643,32.83800034358358
2024-03-22,0.0,0.0,0.0,0.0,67.12740384615384,32.87259615384615
2024-03-26,0.0,0.0,0.0,0.0,67.13893182208483,32.861068177915165
2024-03-27,0.0,0.0,0.0,69.55612484968891,20.439692581167982,10.004182569143095
2024-03-28,0.0,0.0,31.94417237688349,47.339162651115494,13.908947571361493,6.807717400639524
2024-04-02,0.0,0.0,31.947877979734912,47.33766794164494,13.90746320116186,6.806990877458298
2024-04-03,0.0,0.0,31.962399996642578,47.32756629611486,13.904495411036374,6.805538296206191
2024-04-08,0.0,0.0,32.05302236894065,47.26452855914829,13.885975381527786,6.796473690383276
2024-04-09,0.0,0.0,32.06629335443575,47.25529714231696,13.88326325827671,6.795146244970579
2024-04-10,0.0,0.0,32.06743212052386,47.25697531351294,13.883756292791677,6.791836273171525
2024-04-11,0.0,0.0,32.06800153389909,47.257814443809224,13.884002823181197,6.790181199110486
2024-04-18,0.0,0.0,32.36623933105609,46.99585639521202,13.85963871135529,6.7782655623766
2024-04-19,0.0,0.0,32.54349522965381,46.8186004966143,13.85963871135529,6.7782655623766
2024-04-22,0.0,0.0,32.75620230797106,46.60589341829705,13.85963871135529,6.7782655623766
2024-04-24,0.0,0.0,32.78003257942875,46.58937693454976,13.854727047170146,6.775863438851341
2024-04-30,0.0,0.0,1.9091773506793794,2.7111175197132518,0.8062308556132017,0.3942993722809674
2024-05-02,0.0,0.0,32.805036193103476,46.572047220970326,13.849573545079183,6.773343040847013
2024-05-07,0.0,0.0,32.91131249604564,46.46577091802816,13.849573545079183,6.773343040847013
2024-05-09,38.76932707621113,0.0,20.19252434800853,28.423110982903317,8.471783813338963,4.143253779538073
2024-05-16,38.773107990008235,0.0,20.19449359018175,28.425882899275784,8.466108454696059,4.140407065838172
2024-05-17,38.72066121583526,0.0,20.302443186936152,28.387432387094247,8.454656701115669,4.1348065090186825
2024-05-21,38.69553712913677,0.0,20.356318178147237,28.36901306546992,8.447008007257484,4.132123619988586
2024-05-22,38.62994978214488,0.0,20.4945497245465,28.32092875286475,8.43269067543272,4.121881065011154
2024-05-23,38.61910963600642,0.0,20.523335884628004,28.312981473404403,8.423848602901742,4.120724403059429
2024-05-24,38.61702568995961,0.0,20.52978302761539,28.31145366174922,8.423394039185478,4.118343581490299
2024-05-27,38.59453339530548,0.0,20.577148662363218,28.29496379629559,8.418487875198684,4.114866270837025
2024-05-28,38.57206728645,0.0,20.625537127517386,28.27849312854069,8.413587423026724,4.110315034465202
