date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,EFG BANK AG,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CLSA LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,38.343600548280165,37.48996436471367,10.225413494985991,3.504764487774828,0.0,5.25780899158914,1.6702594385693463,2.633390679293548,0.11404514970502781,0.7607528450882756
2024-03-04,42.26081356739364,33.84420046052073,10.461932996108704,3.5982559646601278,0.0,5.361753863710086,1.6908441152107563,1.864987637611383,0.024236822243310776,0.8929745725412578
2024-03-05,42.05310101398906,33.87564870634974,10.530482171160495,3.8427741775308943,0.0,5.215101084953382,1.6872745018723705,1.8736058926925863,0.024178201644704227,0.8978342498067667
2024-03-06,41.30401990797238,34.395871786481756,10.783874380302514,3.941996444938571,0.0,5.273221805888186,1.6748646106482048,1.9346654025352894,0.024000371154126815,0.6674852900789698
2024-03-07,41.126790046365805,34.29194450512144,10.849526886683591,4.1093835105916305,0.0,5.331009254377942,1.6697965704076543,1.9239227560854308,0.023927747465009527,0.6736987229015043
2024-03-08,41.049756850854,34.178700039793405,10.880141366899409,4.208304537822576,0.0,5.321947263324359,1.6735755016863438,2.0012032535737014,0.02399298931044088,0.6623781967357608
2024-03-11,40.918425862204025,34.11496613482349,10.959054576650534,4.342631125984857,0.0,5.32965162944888,1.6749282604083073,1.9943243443355467,0.023975423767580818,0.6420426423767748
2024-03-12,40.64317704400608,34.06685925248635,11.048655487876486,4.367761738201401,0.0,5.460775551487881,1.6694575734357595,1.9874796052419172,0.023897114719028112,0.7319366325450943
2024-03-13,40.48043075960865,34.076635174339984,11.18534926363008,4.4757324925415745,0.0,5.356179078772673,1.6670016859510777,2.007154831882379,0.02389874468836908,0.7276179685852183
2024-03-14,38.72297298427101,32.70005650792599,10.92885450231807,4.36646090661742,3.9142453318219963,5.14124882728531,1.5996020004761715,1.9171749118816843,0.022936013882868325,0.6864480135194829
2024-03-15,38.8245239501434,32.53548169256176,10.966453653250788,4.431754940899001,3.907524610917817,5.123967060494531,1.596588142562817,1.8826398274253804,0.02288221563543566,0.7081839061090629
2024-03-18,37.99026990922277,32.97357673397566,11.160663433923029,4.542115723704933,3.9678224155897954,5.207588658119842,1.6212254179603574,1.7841468298864485,0.023235315745155378,0.7293555618720081
2024-03-19,38.053736388711016,32.812481498561965,11.186615626590267,4.485209821575643,3.9568531313469566,5.248074413152059,1.6167434425671419,1.7702449979850814,0.02317108031418465,0.8468695991956845
2024-03-20,37.93513849112492,32.992781030972445,11.213620256299384,4.542120614430278,4.000829688177203,5.2188350339614376,1.6315477665189724,1.7816776929358413,0.02338325509111796,0.6600661704884091
2024-03-21,37.72676630392302,33.0463709765771,11.206448860423382,4.625070980686862,3.996031071016774,5.320882428609247,1.6295908791429332,1.7772585833877839,0.023355209086190903,0.6482247071467103
2024-03-22,37.73298799324399,33.02406772191007,11.168688605976241,4.643610744018134,3.9901669106429374,5.349665353855148,1.6271994607357172,1.7917650206220512,0.023320935405828584,0.6485272535898806
2024-03-25,37.81053106837845,32.96301470696357,11.26128426250399,4.669276323943401,3.9904562358257287,5.214077328141463,1.6268158863684725,1.7913933788284966,0.023322626396218276,0.6498281826502057
2024-03-26,37.63078941986303,33.02904384598166,11.41587408996591,4.6232618480707535,3.992950332728609,5.2344891771303965,1.6285854844865846,1.7927639650844571,0.023337203398652136,0.6289046332899447
2024-03-27,36.84060773467277,32.00448858753507,11.168317843207019,4.501675752472674,6.3575491587293405,5.1109800544657045,1.5937962364756646,1.7908764034878941,0.022817587745110345,0.6088906412087487
2024-03-28,36.80448537539067,31.968096420282727,11.130553581802264,4.508578389516667,6.36036444243287,5.248053978841486,1.5949929279012596,1.7440503925668978,0.022827691950572042,0.6179967993145841
2024-04-02,36.699044273550705,32.10198041513628,10.870287262235145,4.631417334099376,6.3514258300970505,5.105621434264755,1.5932416141801915,2.0688266871539236,0.022795610787501204,0.555359538495065
2024-04-03,37.01638025829005,32.12536350955431,10.572753581883935,4.691276471699599,6.366797730148837,5.13837240287448,1.6020117690320368,2.029114986461121,0.022850781368095003,0.43507850868753906
2024-04-05,36.79588770697936,32.27193066723663,10.464604475940389,4.83846935162034,6.362293128064065,5.137192264443001,1.6008783223826422,2.0225231548818474,0.022834614107605174,0.48338631434412144
2024-04-08,36.84729476180753,32.18252275770466,10.47086195491626,4.859652324481845,6.351790342432349,5.1208677572224115,1.597990486394648,1.9753064606372965,0.022796919041985313,0.5709162353610105
2024-04-09,36.847981845256896,32.209003504473536,10.48347821292875,4.865507680787815,6.3594435639289575,5.168023576874998,1.5999158923798156,1.9714281920038177,0.022824386867820658,0.4723931444975929
2024-04-10,36.74611299243005,32.28638202401072,10.531830942160097,4.865592925596529,6.369836715011755,5.154837041257882,1.6025306129008983,1.97809161446026,0.02286168844911544,0.44192344372270037
2024-04-11,36.61525747471671,32.32550892899663,10.630885518574926,4.869728293420226,6.386220717072703,5.158730552865595,1.6034485787066055,1.9358597845191357,0.02292049151855431,0.4514396596089142
2024-04-12,36.9826479383336,32.093747895049525,10.706976874189964,4.902726599267973,6.354879169915362,5.134884622573618,1.5953341139319912,1.7427915450377172,0.022808005010864746,0.46320323668938657
2024-04-15,36.84985289534956,32.20612522107315,10.77145501504672,4.948928950554053,6.362253957243418,5.143789631200725,1.5971854866320638,1.6252399699068647,0.022834473521411523,0.47233439947203754
2024-04-16,36.65599997902463,32.32199183729279,10.827888727092242,4.9708054856979915,6.385455380082859,5.163480546506729,1.6014648984713413,1.615315538776952,0.022895654966615643,0.4347019520878508
2024-04-17,36.75007725110381,32.242761090350236,10.829838617083874,4.959131084165593,6.390956632521583,5.167660849877044,1.6022268712116372,1.5978573854783098,0.022906548658367755,0.43658366954953787
2024-04-18,36.162275308776884,32.44968101518427,10.787433017215218,5.169872445200513,6.421429099995771,5.3301475748058325,1.6111037926741951,1.6049811032992707,0.023015768466774215,0.4400608743812697
