date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD
2024-03-01,32.81452977794942,25.150142381495748,13.901401164743513,10.954767556205645,7.603687672923602,6.523039508029971,0.0,0.0,3.052431938652108,0.0
2024-03-04,32.658829016186175,25.183660167638116,13.94491884340219,10.98185911901422,7.626794562973288,6.542431801118914,0.0,0.0,3.0615064896670945,0.0
2024-03-05,31.599263198997786,24.476706816757805,13.59141417451556,10.649543151867283,7.410525959589761,6.343179631154017,2.9502535482313954,0.0,2.979113518886397,0.0
2024-03-06,31.521295280243944,24.5560819920193,13.574674579403014,10.667620376022855,7.409649903018361,6.341623788365775,2.9500461875860853,0.0,2.979007893340661,0.0
2024-03-07,31.46942554582409,24.594081494179466,13.567609346207899,10.700227754393147,7.428440545719324,6.29728270340187,2.9569958434905916,0.0,2.985936766783608,0.0
2024-03-08,31.477112752711527,24.61081644430018,13.55504253784397,10.652613128051627,7.439390115209085,6.3112806418390806,2.96303901135686,0.0,2.99070536868767,0.0
2024-03-11,31.529548315677165,24.611920709241613,13.511996036712063,10.617691626375708,7.448828970459273,6.318698073299898,2.9666727560582764,0.0,2.9946435121760038,0.0
2024-03-12,31.621053229442065,24.594877425761094,13.632455268030766,10.370498252660754,7.454966128546594,6.324798068470161,2.969117024784204,0.0,3.0322346023043614,0.0
2024-03-13,31.632577902056035,24.60069301893321,13.606052614468622,10.363649453274352,7.439887586567716,6.325583151474934,2.96412113544712,0.0,3.0674351377780096,0.0
2024-03-14,31.674649312585775,24.556283833251676,13.614290297277106,10.374354516237554,7.443130352088012,6.325503191176682,2.944175342449527,0.0,3.06761315493367,0.0
2024-03-15,31.66671543500569,24.452593348664337,13.73056985137682,10.37263280384339,7.441512248420821,6.32459732700935,2.943712102207706,0.0,3.0676668834718894,0.0
2024-03-18,31.621775453828942,24.360703409324252,13.867205589214937,10.451024471671895,7.443229351731255,6.240002955293076,2.9466884389917807,0.0,3.069370329943862,0.0
2024-03-19,31.69371147611012,24.016655201289904,14.058092808076761,10.490328011817732,7.459249049140593,6.253144240926998,2.952640139132069,0.0,3.0761790735058225,0.0
2024-03-20,31.733058753200755,23.981732437391774,14.057581951382476,10.503026978855337,7.444761317486257,6.253020661609865,2.950789247298612,0.0,3.076028652774925,0.0
2024-03-21,31.735073750865777,23.9541963150247,14.126921079753846,10.517160953066314,7.440163682689422,6.212999757770177,2.93951433558686,0.0,3.0739701252429033,0.0
2024-03-22,31.73040898002168,23.95789886499897,14.119205924046687,10.524773304080469,7.43969432709798,6.211339318686398,2.9393642799880295,0.0,3.0773150010797843,0.0
2024-03-25,31.73587077999351,23.94092757087151,14.093065503657737,10.57746110722201,7.441775055660561,6.202772903601446,2.9346517398293583,0.0,3.073475339163873,0.0
2024-03-26,31.828461735748814,23.957435172871637,14.007948178709102,10.562915748371813,7.443445327322603,6.196495865704845,2.9325752670435463,0.0,3.0707227042276366,0.0
2024-03-27,32.035970306027856,23.75209214351876,13.8966333233002,10.718010437627155,7.451403881516727,6.146867844301276,2.9316997633686808,0.0,3.0673223003393444,0.0
2024-03-28,32.07360825759366,23.65775030901015,13.936593944712483,10.780864682127442,7.454875452663141,6.148912520596268,2.950002778224899,0.0,2.9973920550719577,0.0
2024-04-02,32.26404915250417,23.39025210627889,13.774093032001986,11.048088342724881,7.461513881918852,6.149029666791053,2.950834505482416,0.0,2.9621393122977535,0.0
2024-04-03,32.42004828385181,23.210012583541413,13.720909243941067,11.118838408404683,7.455762038951421,6.164144940025006,2.9497595957078317,0.0,2.960524905576772,0.0
2024-04-05,32.78802598209404,22.639430640670916,13.92243685103271,11.130070262865233,7.448521514770223,6.162417714830693,2.949055387063181,0.0,2.9600416466729973,0.0
2024-04-08,32.838863593724064,22.602289743770104,13.893285672345417,11.130138822372533,7.4531355402602655,6.165865807029694,2.9507054885890938,0.0,2.9657153319088247,0.0
2024-04-09,32.85203911194783,22.560190248946302,13.902583636989768,11.13460442595436,7.465680784317106,6.168339658692495,2.9492997119417828,0.0,2.967262421210356,0.0
2024-04-10,32.836301860029856,22.463296971129747,13.931033286650823,11.188506617657522,7.458752733318407,6.16011032992431,2.9449190851907394,0.0,3.0170791160985955,0.0
2024-04-11,32.89550437445073,22.44695121856029,13.906416956472883,11.176470893463234,7.437923890012513,6.168262528224251,2.9495834676995782,0.0,3.0188866711165203,0.0
2024-04-12,32.90281464009862,22.403567592760133,13.952756412893761,11.167847529811088,7.434764033994585,6.167491844083119,2.9456460789346943,0.0,3.025111867424001,0.0
2024-04-15,32.91470520237785,22.70067396429095,13.655269006436175,11.183003108169665,7.442931846083745,6.155595692256059,2.912138351100737,0.0,3.0356828292848217,0.0
2024-04-16,32.957705569858945,22.675585835272656,13.620957690702099,11.198634655456118,7.4498261285621465,6.161297533466332,2.9124228063358046,0.0,3.023569780345902,0.0
2024-04-17,32.991413010206294,22.49427024610043,13.613356316187675,11.32760441715698,7.462782315131049,6.168017134044436,2.9156886054303928,0.0,3.026867955742741,0.0
2024-04-18,33.24964104851463,22.074338695106924,13.656988925454813,11.444883131860427,7.462053199722719,6.168690816975175,2.915753300699267,0.0,3.0276508816660446,0.0
2024-04-19,33.37054141538551,21.883890187948293,13.644875638659043,11.516113676631148,7.4648068864262935,6.172965604363757,2.917773863215343,0.0,3.0290327273706072,0.0
2024-04-22,33.44654814790468,21.78032984495302,13.64718777260493,11.523575029286812,7.4686524144854864,6.179539816933483,2.9236664952786517,0.0,3.030500478552942,0.0
2024-04-23,33.467786926538764,21.716076744697116,13.64414808598291,11.54764239896916,7.4809898896844045,6.1779506744871275,2.9249870628790604,0.0,3.040418216761456,0.0
2024-04-24,33.45416721300134,21.58459532895214,13.6759968429223,11.564524146758968,7.488441279680715,6.179690513950977,2.9267074903243295,0.0,3.1258771844092323,0.0
2024-04-25,33.67532015052049,21.455854280872398,13.574649331374905,11.587512902428434,7.497968038156761,6.186218921867204,2.9297993507184996,0.0,3.092677024061309,0.0
2024-04-26,33.66895945287042,21.495300461469434,13.569071552325168,11.5731102029429,7.491805792356152,6.183634620178372,2.925835466478469,0.0,3.0922824513790905,0.0
