date,OSHIDORI SECURITIES LTD,PLANETREE SECURITIES LTD,IMAGI BROKERAGE LTD,HOPE SECURITIES LTD,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-07-12,61.420525169160854,26.94123681566784,0.0,0.0,3.6111775890176294,3.166854531315039,2.877298005843885,1.9829078889947445
2024-07-15,61.42045591028214,26.94120643624911,0.0,0.0,3.6111735169894277,3.1669637220954594,2.874408059731543,1.985792354652309
2024-07-17,61.418682936166945,26.940428746456096,0.0,0.0,3.6110692761941383,3.1668723039413633,2.8757683956886004,1.9871783415528526
2024-07-18,50.96519067339405,23.23054179283521,15.757703601690617,0.0,3.113799580806083,2.7307677737420115,2.479754815013726,1.72224176251831
2024-07-19,50.962653639762465,23.22938538264564,15.756919187397925,0.0,3.1136445766914287,2.730631836848801,2.479631373478815,1.7271340031749298
2024-07-22,50.96582497127091,23.230830913373033,15.757899717467028,0.0,3.1138383342461666,2.723334335332092,2.4797856773178504,1.7284860509929185
2024-07-23,50.97329239601892,23.230830913373033,15.757899717467028,0.0,3.1138383342461666,2.723334335332092,2.4723182525698393,1.7284860509929185
2024-07-24,50.97456122501895,23.231409176039076,15.758291963665014,0.0,3.113915844020289,2.7283805317517817,2.464912182975951,1.728529076528931
2024-07-26,50.974608807335265,23.231430861449073,15.758306673277314,0.0,3.1139187507118837,2.728383078564591,2.4649144838536503,1.728437344808224
2024-07-29,50.97905021461462,23.233455011286647,15.759679691327014,0.0,3.1141900658181747,2.7286208020263203,2.4564162717253226,1.7285879432019096
2024-07-30,50.975897528851675,23.232018190033024,15.758705069054098,0.0,3.1139974756729636,2.7346363337211512,2.4562643601346767,1.7284810425324075
2024-07-31,39.47989738480975,17.992771851940727,12.20482795210437,0.0,2.411733912611203,2.1169617217758017,1.902331682011032,1.338676855118546
2024-08-01,50.97907004406098,23.233464048460704,15.759685821408329,0.0,3.114191277152333,2.7335618135757365,2.4464595323302323,1.7335674630116875
2024-08-02,50.97462863332661,23.231439897048524,15.758312802290542,0.0,3.113919961834983,2.7420358834691574,2.4412679776293302,1.7383948444008555
2024-08-06,50.96828510314637,23.228548863919524,15.756351761366242,0.0,3.1135324505222703,2.754139136541968,2.440964174394087,1.7381785101095364
2024-08-07,50.97018799641613,23.22941609830282,15.756940022392914,0.0,3.1136486937887105,2.7505084769313197,2.441055307424946,1.7382434047431665
2024-08-09,50.969553682872125,23.22912701298002,15.756743930503497,0.0,3.1136099450688146,2.750474247417002,2.442269408498315,1.7382217726602227
2024-08-12,50.97018799641613,23.22941609830282,15.756940022392914,0.0,3.1136486937887105,2.7505084769313197,2.441055307424946,1.7382434047431665
2024-08-13,50.96765083696343,23.22825980018129,15.756155684118037,0.0,3.1134937046955495,2.75534929617068,2.4409337982292527,1.7381568796417537
2024-08-16,50.96828510314637,23.228548863919524,15.756351761366242,0.0,3.1135324505222703,2.755383585074564,2.440964174394087,1.7369340615769404
2024-08-19,50.96765083696343,23.22825980018129,15.756155684118037,0.0,3.1134937046955495,2.7565937292169473,2.4409337982292527,1.7369124465954864
2024-08-23,50.97082232574831,23.22970519082102,15.757136119163098,0.0,3.11368744347307,2.7567652597064463,2.4348631342052833,1.7370205268827714
2024-08-26,50.97272540847997,23.23057251155066,15.757724438760082,0.0,3.113803698313291,2.75686818824716,2.4324649300848122,1.7358408245640309
2024-08-27,50.97526307319269,23.231729039942,15.758508933231209,0.0,3.113958718271597,2.758250057165735,2.426362935220304,1.735927242976468
2024-08-30,50.97209103177964,23.23028339744467,15.7575283273465,0.0,3.1137649457353245,2.7568338778795964,2.4187447010049894,1.7507537188092768
2024-09-04,50.97074303371836,23.229669053862736,15.757111606799901,0.0,3.1136825997097795,2.7555164626382798,2.422569824555921,1.7507074187150293
2024-09-05,50.974549329453765,23.2314037546929,15.75828828626623,0.0,3.1139151173482387,2.754477632349673,2.4202615296337955,1.7471043502554005
2024-09-12,50.97527893439169,23.231736268606554,15.758513836567275,0.0,3.1139596871948734,2.7545170575237727,2.4190515518371547,1.7469426638786842
2024-09-17,50.975913390445506,23.23202541887752,15.758709972512225,0.0,3.113998444620359,2.7533067064153647,2.4190816601942573,1.7469644069347683
2024-09-23,50.97527893439169,23.231736268606554,15.758513836567275,0.0,3.1139596871948734,2.7557616768186968,2.4178069325422302,1.7469426638786842
2024-09-24,50.975276951741264,23.23173536502324,15.7585132236501,0.0,3.113959566079431,2.755761569635134,2.4178107279383427,1.746942595932482
2024-09-25,50.97088377724121,23.229733197041018,15.757155116297032,0.0,3.1136911973999855,2.7641423168148678,2.4176023550746506,1.7467920401312305
2024-09-26,50.974388739867,23.231330566767202,15.758238641550637,0.0,3.1139053073087486,2.7643323903391,2.4127902088804354,1.7450141452868766
2024-09-27,50.981359100382576,23.23450727478293,15.760393461002863,0.0,3.114331110209771,2.764710391798693,2.4006724621258524,1.7440261996973152
2024-09-30,39.47989738480975,17.992771851940727,12.20482795210437,0.0,2.411733912611203,2.1409880884503627,1.8561857553450845,1.35057159352884
2024-10-02,50.986436402116475,23.23682123043563,15.76196305966517,0.0,3.1146412706100595,2.767475516438388,2.383483064266665,1.7491794564676095
2024-10-03,50.978969548585816,23.233418248135056,15.759654754205382,0.0,3.1141851381205328,2.767070225624024,2.3756657518851227,1.77103633344407
2024-10-04,50.9632695195121,23.22626303599155,15.754801242256757,0.0,3.1132260603352746,2.772439679419421,2.4023092900056175,1.767691172479275
2024-10-07,50.971538581834054,23.23003162106,15.757357542795763,0.0,3.113731197869776,2.7728584093465867,2.3890092698323597,1.765473377261458
2024-10-08,50.99731038570009,23.24177699574157,15.76532464638609,0.0,3.1153055366469786,2.7710541190339293,2.3441463636985818,1.7650819527927655
2024-10-09,51.00340597119456,23.244555029281955,15.767209037611888,0.0,3.1156779016030205,2.756441663866985,2.348162472004236,1.7645479244373568
2024-10-10,50.98308931535671,23.235295811870074,15.76092834020667,0.0,3.11443680496598,2.7478748051393884,2.347227106847995,1.8111478156131793
2024-10-14,50.98772262730654,23.23740742133095,15.762360683726842,0.0,3.1147198430764447,2.7394100684670057,2.347440421410709,1.810938934681501
2024-10-15,50.98518372194314,23.236250327519073,15.761575805720573,0.0,3.1145647473297116,2.7405185221938555,2.351058115311804,1.810848759981845
2024-10-16,50.983279708845075,23.23538258277945,15.760987198509824,0.0,3.114448435655598,2.7404161790662873,2.3609288335080674,1.8045570616356994
2024-10-21,50.984549035109104,23.23596107207114,15.761379598432153,0.0,3.1145259758064063,2.740484406968657,2.344804620092703,1.8182952915198336
2024-10-22,48.743217933200675,22.217740115423865,15.07070160310334,4.38013816195753,2.9780446136302507,2.6199661242831405,2.2491949202948986,1.7409965281063022
2024-10-23,48.74324730524926,22.217753503553947,15.07071068451812,4.380140801373564,2.9780464081623887,2.619907444302453,2.2491962756314003,1.7409975772088606
2024-10-24,48.74556817160516,22.21881138212094,15.07142826299967,4.380349357881018,2.978188205192687,2.6200321888646063,2.2445419580763057,1.7410804732596166
2024-10-29,48.74180050196629,22.217094033360915,15.07026335376154,4.380010789475676,2.9779580134090966,2.6192345494989215,2.252700296960536,1.7409384615670278
2024-10-30,48.747022452056044,22.219474260496284,15.071877905588973,4.38048004168835,2.978277056775473,2.6099920548725186,2.2517512516099405,1.7411249769124195
2024-10-31,39.47411370577074,17.992771851940727,12.20482795210437,3.5472026506138343,2.411733912611203,2.113505973549992,1.8282313066565283,1.4099192495745851
2024-11-01,48.74354102768212,22.217887385742195,15.07080149926789,4.380167195708852,2.978064353602722,2.6098056539499903,2.2575419518811817,1.742190932165046
2024-11-04,48.74296083863198,22.21762292865298,15.070622113162116,4.380115059056669,2.9780289060276766,2.6097745897180635,2.2587053696940305,1.7421701950564819
2024-11-05,48.74296083863198,22.21762292865298,15.070622113162116,4.380115059056669,2.9780289060276766,2.6085843006296963,2.259895658782398,1.7421701950564819
2024-11-07,48.74180050196629,22.217094033360915,15.07026335376154,4.380010789475676,2.9779580134090966,2.6109027242259626,2.259841861480215,1.742128722320308
2024-11-08,48.75963227086281,22.225221966311178,15.075776680117286,4.381613178787476,2.979047473760003,2.563366797810343,2.2737662634068374,1.7415753689440638
2024-11-11,48.76660166739277,22.228398700376545,15.077931517239463,4.3822394591399245,2.979473280152694,2.551824525503901,2.2717095285381994,1.7418213216565073
2024-11-13,48.76311744593271,22.226810550677232,15.076854246099595,4.3819263618101,2.979260406087505,2.5516422056072905,2.2775011285183293,1.7428876552672397
2024-11-14,48.767763185195214,22.228928134044825,15.078290641830524,4.382343834859625,2.979544244934706,2.553076199347279,2.2753363201410437,1.7347174396467786
2024-11-18,48.74684169586822,22.21939186966992,15.071822018376658,4.380463798668092,2.978266013187989,2.5507905395742787,2.2743601953112793,1.7780638693435629
2024-11-19,48.745681174428086,22.218862890155464,15.071463201846486,4.380359512482993,2.9781951092803203,2.5507298126223885,2.268354271776175,1.7863540274080905
2024-11-21,48.74876132254405,22.217011660185552,15.070207478522226,4.379994549935244,2.977946972187536,2.5505172910591734,2.2693555335026185,1.7862051920636015
2024-11-25,48.74876132254405,22.217011660185552,15.070207478522226,4.379994549935244,2.977946972187536,2.562122290376234,2.2693555335026185,1.7746001927465411
2024-11-28,48.74881934613535,22.217038104156018,15.070225415953576,4.379999763257732,2.9779505167120193,2.562006314186472,2.269358234620645,1.7746023049781858
2024-11-29,48.75637447213671,22.22048131620721,15.07256100999285,4.380678578674007,2.9784120415588022,2.5457371845762244,2.269709941341644,1.7760454555125533
2024-12-02,48.75405291680958,22.219423278620745,15.07184332364547,4.380469990816503,2.9782702232136864,2.545615968226848,2.2696018681458328,1.78072243052134
2024-12-03,48.75231552239389,22.218631469537918,15.071306224986836,4.3803138888384145,2.978164089882309,2.5490888426336102,2.2695209888470744,1.7806589728799425
2024-12-05,48.755797690094425,22.22021845058742,15.072382703410048,4.380626755773625,2.9783768073027956,2.543318772353599,2.2696830909461925,1.779595729531893
2024-12-10,48.755217294267496,22.219953938002803,15.072203279660723,4.380574608180748,2.9783413522891995,2.5444789103017182,2.269656072321601,1.7795745449757177
2024-12-11,48.77205438538568,22.2276273606611,15.077408303329056,4.38208739261534,2.979369890515722,2.5453576187895193,2.235905946754722,1.7801891019488618
2024-12-12,48.772055111373,22.2276276915263,15.077408527761008,4.382087457844085,2.979369934864577,2.5453576566779654,2.235905980036883,1.7801876399161796
2024-12-13,48.772084150883614,22.22764092614249,15.077417505044494,4.382090066995472,2.9793717088198606,2.5452996309270643,2.2359073113241394,1.7801886998628589
2024-12-16,48.77208596585418,22.22764175330653,15.077418066125068,4.382090230067536,2.979371819692136,2.545299725646082,2.235907394529646,1.7801850447788248
2024-12-23,48.77216582469263,22.227678148585028,15.077442753711617,4.3820974052504065,2.979376698080421,2.545184810511069,2.235911055578048,1.780143303590787
2024-12-27,48.77623171113968,22.22953115662364,15.078699683132568,4.382462718337255,2.9796250735038323,2.5453969895736823,2.2277609626402772,1.7802917050490672
2025-01-02,48.77448910537092,22.22873697249192,15.0781609734346,4.382306148127822,2.979518621823174,2.547687820384498,2.228872256972621,1.78022810139445
2025-01-03,48.777974441431866,22.230325397506316,15.07923843132575,4.382619299734909,2.9797315327913334,2.5407240558409385,2.2290315281202013,1.7803553132486858
2025-01-08,48.77565082871481,22.229266422274375,15.078520108956203,4.382410527024367,2.979589588765115,2.5453666761131366,2.228925344826107,1.7802705033258857
2025-01-10,48.77216582469263,22.227678148585028,15.084587720437797,4.3820974052504065,2.979376698080421,2.545184810511069,2.228766088851868,1.780143303590787
2025-01-14,48.771354543659726,22.227308411187018,15.084336801912862,4.382024513008508,2.9793271388335816,2.5468096048261444,2.228729015336184,1.7801099712359738
2025-01-16,48.77658206254102,22.229690827576455,15.085953604566418,4.382494196823821,2.979646475645477,2.5336845569193414,2.2292656337884535,1.7826826421390143
2025-01-17,48.77340548519998,22.228243117851925,15.084971131085048,4.382208786670542,2.9794524260200497,2.540032055576679,2.2291204527528006,1.782566544842979
2025-01-20,48.77166308136428,22.227449025750214,15.084432228556127,4.3820522346044575,2.9793459866750065,2.5435137608273894,2.2290408186163595,1.7825028636061613
2025-01-21,48.771082307750476,22.22718434099106,15.084252602936163,4.382000053068062,2.9793105085833003,2.5446742739640364,2.2290142751685917,1.7824816375383115
2025-01-22,48.77109929518231,22.22719208293077,15.084257856924813,4.382001579360358,2.979311546305487,2.5446751602982887,2.229015051555464,1.7824474274425146
2025-01-23,48.77119004021092,22.227233439537667,15.084285923165488,4.382009732649179,2.9793170897054804,2.5446798950002654,2.229019198930396,1.7822646808006066
2025-01-24,48.77060927786295,22.22696875991286,15.084106301029902,4.381957552125,2.979281612301978,2.545840382994909,2.2289926559975175,1.7822434577748847
2025-02-03,48.77061835216827,22.22697289548352,15.084109107592871,4.381958367436132,2.9792821666299094,2.545840856676359,2.2289930707259824,1.7822251832869556
2025-02-04,48.76945686853309,22.22644355494715,15.083749876021246,4.381854010077014,2.9792112143312095,2.5433754837404066,2.2325354915253084,1.7833735008245766
2025-02-06,48.766553401464506,22.225120313905375,15.082851871945586,4.381593138424252,2.9790338483688514,2.5503682095808617,2.231211887802907,1.783267328507657
2025-02-07,48.76945686853309,22.22644355494715,15.083749876021246,4.381854010077014,2.9792112143312095,2.55052005361315,2.231344729879851,1.7774196925972903
2025-02-10,48.76887614746101,22.22617889413363,15.083570266651748,4.381801833261403,2.979175739449153,2.5481081884272427,2.2348904025984906,1.7773985280173314
2025-02-11,48.771199114732354,22.22723757520682,15.0842887297953,4.382010547979729,2.9793176440466143,2.5482295603429637,2.2349968552722124,1.772719972624007
2025-02-12,48.777007501195726,22.229884719180998,15.086085187131967,4.3825324217743304,2.9796724646905166,2.5401964187047867,2.2352630313293007,1.7693582559923693
2025-02-13,48.78371704221665,22.22697289548352,15.084109107592871,4.381958367436132,2.9792821666299094,2.53986368624928,2.234970241153061,1.7691264932385715
2025-02-14,48.77965099975866,22.225120313905375,15.082851871945586,4.381593138424252,2.9790338483688514,2.53846130204073,2.2347839600649464,1.7785045654916045
2025-02-17,48.79068897798578,22.23014946825749,15.086264856400236,4.382584615990631,2.9797079514032565,2.5140255473316198,2.234098692235649,1.7824798903953387
2025-02-18,48.7906907938536,22.23015029560824,15.086265417873406,4.382584779099505,2.979708062300559,2.514025640897384,2.234098775383233,1.7824762349840757
2025-02-19,48.780233636558265,22.225385776505153,15.083032025439175,4.3816454733088,2.9790694307215695,2.5146775225620734,2.24909911261521,1.7868570222897588
2025-02-20,48.777329666100954,22.224062661405334,15.08213410683274,4.381384626484989,2.9788920816403506,2.520480989978909,2.248965219911307,1.7867506476454138
2025-02-21,48.765938551172724,22.218872609926887,15.078611931179625,4.380361428696862,2.9781964121091766,2.519795658125758,2.249630368410879,1.808593040378082
2025-02-25,48.76889559271927,22.22021990542405,15.079526259566803,4.380627042588819,2.9783770023077043,2.519836849431722,2.243814639136268,1.8087027088253647
2025-02-26,48.774121180838456,22.222600802422683,15.081142031101248,4.381096426862343,2.978696135461912,2.526059628866858,2.244055063918856,1.7922287305276416
2025-02-27,48.775863292407905,22.22339454814324,15.081680698562119,4.381252910640776,2.978802528378357,2.5154344698566407,2.2441352169630258,1.7994363350479339
2025-02-28,39.49050079638127,17.992771851940727,12.210611631143383,3.5472026506138343,2.411733912611203,2.0423599737446034,1.8169237321620073,1.4596285249951304
2025-03-04,48.74288498580531,22.208368880329523,15.071483681911118,4.378290660625344,2.9767885022503,2.586283316411969,2.2342893604668057,1.8016106121996265
2025-03-05,48.74578485624358,22.209690127367264,15.072380332776222,4.378551139168225,2.976965600938266,2.5804878622164384,2.2344222855012768,1.801717795788721
2025-03-06,48.72433398207446,22.19991662039302,15.06574764166455,4.376624331551806,2.9756555694206726,2.6090858153212935,2.2334390146107106,1.8151970249634823
2025-03-07,48.72376173429128,22.19965589126581,15.06557070049398,4.376572929852348,2.975620621538085,2.607850979551548,2.2334127837642206,1.8175543592427328
2025-03-10,48.72550025018153,22.200447998713006,15.066108256157301,4.376729090651773,2.9757267948619375,2.607944030461535,2.233492474319216,1.8140511046536998
2025-03-12,48.726659329701235,22.20097610174882,15.066466647911755,4.376833204042631,2.9757975812872477,2.598490890093505,2.240681988013216,1.8140942572015917
2025-03-14,48.74115247787668,22.207579510246518,15.070947983932168,4.378135039486267,2.976682695840123,2.594504775305905,2.203276418752699,1.8277210985596395
2025-03-17,48.74129600314326,22.207644903627823,15.070992362485342,4.3781479315285505,2.9766914611063453,2.5942595923583034,2.2032829066139676,1.8276848391364064
2025-03-20,48.745236391789746,22.209440234466747,15.072210745500694,4.3785018737873065,2.9769321055331304,2.5911503800580977,2.198701623603942,1.82782664526034
2025-03-21,48.74581639423119,22.209704496792927,15.072390084440812,4.378553972042739,2.976967527002325,2.591181211246083,2.198727785182059,1.8266585290618649
2025-03-31,39.49050079638127,17.992771851940727,12.210611631143383,3.5472026506138343,2.411733912611203,2.098593962081034,1.7810167247948099,1.4798328437714112
2025-04-01,48.74748397813716,22.21046428601208,15.07290570766735,4.378703761433405,2.9770693684218323,2.5905261640170183,2.1985055267945626,1.8243412075165895
2025-04-08,48.74284402760652,22.208350218841026,15.071471017481741,4.3782869815878955,2.9767860008822487,2.590279588968042,2.1982962655967904,1.8336858990357296
2025-04-15,48.74116418186199,22.206500740172103,15.070215887592239,4.377922364302096,2.976538098532172,2.5900638743022006,2.204061660860106,1.8335331923770917
2025-04-16,48.73987400453158,22.205912934683177,15.069816979375153,4.377806480812575,2.976459309647206,2.592642312742387,2.2040033194060724,1.8334846588018465
2025-04-24,48.73871435286102,22.205384596755415,15.069458428213665,4.377702321113714,2.9763884917372034,2.5949598937245733,2.2039508802854657,1.8334410353089476
2025-04-25,48.73871435286102,22.205384596755415,15.069458428213665,4.377702321113714,2.9763884917372034,2.5937702602937875,2.205140513716252,1.8334410353089476
2025-04-29,48.740787269062736,22.206329018497083,15.070099350423897,4.377888510064083,2.97651508112326,2.5920068241227554,2.208803353079223,1.8275705936269597
2025-05-02,48.74042485840687,22.20616390400643,15.069987297154025,4.3778559584059105,2.9764929493350145,2.591987551334075,2.208786929588411,1.8283005517692672
