date,ABCI SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,HUARONG INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,SDICS INTERNATIONAL SECURITIES (HONG,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,42.35822311925251,42.278390636292876,0.9080612699678726,0.0,3.586185880206888,7.756418636798496,0.0,3.112720457481366
2024-03-04,0.0,42.4769343972618,42.18209093139784,0.8873505665630308,0.0,3.5944108316862753,7.768015631767272,0.0,3.091197641323789
2024-03-05,0.0,40.65272132540948,40.16075634571584,0.8356679009594701,0.0,3.4265542876357906,7.378943515825148,4.600193634412336,2.9451629900419376
2024-03-06,0.0,40.84853742635491,39.89452632522804,0.8368358269754272,0.0,3.4307355754100675,7.408245371351385,4.606622846085899,2.974496628594269
2024-03-07,0.0,41.15013025548009,39.64769663942431,0.8471581097876777,0.0,3.4264465343978685,7.396660042869888,4.587659563837742,2.944248854202422
2024-03-08,0.0,41.54980052116241,39.39265964976495,0.8493966298674629,0.0,3.222076920820579,7.416204885607048,4.599781938556487,2.970079454221062
2024-03-11,0.0,41.76720087824868,39.27215391673853,0.845421208174706,0.0,3.221943399038363,7.343750637524243,4.578253629804729,2.9712763304707517
2024-03-12,0.0,42.05341558527159,38.87564150962443,0.84496281117265,0.0,3.222886330717894,7.397898580163196,4.612010633163006,2.993184549887234
2024-03-13,0.0,41.817163226316666,39.01724087694551,0.8503025472287451,0.0,3.235600766259497,7.4446495439517815,4.6411561992676456,2.993886840030158
2024-03-14,72.59684344274729,11.5586807711242,10.526691473713738,0.23103579948091638,0.0,0.8882538979660487,2.0731634189074892,1.2924550977116782,0.8328760983486483
2024-03-15,72.50791640720075,11.329651911551277,10.850116500746552,0.22685636557160277,0.0,0.886651652879465,2.07041727013624,1.2907430889302645,0.8376468029838438
2024-03-18,72.36650130070562,11.185080156365586,11.144340093583514,0.2264139184749818,0.0,0.8870464713537857,2.066379252037618,1.2882257007549671,0.8360131067239205
2024-03-19,71.96263410943716,11.517223467239948,11.259330731070305,0.23295535343948676,0.0,0.8934204883348921,2.0610930466801007,1.2809798969285529,0.7923629068695524
2024-03-20,71.93838381535537,11.593154465529794,11.208578266247452,0.23287685109033363,0.0,0.8939639922005607,2.060398490218536,1.2805482265262975,0.7920958928316577
2024-03-21,71.89763882584339,11.692733119126444,11.156944205482203,0.23274495259120123,0.0,0.8871269543970252,2.0592315066080906,1.2798229402286052,0.7937574957230397
2024-03-22,71.8561216083909,11.603307679579366,11.302055631334602,0.22333087761102488,0.0,0.8916763256588843,2.0559333880767467,1.2742753480734215,0.793299141275068
2024-03-25,71.83557787141235,11.631447825906069,11.285372678146144,0.23549583089769738,0.0,0.8876684167859498,2.057454009116078,1.2739110314779372,0.7930723362577796
2024-03-26,71.7089091298852,11.595742011356828,11.486802912696009,0.2340282292754033,0.0,0.8576897730911281,2.051721373248688,1.2716647252330886,0.7934418452136524
2024-03-27,71.716909073818,11.666456287538393,11.406455154348546,0.23405433778459153,0.0,0.8577854581347263,2.0519502660899103,1.2718065938882757,0.7945828283975523
2024-03-28,71.75723783970064,11.75186966816224,11.281026570637856,0.23039494697489232,0.0,0.8577623513503286,2.0552102600282924,1.2725217723731728,0.7939765907725799
2024-04-02,71.66109764538885,11.809361212928476,11.333932782456616,0.2399296772279178,0.0,0.857454440523152,2.052456693702452,1.2715740360234524,0.7741935117490835
2024-04-03,71.56936134577371,11.764796021254787,11.47538033347407,0.23961831368403763,0.0,0.856467731419028,2.0512635571638334,1.2699238783491842,0.773188818881355
2024-04-05,70.85313128558546,11.889984521041997,12.07763157430184,0.2507368336861153,0.0,0.8945001084425049,2.030028239456796,1.2574210527982432,0.7465663846870354
2024-04-08,69.94062689634384,12.266774613254078,12.661012181656538,0.2505624246751865,0.0,0.8763642070492229,2.0077908623074845,1.241103817769699,0.7557649969439352
2024-04-09,69.9280802011306,12.264574068461274,12.658740914326177,0.24949121376002717,0.0,0.8951312733487194,2.0074306833797393,1.240922225831074,0.7556294197623986
2024-04-10,69.98353119948725,12.448231157714305,12.41651644242379,0.2507050913995654,0.0,0.8915702795138123,2.00893407021639,1.241851566084298,0.7586601931605892
2024-04-11,70.2177513811519,12.319393342602286,12.27932638729862,0.25201234814509293,0.0,0.886774674557624,2.015775879302337,1.2460809290356254,0.7828850579065146
