date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD
2024-03-01,82.17039398627051,17.829606013729496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,43.12221796499107,9.354247723105821,11.168420721800087,0.0,0.0,33.850454095456364,0.0,0.0,0.0,2.5046594946466527
2024-03-05,31.424185042630626,6.822674842779877,8.132083160726701,0.0,4.789085741471991,24.65910178409219,0.0,22.347737539422678,0.0,1.8251318888759398
2024-03-06,31.455283045289107,6.826347947535469,8.085690993011518,0.0,4.837672362743006,24.633117144820858,0.0,22.34273260512158,0.0,1.8191559014784637
2024-03-07,31.432940299689697,6.822804256341092,8.129723407894339,0.0,4.820601624784092,24.62688747686952,0.0,22.340619424431356,0.0,1.826423509989905
2024-03-08,31.340716564314373,6.838380547494125,8.044237194169018,0.0,4.827381277751526,24.556661610308694,0.0,22.28487529222192,0.0,2.107747513740341
2024-03-11,31.141238427931157,6.794583626096723,7.995208942970909,0.594359748338631,4.818888978360591,24.419319984873823,0.0,22.142152004813855,0.0,2.094248286614311
2024-03-12,31.02327004943955,6.99886808941789,8.055824961840068,0.5933187614536535,4.796768791080572,24.341728673639953,0.0,22.09964034183289,0.0,2.090580331295422
2024-03-13,30.979937482670245,7.009497186807179,8.032430173328926,0.5930606149337866,4.851864906826604,24.354756975084126,0.0,22.088781917747152,0.0,2.089670742601978
2024-03-14,30.931007363165865,6.941083130907856,7.973821262312525,0.621072617370579,4.946653884513029,24.382049530117346,0.0,22.118628712130075,0.0,2.0856834994827262
2024-03-15,30.878873828193402,6.945005788187787,7.992448721843208,0.6202004799270757,4.984444550170066,24.39751893462922,0.0,22.09875300592856,0.0,2.0827546911206753
2024-03-18,30.87406948326661,6.925972772012864,7.964471647711954,0.620054077837291,5.0478727617512575,24.381820549042697,0.0,22.093536461075058,0.0,2.092202247302269
2024-03-19,30.16158635168341,6.827923598648622,8.118198347157497,0.649698377189011,5.16671215024533,24.63940942172659,0.0,22.318370583018382,0.0,2.118101170331156
2024-03-20,30.196798648041,6.794964471911216,8.068321175982804,0.6550431870041259,5.1667958187874214,24.674359650908038,0.0,22.328316913689925,0.0,2.115400133675472
2024-03-21,30.199072068720394,6.787947361996248,8.053871251911195,0.6550925031168896,5.162165689620571,24.676217304765157,0.0,22.35007442446354,0.0,2.115559395406
2024-03-22,30.20018378782321,6.791115207580726,8.055673245342616,0.6550349683738788,5.162966982600305,24.68032341904195,0.0,22.344347476786833,0.0,2.1103549124504775
2024-03-25,30.147449980846368,6.767831271900097,8.09252999567039,0.6775475442992362,5.2467977519187174,24.66341682852276,0.0,22.296941992837844,0.0,2.1074846340045825
2024-03-26,30.17185749184573,6.741112604713156,8.098284049568317,0.6775051250585791,5.24521712484882,24.65936844392858,0.0,22.295546047481285,0.0,2.1111091125555292
2024-03-27,30.180132376431402,6.736964135468364,8.077530580469874,0.7023765194688621,5.241433646895707,24.65961085240652,0.0,22.292609711878317,0.0,2.109342176980957
2024-03-28,30.134866008962746,6.731972753738648,8.076870931587447,0.7040073140532944,5.212943839754858,24.6866696039263,0.0,22.310878590268683,0.0,2.141790957708027
2024-04-02,30.086541425435197,6.725223028697622,8.057263648916436,0.703170622674755,5.180476977812065,24.834975192789962,0.0,22.278107682725548,0.0,2.1342414209484137
2024-04-03,29.78057938497735,6.748430657356089,8.146229964966476,0.7079146182891969,5.210288672730325,24.91864592752957,0.0,22.31935831142048,0.0,2.16855246273051
2024-04-05,29.760635682720405,6.765419076508556,8.170798473008906,0.6848060679352349,5.214321466229074,24.941422591046496,0.0,22.342005589306172,0.0,2.120591053245157
2024-04-08,29.74857162106882,6.766097876112173,8.170364108153269,0.6886372912386257,5.217352981232491,24.943925056537104,0.0,22.344247245642094,0.0,2.120803820015419
2024-04-09,29.737251125349218,6.755657608853875,8.166371625559451,0.6949953125109166,5.228042038425131,24.949562502064154,0.0,22.347049948711124,0.0,2.1210698385261266
2024-04-10,29.614133310887986,6.755283961372433,8.214394550549152,0.6953441885808854,5.243216012003627,24.99471568410183,0.0,22.35826779553852,0.0,2.1246444969655673
2024-04-11,29.553330409149588,6.721103687263258,8.272916814515773,0.698344885793135,5.246903413361839,25.012293740842328,0.0,22.368968351414534,0.0,2.126138697659548
2024-04-12,29.46798803473769,6.706271335232919,8.331627956335,0.6981081733320198,5.270233216858836,25.038967147779033,0.0,22.36138611853965,0.0,2.125418017184852
2024-04-15,29.37108419538863,6.712565698183003,8.388770229078663,0.6996270853349313,5.2722188640468195,25.054680432390768,0.0,22.376090580387277,0.0,2.1249629151899043
2024-04-16,29.360726843783752,6.694405193925037,8.433906599663759,0.6621417003778514,5.253642189204006,25.089557200247896,0.0,22.382555877830033,0.0,2.123064394967664
2024-04-17,29.27303605594692,6.69424739530549,8.518559328465399,0.6636313840468258,5.250464037092354,25.08581863361537,0.0,22.390431719216945,0.0,2.1238114463106936
2024-04-18,29.150923413339324,6.719813514152584,8.5923504283931,0.6637982221843778,5.234185885927254,25.11726543603716,0.0,22.397317723593225,0.0,2.1243453763729727
2024-04-19,29.06311785788473,6.721027038218631,8.632691983748044,0.6642908837984979,5.220459435904325,25.158550070351037,0.0,22.41394069475057,0.0,2.125922035344171
2024-04-22,28.961162510276246,6.758289783964874,8.674307012858376,0.6644914978270227,5.222036000363857,25.173697815171863,0.0,22.419451321558267,0.0,2.126564057979498
2024-04-23,28.944141563264914,6.722184327727891,8.697011722497761,0.664591850286813,5.233521991407912,25.188826190801816,0.0,22.422837139276965,0.0,2.126885214735932
