date,CHINA SECURITIES DEPOSITORY AND CLEARING,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CCB INTERNATIONAL SECURITIES LTD,SHANGHAI PUDONG DEVELOPMENT BANK CO.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2025-02-27,93.76902155268945,2.0538375693741546,0.0,1.6297777313881003,1.003263519137737,1.0031967906030421,0.0,0.0006672853469489439,0.3625361289973612,0.17769942246319764
2025-02-28,93.79167761668391,2.0543338086932326,0.0,1.6303717451817665,1.003505923314687,1.0034391786573333,0.0,0.0006674465735382022,0.36015417108121395,0.1558501098143173
2025-03-03,93.74906574915066,2.052866759613966,0.0,1.6304983135083464,1.0029832915419181,1.0029832915419181,0.0,0.0002668573344530845,0.3731332678990254,0.1882024694097101
2025-03-04,93.71355417718748,2.052089146257691,0.0,1.6294138672943406,1.0026033676136012,1.0026033676136012,0.0,0.00026675625052909437,0.39379891484357554,0.2056704029391844
2025-03-05,93.67806949816936,2.0513121217887025,0.0,1.6283969061432073,1.0022237314020135,1.0022237314020135,0.0,0.00026665524315604985,0.4267817166712578,0.2107256391802842
2025-03-06,93.64410935602874,2.0511015979613494,0.0,1.6285396163286479,1.0018604055931293,1.0018604055931293,0.0,0.004198297562349817,0.45701467750150865,0.21131564343115106
2025-03-07,92.54478987247951,2.044672797888319,0.0,1.6088947870136125,0.9901650889377676,0.9900992315989623,0.0,1.1870126746268257,0.500607975194649,0.13375757226035148
2025-03-10,92.5160924846988,2.043775413790619,0.0,1.2757877772262547,0.9897922098678662,0.9897922098678662,0.0,1.2474120660081456,0.7190971420154837,0.21825069652495502
2025-03-11,92.46017461267174,2.0335917217111152,0.0,1.2748192839212107,0.989193967198528,0.989193967198528,0.0,1.3011381336537775,0.7027790849838684,0.2491092286612326
2025-03-12,92.0413981110292,1.9763701998271794,0.339219900076389,1.25849993436334,0.9853686381056567,0.9847136469875327,0.2650749055047589,1.1867784069287686,0.7393539741383045,0.2232222830388753
2025-03-13,92.01801297032245,1.9524253351520522,0.44194119221026296,1.2554299210335103,0.9849873185993149,0.9844634588367305,0.23252825211714975,1.1885723188336765,0.7323559480929888,0.20928328480187358
2025-03-14,91.94750764651636,1.9432737843160173,0.46162485431662686,1.256823558003369,0.9846252030838556,0.9837091509278764,0.27344156855977086,1.1876616202269445,0.7526677107305683,0.20866490331861226
2025-03-17,91.95310318006835,1.9433920436787684,0.44647173015994607,1.2584050773422135,0.9847505594572808,0.9837690152754841,0.3566277193861506,1.1831533567377963,0.7521900246502389,0.13813729324377097
2025-03-18,91.9150309039433,1.9376163032551943,0.4780757371127912,1.2571645460812486,0.9847352883066182,0.9833616954102753,0.4144325995822472,1.1826634837510435,0.721855771620846,0.1250636709364344
2025-03-19,91.88221662632819,1.9343745138154578,0.5281867672593723,1.2567157299734013,0.9843837312564805,0.9830106287419415,0.425007921166863,1.1822412650181615,0.6980591640580661,0.12580365238207197
2025-03-20,91.86211894002466,1.9339514019925217,0.5424529723409257,1.258859591271295,0.984168413906078,0.9827956117345718,0.43962355254190466,1.181982669666941,0.6741504606607652,0.13989638586033112
2025-03-21,91.82520200213175,1.9310831501063108,0.5851014660954219,1.2567200576219737,0.9842956649313536,0.9824006523652639,0.4725769268262331,1.1710524205825392,0.6569551149806716,0.13461254435848682
2025-03-24,91.78963375796657,1.9296166308145057,0.6004209766239105,1.2225281765114349,0.9839144006620935,0.9820201221240067,0.4944066984406417,1.1705988165880221,0.6367780605652582,0.19008235970355872
2025-03-25,91.83042259627481,1.9305394493927923,0.6027136057731272,1.2235288779020126,0.9844169746683713,0.9824565053879643,0.49907012981561016,1.1711189991391318,0.5878532486276421,0.18787961301852502
2025-03-26,91.84240820551453,1.9307914213516277,0.6081515867468992,1.1783304629188442,0.9845454597265222,0.9825847345677466,0.4912270097785808,1.171271852347252,0.6274908725629559,0.1831983944850396
2025-03-27,91.94167818594649,1.932093223910251,0.6557863319760395,1.118821338600247,0.985675056491972,0.9836467838898312,0.5736085775151091,1.0310167633720873,0.613971202297711,0.1637025360002684
2025-03-28,91.97542590639597,1.9326715054840797,0.6427402527720694,1.0277953349572104,0.9860368541762957,0.98400783708506,0.6189156649911087,1.0313952039900476,0.6305726954410787,0.17043874470707981
2025-03-31,91.8783838127748,1.9310246671761229,0.8850911126011776,0.9883310377542587,0.9848657331101084,0.9829696230217998,0.7574632887260576,0.8897986962687026,0.5346245851752464,0.1674474433917314
2025-04-01,91.9752633669348,1.9318172134253724,0.8165797579093662,0.9882604812979738,0.985904207549598,0.984006098141184,0.7483787233035984,0.8907369289346397,0.49781519098325244,0.18123803152021428
2025-04-02,92.01410856870783,1.9326331048585368,0.800620192210921,0.988154029660179,0.9863205982884683,0.9844216872249107,0.7431290227694235,0.8918988826453712,0.4863045754078733,0.17240933822648227
2025-04-03,91.99513355776801,1.9309252363948068,0.7981637729149174,0.9876883892689762,0.9866409302494028,0.9842186812666394,0.7594732553794254,0.8915840242231182,0.49942846053258866,0.16674369200211225
2025-04-07,91.9767683839126,1.9305397618996163,0.8123386670600486,0.9877530275242281,0.9864439651327044,0.9840221997083854,0.7655396865630754,0.8914060355080817,0.4900344156429919,0.17515385704826616
2025-04-08,91.98760596030301,1.9284761073135026,0.8219916659720182,0.9872802664800493,0.9865601973293212,0.9841381465495995,0.7526686450064717,0.8915110694332177,0.48256416048518935,0.17720378112762383
2025-04-09,92.06231014945537,1.9164153342419776,0.9308228178897174,0.9882785900806861,0.9850028904118738,0.9849373764184975,0.5848041104737313,0.8930212437116231,0.4852490461391863,0.1691584411773373
2025-04-10,92.08559712492772,1.9169000876314033,0.9132339539597715,0.9887251648496723,0.9852520449042168,0.9851865143392082,0.5812823238522358,0.8932471316321503,0.47836001844973736,0.17221563545388624
2025-04-11,92.10738654011172,1.9166982063435674,0.9305575690944402,0.9887624800866122,0.9854851765397555,0.9854196304688183,0.6038366239012201,0.8934584929440245,0.4804395907549784,0.10795568975487249
2025-04-14,92.00661401017966,1.9153214097629836,1.0127573775754224,0.9879425956966349,0.9844069803365966,0.9843415059780773,0.6164672752019416,0.8924809809756002,0.46904520956004725,0.13062265473303072
2025-04-15,91.98246381399858,1.91481866995136,1.021197349670501,0.9876178201287431,0.984148589981154,0.9840831328085579,0.6303132977961107,0.8922467196563425,0.4719331229827818,0.1311774830258751
2025-04-16,91.92445882378846,1.9136111676340783,1.0556162927600972,0.9874529304835884,0.9835279768016397,0.9834625609069405,0.6266450216809862,0.8916840606440407,0.48177498128026053,0.15176618401990957
2025-04-17,91.89983485995586,1.9130985652996788,1.0846973918593128,0.9874500132451323,0.9832645174607962,0.983199119089166,0.630963489488644,0.8914452036919265,0.4579717168523089,0.16807512305717298
2025-04-22,91.91618523920367,1.9134389346499476,1.1069989583979665,0.9874948756165269,0.9834394551827835,0.9833740451757876,0.6090325751384701,0.8916038053605934,0.43941134499680096,0.16902076627744703
2025-04-23,91.81679029358413,1.9113698087570388,1.2102140497657632,0.9853816048222372,0.9823759981766683,0.9823106589017647,0.6813579586954638,0.8332064335715912,0.4225360229470488,0.17445717077829517
2025-04-24,91.8538805891847,1.9121419253925922,1.153050407271915,0.9857796594142716,0.9827728386243335,0.982707472954987,0.6767961404134586,0.8331508214902398,0.4395056875518652,0.18021445770163352
2025-04-25,91.85658250933453,1.912198171843634,1.1764205551112665,0.9855471861650589,0.9828017472966546,0.9827363797045497,0.6668801746538391,0.8087278495213974,0.44474802316308465,0.18335740320599014
2025-04-28,91.86390851478569,1.9123506788697822,1.216914774114142,0.9857565339171178,0.9828801304757521,0.9828147576702664,0.6275135598561186,0.801012985614858,0.4415148536885357,0.18533321100773972
2025-04-29,91.82837029190591,1.9116108720648166,1.2997620840723756,0.9857019243915391,0.982499896130124,0.9824345486145849,0.6930104022919831,0.6817052821037216,0.4416054405100201,0.19329925791492047
2025-04-30,91.84739662930163,1.8886730507075118,1.2983320002510388,0.9859061564532152,0.9827034647490117,0.9826381036938238,0.7100825035605761,0.681846527719434,0.4270560623862382,0.19536550117752516
2025-05-02,91.83965309904293,1.8754427102902556,1.3351484223766248,0.9858230360335313,0.98262061434395,0.9825552587992648,0.6917230849495422,0.6816583310680012,0.42911143529494555,0.19626400780094239
