date,CHINA SECURITIES DEPOSITORY AND CLEARING,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CCB INTERNATIONAL SECURITIES LTD,SHANGHAI PUDONG DEVELOPMENT BANK CO.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2024-12-30,94.07813656912082,2.1174474482990804,0.0,1.6429164152415403,1.0065038869902738,1.0065038869902738,0.0,0.0,0.01693797282217236,0.1315538205358446
2025-01-03,94.1680349275496,2.0780571054649433,0.0,1.6339653789923156,1.007465673123507,1.007465673123507,0.0,0.0,0.028480305379638856,0.0765309363665006
2025-01-06,94.17724906248405,2.0781264006979416,0.0,1.632784878102553,1.0075642514219834,1.0075642514219834,0.0,0.0,0.03243721549077025,0.06427394038071961
2025-01-07,94.17933195926965,2.0781723621466264,0.0,1.632955031079159,1.0075865354912406,1.0075865354912406,0.0,0.0,0.03183474819464808,0.06253282832744093
2025-01-08,94.18450804112187,2.0782865781855993,0.0,1.6317042939218402,1.0076419122949658,1.0076419122949658,0.0,0.0,0.03156840100378668,0.05864886117697132
2025-01-09,94.18709629541135,2.078343690913188,0.0,1.6317491342647559,1.007669602979517,1.007669602979517,0.0,0.0,0.031167112237958983,0.05630456121370982
2025-01-10,94.18962155864298,2.0783994136725865,0.0,1.631725855471022,1.0076966197482475,1.0076966197482475,0.0,0.0,0.031167947863704616,0.05369198485320848
2025-01-13,94.19107364631762,2.078431455612257,0.0,1.6316839823261473,1.0077121550462678,1.0077121550462678,0.0,0.0,0.031034370612373418,0.052352235039067246
2025-01-14,94.1921469572886,2.0784551394200466,0.0,1.6319706939970289,1.007723637965718,1.007723637965718,0.0,0.0,0.03103472425024128,0.05094520911264229
2025-01-15,94.19290460328965,2.0784048275458225,0.0,1.6319167907708128,1.0077317437134807,1.0077317437134807,0.0,0.0,0.03103497388182397,0.050275317084931416
2025-01-16,94.19782959940508,2.0785134995922476,0.0,1.631935083935023,1.0077844342525832,1.0077844342525832,0.0,0.0,0.02895855232121298,0.04719439624126571
2025-01-17,94.19801903261778,2.078517679513287,0.0,1.6320724334218082,1.0077864609218163,1.0077864609218163,0.0,0.0,0.028288272349940573,0.04752966025355891
2025-01-20,94.19877677308764,2.0785343993655654,0.0,1.6320855620135264,1.0077945676802629,1.0077945676802629,0.0,0.0,0.026545606545256357,0.0484685236274802
2025-01-21,94.20010284824426,2.0785636597543258,0.0,1.6319074316463802,1.00780875482138,1.00780875482138,0.0,0.0,0.027417439185974758,0.04639111152631289
2025-01-22,94.20123951380907,2.0785887407432515,0.0,1.6319941591703309,1.007820915545975,1.007820915545975,0.0,0.0,0.02587593943067356,0.04665981575473063
2025-01-23,94.19966081904369,2.07855390619987,0.0,1.631832739014527,1.0078040257299594,1.0078040257299594,0.0,0.0,0.02647882068400519,0.04786566359799257
2025-01-24,94.19751387907705,2.0783054327107795,0.0,1.6316614803771472,1.007781056488642,1.007781056488642,0.0,0.0,0.02413204605134436,0.0528250488063928
2025-01-27,94.19568274290873,2.078265031854218,0.0,1.6316297619779228,1.0077614659042804,1.0077614659042804,0.0,0.0,0.026745831109206322,0.052153700341370644
2025-02-03,94.19511447374563,2.078252493976728,0.0,1.6318210138488407,1.0077553862226205,1.0077553862226205,0.0,0.0,0.02647754274031762,0.05282370324324025
2025-02-04,94.19890306435117,2.0783360826842587,0.0,1.6316855434336714,1.0077959188193506,1.0077959188193506,0.0,0.0,0.02614343543564898,0.04934003645655148
2025-02-05,94.19801903261778,2.078316578051084,0.0,1.6316702304974013,1.0077864609218163,1.0077864609218163,0.0,0.0,0.026143190086437968,0.050278046903671623
2025-02-06,94.1985873368273,2.078329116701813,0.0,1.6304064242169236,1.007792540978424,1.007792540978424,0.0,0.0,0.026076313585247236,0.05101572671186776
2025-02-07,94.196819301805,2.0779549432281716,0.0,1.6303758227425267,1.0077736254876715,1.0077736254876715,0.0,0.0,0.0259417582189523,0.05336092303001238
2025-02-10,94.19700873095425,2.0779591219811273,0.0,1.6303120683152035,1.0077756521134316,1.0077756521134316,0.0,0.0,0.023193453214796288,0.05597532130775575
2025-02-11,94.16872908039137,2.0725773595798684,0.0,1.6295545671528602,1.0074730995836698,1.0074730995836698,0.0,0.0,0.030825969522980452,0.08336682418558392
2025-02-12,94.13523210209617,2.0750555969667532,0.0,1.6371475895619345,1.007181718117095,1.0071147289772135,0.0,0.0,0.042002190705648056,0.09626607357519057
2025-02-13,94.0938826622604,2.075617230630845,0.0,1.6382363753988722,1.006672348064524,1.006672348064524,0.0,0.0,0.07077641824559013,0.1081426173352487
2025-02-14,94.06812067453242,2.063267263707031,0.0,1.6442142148845662,1.0063967309899262,1.0063967309899262,0.0,0.0,0.09572617568947682,0.1158782092066517
2025-02-17,94.06100554628979,2.063111202215903,0.0,1.6462318119297226,1.0063206091140706,1.0063206091140706,0.0,0.0,0.10027060479266181,0.11673961654378766
2025-02-18,94.05200298871506,2.0620436534554427,0.0,1.633558357943685,1.0062242943960897,1.0062242943960897,0.0,0.0,0.12750148202903758,0.11244492906460066
2025-02-19,94.02783681337887,2.062049123728488,0.0,1.6360827830186344,1.0059657502720605,1.0059657502720605,0.0,0.0,0.1454682413922748,0.11663153793762221
2025-02-20,94.01701640727727,2.063149930363923,0.0,1.6351585529751362,1.0058499871288133,1.0058499871288133,0.0,0.0,0.1629806151819735,0.10999451994407705
2025-02-21,94.00041318591249,2.061915970529211,0.0,1.6346022143735988,1.0056723559867686,1.0056723559867686,0.0,0.0,0.17720008454230082,0.11452383266885642
2025-02-24,93.89627383874635,2.0596316552181957,0.0,1.635397247646812,1.0045582112818048,1.0045582112818048,0.0,0.0,0.2863198041334664,0.11326103169157313
2025-02-25,93.88968778871757,2.053407078261836,0.0,1.627732510350921,1.0044877497995133,1.0044877497995133,0.0,0.0,0.31021927779161507,0.10997784527903384
2025-02-26,93.82305117557095,2.052884445193006,0.0,1.629314701143036,1.0037748316594028,1.0037748316594028,0.0,0.0,0.3437831986307214,0.14341681614347682
