date,SILVERBRICKS SECURITIES CO LTD,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,JIN YI FINANCIAL GROUP LTD,TOTAL_CCASS_PCT
2024-03-01,31.33599927474091,0.0,6.645427501460096,0.0,0.0,0.0,0.0,0.0,37.98142677620101
2024-03-04,31.33599927474091,0.0,6.644749258196016,0.0,0.0,0.0,0.0,0.0,37.98074853293693
2024-03-05,31.33599927474091,0.0,6.675270205079636,0.0,5.511091754651237,0.0,0.0,0.0,43.52236123447179
2024-03-06,31.33599927474091,0.0,6.675948448343716,0.0,5.511091754651237,0.0,0.0,0.0,43.523039477735864
2024-03-07,31.33599927474091,0.0,6.6840873675126815,0.0,5.511091754651237,0.0,0.0,0.0,43.53117839690483
2024-03-11,31.33599927474091,0.0,6.6840873675126815,6.548438714696594,5.511091754651237,0.0,0.0,0.0,50.07961711160143
2024-03-12,31.33599927474091,0.0,6.670522502231073,6.548438714696594,5.511091754651237,0.0,0.0,0.0,50.06605224631981
2024-03-13,31.332608058420508,0.0,6.677304934871878,6.548438714696594,5.511091754651237,0.0,0.0,0.0,50.069443462640216
2024-03-14,31.326503869043787,0.0,6.675270205079636,6.548438714696594,5.511091754651237,0.0,0.0,0.0,50.06130454347125
2024-03-15,31.326503869043787,0.0,6.6766266916077965,6.548438714696594,5.511091754651237,0.0,0.0,0.0,50.06266102999941
2024-03-19,31.31972143640298,0.0,6.679339664664119,6.548438714696594,5.513126484443479,0.0,0.0,0.0,50.060626300207176
2024-03-20,31.31972143640298,0.0,6.671878988759233,6.548438714696594,5.513126484443479,0.0,0.0,0.0,50.05316562430229
2024-03-21,31.311582517234015,0.0,6.6840873675126815,6.548438714696594,5.513126484443479,0.0,0.0,0.0,50.05723508388677
2024-03-25,31.311582517234015,0.0,6.694261016473887,6.548438714696594,5.513126484443479,3.68207823123001,0.0,0.0,53.74948696407799
2024-03-26,31.311582517234015,0.0,6.693582773209808,6.548438714696594,5.513126484443479,3.68207823123001,0.0,0.0,53.74880872081391
2024-03-27,31.311582517234015,0.0,6.694261016473887,6.548438714696594,5.513126484443479,3.68207823123001,0.0,0.0,53.74948696407799
2024-03-28,31.30344359806505,0.0,6.692904529945727,6.545725741640272,5.51516121423572,3.597297823219956,0.0,0.0,53.65453290710672
2024-04-03,31.30344359806505,0.0,6.692904529945727,6.545725741640272,5.513126484443479,3.597297823219956,0.0,0.0,53.65249817731449
2024-04-05,31.30344359806505,0.0,6.720712503773024,6.545725741640272,5.513126484443479,3.597297823219956,0.0,0.0,53.680306151141785
2024-04-09,31.30344359806505,0.0,6.739703315167277,6.545725741640272,5.51516121423572,3.5749081652685804,0.0,0.0,53.678942034376895
2024-04-10,31.30344359806505,0.0,6.732242639262393,6.545725741640272,5.5287260795173285,3.5749081652685804,0.0,0.0,53.68504622375363
2024-04-11,31.30344359806505,0.0,6.732920882526473,6.545725741640272,5.5287260795173285,3.5749081652685804,0.0,0.0,53.68572446701771
2024-04-12,31.30344359806505,0.0,6.732242639262393,6.545725741640272,5.5287260795173285,3.5749081652685804,0.0,0.0,53.68504622375363
2024-04-17,31.30344359806505,0.0,6.732242639262393,6.545725741640272,5.529404322781409,3.5749081652685804,0.0,0.0,53.68572446701771
2024-04-18,31.30276535480097,0.0,6.732242639262393,6.545725741640272,5.530082566045489,3.5749081652685804,0.0,0.0,53.68572446701771
2024-04-19,31.294626435632004,0.0,6.732242639262393,6.545725741640272,5.5307608093095695,3.5749081652685804,0.0,0.0,53.678263791112826
2024-04-25,31.294626435632004,0.0,6.754624666977047,6.545725741640272,5.532117295837731,3.5749081652685804,0.0,0.0,53.702002305355634
2024-04-29,31.294626435632004,0.0,6.755981153505207,6.545725741640272,5.532117295837731,3.5749081652685804,0.0,0.0,53.703358791883794
2024-05-02,31.294626435632004,0.0,6.779041424483942,6.530804389830504,5.532117295837731,3.5749081652685804,0.0,0.0,53.71149771105276
2024-05-03,31.294626435632004,0.0,6.793284533029631,6.530804389830504,5.532117295837731,3.5749081652685804,0.0,0.0,53.72574081959846
2024-05-06,31.294626435632004,0.0,6.800745208934517,6.530804389830504,5.534830268894052,3.5749081652685804,2.790829957092059,0.0,56.52674442565172
2024-05-08,31.294626435632004,0.0,6.800745208934517,6.530804389830504,5.5341520256299725,3.576942895060822,2.790829957092059,0.0,56.52810091217988
2024-05-10,31.2810615703504,0.0,6.801423452198597,6.530804389830504,5.5341520256299725,3.576942895060822,2.790829957092059,0.0,56.515214290162355
2024-05-13,31.2810615703504,0.0,6.801423452198597,6.530804389830504,5.5341520256299725,3.5640562730432936,2.790829957092059,0.0,56.50232766814482
2024-05-14,31.2810615703504,0.0,6.840083318251182,6.530804389830504,5.5341520256299725,3.5688039758918566,2.790829957092059,0.0,56.54573523704597
2024-05-16,31.2810615703504,0.0,6.843474534571584,6.530804389830504,5.5341520256299725,3.5484566779694435,2.790829957092059,0.0,56.528779155443964
2024-05-17,31.2810615703504,0.0,6.848222237420147,6.530804389830504,5.5341520256299725,3.5484566779694435,2.790829957092059,0.0,56.533526858292525
2024-05-20,31.2810615703504,0.0,6.869247778606639,6.530804389830504,5.5341520256299725,3.5484566779694435,2.7698044159055657,0.0,56.533526858292525
2024-05-22,31.2810615703504,0.0,6.869247778606639,6.530804389830504,5.53143905257365,3.5484566779694435,2.7698044159055657,0.0,56.5308138852362
2024-05-23,31.2810615703504,0.0,6.872638994927042,6.530804389830504,5.53143905257365,3.5484566779694435,2.7698044159055657,0.0,56.5342051015566
2024-05-24,31.28038332708632,0.0,6.895021022641696,6.530804389830504,5.53143905257365,3.5484566779694435,2.7399617122860267,0.0,56.52606618238764
2024-05-27,31.26410548874839,0.0,6.920794266676753,6.530804389830504,5.53143905257365,3.5484566779694435,2.706049549082005,0.0,56.50164942488074
2024-05-28,31.26410548874839,0.0,6.954028186616694,6.530804389830504,5.53143905257365,3.5023361360119742,2.706049549082005,0.0,56.488762802863214
2024-05-29,31.263427245484305,0.0,6.97844494412359,6.530804389830504,5.53143905257365,3.4806323515614004,2.706049549082005,0.0,56.490797532655456
2024-05-30,31.263427245484305,0.0,6.97776670085951,6.530804389830504,5.53143905257365,3.4806323515614004,2.706049549082005,0.0,56.49011928939137
2024-06-04,31.263427245484305,0.0,6.933680888694281,6.530804389830504,5.53143905257365,3.4806323515614004,2.706049549082005,0.0,56.446033477226145
2024-06-05,31.263427245484305,0.0,6.933680888694281,6.530804389830504,5.53143905257365,3.5342135694237546,2.706049549082005,0.0,56.499614695088496
2024-06-11,31.262070758956146,0.0,6.974375484539107,6.530804389830504,5.53143905257365,3.551847894289846,2.706049549082005,0.0,56.55658712927125
2024-06-12,31.262070758956146,0.0,6.975053727803187,6.530804389830504,5.53143905257365,3.551847894289846,2.706049549082005,0.0,56.55726537253534
2024-06-13,31.262070758956146,0.0,6.991331566141118,6.530804389830504,5.53143905257365,3.551847894289846,2.7026583327616023,0.0,56.570151994552866
2024-06-14,31.262070758956146,0.0,7.016426566912094,6.502318172739124,5.53143905257365,3.551847894289846,2.7026583327616023,0.0,56.566760778232464
2024-06-17,31.262070758956146,0.0,7.018461296704335,6.502318172739124,5.5243741316133566,3.551847894289846,2.7026583327616023,0.0,56.56173058706441
2024-06-18,31.259357785899823,0.0,7.018461296704335,6.500283442946883,5.5243741316133566,3.551847894289846,2.702344475691149,0.0,56.55666902714539
2024-06-19,31.234941028392925,0.0,7.094424542281344,6.500283442946883,5.5243741316133566,3.550491407761685,2.702344475691149,0.0,56.60685902868735
2024-06-20,31.234941028392925,0.0,7.112737110411516,6.500283442946883,5.5243741316133566,3.550491407761685,2.702344475691149,0.0,56.625171596817516
2024-06-21,31.234941028392925,0.0,7.116128326731919,6.500283442946883,5.5243741316133566,3.550491407761685,2.702344475691149,0.0,56.62856281313792
2024-06-24,31.234941028392925,0.0,7.13444089486209,6.500283442946883,5.5243741316133566,3.550491407761685,2.702344475691149,0.0,56.64687538126809
2024-06-25,31.234941028392925,0.0,7.13579738139025,6.500283442946883,5.5243741316133566,3.551169651025766,2.702344475691149,0.0,56.64891011106034
2024-06-27,31.217984946790917,0.0,7.132406165069849,6.500283442946883,5.5243741316133566,3.551169651025766,2.702344475691149,0.0,56.62856281313792
2024-07-02,31.212559000678276,0.0,7.137832111182492,6.500283442946883,5.5243741316133566,3.566091002835535,2.702344475691149,0.0,56.64348416494769
2024-07-03,31.212559000678276,0.0,7.141901570766975,6.4962139833624,5.5243741316133566,3.566091002835535,2.702344475691149,0.0,56.64348416494769
2024-07-05,31.212559000678276,0.0,7.148005760143699,6.4962139833624,5.5243741316133566,3.566091002835535,2.702344475691149,0.0,56.64958835432441
2024-07-08,31.212559000678276,0.0,7.143258057295135,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.641449435155444
2024-07-09,31.212559000678276,0.0,7.186665626196283,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.684857004056596
2024-07-10,31.212559000678276,0.0,7.193448058837087,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.69163943669741
2024-07-11,31.212559000678276,0.0,7.2246472489847875,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.722838626845096
2024-07-17,31.212559000678276,0.0,7.232107924889672,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.730299302749984
2024-07-18,31.212559000678276,0.0,7.231429681625593,6.4962139833624,5.5243741316133566,3.566091002835535,2.698953259370747,0.0,56.7296210594859
2024-07-19,31.20442008150931,0.0,7.231429681625593,6.4962139833624,5.5243741316133566,3.5013050366897556,2.7637392255165265,0.0,56.72148214031694
2024-07-22,31.20442008150931,0.0,7.22803846530519,6.4962139833624,5.5243741316133566,3.5013050366897556,2.7637392255165265,0.0,56.718090923996535
2024-07-23,31.20442008150931,0.0,7.233464411417834,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.722838626845096
2024-07-24,31.192211702755863,0.0,7.239568600794557,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.716734437468375
2024-07-25,31.192211702755863,0.0,7.255168195868407,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.732334032542234
2024-07-26,31.184751026850975,0.0,7.278906710111223,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.74861187088016
2024-07-29,31.184751026850975,0.0,7.278228466847142,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.74793362761608
2024-07-31,31.184751026850975,0.0,7.2748372505267405,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.744542411295676
2024-08-01,31.184751026850975,0.0,7.29043684560059,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.76014200636953
2024-08-07,31.184751026850975,0.0,7.309427656994842,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.77913281776378
2024-08-12,31.184751026850975,0.0,7.312140630051164,6.4962139833624,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.78184579082009
2024-08-14,31.184751026850975,0.0,7.323670765540531,6.495535740098321,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.79269768304539
2024-08-15,31.184751026850975,0.0,7.336557387558059,6.482649118080793,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.79269768304539
2024-08-16,31.184751026850975,0.0,7.335879144293979,6.482649118080793,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.792019439781306
2024-08-19,31.167794945248968,0.0,7.339948603878462,6.482649118080793,5.523695888349276,3.5013050366897556,2.7637392255165265,0.0,56.77913281776378
2024-08-20,31.167794945248968,0.0,7.339948603878462,6.482649118080793,5.510131023067667,3.5433561190627425,2.7637392255165265,0.0,56.80761903485515
2024-08-22,31.150838863646957,7.754355238231607,7.327061981860933,6.475866685439987,5.510131023067667,3.5433561190627425,2.7637392255165265,0.0,64.52534913682642
2024-08-23,31.150838863646957,7.754355238231607,7.327061981860933,6.475866685439987,5.510131023067667,3.6301712568650384,2.7637392255165265,0.0,64.61216427462871
2024-08-26,31.150838863646957,7.754355238231607,7.335200901029898,6.475866685439987,5.506061563483184,3.6301712568650384,2.7637392255165265,0.0,64.6162337342132
2024-08-27,31.150838863646957,7.754355238231607,7.3345226577658185,6.475866685439987,5.506061563483184,3.655266257636015,2.7637392255165265,0.0,64.6406504917201
2024-08-28,31.150838863646957,7.754355238231607,7.318244819427888,6.492822767041999,5.506061563483184,3.655944500900095,2.7637392255165265,0.0,64.64200697824826
2024-09-11,31.150838863646957,7.754355238231607,7.3324879279735775,6.492822767041999,5.506061563483184,3.655944500900095,2.749496116970837,0.0,64.64200697824826
2024-09-12,31.149482377118794,7.754355238231607,7.38539090257185,6.475866685439987,5.502010755588464,3.655944500900095,2.715909340972758,0.0,64.63895980082356
2024-09-13,31.149482377118794,7.754355238231607,7.392851578476735,6.475866685439987,5.496584809475821,3.655944500900095,2.715909340972758,0.0,64.6409945306158
2024-09-16,31.142699944477993,7.754355238231607,7.403025227437941,6.472475469119586,5.496584809475821,3.655944500900095,2.715909340972758,0.0,64.6409945306158
2024-09-17,31.142699944477993,7.754355238231607,7.437615633906044,6.472475469119586,5.496584809475821,3.655944500900095,2.715909340972758,0.0,64.6755849370839
2024-09-20,31.142699944477993,7.754355238231607,7.475597256694548,6.472475469119586,5.496584809475821,3.6220323376960732,2.715909340972758,0.0,64.67965439666838
2024-09-23,31.142699944477993,7.754355238231607,7.474919013430468,6.455519387517575,5.493193593155419,3.6220323376960732,2.7152310977086773,0.12344027406263906,64.78139088628045
2024-09-24,31.142699944477993,7.754355238231607,7.484414419127594,6.455519387517575,5.493193593155419,3.6220323376960732,2.698953259370747,0.12344027406263906,64.77460845363964
2024-09-25,31.142699944477993,7.754355238231607,7.484414419127594,6.454162900989415,5.493193593155419,3.6220323376960732,2.698953259370747,0.12344027406263906,64.77325196711148
2024-09-26,31.142699944477993,7.754355238231607,7.57258604345805,6.454162900989415,5.49590656621174,3.5887984177561316,2.6318882262968417,0.12344027406263906,64.7638376114844
2024-09-27,31.125743862875975,7.754355238231607,7.594968071172705,6.454162900989415,5.49590656621174,3.5887984177561316,2.6318882262968417,0.12344027406263906,64.76926355759706
2024-09-30,31.125743862875975,7.754355238231607,7.609889422982475,6.454162900989415,5.466742105856282,3.5887984177561316,2.6318882262968417,0.12344027406263906,64.75502044905137
2024-10-02,31.125743862875975,7.754355238231607,7.677713749390517,6.452806414461253,5.466742105856282,3.5894766610202127,2.5471078182867877,0.12344027406263906,64.73738612418528
2024-10-03,31.125743862875975,7.754355238231607,7.663470640844829,6.452806414461253,5.483019944194211,3.5894766610202127,2.5471078182867877,0.12344027406263906,64.73942085397752
2024-10-04,31.125743862875975,7.754355238231607,7.657366451468104,6.452806414461253,5.483019944194211,3.5894766610202127,2.5471078182867877,0.12344027406263906,64.73331666460079
2024-10-07,31.125743862875975,7.754355238231607,7.714338885650861,6.452806414461253,5.483019944194211,3.5894766610202127,2.5471078182867877,0.12344027406263906,64.79028909878355
2024-10-08,31.125743862875975,7.754355238231607,7.7129823991227004,6.4996051996828035,5.503367242116625,3.5894766610202127,2.504735248606626,0.12344027406263906,64.8137061257192
2024-10-09,31.125743862875975,7.754355238231607,7.6960263175206896,6.542334525319871,5.462672646271799,3.5894766610202127,2.504735248606626,0.12344027406263906,64.79878477390942
2024-10-10,31.125743862875975,7.754355238231607,7.64990577556322,6.562681823242284,5.462672646271799,3.582590457160004,2.504735248606626,0.12344027406263906,64.76612532601416
2024-10-14,31.125743862875975,7.754355238231607,7.659401181260346,6.562681823242284,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.77358600191904
2024-10-15,31.125743862875975,7.754355238231607,7.660079424524427,6.562003579978202,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.77358600191904
2024-10-17,31.125743862875975,7.754355238231607,7.6607576677885065,6.562003579978202,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.77426424518312
2024-10-18,31.125743862875975,7.754355238231607,7.7034869934255745,6.562003579978202,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.81699357082019
2024-10-21,31.125743862875975,7.754355238231607,7.7000957771051715,6.562003579978202,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.81360235449979
2024-10-22,31.091831699671957,7.754355238231607,7.818788348319249,6.558612363657801,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.89499154618944
2024-10-23,31.091831699671957,7.754355238231607,7.818110105055168,6.558612363657801,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,64.89431330292535
2024-10-24,31.091831699671957,7.754355238231607,8.092798627007744,6.558612363657801,5.460637916479557,3.582590457160004,2.504735248606626,0.12344027406263906,65.16900182487794
2024-10-28,31.091831699671957,7.754355238231607,8.077877275197974,6.490109793985677,5.460637916479557,3.577842754311441,2.504735248606626,0.12344027406263906,65.08083020054748
2024-10-29,31.091831699671957,7.936124433005164,8.077877275197974,6.490109793985677,5.460637916479557,3.577842754311441,2.504735248606626,0.12344027406263906,65.26259939532103
2024-10-30,31.091831699671957,7.936124433005164,8.10093754617671,6.490109793985677,5.405021968824962,3.577842754311441,2.504735248606626,0.12344027406263906,65.23004371864516
2024-10-31,31.091831699671957,7.936124433005164,8.108398222081593,6.490109793985677,5.405021968824962,3.577842754311441,2.504735248606626,0.12344027406263906,65.23750439455006
2024-11-01,31.091831699671957,7.936124433005164,8.109754708609755,6.490109793985677,5.527783999623521,3.577842754311441,2.504735248606626,0.12344027406263906,65.36162291187678
2024-11-04,31.091831699671957,7.936124433005164,8.123997817155445,6.486718577665275,5.516932107398233,3.577842754311441,2.504735248606626,0.12344027406263906,65.36162291187678
