date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,CMB INTERNATIONAL SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,9.661840377508868,13.360350100133342,14.518470772605491,6.204028125891456,4.269741584117451,0.0,0.0,0.0,1.645758070006961,1.359530596379521,51.01971962664309
2024-03-04,9.719909731189704,13.468867204824402,14.387451793363109,6.077854308346816,4.258127713381285,0.0,0.0,0.0,1.6443063361649402,1.3700556667341723,50.926572754004425
2024-03-05,9.949283678229001,13.28311785973783,12.339813873204115,6.212538915540303,4.271919184880482,0.0,0.0,0.0,1.6384994007968567,1.3802178036283184,49.07539071601691
2024-03-06,9.126876456724178,13.744043354579457,12.320941333257842,6.246291727367288,4.437779776331367,0.0,0.0,0.0,1.6562831403616123,1.4019938112586314,48.93420959988038
2024-03-07,9.199826082285725,13.474746726884588,12.282601042490073,6.348715179256466,4.431609907502778,0.0,1.9414762536266128,0.0,1.6588236745851488,1.384573005154381,50.72237187178577
2024-03-08,9.12230349512181,13.455148320017305,12.289859711700176,6.528080524772749,4.255873896591546,0.0,1.940387453245097,0.0,1.657371940743128,1.3983644766535792,50.64738981884539
2024-03-11,10.194917044298931,13.155365281639995,12.30619171742291,6.216317052864162,4.250796457479079,0.0,1.940387453245097,0.1930806009887759,1.653742606138076,1.3105345792113166,51.22133279328834
2024-03-12,10.280569340978165,13.09112605913057,12.239411960689951,6.111792216238659,4.256240459386658,2.0763423275503516,1.940387453245097,0.1930806009887759,1.6544684730590862,1.2876697711994878,53.131088662466794
2024-03-13,10.303071215529487,13.044307642725398,12.239411960689951,6.214139452101131,4.252248191321099,2.0763423275503516,1.940387453245097,0.1930806009887759,1.6606383418876751,1.2735153662397845,53.197142552278756
2024-03-14,10.297264280161404,13.09874766180118,12.23173228866566,6.219583454008709,4.260958594373225,2.0763423275503516,1.940387453245097,0.1930806009887759,1.6580978076641384,1.2749671000818052,53.251161568540354
2024-03-15,10.285650409425237,13.192747428072032,12.23173228866566,6.162965834169895,4.239908453663922,2.0763423275503516,1.940387453245097,0.1930806009887759,1.6559202069011074,1.2717006989372581,53.25043570161934
2024-03-18,10.449696333573595,12.841790771763486,12.062496416032078,6.528860831712835,4.252611124781605,2.0763423275503516,1.9414762536266128,0.19416940137029157,1.6493874046120134,1.246295356701893,53.24312622172476
2024-03-19,10.554221170199098,12.860663311709757,12.187345526445872,6.532853099778394,4.24462658865049,2.0763423275503516,1.9414762536266128,0.19416940137029157,1.6541055395985809,1.2392254128912512,53.4850286318207
2024-03-20,10.56677866793258,12.80586035917347,12.269767715326607,6.475146679558064,4.262047394754741,2.0763423275503516,1.9414762536266128,0.19416940137029157,1.6686228780187897,1.2726152912577313,53.53282696856924
2024-03-21,10.510886915014774,12.808400893397007,12.272947012440632,6.89404810900779,4.290719138134653,2.0763423275503516,1.9400245197845916,0.19416940137029157,1.6671711441767691,1.1858741941969844,53.84058365507385
2024-03-22,10.497458376976082,12.844694239447529,12.222136327969903,6.899492110915369,4.296526073502736,2.0763423275503516,1.9458314551526752,0.19416940137029157,1.6508391384540342,1.1769786950800014,53.80446814641897
2024-03-25,10.775828341183583,12.834459515861282,11.441110779631884,6.844689158379082,4.280549742571297,2.0763423275503516,1.9400245197845916,0.19416940137029157,1.6508391384540342,1.8760901613819925,53.91410308616839
2024-03-26,11.13803593476779,12.81631284283602,12.193834776719706,6.503894638964682,4.270387605677151,2.0763423275503516,1.940387453245097,0.19416940137029157,1.647209803848982,1.137865356041354,53.91844014102143
2024-03-27,11.281031718206847,12.780745363706508,10.881467383532838,6.840333956853019,4.280186809110791,2.0763423275503516,1.940387453245097,0.19416940137029157,1.6468468703884767,1.8548839592846726,53.7763952432489
2024-03-28,11.344908007255766,12.815224042454505,11.761301566493403,6.398281001957663,4.284542010636854,2.0763423275503516,1.940387453245097,0.19416940137029157,1.6468468703884767,1.1047004964203873,53.56670317777279
