date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,REALINK FINANCIAL TRADE LTD,SDICS INTERNATIONAL SECURITIES (HONG,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-08,0.0,0.0,9.617924332680278,0.0,0.0,0.0,0.24719184680146003,9.865116179481738
2024-03-12,0.0,0.0,9.614747209661328,0.0,0.0,0.0,0.24560328529198466,9.860350494953313
2024-03-13,0.0,0.0,9.621101455699229,0.0,0.0,0.0,0.2408376007635586,9.861939056462788
2024-03-20,0.0,0.0,9.621101455699229,0.0,0.0,0.0,0.2416318815182963,9.862733337217525
2024-03-25,0.0,4.08296693936541,9.621101455699229,0.0,0.0,0.0,0.2416318815182963,13.945700276582935
2024-03-28,0.0,4.08296693936541,9.621101455699229,0.0,0.0,0.0,0.24578799528149892,13.949856390346138
2024-04-03,0.0,4.08296693936541,9.620307174944491,0.0,0.0,0.0,0.24578799528149892,13.9490621095914
2024-04-05,0.0,4.08296693936541,9.620307174944491,0.0,0.7380299108292688,0.0,0.252936522074138,14.694240547213308
2024-04-08,0.0,4.08296693936541,9.620307174944491,0.0,0.7380299108292688,0.0,0.2537308028288757,14.695034827968046
2024-04-10,0.0,4.08296693936541,9.620307174944491,0.0,0.7380299108292688,0.0,0.2569079258478264,14.698211950986998
2024-04-19,0.0,4.08296693936541,9.622690017208704,0.0,0.7380299108292688,0.0,0.25531936433835106,14.699006231741734
2024-04-24,7.056628827028256,4.08296693936541,2.5660611901804495,0.0,0.7380299108292688,0.0,0.25531936433835106,14.699006231741734
2024-04-30,7.056628827028256,4.08296693936541,2.570032593954138,0.0,0.7380299108292688,0.0,0.25531936433835106,14.702977635515424
2024-05-02,7.056628827028256,4.08296693936541,2.570032593954138,0.0,0.7380299108292688,0.0,0.2545250835836134,14.702183354760685
2024-05-10,7.056628827028256,4.08296693936541,2.580358243765728,0.0,0.7380299108292688,0.0,0.252936522074138,14.7109204430628
2024-05-21,7.056628827028256,4.08296693936541,2.580358243765728,0.0,0.7380299108292688,0.0,0.25531936433835106,14.713303285327012
2024-05-22,7.056628827028256,4.08296693936541,2.797953561370115,0.0,0.7380299108292688,0.0,0.25531936433835106,14.9308986029314
2024-06-11,7.056628827028256,4.08296693936541,2.797953561370115,0.0,0.7380299108292688,0.0,0.2569079258478264,14.932487164440875
2024-06-13,7.056628827028256,4.078995535591721,2.802719245898541,0.0,0.7380299108292688,0.0,0.25611364509308876,14.932487164440875
2024-06-21,7.056628827028256,4.078995535591721,2.7983507017474833,0.0,0.7380299108292688,0.0,0.25611364509308876,14.928118620289817
2024-06-27,7.056628827028256,4.078995535591721,2.7864364904264183,0.0,0.7420013146029573,0.0,0.2513479605646627,14.915410128214015
2024-07-02,7.056628827028256,4.075024131818034,2.7864364904264183,0.0,0.749944122150334,0.0,0.25214224131940033,14.920175812742439
2024-07-05,7.056628827028256,4.075024131818034,2.7864364904264183,0.0,0.749944122150334,0.0,0.25611364509308876,14.924147216516129
2024-07-10,7.056628827028256,4.075024131818034,2.7864364904264183,0.0,0.7539155259240224,0.0,0.25849648735730174,14.93050146255403
2024-07-17,7.056628827028256,4.075024131818034,2.788025051935894,0.0,0.7539155259240224,0.0,0.2577022066025641,14.931295743308768
2024-07-24,7.056628827028256,4.05913851672328,2.788025051935894,0.0,0.7555040874334977,0.0,0.2680278564141539,14.927324339535081
2024-08-07,7.056628827028256,4.05913851672328,2.788025051935894,0.0,0.7570926489429731,0.0,0.2680278564141539,14.928912901044555
2024-08-12,7.056628827028256,4.05913851672328,2.777699402124304,0.0,0.7570926489429731,0.0,0.27835350622574373,14.928912901044555
2024-08-13,7.056628827028256,4.051195709175904,2.777699402124304,0.0,0.7610640527166616,0.0,0.27755922547100603,14.924147216516129
2024-08-29,7.056628827028256,4.051195709175904,2.78246508665273,0.0,0.7610640527166616,0.0,0.27755922547100603,14.928912901044555
2024-09-03,7.056628827028256,4.051195709175904,2.790407894200107,0.0,0.7610640527166616,0.0,0.2767649447162684,14.936061427837194
2024-09-26,7.056628827028256,4.051195709175904,2.790407894200107,0.0,0.7610640527166616,0.0,0.27755922547100603,14.936855708591931
2024-09-27,7.056628827028256,4.051195709175904,2.790407894200107,0.0,0.7610640527166616,0.0,0.2767649447162684,14.936061427837194
2024-10-04,7.056628827028256,4.051195709175904,2.790407894200107,0.0,0.7705954217735136,0.0,0.275176383206793,14.94400423538457
2024-10-07,7.056628827028256,4.051195709175904,2.790407894200107,0.0,0.7705954217735136,0.0,0.2767649447162684,14.945592796894047
2024-10-08,7.056628827028256,4.051195709175904,2.790407894200107,2.4584095395082106,0.787275317623005,0.0,0.2759706639615307,17.41988795149701
2024-10-09,7.056628827028256,4.0496071476664275,2.7959678594832704,2.4592038202629483,0.787275317623005,0.0,0.2759706639615307,17.424653636025436
2024-10-22,7.056628827028256,4.0496071476664275,2.7959678594832704,2.4584095395082106,0.787275317623005,0.0,0.27358782169731766,17.421476513006485
2024-10-29,7.056628827028256,4.0496071476664275,2.796762140238008,2.4584095395082106,0.7928352829061687,0.0,0.27358782169731766,17.427830759044387
2024-10-30,7.056628827028256,4.0496071476664275,2.7983507017474833,2.4584095395082106,0.8071323364914469,0.0,0.2815306292446944,17.45165918168652
2024-11-01,7.056628827028256,4.0496071476664275,2.7983507017474833,2.4584095395082106,0.821429390076725,0.0,0.2815306292446944,17.465956235271797
2024-11-05,7.056628827028256,4.045635743892739,2.802322105521172,2.4584095395082106,0.821429390076725,0.0,0.28073634848995677,17.465161954517058
2024-11-06,7.056628827028256,4.045635743892739,2.802322105521172,2.4584095395082106,0.821429390076725,0.0,0.2815306292446944,17.465956235271797
