date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,48.562467328802924,51.437532671197076
2024-03-15,49.33432710478049,18.856651131462744,14.091549458015992,0.0,0.0,8.604041699965071,9.113430605775706
2024-04-30,49.364809746059265,18.84530616159827,14.083071377638392,0.0,0.0,8.598865139550488,9.107947575153585
2024-05-13,49.32728743634215,18.859271141505786,14.093507387918002,0.0,0.0,8.60523717606035,9.114696858173719
2024-05-14,49.334142097164914,18.84799559395099,14.09546586197908,0.0,0.0,8.606432984409178,9.115963462495834
2024-05-20,44.92271285375363,17.16261919115305,12.835057802575259,0.0,8.946157607381572,7.832633039560386,8.300819505576111
2024-05-21,40.60659772703379,15.513657327558064,11.601882341548093,9.611681032876353,8.082809912613197,7.080083965906936,7.503287692463571
2024-05-23,40.59980356906412,15.515431973133783,11.603209509522268,9.612780536807636,8.083734525201185,7.080893874197454,7.504146012073553
2024-05-24,40.59980356906412,15.515431973133783,11.603209509522268,9.616593619130844,8.083734525201185,7.077080791874245,7.504146012073553
2024-05-27,40.59980356906412,15.511618890810578,11.603209509522268,9.616593619130844,8.083734525201185,7.080893874197454,7.504146012073553
2024-06-19,40.57692507512487,15.511618890810578,11.603209509522268,9.620406701454053,8.102799936817226,7.080893874197454,7.504146012073553
2024-06-27,40.519758160898796,15.4897653032113,11.586862295396259,9.606852964602288,8.186577040782767,7.116610460103716,7.493573775004876
2024-06-28,40.52130109463462,15.490355131051622,11.587303506339746,9.607218779656648,8.183080918542265,7.11688145032829,7.493859119446802
2024-07-04,40.519758160898796,15.4897653032113,11.586862295396259,9.606852964602288,8.18276933053124,7.116610460103716,7.497381485256403
2024-07-08,40.47968308579007,15.474445529942225,11.575402592825514,9.59735154180045,8.178480307122857,7.109571950703544,7.585064991815338
2024-07-17,40.30429651221375,15.45387054781179,11.560011818336106,9.584590804358196,8.213192754269686,7.119113423451154,7.764924139559317
2024-07-30,40.30429651221375,15.45387054781179,11.560011818336106,9.584590804358196,8.209393867704346,7.1229123100164955,7.764924139559317
2024-08-22,40.2889911814807,15.448002027075585,11.555621968631025,9.580951109712808,8.244250835983554,7.120207423983954,7.761975453132373
2024-08-26,40.2776515679158,15.450935730203415,11.557816476649213,9.58277061143147,8.245816487284076,7.12155961016013,7.763449516355895
2024-08-30,40.276121814303174,15.450348900439725,11.557377508367276,9.582406655803693,8.249301330323275,7.121289131839843,7.763154658923009
2024-09-02,40.2776515679158,15.450935730203415,11.557816476649213,9.58277061143147,8.245816487284076,7.12155961016013,7.763449516355895
2024-09-23,40.276121814303174,15.450348900439725,11.557377508367276,9.586204676674008,8.24550330945296,7.121289131839843,7.763154658923009
2024-09-26,40.27232379343286,15.450348900439725,11.557377508367276,9.586204676674008,8.249301330323275,7.121289131839843,7.763154658923009
2024-09-30,40.2707943002607,15.449762115250174,11.55693857342829,9.589638481073424,8.252785908662396,7.117220797438256,7.762859823886764
2024-10-02,40.26926492326064,15.449175374629686,11.55649967182845,9.58927429226646,8.25247248993862,7.120748236831529,7.762565011244611
2024-10-04,40.27385340279038,15.435743069701743,11.557816476649213,9.590366941682307,8.257210982660332,7.12155961016013,7.763449516355895
2024-10-07,40.26694573228667,15.450626013306563,11.554744398744623,9.591614969184658,8.258813364202942,7.115869537708649,7.761385984565891
2024-10-09,40.25471745831823,15.445933964172001,11.577807468843599,9.58870218567178,8.256305326142567,7.117504591502212,7.759029005349611
2024-10-10,40.27022983549394,15.44029718592625,11.559378109247682,9.573439050478573,8.303802438479236,7.1061750671604615,7.746678313213856
2024-10-14,40.26717761561557,15.458075276354782,11.539553620127558,9.572713446450646,8.310752410160832,7.105636465595786,7.746091165694821
2024-10-16,40.24430070596527,15.449293111514715,11.532997677019443,9.56727492024667,8.362843635750059,7.1015995548149276,7.741690394688913
2024-11-05,40.235157218778305,15.4457830390042,11.530377385086489,9.565101239648103,8.38366355684121,7.099986074560646,7.739931486081045
2024-11-18,40.25099465739863,15.441689969744093,11.527321882292416,9.562566526985432,8.381441920326898,7.098104607322915,7.737880435929621
2024-12-06,40.25251847919528,15.438488761997316,11.527758283541399,9.562928546543702,8.381759224880348,7.0983733273038165,7.738173376538135
2024-12-12,40.24877977159926,15.433838634408204,11.529940785518395,9.564739055572895,8.383346108091207,7.099717232462066,7.739638412347979
2024-12-23,40.28863268250717,15.418659055185351,11.518600790735867,9.555331887487291,8.394014829110965,7.092734477054105,7.732026277919249
2025-01-02,40.287108705094404,15.418075821489625,11.518165082540703,9.551187794225049,8.397479961655291,7.096248832461859,7.7317338025330695
2025-01-03,40.250804765296216,15.418659055185351,11.518600790735867,9.551549095766196,8.428059954600824,7.100300060496297,7.732026277919249
2025-01-06,40.21125595570395,15.40350930564128,11.507283080391977,9.542164130702707,8.419778884437873,7.19157954088208,7.724429102240133
2025-01-07,40.16723540823735,15.38664659154729,11.494685689710868,9.531718018561557,8.410561483308971,7.293179885885517,7.7159729227484455
2025-01-22,40.12559256608469,15.372139373937943,11.483847986663651,9.522731089105326,8.398860251658439,7.388130773686073,7.708697958863876
2025-01-27,39.99812541147641,15.327628529883564,11.450595896343339,9.495157516672228,8.378301365206227,7.663814264941782,7.686377015476449
2025-02-03,39.96052082725197,15.327628529883564,11.450595896343339,9.495157516672228,8.378301365206227,7.7014188491662265,7.686377015476449
2025-02-04,39.93573563455024,15.31956332855098,11.444570739803174,9.490161286700499,8.373892810601468,7.7537436572131195,7.682332542580521
2025-02-07,39.8083075602285,15.290828194734098,11.423103987479227,9.472360449387537,8.410705793079943,7.926771338437967,7.667922676652723
2025-02-10,39.8037911230945,15.291975530212953,11.423961111260658,9.473071200634866,8.411336883890442,7.927366117600582,7.6684980333060055
2025-02-17,39.796325906681865,15.289107514290636,11.421818542937928,9.475045530200724,8.424763365332867,7.9258793370206355,7.667059803535343
2025-02-26,39.78886348995261,15.28624057396158,11.419676778143527,9.473268814972265,8.441935115796742,7.9243931140286605,7.66562211314462
2025-03-12,39.78362117871208,15.285667314913717,11.419248521568269,9.472913551882248,8.441618529408924,7.931596263749389,7.665334639765367
2025-03-19,39.77616282257899,15.282801664498072,11.417107720411341,9.471137636045665,8.458783256895892,7.930109303339898,7.663897596230142
2025-04-08,39.78519374447564,15.280509917663881,11.415395657332315,9.469717382732817,8.457514812131922,7.928920136373678,7.662748349289739
2025-04-23,39.766405466318695,15.283374708620832,11.417535816425522,9.452744759674465,8.48159803505896,7.934156252071069,7.664184961830466
2025-04-24,39.766405466318695,15.283374708620832,11.417535816425522,9.456494360927806,8.48159803505896,7.930406650817727,7.664184961830466
2025-04-29,39.76491444058844,15.282801664498072,11.417107720411341,9.456139793391594,8.481280020876996,7.933858764003415,7.663897596230142
