date,BANK OF CHINA (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-03-21,3.8826327624825923,36.33632995440404,16.391500421898346,14.154043673462596,10.807838176254469,5.611718192581212,0.0,6.435328326243756,6.38060849267298,0.0
2024-03-22,3.8950252793330566,36.37788806816539,16.403444287116578,14.171247983005001,10.766027674486205,5.542881928910297,0.0,6.455120625376469,6.38836415360701,0.0
2024-03-25,3.9002961993661183,36.37695268871278,16.400413701163075,14.170576681309763,10.834156134926863,5.520487820487096,0.0,6.40891688352454,6.388199890509771,0.0
2024-03-26,3.895132727539177,36.36839920300152,16.386851159084696,14.165750701283933,10.830619824630228,5.525204242919158,0.0,6.4420178382193845,6.386024303321899,0.0
2024-03-27,3.895120477999258,36.36828483047843,16.39293588368233,14.163251648971242,10.793315664084368,5.544822894275532,0.0,6.456264380163593,6.386004220345247,0.0
2024-03-28,3.8963075474518716,36.37936835927043,16.403762985553392,14.146851830466014,10.760144530554435,5.524108554580816,0.0,6.501505785369174,6.38795040675387,0.0
2024-04-02,3.887664832935347,36.32871872221352,16.46523543929758,14.134357956214071,10.907499987049341,5.50615049337467,0.0,6.400510241173817,6.36986232774165,0.0
2024-04-03,3.8894371300778143,36.29663636179278,16.439747824242737,14.075944450465736,11.040913489339871,5.495163771229848,0.0,6.3979199527509305,6.364237020100283,0.0
2024-04-05,3.88707324548334,35.97155484200583,16.67628930802222,13.928634241969338,11.268606880336698,5.530007827715827,0.0,6.43287228692149,6.304961367545256,0.0
2024-04-08,3.900199061993612,35.99186651169674,16.605090010390583,13.928908239663834,11.29031411675387,5.5882405776309,0.0,6.389137239997088,6.306244241873372,0.0
2024-04-09,3.9244069391615612,35.95633007483121,16.49375037946581,13.946399352140132,11.415211818396577,5.573319584497734,0.0,6.390564056663996,6.300017794842983,0.0
2024-04-10,3.9266970607573075,35.93703521173956,16.534771765497926,13.916177335365326,11.42454810862433,5.573663755890116,0.0,6.390469678844875,6.296637083280557,0.0
2024-04-11,3.926394285702787,35.93565149254077,16.542472096365216,13.915944670140327,11.42204693617506,5.575419707820565,0.0,6.385676173618012,6.296394637637263,0.0
2024-04-12,3.877616017838527,35.93874853683432,16.580886864190823,13.91714398879019,11.483085379780407,5.565894969686014,0.0,6.339686962705798,6.296937280173923,0.0
2024-04-15,3.873325907872987,35.89967369214777,16.609420312020546,13.902833420545516,11.469006097554368,5.644220232290776,0.0,6.322718785917933,6.278801551650101,0.0
2024-04-16,3.8947138345004304,35.9083743624322,16.587089056016506,13.919078333618334,11.46830179881866,5.624230132221482,0.0,6.3236452627442,6.264418365057349,0.01014885459084153
2024-04-17,3.9016720038586907,35.961338067194454,16.60765104305184,13.939608529387812,11.27897218176816,5.66529264637645,0.0,6.361643522564014,6.273658181971513,0.010163823827064789
2024-04-18,3.8799568073662223,35.97801171790711,16.62385033702965,13.97020299987105,11.1777356394138,5.753213676933609,0.0,6.331052136792587,6.275808148352158,0.010168536333815256
2024-04-19,3.8802748167146976,35.980960550750844,16.608972227157466,13.96907130225761,11.166205695585791,5.8157639123981255,0.0,6.290741782312721,6.277840343054492,0.010169369768251514
2024-04-22,3.8861789249912264,35.972388432310815,16.612299081902755,13.966350287031846,11.154440725603688,5.843058257783174,0.0,6.280290090282133,6.274827253080834,0.010166947013528473
2024-04-23,3.8952375948716327,36.00585629494948,16.628933900973877,13.980898673124766,11.100089668368371,5.85301295569023,0.0,6.245660000799328,6.280135363608914,0.010175547613402268
2024-04-24,3.905410203892845,36.13228944061665,16.334198394504586,13.998748583416557,11.141810524462068,5.908771630325807,0.0,6.266372132646951,6.3021878114866245,0.010211278647907038
2024-04-25,3.931892600988602,36.38298006981092,16.46993306166489,14.100477699663896,10.522691691462134,5.989361331453594,0.0,6.246468190479202,6.345913228619647,0.010282125857113888
2024-04-26,3.9485456283567686,36.30802332614183,16.357092925309615,14.094985449744483,10.67749151359089,5.970814357576212,0.0,6.344267375335663,6.280553611770985,0.01822581217354957
2024-04-29,3.960106615865524,36.330239095571805,16.360151215252454,14.100366265783476,10.614314104763464,5.982054603969884,0.0,6.3502144024526945,6.284316963133857,0.018236733206841004
2024-04-30,3.9624760460817745,36.334949778409275,16.361421917420714,14.104859642813903,10.565868649994327,5.996343284560161,0.0,6.3706831879421015,6.2851583180065385,0.018239174771204382
2024-05-02,3.973051768187722,36.33775402227874,16.367129836491774,14.105948221893385,10.509609469145571,5.950054995279375,0.0,6.452567712916175,6.285643391380502,0.01824058242676323
2024-05-03,3.9867187595402904,36.35414074490275,16.274033458993628,14.116688059205726,10.58245130128688,5.945324308023922,0.0,6.433810205380781,6.288584046623676,0.018249116042339537
2024-05-06,3.989199283420681,36.3669678838872,16.234213380306585,14.121515561635704,10.555043367919547,5.96537078607004,0.0,6.4586312808024235,6.290802900925511,0.018255555032314873
2024-05-07,4.029384810068171,36.33508406905151,16.240212552127502,14.10913488176148,10.604646536995595,5.92534770778265,0.0,6.452662292913534,6.285287599361156,0.01823954993840021
2024-05-08,4.012245814182918,36.091295867910304,16.12333301248683,14.014470435521408,11.231387020034438,5.863973109767585,0.0,6.394448493920119,6.250729073471543,0.018117172704852122
2024-05-09,4.020988193551819,36.12196323669548,15.992886983979918,14.058834533451007,11.169977322207744,5.8544802455120335,0.0,6.506696496476723,6.256040420960255,0.018132567165021075
2024-05-10,4.028388012930042,36.19560641255292,15.944903451718687,14.06340753892904,11.173027059457178,5.819661399161889,0.0,6.472541525407334,6.28429659791996,0.018168001922950178
2024-05-13,4.022271790161648,36.13928168463608,15.931981166636877,14.038017182784854,11.252717611700911,5.792770443406333,0.0,6.527254221505098,6.277566168846869,0.018139730321324304
2024-05-14,4.038703585272963,36.14249335182416,15.802415602185826,13.990033791158185,11.440460159927424,5.759777600979643,0.0,6.526172174210609,6.281802774648367,0.018140959792830237
2024-05-16,4.057789225793559,36.052908719891576,15.728622566967957,13.970740877455093,11.56852147446738,5.815069405955912,0.0,6.514336381539564,6.273915124262985,0.018096223665978992
2024-05-17,4.065683385810424,36.06223143711987,15.837340341526392,13.992606503612642,11.52329454080376,5.8415188741557715,0.0,6.38277390293174,6.276450110973557,0.018100903065842357
2024-05-20,4.067895206320158,36.02033571492844,15.865739634518409,13.979298622264222,11.48328726266893,5.906930286566238,0.0,6.384149693121525,6.2742798916855484,0.018083687926530232
2024-05-21,4.080197482478433,35.99614415540585,15.951364391038647,14.00772357236663,11.40788263611189,5.865757025184118,0.0,6.39140353415215,6.281455660492203,0.018071542770074035
2024-05-22,4.045490575289266,35.8514120443415,15.859246216243598,13.959266836079651,11.70086794303747,5.918856491926845,0.0,6.398224176524956,6.248636835250711,0.01799888130600137
2024-05-23,4.055251650214232,35.87666847719412,15.997659334935065,13.971194332679246,11.477679721826796,5.922951216080259,0.0,6.4276242292121895,6.2529597047458765,0.01801133311221067
2024-05-24,4.053828432788848,35.873623900600684,16.0365556491302,13.969722039071621,11.46986540960749,5.913950896458057,0.0,6.4198461538902745,6.244598473585591,0.018009044867234217
2024-05-27,4.0323407682883445,35.63026707776791,15.9951068841162,13.877961474988476,12.056601045446293,5.896378758949726,0.0,6.2910699734012905,6.202387140594229,0.01788687644752601
2024-05-28,4.041613112867292,35.68559428703451,16.046256957850215,13.899511380214967,12.016571916714927,5.907943436318636,0.0,6.170317808498639,6.214276449045194,0.017914651455616125
2024-05-29,4.035719331117113,35.668272707725215,16.093312795607005,13.855465398767022,12.066448940281953,5.921979535043518,0.0,6.139678184250295,6.201217906768574,0.01790520043930364
2024-05-30,4.036981140424792,35.64885551738434,16.134929831022117,13.859502134071514,12.05972979235711,5.932139706256798,0.0,6.149719844086722,6.160246581238531,0.01789545315807502
2024-05-31,4.024980292168897,35.57070715621414,16.115014704097195,13.831070425411271,12.34524215731453,5.9354911462775375,0.0,6.1314369375986475,6.028200957640059,0.017856223277721087
2024-06-03,4.031888480762778,35.45069745807765,16.15141975201467,13.777976195469959,12.096328155585672,6.199005079137001,0.0,6.281083425801391,5.993805473824904,0.017795979325977134
2024-06-04,4.036183064395782,35.450326356151216,16.27133489398949,13.770504286565385,12.026364258020037,6.1328415274012515,0.0,6.300009823576845,5.994639996864351,0.01779579303564481
2024-06-05,4.017252602287265,35.28797998048118,16.14055063715842,13.707441638294881,12.505906219947729,6.083617833802993,0.0,6.285895746883551,5.953641044748801,0.01771429639517708
2024-06-06,4.024948678240775,35.394363558044475,16.22947954075946,13.747132082133446,12.249510787706704,6.108697613639247,0.0,6.246782579060117,5.981317835027782,0.017767325387990963
2024-06-07,4.030370018891164,35.342399577801416,16.288941060178555,13.727396587220897,12.165049285117426,6.06618481104857,0.0,6.398326176284623,5.963591243040316,0.017741240417034513
2024-06-11,4.043397819942902,35.162684481198255,16.263811832917686,13.659373101492555,12.515422668025947,6.063075761519562,0.0,6.341316756996056,5.933266551192908,0.01765102671413105
2024-06-12,3.67512738908607,32.1874631398764,14.869829513185106,12.5004166732024,10.829467279018342,5.467128455660865,9.290364081956172,5.7211048952418935,5.442943778796679,0.016154793976076342
2024-06-13,3.6679778408762487,32.20682817767177,14.949330759062532,12.508873636319805,10.74784302596802,5.521441625933146,9.295639826927125,5.641224777556959,5.444676361840387,0.016163967844002747
2024-06-14,3.660340921071644,32.20536606385148,15.101591603435166,12.508305763044017,10.58482950256039,5.57022396964198,9.295217826866004,5.616927566482309,5.441033549008918,0.01616323403809534
2024-06-17,3.7032601673050536,32.54072688120612,15.334341114546657,12.638557213566253,9.589491733355862,5.611896263516735,9.392010760122124,5.6791232156734655,5.494261105731411,0.016331544976321076
2024-06-18,3.7238208695249035,32.58665721180633,15.345314016451598,12.662710286776896,9.739516367300013,5.585439251762696,9.401617437320747,5.443446750185841,5.495122867490102,0.016354941380869924
2024-06-19,3.723426918010371,32.49326668758864,15.318191921616444,12.630531338907867,9.615983245138688,5.588343747818432,9.374673219776165,5.759900528121277,5.479374323480206,0.016308069541908925
2024-06-20,3.718905119046657,32.48369572877976,15.448764120271496,12.605438641155278,9.598217319793918,5.532581806796833,9.37191189041843,5.74642174531423,5.477760362457058,0.016303265966345445
2024-06-21,3.723009574666067,32.46668479057078,15.44254587853621,12.59832860224957,9.487063606502325,5.573611593599026,9.364673612784243,5.844157715335775,5.4836303784767715,0.016294247279233315
2024-06-24,3.6662724591618874,32.21918082194982,15.362524888198422,12.505309165297312,10.114457587412026,5.526036037921096,9.292499885188876,5.861617404768588,5.435933082913741,0.016168667188230734
2024-06-25,3.680707344555852,32.286208563741106,15.4000064422539,12.534728651424269,9.782383097660656,5.529771457135254,9.311831701424117,6.015683999064536,5.4424764387797735,0.01620230396054319
2024-06-26,3.648611475177616,32.059039913759776,15.28409064456515,12.44400448069596,10.210315274302689,5.51921352182987,9.24412147656193,6.170903605919243,5.4036130000527915,0.01608660713497316
2024-06-27,3.6273359371236387,32.088476025392424,15.394461913040988,12.459624848509716,10.069149111578211,5.5349703276506945,9.252609285069664,6.148696660594309,5.408574513433011,0.01610137760734817
2024-06-28,3.7177496335710853,32.91174589990595,15.985576916988538,12.779445600926007,7.52663152368394,5.706312584191596,9.490316654845337,6.314988794662815,5.55071735558829,0.01651503563643881
2024-07-02,3.7149207632499683,33.136174693229364,16.28847484991294,12.8671734474924,6.9727718416544,5.5612699641292735,9.552332036725488,6.302739559102019,5.587516242696715,0.0166266018074294
2024-07-03,3.6828637595491758,33.08416364447218,16.217973155091308,12.82326192807467,7.1577044357370205,5.569838913998962,9.537338549640557,6.331509117618161,5.578745991380113,0.016600504437854352
2024-07-04,3.6430113981780075,32.6433157111566,16.153410904335722,12.648124522814758,8.198142835872279,5.5265898343570345,9.40818847677662,6.263245500205036,5.499591514316659,0.01637930198727807
2024-07-05,3.541726836099205,32.54862395229464,16.119728300462295,12.612944493257508,8.733024187940671,5.424919337466207,9.379113050381576,6.139949758778586,5.483638294425611,0.016331788893699264
2024-07-08,3.520924921984809,32.56440023155861,16.13399501046103,12.619057972431257,8.741513636142127,5.328686709387159,9.383659095306488,6.2051265104603415,5.486296207375856,0.016339704892324728
2024-07-09,3.525742685976433,32.539640716482005,16.149241178201724,12.61039817601864,8.781052099567663,5.2901199386092985,9.377117550369013,6.227887745043907,5.4824715955888825,0.016328314142433603
2024-07-10,3.528451789245859,32.55197508096545,16.169089127640472,12.615178230252782,8.727806954384803,5.303518166336735,9.380672008350835,6.2224243768783785,5.484549762447556,0.01633450349712832
2024-07-11,3.5338882235540754,32.56918689411082,16.289156410638242,12.61978842910759,8.536166749159813,5.266906585386068,9.385632026088135,6.295481830836122,5.487449710775206,0.016343140343934564
2024-07-12,3.4946112846404267,32.15471658482419,16.090812100785165,12.459191002148499,9.612123353508007,5.266862020112381,9.266191960809547,6.2207901103042325,5.4185664227367845,0.016135160130762893
2024-07-15,3.4979824276356952,32.1422222544136,16.059011054160248,12.454974909580177,9.628786740277627,5.259236290320109,9.262552346406832,6.26266705960725,5.416438095104715,0.016128822493743238
2024-07-16,3.509387170216755,32.17719891192085,16.080963781600538,12.442069872806352,9.592182350853399,5.241214640914783,9.272631709261672,6.242616600007618,5.425588588794944,0.016146373623092465
2024-07-17,3.5226405955162443,32.16441194426111,16.082304235987504,12.437125491366585,9.601390623050808,5.241844420976887,9.268946837806219,6.241763391610347,5.423432502244034,0.016139957180259585
2024-07-18,3.532817709940208,32.10024883573105,16.053606615819017,12.412838738844917,9.52857523695078,5.166227029671284,9.250846785817311,6.526294876145071,5.412435731403561,0.016108439676796312
2024-07-19,3.5534164492651272,32.097467509781,16.00328638759362,12.411501535271094,9.342389322894377,5.183807446368858,9.249850215601333,6.730998517696614,5.411175911172457,0.01610670435552471
2024-07-22,3.4765966254437295,31.313448425681166,18.06397474298362,12.111892225793794,9.096159939583574,5.0542562864497524,9.024101813165016,6.560782151044421,5.283074179732501,0.015713610122426645
2024-07-23,3.470190853871398,31.32952899161086,18.09960109976822,12.118112111857526,9.032640006293322,5.058833550564228,9.028736009379697,6.5583382872698115,5.288297409766615,0.015721679618322854
2024-07-24,3.4730858471872996,31.343732538628345,18.107278030757357,12.123605975974984,9.016247939780694,5.062316595664584,9.032829274760482,6.5406922971307235,5.284482692920673,0.01572880719485656
2024-07-25,3.4755844064523327,31.35434892163285,18.143160530784076,12.130488954193863,8.990984209935107,5.0369262225010445,9.035888769192965,6.526644670884087,5.290239179750947,0.015734134672724068
2024-07-26,3.428720133114634,31.227374662825714,18.088781216913176,12.081364673291821,9.385744369067625,5.0154749415920925,8.999296547743889,6.49257633720291,5.264996701373955,0.0156704168741809
2024-07-29,3.4267868370681382,31.227757097559948,18.095587035612382,12.081512631086477,9.337491124221504,5.022515711772117,8.999406760133521,6.527947641562086,5.265324552197523,0.01567060878630215
2024-07-30,3.4375015363687678,31.285723882413524,18.11915042258602,12.095891295695683,9.162337713109384,5.039490751894312,9.016111984074026,6.552994361512357,5.275098354861221,0.015699697484706017
2024-07-31,3.4134783590319615,31.275944604937706,18.180267353112644,12.09211036744411,9.252542869723955,5.023671498980207,9.013293731852128,6.4555902880747125,5.277406136762234,0.015694790080339527
2024-08-01,3.4078153001566074,31.333014149055504,18.254401269576743,12.118403116891969,9.181031344878733,4.980911292009509,9.029740383448877,6.391923840368458,5.287035875085212,0.015723428528393566
2024-08-02,3.427262113699594,31.359829530022044,18.58437990682106,12.129038758946512,8.720204206897016,4.967718008849295,9.037468204566222,6.4707690476679804,5.287593337596953,0.015736884933324268
2024-08-05,3.4403166567855568,31.36913413208431,18.60074109702409,12.132637499141886,8.620498281937678,5.023427559754225,9.040149661913219,6.468191366967671,5.289162190253704,0.015741554137659833
2024-08-06,3.429243872545018,31.370700113034435,18.610003846032246,12.136418099177547,8.610909553120548,4.981345991882076,9.040600955917611,6.515608997392598,5.289426230924931,0.015742339972990866
2024-08-07,3.4164664944586205,31.42352251820623,18.664794123578247,12.161888992761053,8.642940760765818,4.97807265280457,9.055823640938007,6.341859286386481,5.298862682965014,0.015768847135961703
2024-08-08,3.409634705181832,31.42772869333305,18.712882483275358,12.1648422050627,8.608447339450706,4.964558380302641,9.057035802309455,6.339527474443559,5.299571958775981,0.015770957864717956
2024-08-09,3.388430028496118,31.307725968939714,18.65813066861887,12.114035566285347,8.934376168059163,4.952070982716654,9.022452680448803,6.327730970459915,5.279336227477124,0.015710738498293932
2024-08-12,3.242434977094037,29.905191755895395,22.345240685628852,11.571346858820393,8.518745680275998,4.682052928163013,8.614478502196247,6.062544861873553,5.042956826589456,0.01500692346305597
2024-08-13,3.2284141700225555,29.86056283580374,22.35886356275147,11.55456564513084,8.534994044154516,4.650455468896418,8.601985453086822,6.15953032429057,5.035643336019454,0.014985159843614872
2024-08-14,3.242249612204188,29.876657150230525,22.499932024886135,11.557013543798192,8.404934138337172,4.6241094511209235,8.606621770872856,6.135131613393103,5.0383574585775825,0.014993236579327622
2024-08-15,3.2346297640050383,29.769423026995156,22.48922672896006,11.514277377854844,8.415567860167437,4.598222408716988,8.575730646240768,6.367709117824977,5.020273646794349,0.014939422440384296
2024-08-16,3.3645526671434736,29.781536786886797,22.552257195900914,11.518962762296276,8.208876149842919,4.605619583071634,8.579220278601117,6.351712580441705,5.022316494231885,0.014945501583275258
2024-08-19,3.360836230968081,29.75419387411321,22.554639396264374,11.508261538298099,8.258770335089888,4.610174488833368,8.571343557079933,6.345379061360449,5.0214697381171405,0.01493177987545765
2024-08-20,3.3595146958516056,29.74249404425993,22.57217309993212,11.503736303889976,8.248875179618963,4.5836524166972055,8.567973166282048,6.387159969939697,5.0194952150701395,0.014925908458315965
2024-08-21,3.365475540099479,29.74529220922998,22.59474333843411,11.509961595668486,8.18367000048355,4.611429478668703,8.568779238642438,6.388388070056831,5.017333216033089,0.014927312683332604
2024-08-22,3.3710927829535478,29.72624525168119,22.596697194553165,11.502591362141821,8.136785356061054,4.592806708191138,8.563292347699988,6.48145080153905,5.014120440979419,0.014917754199623753
2024-08-23,3.3770009092637103,29.723078097587504,22.598817020654405,11.501365829653203,8.103062882209448,4.595200328257907,8.56237997998638,6.5105925712263595,5.013586216359175,0.01491616480190864
2024-08-26,3.38436321990125,29.721686626237908,22.588107883887623,11.524391329125674,8.062367912694315,4.60087618877498,8.561979136359508,6.525328587586185,5.0159836489236,0.014915466508955954
2024-08-27,3.3925836299569503,29.733314164936044,22.621771706719215,11.528899831884516,8.052857725528598,4.543367076442203,8.565328702115735,6.530263779917838,5.016692080851244,0.014921301647661726
2024-08-28,3.3922454591232074,29.704001895432004,22.61876115852725,11.510268791783524,8.107927436357874,4.5293678704672855,8.556884664498053,6.550758066607022,5.014878065561631,0.014906591642150028
2024-08-29,3.4020954515004616,29.76826772476405,22.66142095357737,11.536301559977284,7.894678462680633,4.540799318481461,8.575397836271963,6.586272104816404,5.0198277452643385,0.014938842666027867
2024-08-30,3.39628193886605,29.7437404871098,22.667067721310833,11.449529586769795,7.927810575470391,4.509964436040162,8.568332231291025,6.706654775913753,5.01569171325771,0.014926533970482093
2024-09-02,3.402479789001158,29.630123659253787,22.967110368314025,11.404054115248103,7.868228561260107,4.419170930688708,8.535422454886685,6.762113781489644,4.996427136635249,0.01486920322253719
2024-09-03,3.3730246800486032,29.633085497090267,23.0095048460016,11.415431867242397,7.927057377334283,4.368344667273562,8.536455651479267,6.7256923314685135,4.996532078950308,0.014871003111199425
2024-09-04,3.3614922793510837,29.633874286989602,23.01599090349768,11.415735729536937,7.858872445919787,4.3629622777723975,8.536682879588694,6.80285271897658,4.9966650794114305,0.014871398955805222
2024-09-05,3.358976578965653,29.617202025310956,23.098059034066615,11.409313142618535,7.825062143664619,4.349016891699312,8.531880071509745,6.801773165484961,4.993853914495302,0.014863032184301853
2024-09-09,3.3638876207885726,29.68920717438391,23.1030068233847,11.439555452274417,7.704384781867783,4.364848722862584,8.55262272288838,6.761342188612812,5.006245345845292,0.014899167091549073
2024-09-10,3.3646458960703964,29.71217967720154,23.11272294601747,11.44363689084423,7.6888395557406595,4.329515551934781,8.554550623917372,6.7713820346338185,5.007624298032264,0.01490252560746841
2024-09-11,3.413675637233408,29.73097845329932,23.117864835401967,11.464061920429378,7.489795334342069,4.4026516186892115,8.559421907996752,6.801927373059518,5.004711907880226,0.014911011668154199
2024-09-12,3.437201332834589,29.732293693013638,23.09205821151937,11.46675661418946,7.455935950604596,4.42332235268692,8.559656259592199,6.81276461978873,5.005099545848209,0.014911419922287682
2024-09-13,3.4672955217856503,29.719314484259908,23.060229182417057,11.46716335990682,7.43755657915078,4.433636267490966,8.555378817104105,6.841672941618299,5.002848877898162,0.014903968368253383
2024-09-16,3.4646046910952704,29.745580543659344,23.081186688019255,11.47847049996012,7.381176633609582,4.440596809748652,8.562038042458623,6.824687591477523,5.00674293084482,0.01491556912681271
2024-09-17,3.471681468719549,29.733192819947877,23.05541214608658,11.476195997097498,7.412857413279417,4.440125672727984,8.558472330855807,6.832494950825509,5.004657843010323,0.014909357449448706
2024-09-19,3.4732977186907266,29.73630371546386,23.045419484437176,11.478649735612363,7.391016018789134,4.456002354546625,8.55936777835648,6.83483873819369,5.010193538538777,0.014910917371167051
2024-09-20,3.5154942475569086,30.124734542305838,22.911939784560612,11.628589736578746,6.62572202578896,4.514208939182974,8.671174623457494,6.922468700272742,5.0705617088861015,0.015105691409624387
2024-09-23,3.5024043928797695,30.133340980435925,22.88191681831056,11.633308671368214,6.625964277872478,4.532767198362821,8.673651920902463,6.930033297306612,5.071502435555047,0.015110007006110277
2024-09-24,3.5171561934877262,30.150951678074954,22.934611280488642,11.639726328278142,6.51326915238937,4.53020725251444,8.678721025636133,6.945390752575764,5.074847498872927,0.015118837681901622
2024-09-25,3.5055431548345792,30.133034889432032,22.920474808710317,11.632809580882839,6.580376951191491,4.5014856595233965,8.673563814946153,6.966023393581845,5.071577893376947,0.015109853520400998
2024-09-26,3.4619492535804186,29.784828246998345,22.58484247308847,11.502409839262533,7.638012789282886,4.429168259671467,8.573154567594365,6.9931890742340155,5.012741422694869,0.01970407359262649
2024-09-27,3.445764896448231,29.791387261342052,22.51713333753658,11.503059853149466,7.7165921116348875,4.4300180899942445,8.57504248997261,6.98857803398851,5.012715513242369,0.019708412691051082
2024-09-30,3.438464612524867,29.77667237919668,22.49832985712033,11.463451338590243,7.840567041364192,4.3511876690381195,8.567982742113974,7.034755534188281,5.008893467358626,0.01969535850469105
2024-10-02,3.4186221234013283,29.8158712019693,22.448337966858904,11.467613782306648,7.8561348163491695,4.4410765931179705,8.578005735159747,6.9395060235015915,5.01511047132412,0.019721286011218208
2024-10-03,3.4552624502198053,30.106671554342864,21.465614063377135,11.577557212672723,8.023386734062345,4.661838278973632,8.661668797478118,6.954550515686643,5.073536761398245,0.01991363178848811
2024-10-04,3.4140211906626736,30.09133841799949,21.37323609797867,11.559734053499195,8.008708360877797,4.701271653023828,8.657439832197216,7.103286822153056,5.071059662433021,0.01990390917504961
2024-10-07,3.4037239885517176,29.98097161339455,21.285034153767228,11.509862234816492,7.94587414584759,5.328481083106105,8.626522621697912,6.846242000989032,5.053455328946144,0.019832828883225292
2024-10-08,3.4119898330359013,29.98074904189417,21.179462628335067,11.508184333997946,8.254876353584008,5.484930810029075,8.626022435233528,6.48079056747194,5.053162317490109,0.01983167892825585
2024-10-09,3.39086386902749,29.888128165059623,20.946935351394714,11.47966911299526,8.495706703892596,5.900771619560322,8.601910616748047,6.2377046631428685,5.038533653588746,0.01977624459033583
2024-10-10,3.385316689032362,29.86588284638752,20.947290953511647,11.47182264964951,8.6434283751931,6.081303255440437,8.59518231503901,5.955419561252702,5.0345925786226235,0.019760775871093796
2024-10-14,3.3505637742709213,29.815429981163277,20.861705002511123,11.4469694074034,8.816475580453133,6.1446889920669285,8.581174174643213,5.938318809578017,5.0249439739482575,0.01973030396173256
2024-10-15,3.33713779153409,29.71601935547309,20.764968270327618,11.410055431837131,8.895923421803191,6.464385022567823,8.552562818228205,5.831093566518959,5.008189802540234,0.01966451916965904
2024-10-16,3.3264364100506363,29.678651177693492,20.75974685760688,11.395707178299148,8.798828265059093,6.673544638176665,8.541807888907435,5.803745837263455,5.001891956093959,0.019639790849237254
2024-10-17,3.2949720449819626,29.76167071152701,20.681986800685543,11.426204290615104,8.586338855690565,6.828444747666887,8.565701727774533,5.834782954234243,5.0002031379566345,0.0196947288675161
2024-10-18,3.2534299075891058,29.383346862624705,21.76593818774748,11.276200321211928,8.354889306077418,6.766258994891057,8.457707622457807,5.78673524030295,4.936047134170527,0.019446422927022478
2024-10-21,3.277130250060561,29.400124490275847,21.753591393292453,11.288830413753685,8.26961875468365,6.782887115657236,8.464856276888998,5.801419739112975,4.942078706771184,0.019462859503413334
2024-10-22,3.28445032819445,29.393557737020355,21.728580435164506,11.29250877852742,8.27547383775741,6.789040405019886,8.4674285062778,5.805910734208025,4.943580464116555,0.019468773713598033
