date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,HANG SENG SECURITIES LTD
2024-05-17,39.19883751798913,13.274929789998744,13.378323622696344,0.0,13.10586690139861,10.374313618644424,0.5309413030417348,10.136787246231016
2024-05-22,39.18788674554064,13.27122124289366,13.374586191001661,0.0,13.102205584500846,10.371415401377268,0.5587294492324454,10.13395538545348
2024-06-03,39.17147205428576,13.265662305748313,13.368983957219251,0.0,13.096717443207998,10.367071110428505,0.6003825693581492,10.129710559752029
2024-06-12,39.22075743383988,13.198473389159945,13.385804755979924,0.0,13.11319567739861,10.338175056968307,0.6011379681536677,10.14245571849967
2024-06-13,39.13595402170577,13.16993555226962,13.356861869821165,0.0,13.056942778227269,10.315821778310967,0.8439583740200318,10.120525625645174
2024-06-19,39.130495425128316,13.168098638696721,13.354998884177638,0.0,13.055121624637358,10.314382950234323,0.8577884400803392,10.119114037045303
2024-06-21,39.14687578489102,13.17361091731086,13.360589400831635,0.0,13.018725755588424,10.318700639075711,0.8581475176513269,10.12334998465102
2024-06-28,39.13595402170577,13.16993555226962,13.356861869821165,0.0,13.015093602656028,10.315821778310967,0.8858075495912731,10.120525625645174
2024-07-03,38.89880869346874,13.16993555226962,13.356861869821165,0.0,13.015093602656028,10.315821778310967,1.1229528778283067,10.120525625645174
2024-07-05,38.887959166596936,13.166262237469667,13.353136418151898,0.0,13.011463475859761,10.31294452347084,1.1505313362898502,10.117702842161048
2024-07-26,38.85544686899089,13.155254577376475,13.341972521806984,0.0,13.000585235348213,10.318256556029318,1.219240308781317,10.109243931666805
2024-08-08,38.77979584457486,13.129641476371932,13.315995883514589,0.0,12.975273273440324,10.298167051428253,1.2168664645509415,10.2842600061191
2024-08-13,38.72058557492938,13.137863375126981,13.324334479063749,0.0,12.983398505448019,10.325489486647834,1.217628477199037,10.290700101585005
2024-08-16,38.739453679726005,13.088575167766548,13.33778854453819,0.0,12.9897251691588,10.330520981260268,1.2182218138278618,10.295714643722329
2024-08-21,38.75763945928638,13.087664100458019,13.336860130027425,0.0,12.988820982584121,10.315880330219542,1.2181370160515654,10.294997981372944
2024-08-27,38.765734655230034,13.090397682967584,13.339645761390221,0.0,12.991533920017822,10.297148267795478,1.2183914448033863,10.297148267795478
2024-08-30,38.808966209434594,12.993476078956173,13.354522136723542,0.0,13.006022080963534,10.308631649381065,1.2197501951600311,10.308631649381065
2024-09-19,38.75050528986214,12.992570496647662,13.353591391254652,0.0,13.005115624259489,10.307913187716926,1.2823908225422005,10.307913187716926
2024-09-24,34.38849098848357,11.530040449771773,11.850422434160885,11.089669845746588,11.541173414480275,9.147586002152373,1.3730656473818978,9.07955121782264
2024-09-26,34.29939174100258,11.31509790132139,11.819718448877866,11.060936940938422,11.511270681422808,9.12388496132065,1.8136728726357478,9.056026452480538
2024-09-27,34.16845268888725,11.296282610302269,11.676890104205158,11.005592097159608,11.492129184834823,9.108713324957506,2.272559308255118,8.97938068139827
2024-09-30,34.160037435657465,11.29350048026008,11.674014235401325,11.002881560475828,11.4646700982686,9.106469965273503,2.395143216018521,8.903283008644681
2024-10-03,34.14321935849149,11.28794032937006,11.668266745439777,10.997464490559535,11.45902567511016,9.101986559338306,2.4431972035546363,8.898899638136031
2024-10-04,33.94476327994028,11.222329633753871,11.600445417946426,10.933542173982207,11.39242055285667,9.049081631404412,3.0347156789564496,8.822701631159676
2024-10-07,33.93438211043966,11.218897560736917,11.59689770753309,10.930198419494532,11.3889364617229,9.076896728891933,3.0337875859369268,8.820003425244048
2024-10-08,33.92815645601204,11.216839324372256,11.594770122674625,10.92819314832255,11.386847029757465,9.075231467325498,3.0515771578136275,8.818385293721946
2024-10-09,33.90742076248915,11.209983987483346,11.587683807800907,10.921514221803914,11.379887790150468,9.130801481463372,3.0497121413990786,8.812995807409761
2024-10-10,33.76092300951732,11.161551006499039,11.537618966482487,10.874327580751162,11.33072073607088,9.091351653968795,3.4685879804298616,8.774919066280457
2024-10-14,33.76922233992037,11.105429131509418,11.542535705153961,10.87896165881336,11.335549305377993,9.046523237267293,3.543120137341564,8.77865848461604
2024-10-15,33.73636131417937,11.094622374134849,11.531303596842271,10.868375278247438,11.32451861673012,9.037720013136928,3.6369828855019404,8.770115921227086
2024-10-16,33.697820375595995,11.093947650092439,11.53060231585093,10.867714313515616,11.323829911452759,9.037170380461223,3.679332490026272,8.769582563004768
2024-10-17,33.738857226362704,11.107457742705442,11.544644161917288,10.8809489015539,11.337619952262653,9.048175751376101,4.036972088265381,8.30532417555653
2024-10-21,33.7306418622772,11.043878445505015,11.541833057368267,10.878299405863446,11.3287717931236,8.899873380734391,4.273400214278757,8.303301840849322
2024-10-22,33.601775600053365,10.965300602782259,11.497738050478466,10.836739396732604,11.285490776339886,8.865871851160083,4.675504238881275,8.271579483572062
2024-10-23,33.55334198808556,10.969291806699749,11.50192305359071,10.840683806311498,11.289598524647843,8.869098894699166,4.70147171230633,8.27459021365914
2024-10-29,33.5329994786046,10.962641413345297,11.494949739908574,10.834111384607922,11.282753937747815,8.863721793115156,4.759248705605606,8.26957354706503
2024-10-31,33.27055869428751,10.91433676179439,11.4442995798928,10.786373074508667,11.233038775411657,8.824665604326622,5.293592157998938,8.233135351779419
2024-11-04,33.244472322408654,10.905779182398282,11.435326473745794,10.777915827312096,11.2242313120469,8.817746468679509,5.367848397486158,8.226680015922607
2024-11-05,33.2324462504974,10.901834054816655,11.431189784278496,10.774016953853204,11.220170985518081,8.814556679649348,5.402081248266631,8.223704043120184
2024-11-06,32.70071410508063,11.369082742259847,11.416047494611096,10.759745186112884,11.205308221240111,8.802880504810878,5.653833648438724,8.092388097445841
2024-11-07,32.70071410508063,11.320913765489337,11.416047494611096,10.759745186112884,11.205308221240111,8.802880504810878,5.702002625209234,8.092388097445841
2024-11-12,32.649601423573124,11.3032186699691,11.398203700809177,10.742927222228902,11.187793822365968,8.789121208113405,5.8493946207211645,8.079739332219162
2024-11-18,32.5147121439187,11.669662498365584,11.35111291196278,10.698543657002894,11.14157232550777,8.752809639920667,5.825228303449253,8.04635851987235
2024-12-02,32.4972020453551,11.663378052738453,11.345000014360759,10.692782186530948,11.135572271479626,8.748096002634721,5.875944100264909,8.042025326635475
2024-12-04,32.53613901767819,11.677352690548789,11.238776799330562,10.705593891473194,11.148914511489433,8.758577654915396,5.88298444399926,8.051660990565178
2024-12-06,32.4762308257841,11.671361871359379,11.238776799330562,10.705593891473194,11.148914511489433,8.758577654915396,5.948883455082755,8.051660990565178
2024-12-13,32.43736554738907,11.657394402941849,11.225327018428684,10.692782186530948,11.135572271479626,8.748096002634721,6.061437243959626,8.042025326635475
2024-12-17,32.44318940790013,11.65948739162263,11.227342432986651,10.694701987072039,10.539099160175635,8.749666650866995,6.643043763654148,8.04346920572178
2024-12-20,32.44318940790013,11.65948739162263,11.227342432986651,10.694701987072039,10.515160263730035,8.749666650866995,6.666982660099749,8.04346920572178
2024-12-23,32.3579818265254,11.628865349251319,11.197855360000306,10.66661382106639,10.48754363940327,8.726686853049278,6.912109012196351,8.02234413850768
2024-12-27,32.28090785274618,11.601166376311186,11.171183016371856,10.641206849816902,10.462563198169164,9.092961868869844,6.943283260708734,7.806727577006132
2024-12-30,32.17320595933981,11.566727668505905,11.138020738092173,10.609617835272235,10.431504497243042,9.125340018362298,7.172030411308819,7.783552871875714
2025-01-03,32.02746873212289,11.561269372553582,11.132479900493497,10.604611195905802,10.426581908901227,9.121033804201016,7.3466752437220935,7.7798798420998905
2025-01-06,31.8592032188598,11.512335184555518,11.073992217310815,10.54889682269825,10.37180286372738,9.380076693490498,7.532396388227738,7.7212966111300005
2025-01-07,31.851682231518115,11.509617472922825,11.071377985099291,10.546406549513225,10.36935439703119,9.389665819963929,7.542421695734696,7.71947384821673
2025-01-08,31.847923069297114,11.508259098226382,11.070071331794342,10.545161853776904,10.368130597138231,9.40035972751349,7.541531532807433,7.7185627894461035
2025-01-13,31.573346857714345,11.554624437734919,11.114671267484134,10.587646994696104,10.409902501220513,9.438232603553942,7.571915422060224,7.749659915535817
2025-01-15,31.573346857714345,11.459827374547936,11.114671267484134,10.587646994696104,10.409902501220513,9.438232603553942,7.666712485247206,7.749659915535817
2025-01-20,31.550914852197963,11.451685478408729,11.106774595385716,10.580124759031294,10.402506548191374,9.502574279935773,7.661265494228592,7.744153992620556
2025-01-22,31.550914852197963,11.439844264352736,11.106774595385716,10.580124759031294,10.402506548191374,9.502574279935773,7.673106708284587,7.744153992620556
2025-01-24,31.550914852197963,11.41024122921275,11.106774595385716,10.580124759031294,10.402506548191374,9.502574279935773,7.702709743424574,7.744153992620556
2025-02-03,31.541577587900914,11.406864451120914,11.103487626042014,10.576993647884956,10.399428001865623,9.499762062034334,7.730024456708312,7.7418621664429335
2025-02-06,31.534111754667094,11.404164467346305,11.100859451002298,10.574490092998705,10.396966476440248,9.521183301418532,7.728194774178125,7.7400296819486885
2025-02-19,31.549046957106558,11.3503631485345,11.106117045839362,10.579498388506178,10.40189069311995,9.52569272921457,7.74369551883944,7.74369551883944
2025-02-20,31.550914852197963,11.345114551904778,11.106774595385716,10.580124759031294,10.402506548191374,9.526256708047763,7.744153992620556,7.744153992620556
2025-02-21,31.2548845007981,11.345114551904778,11.106774595385716,10.580124759031294,10.402506548191374,9.82228705944763,7.744153992620556,7.744153992620556
2025-02-24,31.250814131667887,11.345786291325323,11.10743222279853,10.580751203730678,10.40312247619183,9.822868632898262,7.744612520693747,7.744612520693747
2025-02-26,31.26192016186543,11.34981839892532,11.111379623245886,10.584511430324655,10.406819576430005,9.826359520374147,7.747364829806743,7.7118264590278125
2025-03-05,31.29157487093263,11.360584710170532,11.121919754125768,10.594551779908414,10.416691369501445,9.622248203016987,7.873287500681799,7.719141811662427
2025-03-06,31.291589712359265,11.360542668969842,11.121925029192836,10.594556804847672,10.416696310082461,9.622252766797857,7.873291234939959,7.71914547281011
2025-03-07,31.254530071145208,11.347088011051241,11.10875297385847,10.582009328748862,10.40435947991704,9.610856821801567,7.982399874176534,7.710003439301073
2025-03-11,31.250828934454493,11.345744297878307,11.107437484131825,10.580756215587378,10.403127403909917,9.609718711750597,7.993296525485709,7.709090426801772
2025-03-17,31.234184661139274,11.333783717888204,11.10152163384493,10.575120877123132,10.39758667101586,9.604600550403381,8.048217343529636,7.704984545055578
2025-03-19,31.151335364955884,11.321948104147719,11.10152163384493,10.575120877123132,10.39758667101586,9.699285460327259,8.048217343529636,7.704984545055578
2025-03-20,31.128723487894728,11.320719865643266,11.106122305926796,10.579503399176089,10.401895619671174,9.703305020285176,8.05155267088947,7.7081776305133
2025-03-24,31.137940722078067,11.324071937762966,11.109410835576988,10.582635996643877,10.40497562736614,9.706178174873708,8.024326679044462,7.710460026653792
2025-04-01,31.13201870976881,11.324071937762966,11.109410835576988,10.582635996643877,10.40497562736614,9.712100187182966,8.024326679044462,7.710460026653792
