date,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,42.37801340611931,17.40726393147681,7.538585632313305,12.709734850673504,11.143284562715188,4.861509496809606,3.441693045358407,0.0,0.0,0.5199150745338701
2024-03-04,43.17100921923595,17.80904729328398,7.808989526189529,9.172857183538893,11.132790623899723,6.911523851834092,2.8260986195079862,0.0,0.0,1.1676836825098518
2024-03-05,42.863850367439255,17.67128502593366,7.759800642736509,9.107389026555706,10.988060280870135,7.680665732379499,2.805839769174906,0.0,0.0,1.123109154910328
2024-03-06,41.34903321115077,17.158178252891652,7.496472983872647,8.991900102144742,10.61207041380571,7.674454071901604,2.7243453281691923,2.894608179582687,0.0,1.0989374564809993
2024-03-07,41.251256358275086,17.224032911428804,7.664411702932944,8.965294481871158,10.587484747282536,7.57649443329354,2.7232207601990304,2.8908052875723,0.0,1.116999317144599
2024-03-08,40.62261519112452,16.852751089140234,7.537023229281754,8.796084130140704,10.420934840666552,7.382009890465902,2.674022933202442,2.8467513757544136,1.7645966710345813,1.1032106491888998
2024-03-11,40.604007391656104,16.8366492871732,7.522668680987412,8.873296219758306,10.417323766310895,7.359335893577949,2.6731013318293333,2.845413303161274,1.763767248955939,1.1044368765895884
2024-03-12,40.53070228346737,16.892715509548623,7.559788136995276,8.854682472815655,10.415042272947128,7.402634364141488,2.644014609254815,2.84022026877765,1.7605482775824788,1.099651804469509
2024-03-13,40.47896351620335,16.936288122188245,7.596268768990397,8.902376908829398,10.404347426704023,7.36336637181048,2.634402753379112,2.8367205241136704,1.7583789143440425,1.0888866934372823
2024-03-14,40.59259522861089,17.094645299407635,7.59189094316223,8.778399666703894,10.414618047839667,7.174752098918094,2.647173567076549,2.8446462378520545,1.7634690420318597,1.097809868397125
