date,CS WEALTH SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,PLANETREE SECURITIES LTD,MONMONKEY GROUP SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,OSHIDORI SECURITIES LTD,ADVENT SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,7.348785799409203,7.337460843543134,0.0,0.0,4.326387246087485,2.5897527706698775,0.0,0.0,21.602386659709698
2024-03-04,0.0,7.359087363554528,7.354998030123867,0.0,0.0,4.328349448781833,2.5985826827944427,0.0,0.0,21.64101752525467
2024-03-05,0.0,7.3595533866944365,7.354998030123867,0.0,0.0,4.319028985983682,2.5990487059343503,0.0,0.0,21.632629108736335
2024-03-06,0.0,7.361025038715198,7.354998030123867,0.0,0.0,4.319409162755711,2.5985581552607635,0.0,0.0,21.63399038685554
2024-03-07,0.0,7.362925922575347,7.354998030123867,0.0,0.0,4.3055265786932,2.5967431177684914,0.0,0.0,21.620193649160907
2024-03-08,0.0,7.353311129373043,7.361056330942666,0.0,0.0,4.30555110622688,2.5977732741830244,0.0,0.0,21.617691840725612
2024-03-11,0.0,7.361331402327373,7.3606884179374745,0.0,0.0,4.310677360765864,2.6027278359862525,0.0,0.0,21.635425017016964
2024-03-12,0.0,7.326551359570059,7.364146800186264,0.0,0.0,4.314920624092391,2.6080993658620293,0.0,0.0,21.613718149710742
2024-03-13,0.0,7.326288223283239,7.35261885935697,0.0,0.0,4.314920624092391,2.6080993658620293,0.0,0.0,21.601927072594627
2024-03-14,0.0,7.327710820236642,7.35261885935697,0.0,0.0,4.320807232175434,2.610846449634116,0.0,0.0,21.611983361403162
2024-03-15,0.0,7.326729718889469,7.35261885935697,0.0,0.0,4.314920624092391,2.6103558989605293,0.0,0.0,21.60462510129936
2024-03-18,0.0,7.328103260775512,7.35261885935697,0.0,0.0,4.320807232175434,2.610478536628926,0.0,0.0,21.61200788893684
2024-03-19,0.0,7.335093607874126,7.341524383819379,0.0,0.0,4.320807232175434,2.6103068438931705,0.0,0.0,21.607732067762107
2024-03-20,0.0,7.339410453801691,7.34110741574683,0.0,0.0,4.320807232175434,2.609914403354301,0.0,0.0,21.611239505078256
2024-03-21,0.0,7.3383312423198,7.339071630451444,0.0,0.0,4.317863928133912,2.610772867033078,0.0,0.0,21.606039667938234
2024-03-22,0.0,7.3383312423198,7.339071630451444,0.0,0.0,4.317863928133912,2.612121881385442,0.0,0.0,21.607388682290598
2024-03-25,0.0,7.3383312423198,7.329260616979704,0.0,0.0,4.317863928133912,2.612121881385442,0.0,0.0,21.59757766881886
2024-03-26,0.0,7.3383312423198,7.320406177321461,0.0,0.0,4.317863928133912,2.611484165509779,0.0,0.0,21.588085513284952
2024-03-27,0.0,7.329746605532028,7.3159176386581395,0.0,0.0,4.31982613082826,2.612391684255915,0.0,0.0,21.57788205927434
2024-03-28,0.0,7.326337278350599,7.313464885290205,0.0,0.0,4.31982613082826,2.617763214131692,0.0,0.0,21.57739150860076
2024-04-02,0.0,7.326312750816919,7.311492253488537,0.0,0.0,4.31982613082826,2.6130539276652573,0.0,0.0,21.570685062798976
2024-04-03,0.0,7.323909052516344,7.311492253488537,0.0,0.0,4.31982613082826,2.6132992030020508,0.0,0.0,21.56852663983519
2024-04-05,0.0,7.321726102018881,7.311345088286461,0.0,0.0,4.322278884196195,2.609987985955339,0.0,0.0,21.565338060456877
2024-04-08,0.0,7.3226581482986965,7.311345088286461,0.0,0.0,4.319777075760902,2.610184206224774,0.0,0.0,21.563964518570835
2024-04-09,0.0,7.3215065707814375,7.305102830965067,0.0,0.0,4.314871569025032,2.610184206224774,0.0,0.0,21.55166517699631
2024-04-10,0.0,7.323071746288118,7.305299051234503,0.0,0.0,4.314871569025032,2.6390776408990444,0.0,0.0,21.582320007446697
2024-04-11,11.634329006627256,7.323071746288118,7.305299051234503,0.0,0.0,4.314871569025032,2.6365513049300717,0.0,0.0,33.21412267810498
2024-04-12,11.634329006627256,7.321501984132639,7.304563225224121,0.0,0.0,4.322229829128836,2.6355947311165773,0.0,0.0,33.21821877622943
2024-04-15,11.634329006627256,7.321501984132639,7.304563225224121,0.0,0.0,4.322229829128836,2.6318665459973167,0.0,0.0,33.21449059111017
2024-04-16,11.634329006627256,7.320888795790656,7.304416060022046,0.0,0.0,4.322229829128836,2.6195782516239636,0.0,0.0,33.201441943192755
2024-04-17,11.634329006627256,7.3159832890547865,7.2963955565089,0.0,0.0,4.307513308921227,2.617616048929616,0.0,0.0,33.17183721004178
2024-04-18,11.634329006627256,7.3159832890547865,7.290386310757459,0.0,0.0,4.308494410268401,2.6161443969088554,0.0,0.0,33.165337413616754
2024-04-19,11.634329006627256,7.314511637034025,7.290386310757459,0.0,0.0,4.284947977936229,2.6161443969088554,0.0,0.0,33.140319329263825
2024-04-22,11.634329006627256,7.313064512546945,7.290386310757459,0.0,0.0,4.284947977936229,2.615653846235268,0.0,0.0,33.138381654103156
2024-04-23,11.634329006627256,7.309140107158249,7.286633598104519,0.0,0.0,4.284947977936229,2.6180084894684854,0.0,0.0,33.13305917929474
2024-04-24,11.634329006627256,7.314045613894119,7.27778069877539,0.0,0.0,4.284947977936229,2.6217366745877464,0.0,0.0,33.13283997182074
2024-04-25,11.634329006627256,7.31321167774902,7.27778069877539,0.0,0.0,4.284947977936229,2.6217366745877464,0.0,0.0,33.132006035675644
2024-04-26,11.634329006627256,7.31321167774902,7.27778069877539,0.0,0.0,4.284947977936229,2.6218102571887845,0.0,0.0,33.13207961827668
2024-04-29,11.634329006627256,7.3102683737074985,7.27778069877539,0.0,0.0,4.284947977936229,2.6218102571887845,0.0,0.0,33.12913631423516
