date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,BNP PARIBAS,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,SOFI SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,45.33783783783784,42.5,0.0,0.0,0.0,12.162162162162163
2024-03-04,0.0,0.0,16.549912434325744,14.689141856392293,13.76970227670753,8.493870402802102,43.87040280210158,0.0,2.626970227670753
2024-03-06,0.0,0.0,16.32476786871086,14.489311163895488,13.603973223925717,9.673936514791622,43.31677823364284,0.0,2.59123299503347
2024-03-07,34.386756960120394,0.0,10.342704699363841,9.179834462001505,8.6189205828032,6.772009029345373,27.416375949107323,0.0,3.2833983172583627
2024-03-08,34.386756960120394,0.0,10.315343046720022,9.179834462001505,8.6189205828032,6.799370681989192,27.416375949107323,0.0,3.2833983172583627
2024-03-11,30.602057588117127,10.689718146953187,9.180008522554331,8.473854020819383,7.682473975771595,6.051013575211542,24.398855542704084,0.0,2.9220186278687525
2024-03-12,30.33979117629308,10.598104894682841,9.101333816162715,9.608304665338887,7.6166334721467805,5.637033013458869,24.201822680910134,0.0,2.8969762810066992
2024-03-13,29.79899192324042,10.663751745916075,9.182000364365093,9.667820489463775,7.663812473431713,5.756968482419384,24.351733770571446,0.0,2.9149207505920933
2024-03-14,29.68721640752617,10.62375219311513,9.147558835985238,9.631556657995038,7.622965696654366,6.122572448423982,24.260390828241274,0.0,2.903986932058806
2024-03-15,29.68721640752617,11.349748926129832,9.147558835985238,9.631556657995038,7.622965696654366,5.396575715409281,24.260390828241274,0.0,2.903986932058806
2024-03-18,29.708784888296908,11.357994793243325,9.129987285826724,9.63855421686747,7.628503965611189,5.352061512381183,24.27801658896894,0.0,2.9060967488042624
2024-03-20,29.77367878162733,11.382804441478065,9.149930222680663,9.659608033493114,7.645167162186761,5.157454037983132,24.318912687336933,0.0,2.912444633214004
2024-03-21,29.613629449345908,11.414663827198053,9.199878308487982,9.68664435655613,7.666565257073319,5.111043504715546,24.386979008214176,0.0,2.9205962884088836
2024-03-25,29.642487362202324,11.328339119312991,9.208843413118947,9.696083805347463,7.674036177599124,5.116024118399416,24.41074365064864,0.0,2.9234423533710947
2024-03-26,29.849739343759584,11.40754369825207,9.273229070837166,9.763876111622203,7.727690892364306,5.151793928242871,23.88224471021159,0.0,2.9438822447102115
2024-03-27,29.871724053274413,11.415945498066653,9.304609341434972,9.636040017185294,7.74565764438716,5.180138709875407,23.899834284662123,0.0,2.9460504511139756
2024-04-02,29.842418296646024,11.404745845851984,9.295481022748175,9.626586547305168,7.836164081182169,5.17505671715004,23.876387270832055,0.0,2.943160218284383
2024-04-03,29.70084157503532,11.425763253271086,9.312611339762885,8.550893789544812,14.023711530192273,1.6037840162172123,23.90810246329627,0.0,1.47429203268014
2024-04-05,30.67320889555613,12.110415738852558,9.870639924785204,9.063278875528367,8.32102758830837,1.755880062609547,25.34071938473879,0.0,2.8648295296210353
2024-04-08,30.705196223867016,12.123044996050233,9.880933448393632,9.072730448656948,8.225420852158814,1.7577111691047458,25.36714576592877,0.0,2.86781709583984
2024-04-09,30.789481251813644,12.156322464099635,9.908056373965078,9.097634876358436,8.247999435319214,1.4880384401216156,25.43677797326655,0.0,2.8756891850558275
2024-04-12,30.951310979535734,12.220216179566222,9.96013318721634,9.145452108578592,8.291350977748694,1.4958595805180845,25.044873159412063,0.0,2.8908038274242673
2024-04-15,30.36926845887178,12.09309341329512,9.856521298148065,10.350647695680555,8.205098864289486,1.4802986603973296,24.78433983412957,0.0,2.860731775188093
2024-04-16,30.36926845887178,12.09309341329512,9.856521298148065,10.350647695680555,8.218102190540339,1.4672953341464745,24.78433983412957,0.0,2.860731775188093
2024-04-17,30.36531995725062,12.09152111335606,9.855239789165477,10.349301942184328,8.217033702839817,1.480106197359628,24.781117464577044,0.0,2.860359833267025
