date,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2025-02-13,97890843.0,100923840.0,40135600.0,34080400.0,0.0,23314413.0,13557200.0,0.0,21425600.0
2025-02-14,98478071.0,101111040.0,40140800.0,32839600.0,21950124.0,22977585.0,13648000.0,20212400.0,21629600.0
2025-02-17,116412594.0,101573840.0,40150800.0,33190800.0,21900124.0,23146184.0,13684000.0,0.0,21619600.0
2025-02-18,117248500.0,101915840.0,40147600.0,30118400.0,22041324.0,24819480.0,13596400.0,0.0,21727600.0
2025-02-19,117777083.0,102246640.0,40182000.0,30706800.0,22036923.0,24215829.0,13834000.0,0.0,21767600.0
2025-02-20,117844477.0,102517240.0,40174000.0,32440800.0,0.0,23191709.0,13803600.0,0.0,21407600.0
2025-02-21,116741189.0,102613640.0,40166000.0,33461200.0,0.0,22735925.0,13810400.0,20205200.0,0.0
2025-02-24,116043926.0,102550840.0,40181200.0,33888800.0,0.0,22549325.0,14042400.0,0.0,0.0
2025-02-25,116035126.0,102652040.0,40186400.0,33199600.0,22044923.0,22686125.0,14213600.0,0.0,21405600.0
2025-02-26,115786826.0,102898840.0,40191200.0,33694800.0,22036723.0,22208925.0,14208000.0,0.0,0.0
2025-02-27,116566035.0,103010840.0,40196400.0,33809200.0,22038723.0,21092080.0,14241600.0,0.0,21408000.0
2025-02-28,115595924.0,104528040.0,40196800.0,33145600.0,21967923.0,20875879.0,14310800.0,0.0,0.0
2025-03-03,115212636.0,104595240.0,40188400.0,32677600.0,21999923.0,21049079.0,14725200.0,0.0,21404000.0
2025-03-04,115380036.0,104415240.0,0.0,33340000.0,21944840.0,20929079.0,14817600.0,0.0,0.0
2025-03-05,115323975.0,104436440.0,40190800.0,33274400.0,21961523.0,20848479.0,14871600.0,20221600.0,0.0
2025-03-06,115190636.0,104561240.0,40182000.0,33451600.0,21896723.0,21224879.0,14928400.0,20217600.0,0.0
2025-03-07,115325126.0,104349640.0,40180000.0,33820800.0,21950693.0,21058599.0,14936800.0,0.0,21406400.0
2025-03-10,114956569.0,104217240.0,40178800.0,34914000.0,0.0,20290999.0,15034800.0,0.0,0.0
2025-03-11,115114930.0,104384840.0,40176000.0,34301200.0,22003893.0,20699199.0,14973200.0,0.0,0.0
2025-03-12,114878420.0,105239240.0,40178400.0,32851600.0,21976611.0,20705470.0,15164800.0,0.0,0.0
2025-03-13,114895117.0,105146440.0,40184400.0,32728000.0,21952211.0,20606270.0,15135200.0,0.0,0.0
2025-03-14,114766317.0,105289640.0,0.0,32473600.0,21939411.0,20771870.0,15175600.0,0.0,0.0
2025-03-17,114483615.0,105314840.0,40188400.0,32630800.0,21903782.0,20633801.0,15180400.0,0.0,0.0
2025-03-18,114407215.0,105128440.0,40187200.0,32537200.0,21966944.0,20986639.0,15163200.0,0.0,0.0
2025-03-19,114477615.0,105126840.0,0.0,32730000.0,21918544.0,20850439.0,15172000.0,0.0,0.0
2025-03-20,114657989.0,105122440.0,40186400.0,32442800.0,21903782.0,21063601.0,15168000.0,0.0,0.0
2025-03-21,115002403.0,105462840.0,40180800.0,30890000.0,21912953.0,21785630.0,15225600.0,0.0,21408800.0
2025-03-24,114789306.0,105543040.0,40184000.0,31224400.0,21904418.0,21531565.0,15234800.0,0.0,0.0
2025-03-25,114637432.0,105590840.0,0.0,31709600.0,21925047.0,21499136.0,15228800.0,0.0,0.0
2025-03-26,114444598.0,105534040.0,40180000.0,30939600.0,21980247.0,21683536.0,15237600.0,0.0,0.0
2025-03-27,114487221.0,105638440.0,40180400.0,31117200.0,21917047.0,21326746.0,15372000.0,0.0,0.0
2025-03-28,114504021.0,105648440.0,40179200.0,31124800.0,21906647.0,21195546.0,15466000.0,0.0,0.0
2025-03-31,114576346.0,105706040.0,40177200.0,31206400.0,21894247.0,20871742.0,15524400.0,0.0,0.0
2025-04-01,115074829.0,105000040.0,40177600.0,33055200.0,21977358.0,19278242.0,15484000.0,0.0,21412400.0
2025-04-02,115049431.0,104486976.0,0.0,33218800.0,21946958.0,19084244.0,15655600.0,0.0,21480400.0
2025-04-03,114926231.0,104445576.0,40180000.0,32705200.0,21941558.0,19250244.0,15670000.0,0.0,21496400.0
2025-04-07,114870078.0,104349976.0,0.0,32615600.0,21949446.0,19311900.0,15709200.0,0.0,0.0
2025-04-08,115136447.0,104345576.0,0.0,32660800.0,21862246.0,19115700.0,15710800.0,0.0,21560800.0
2025-04-09,115159535.0,104245576.0,40202000.0,31821200.0,21911846.0,19065153.0,15897200.0,0.0,21860000.0
2025-04-10,115173155.0,104826776.0,40200000.0,31298400.0,21908646.0,18867953.0,16048000.0,0.0,21862400.0
2025-04-11,114249147.0,104790376.0,40196000.0,31876800.0,21889846.0,19189653.0,15968800.0,0.0,21870400.0
2025-04-14,114547607.0,104699176.0,40182800.0,30802000.0,21878246.0,19989628.0,15998800.0,0.0,0.0
2025-04-15,115057452.0,104732576.0,0.0,29680800.0,21857246.0,20615373.0,15985200.0,0.0,21862800.0
2025-04-16,114270511.0,104862176.0,40185200.0,29551600.0,21859172.0,21254903.0,16019200.0,0.0,0.0
2025-04-17,114254304.0,104835776.0,0.0,29638400.0,21865641.0,21399626.0,16022000.0,0.0,0.0
2025-04-22,114627909.0,105226576.0,40189200.0,29878400.0,21959246.0,20412426.0,16023600.0,0.0,0.0
2025-04-23,114789822.0,105112576.0,0.0,29996400.0,21857217.0,20513055.0,15973600.0,0.0,0.0
2025-04-24,114292961.0,102936349.0,40192800.0,36403600.0,21864417.0,19654055.0,15246800.0,0.0,0.0
2025-04-25,114996339.0,102949766.0,40182800.0,35258800.0,21857646.0,19658026.0,15445600.0,0.0,0.0
2025-04-28,115319693.0,102959766.0,40183200.0,34046400.0,21861246.0,19927492.0,15498800.0,0.0,0.0
2025-04-29,115328287.0,103278966.0,40186800.0,33944000.0,21858446.0,19954392.0,15518800.0,0.0,0.0
2025-04-30,114076116.0,103224966.0,40189600.0,35814400.0,21866446.0,19282849.0,15582800.0,0.0,0.0
2025-05-02,114298047.0,103338566.0,40199200.0,34834000.0,21869246.0,19478849.0,15710400.0,0.0,0.0
