date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,HGNH INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,LONG BRIDGE HK LTD
2024-03-01,48.10692403869521,0.0,15.606207099575828,12.47688079406893,19.945888336316024,3.700024111982324,0.0,0.0,0.16407561936168402
2024-03-04,50.58820039718896,0.0,9.963213852909952,13.065804097141454,22.655845954600277,3.502075649618288,0.0,0.0,0.22486004854106495
2024-03-05,50.40564431000472,0.0,8.67044179257694,13.08660585771429,23.778246190076462,3.213919939587828,0.0,0.62135785498698,0.2237840550527821
2024-03-06,51.63548855837272,0.0,5.998159508318936,13.486858054119288,24.544689528639232,3.477924420789971,0.0,0.6264584360429141,0.23042149371693393
2024-03-07,50.63209676734387,0.0,5.831185431696728,13.279422285628684,25.872822755763636,3.5701135296102415,0.0,0.6113527743515577,0.20300645560528824
2024-03-08,41.07611851637591,19.066448237962604,4.730644772306249,10.413476147441648,21.15633692488781,2.896313125901785,0.0,0.4959699601217436,0.16469231500225837
2024-03-11,40.85357013410656,18.12250815512867,4.93657122145705,10.222906850308084,21.817687567959407,3.3381660021747006,0.0,0.4748097136643712,0.23378035520115986
2024-03-12,37.5331675650418,16.688083039901205,11.726715952138578,9.430435725848172,20.576406388198187,3.394356090315905,0.0,0.44056539225339186,0.21026984630275522
2024-03-13,39.415535758887685,16.651402880692697,8.658729497960204,9.869286487386562,21.32378652901507,3.4285238531346267,0.0,0.4395970360502872,0.21313795687286655
2024-03-14,40.282055978288014,16.65029387768694,5.712715829434389,10.056777502122912,23.4069831332523,3.2751128057410215,0.0,0.4395677583709352,0.17649311510348156
2024-03-15,40.198721789494705,16.643365954330605,5.250981958591305,10.470341521869383,23.50542573730111,3.2587710538579318,0.0,0.4726715931029891,0.19972039145196727
2024-03-18,40.64139941690962,16.659725114535608,4.801332778009163,10.374010828821325,23.54685547688463,3.2703040399833405,0.0,0.47313619325281137,0.23323615160349853
2024-03-19,40.690733610209676,16.814352731491603,7.3663679316664705,10.522421939367444,20.595900660804062,3.258621559363072,0.0,0.4775276175743615,0.2740739495233131
2024-03-20,41.19750826938899,16.790637540507415,6.539953322027638,10.537804120422452,21.08736168712326,3.089477307453364,0.0,0.4768541061504105,0.2804036469264738
2024-03-21,41.23235476777951,16.78500092317505,12.51993218859627,10.628262584554442,14.891652819040905,3.2008996760494823,0.0,0.44312402437182136,0.2987730164325159
2024-03-22,40.87239626590479,16.610743829108667,6.5811767050928545,10.52124514135743,21.256768878110364,3.376964220457792,0.0,0.4385236370884688,0.34218132287963854
2024-03-25,41.422254608085055,16.560952585992748,1.6445025917890796,10.635443750724543,25.606544888461986,3.3386880413361375,0.0,0.43720914827020846,0.35440438534024477
2024-03-26,41.62322294490509,16.549989242506992,1.4630190490376183,10.633368088310743,25.51842841302153,3.4026777882594375,0.0,0.43691971600218454,0.37237475795640734
2024-03-27,41.286361547048394,16.41604832884628,1.4511786722700113,10.713113139405083,25.981679690065008,3.348873859084641,0.0,0.4333836758815418,0.3693610873990413
2024-03-28,39.10284968123512,15.362162992549349,5.399800291881097,9.94853675397496,26.028112758276368,3.3812120746601124,0.0,0.4670097549735003,0.3103156924494969
2024-04-02,40.09694649418012,15.437339837599184,3.6617370094785264,10.636327148105838,25.987217882614466,3.3946710302880607,0.0,0.46929513106301524,0.3164654666707833
2024-04-03,40.11818069612441,15.428289311281166,2.89126141693409,10.866144161935324,26.437916563811402,3.47290792396939,0.0,0.46901999506294745,0.3162799308812639
