date,I WIN SECURITIES LTD,RUISEN PORT SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,73.75348797494264,0.0,0.0,0.0,6.207465453602529,0.0,0.0,0.0,20.039046571454826,0.0
2024-03-05,50.779761873895204,0.0,10.716563143838847,8.590624692437755,4.273880818781878,0.0,0.0,11.84215402109107,13.797015449955246,0.0
2024-03-06,50.84606413875118,0.0,10.772613974621017,8.592822874946366,4.3026949292051135,0.0,0.0,11.838787170842414,13.647016911633909,0.0
2024-03-08,52.07402174282978,0.0,10.563676194195642,8.366543660290858,4.262056653184363,0.0,0.0,11.489658816564209,13.244042932935143,0.0
2024-03-11,56.05387973698881,0.0,9.67680806644114,7.6641346905937855,3.9460793724110697,0.0,0.0,10.52505028295701,12.13404785060819,0.0
2024-03-12,57.449196473621946,0.0,9.040896985273541,7.160486365252762,3.667216949236825,0.0,0.0,9.833396996168196,11.080784905692965,1.7680213247537684
2024-03-13,57.538649283122645,0.0,9.018877678223241,7.143046840373447,3.6582853602410816,0.0,0.0,9.809447537595796,11.021890999055053,1.8098023013887437
2024-03-14,57.78308327770987,0.0,8.966959398178854,7.101927011558813,3.6372259900409647,0.0,0.0,9.752978244795948,10.958442126154896,1.7993839515606544
2024-03-15,40.022297253940785,31.384633586728782,6.0701854816875604,4.807651325634915,2.4646071530275924,0.0,0.0,6.602281143014734,7.430250624990197,1.2180934309754323
2024-03-18,40.12190486237634,31.217540794329206,6.076017060138701,4.790614311894723,2.470138994507386,0.0,0.0,6.5788844474285995,7.431262501061832,1.3136370282632097
2024-03-19,43.13905089876508,29.622022613010422,5.7755912332819355,4.553744623814886,2.348004125146259,0.0,0.0,6.2535945773786406,7.059307069910438,1.2486848586923378
2024-03-20,43.31623328353329,29.465304507758304,5.71693359778254,4.597095788739902,2.4198857633920574,0.0,0.0,6.220509345286783,7.021959139863848,1.2420785736432771
2024-03-21,43.47752905086375,29.345805141324792,5.707683305690413,4.589657451719891,2.4159702639799883,0.0,0.0,6.210444241779541,7.012841717903931,1.240068826737693
2024-03-22,44.19058659043707,28.936276734581362,5.683160708343119,4.534277508183042,2.359101241505637,0.0,0.0,6.135507483412177,6.935983884392227,1.2251058491453661
2024-03-25,44.165317552622156,28.93788089599075,5.683475769854844,4.534528878221586,2.3747545882702106,0.0,0.0,6.135847622000918,6.943020926810581,1.225173766228951
2024-03-26,44.1672763793496,28.939164353184676,5.722535974249497,4.534729994320264,2.4147768474865328,0.0,0.0,6.1361197600264905,6.860168586065034,1.2252281053179024
2024-03-27,41.91670754218399,27.450769841058147,5.436629618631949,4.301500480325017,2.3116159455452703,0.0,5.101113107054547,5.816320717940545,6.503130379570776,1.1622123676897473
2024-03-28,41.90409646528387,27.441822420355205,5.434857580445565,4.300098430959035,2.3108624876099126,0.0,5.146764917059595,5.814424921621972,6.485239225418504,1.1618335512463436
2024-04-02,41.937842661706654,27.425385924329888,5.431602329622541,4.297522853080632,2.3105291816066376,0.0,5.143682221610048,5.810942325945569,6.481354840222835,1.1611376618751996
2024-04-03,42.34487961273924,27.094305704288363,5.4083045363655735,4.331404276343467,2.30375750798866,0.0,5.121619405205935,5.786017428148892,6.453554339389216,1.1561571895306555
2024-04-05,42.50819759401424,26.98523529851003,5.529298479738349,4.313967844232346,2.3507560823286284,0.0,5.10100189565006,5.632464810212171,6.427575013762936,1.1515029815512394
2024-04-08,43.17163030675075,26.58557758418793,5.569470444714988,4.2658296207280895,2.361749424262808,0.0,5.035566647004039,5.5602119973558395,6.313232382566657,1.1367315924288994
2024-04-09,43.131697052084,26.560986234901634,5.6372900518955715,4.277300250405906,2.361620363227762,0.0,5.030908806568609,5.555068866088526,6.304309421755231,1.1408189530727593
2024-04-10,43.19719072411323,26.59624798253681,5.547006707439996,4.282978694747384,2.469726779946269,0.0,5.03758772410367,5.448210298550526,6.258135025592322,1.1629160629697952
2024-04-11,44.19478931339488,26.135307337556675,5.450871310781213,4.208750218486775,2.4269238456519044,0.0,4.95028108836253,5.31535799804565,6.174957369875711,1.14276151784467
2024-04-12,44.25848151802581,26.15382176830266,5.497237156359269,4.211731725971684,2.4387631929865092,0.0,4.953787901395181,5.289775150274282,6.052830528752722,1.1435710579318803
2024-04-15,44.257254089100094,26.152498439085512,5.498982924704248,4.211518621068809,2.4386397966196007,0.0,4.95353724998662,5.2895074986067545,6.054548185223687,1.1435131956046742
2024-04-16,45.21624997031794,25.68997973568075,5.428570601370137,4.137036019090307,2.3955113544391753,0.0,4.865931714650581,5.195960178238731,5.947470776047891,1.1232896501644856
2024-04-17,45.8399355792743,25.448306241227385,5.264260705372284,4.0981176563006185,2.3857772792080647,0.0,4.820156407182441,5.135263669756166,5.895459940715277,1.1127225209634646
2024-04-18,46.84605536776279,24.978737620111833,5.158426432020606,4.022499757066096,2.365918758867329,0.0,4.7312155489490095,5.0163449844832195,5.7886108115741814,1.09219071916494
2024-04-19,45.69146476553947,25.517604594738234,5.277608436679196,4.10927725188955,2.4169587875185843,0.0,4.8332821885022765,5.124562728973812,5.913488667403499,1.1157525787553773
