date,CITIC SECURITIES BROKERAGE (HK) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-15,0.0,46.81007185758862,41.51793368442071,5.272185916551957,1.8202074453253176,1.396074562979007,0.9806321808953803,0.552572296903936,1.1112818060304008,0.5390402493046782
2024-03-18,0.0,46.80399723054165,41.51478675096695,5.271786300849468,1.8200694791214593,1.3959687447612803,0.9805578519502225,0.5525304135997243,1.1213038365206185,0.5389993916886332
2024-03-19,0.0,46.80652386164708,41.513417401121956,5.2690859307010545,1.821342865982858,1.395922699249937,0.980525508613121,0.5529332689609989,1.1212668507294126,0.5389816129935893
2024-03-20,0.0,46.802812236227666,41.50991498063561,5.268668107037514,1.8216194856085586,1.3958120065142536,0.9804477557038704,0.5606086175733437,1.1211779374284074,0.5389388732707827
2024-03-21,0.0,46.7989985886346,41.50877314058449,5.272944050075166,1.8227763452898176,1.397457752609791,0.9804207858939826,0.5591897452180207,1.1205155433631437,0.5389240483309847
2024-03-22,0.0,46.80649275661008,41.51834050124904,5.265019797211046,1.8336493483426455,1.39538943948398,0.9806439548081934,0.5406468795927168,1.1207706014369492,0.5390467212653397
2024-03-25,0.0,46.81540665057077,41.50967357295088,5.270925327506644,1.8357707170014212,1.3940607217444978,0.9804499202330347,0.5354171552108971,1.1193558716986622,0.5389400630831944
2024-03-26,0.0,46.81133185939028,41.50713419345847,5.2704447147098135,1.8391607121283842,1.393830385803693,0.9803866258060996,0.5402243289388481,1.1192836099880195,0.5382035697763858
2024-03-27,0.0,46.82399024563465,41.50994367558111,5.270747990912413,1.837442014460514,1.393980764881159,0.9804430400081353,0.5455184769207323,1.0996992520787565,0.5382345395225273
2024-03-28,0.0,46.8144541294838,41.50024590015982,5.269516610529978,1.837574003532988,1.3936550956269418,0.9802139836526346,0.5580194276617093,1.1082120550661898,0.5381087942859386
2024-04-02,0.0,46.8025229726856,41.488993143063034,5.290873932126136,1.8424733152137402,1.3932748518241629,0.9799465428103122,0.5651615948708175,1.0987916703169145,0.5379619770892805
2024-04-03,0.0,46.8037090872476,41.49113993365026,5.230770527436276,1.842577996279546,1.4275948270264205,0.9800022189754362,0.5840620663994395,1.1021508013102774,0.5379925416747536
2024-04-05,0.0,46.786687734074405,41.475654710643795,5.227629646891225,1.843389248628554,1.4271368153101716,0.9796878072882101,0.6249650644109676,1.09702903389398,0.5378199388586907
2024-04-08,0.0,46.768972727318015,41.45541988102931,5.2248672303928645,1.8466201365106263,1.4263826788180474,0.9791701145775749,0.6596763420607842,1.1006543180723032,0.5382365712204752
2024-04-09,0.0,46.77817366919115,41.452522537455586,5.2244979636428335,1.8506928233349473,1.4107233963101988,0.9791001238870454,0.6655157441547015,1.100575643739203,0.5381980982843357
2024-04-10,0.0,46.792897073295364,41.48330502079142,5.226142371466541,1.852537129645862,1.4111674207133325,0.9794082951056231,0.6152531438359052,1.1009220493099852,0.538367495835963
2024-04-11,0.0,46.81313342476934,41.500213111211934,5.228286509247494,1.8532922012410424,1.4118828527262657,0.9798074900107528,0.5734267111730139,1.1013707717429335,0.5385869278772263
2024-04-12,0.0,46.81196653762198,41.49942733030124,5.228187514870678,1.8546596571526388,1.41150548288245,0.9797889379609178,0.5745378911763839,1.1013499179674189,0.5385767300663007
2024-04-15,0.0,46.812297758820506,41.49922361418174,5.228091723275307,1.854650552832588,1.4114985539574476,0.9797841282849005,0.5745350708331354,1.101344511561935,0.5385740862524325
2024-04-16,0.0,46.812773417549195,41.49330507906296,5.227304033237094,1.8592942361312554,1.4112972488959512,0.979644393459353,0.5758554717491341,1.102028844006675,0.538497275908384
2024-04-17,0.0,46.8183305074519,41.49587699364538,5.227344828176443,1.8606861388160276,1.4016132411380766,0.9796388983123266,0.5759924747943921,1.102022662365086,0.5384942553003714
2024-04-18,0.0,46.81969635666349,41.49514514298167,5.227123057547979,1.8603300671030873,1.4015932579078745,0.9796343267908113,0.5759842626928788,1.1020069504897243,0.5384865778224835
2024-04-19,0.0,46.8137880780026,41.489908780944816,5.226463435593502,1.8572910377871559,1.4014163878258075,0.9795107046181177,0.5913350643392485,1.1018678858511983,0.5384186250375553
2024-04-22,0.0,46.81725397134343,41.48676759803101,5.226628553911221,1.8571504230920342,1.4013102872017784,0.979436546289511,0.5912902946192126,1.1017844639137198,0.5383778615980795
2024-04-23,0.0,46.81773508553783,41.48721257002553,5.223249605017916,1.8571703422126533,1.4013253171467352,0.979447051370016,0.5936801113923962,1.1017962812535325,0.5383836360433968
2024-04-24,0.0,46.817214785199326,41.48482960910967,4.917835372041745,1.8570636692388514,1.4013149253753419,0.9793907934558784,0.5971509200150468,1.1017329957900648,0.8434669297740863
2024-04-25,0.0,46.816696266344145,41.48437014849342,4.916659346745952,1.8570431015367321,1.4034584051051822,0.9793799463220768,0.5972144037337688,1.1017207936688087,0.8434575880499191
2024-04-26,0.0,46.83741841603615,41.50173785642698,4.921663062187085,1.8606256347653727,1.4011006490657936,0.9797899702612816,0.6003396280290958,1.0535140760399293,0.8438107071883117
2024-04-29,0.0,46.83708090915235,41.496965379231376,4.92018555450157,1.860411672799679,1.400939530008092,0.9796772996712997,0.6051087811032178,1.0559172000483623,0.8437136734840511
2024-04-30,0.0,46.83475954293105,41.49517681347967,4.921215605301912,1.859573771186502,1.4050433528052149,0.9796052796437986,0.6133376930858122,1.0476362928752445,0.8436516486907976
2024-05-02,0.0,46.8357845665411,41.488631756470426,4.920439379263974,1.8618041483751222,1.4094484973094743,0.9794507659654826,0.6134512583932457,1.0474710486278795,0.8435185790532962
2024-05-03,0.0,46.83538081423034,41.48703216767381,4.920810470470776,1.863134362024928,1.4093941562061345,0.9794130033687003,0.614409003546305,1.046939965174718,0.8434860573042854
2024-05-06,0.0,46.85072746012592,41.492040158631895,4.986972515674044,1.863365562053161,1.4104103522603888,0.9795345406655511,0.6359384361889674,0.9374202472425396,0.8435907271575378
2024-05-07,0.0,46.852232335844285,41.491486095600614,4.986761564055941,1.8633155552859726,1.4103725013611543,0.979508253093898,0.6350800906691212,0.9376755162063208,0.8435680878826931
2024-05-08,0.0,46.82509390539521,41.485060113093446,4.9846153104223845,1.8583849568783868,1.4375493531053565,0.9793482781853116,0.6335744657233479,0.9529433022497411,0.843430314946815
2024-05-09,0.0,46.824400880365666,41.48443997754156,4.984425769638998,1.8607183680955919,1.4368099292869816,0.9793220555250439,0.6335575013723208,0.952917786599154,0.843407731574688
2024-05-10,75.52584451842793,11.458955930157039,10.150986427724108,1.2206811185258097,0.45530399275886674,0.3537378036134604,0.23963284811001884,0.1553183966604603,0.23317191921612027,0.2063670448061846
2024-05-13,75.52488725479643,11.459119411384707,10.150857767525826,1.2206656468200925,0.4555023198195459,0.3543164569088101,0.2403158541395111,0.15533357913647045,0.2326372802924533,0.20636442917615766
2024-05-14,75.52116983047324,11.460201802824866,10.151764449818806,1.2213601746889502,0.45458808707506126,0.35412751465250397,0.24030402550879215,0.15241039295661754,0.23771945032640351,0.20635427167475193
2024-05-16,75.53004821633503,11.46161597571587,10.153523931385578,1.2103204898752167,0.45464152915566314,0.35442128457075317,0.24033227602275267,0.1510732824683026,0.2376444834678355,0.20637853100299416
2024-05-17,75.53507513198889,11.461383908623485,10.154662842646857,1.209920747883779,0.4562155935319977,0.35547407689462346,0.24034827137968667,0.14696652216564784,0.23373217228139812,0.2062207326036368
2024-05-20,75.53335191285035,11.460882292323165,10.15444833229071,1.2098931453615702,0.455536218481804,0.3554659672881726,0.24034278819534577,0.15039377025598952,0.23346954496511924,0.20621602798776714
2024-05-21,75.53342965036612,11.460894087649272,10.154939067681145,1.2098943905610096,0.45519362686705367,0.35546633312711046,0.24034303555165673,0.15039392503845037,0.23326394898114305,0.2061819341770413
2024-05-22,75.53149246648337,11.461577251768794,10.15464965874463,1.2133226716613625,0.45252124711678277,0.35545560216451694,0.240335779978108,0.150869655008067,0.2335999572016199,0.20617570987274883
2024-05-23,75.53366387783868,11.46118632815436,10.15269454624517,1.2120024659739257,0.452884177538191,0.354916925033091,0.24034268925296393,0.1501878723732004,0.2336066728321881,0.20851444475823108
2024-05-24,75.53305493723681,11.463786928755512,10.152166722467948,1.2119755421401206,0.45288052645668003,0.3549140637482699,0.24034075164773824,0.14776810843392915,0.23459965536564478,0.2085127637473418
2024-05-27,75.53739829772304,11.46545820523685,10.15303837609265,1.2051150805010589,0.45295802988166267,0.35860539523916496,0.24035457190861348,0.14794814396609143,0.23059914564037193,0.20852475381049604
2024-05-28,75.53552727115826,11.466028451466272,10.15264966264316,1.207092180571685,0.4529468103198862,0.3585896513804313,0.24000555002355833,0.14794447935870741,0.23069635432964739,0.2085195887483866
2024-05-29,75.5342186442301,11.466515931421414,10.15230224025865,1.2069340431286677,0.45293896317279625,0.35863489830895967,0.24000139201027612,0.14811344750642147,0.2318244637442165,0.20851597621851167
2024-05-30,75.53585961779126,11.466754748268269,10.152744935813221,1.2057938259170962,0.4529488032277638,0.357424791392517,0.2400066060171991,0.14811666525667788,0.23182950010816736,0.20852050620783566
2024-05-31,75.53565230570821,11.466723277165341,10.152717071078355,1.205035764795454,0.45363369804808,0.3574238104216455,0.2400059473066252,0.14845932772370607,0.23182886384008464,0.20851993391249518
2024-06-03,75.53566526268007,11.465267200685304,10.152718812619803,1.2050359715006853,0.4536337758619186,0.3574238717321673,0.24000598847593013,0.14845935318960557,0.23326979357366062,0.20851996968086192
2024-06-04,75.53223182062321,11.466512777007575,10.15225732503455,1.2049811970948443,0.45361315612845843,0.35740762517964053,0.23999507910415374,0.15123133794186872,0.2332591903928047,0.20851049149289463
2024-06-05,75.53008121969015,11.468450383561168,10.151968263616004,1.2044323225996745,0.45361739275494534,0.35774049252430895,0.23998824581419778,0.15196457589646442,0.23325254889128397,0.20850455465180376
2024-06-06,75.53044396306838,11.468231026076852,10.151828344880556,1.2044381070479697,0.4536195713135118,0.3577250583548829,0.23998939839004063,0.1519653057267882,0.23325366911803597,0.2085055560229834
2024-06-07,75.52763408844045,11.467804386304907,10.151450677765197,1.2043932996842057,0.45342946436732695,0.35668265261874227,0.23998047033287417,0.15688216961963075,0.2332449916426719,0.2084977992239907
2024-06-11,75.52681945821269,11.467649823613975,10.152810824235182,1.2043803092708307,0.4534245737421631,0.35667880549081277,0.2399778819379434,0.15652029720413177,0.2332424758956482,0.20849555039663467
2024-06-12,75.52640493442281,11.467586884201197,10.152755101226441,1.2043736991117664,0.45342208515236054,0.3566768478835512,0.23997656483572966,0.15706828132284037,0.23324119576025046,0.2084944060830473
2024-06-13,75.52457072126619,11.467455883611589,10.152474232389245,1.2043444500287956,0.45341107347035586,0.35659958199925634,0.23997073683196218,0.15841939047549267,0.2332355313297734,0.20951839859734347
2024-06-14,75.52433238372419,11.467762712622278,10.152442193600667,1.20412454833702,0.45340964261309,0.35652985314239993,0.2399699795415198,0.15841889054165958,0.23349205846995963,0.20951773740722157
2024-06-17,75.52434974086395,11.469491755980425,10.152341621559422,1.2041248250711192,0.4534097468165208,0.3565813877277509,0.23997003469185804,0.15653232989274332,0.23368077183723365,0.20951778555896994
2024-06-18,75.52429792853006,11.469483887509679,10.152334656699539,1.204055395517276,0.45340943576164544,0.35658114310050176,0.23996987006405782,0.15654937337668468,0.2338006676180808,0.20951764182247307
2024-06-19,75.52337827143316,11.47126509806367,10.152176730703323,1.2040578844327823,0.4527178881396303,0.35657680102268213,0.2399669479581912,0.156547467079689,0.2337978206344062,0.20951509053247086
2024-06-20,75.52518651990145,11.471529462739145,10.15241980322528,1.2009823689692853,0.4527287275174036,0.3555562741626194,0.23997269346211358,0.15809481179210372,0.23400923129988602,0.20952010693070688
2024-06-21,75.52333423207779,11.47364920976513,10.152308015957905,1.2016389404268641,0.4527176241497981,0.3555475539914076,0.23996680802814652,0.15731915512097255,0.23400349212240448,0.209514968359579
2024-06-24,75.52288347927603,11.47392031141578,10.152761939493173,1.2012201553909199,0.45271492215392406,0.35566548579005847,0.2399653758123665,0.157318216178715,0.2340363965967509,0.20951371789229017
2024-06-25,75.52287052668883,11.47498167745384,10.152743047692601,1.2012199493750995,0.4527148445108411,0.3556654247914842,0.23996533465699327,0.15628915641253333,0.2340363564582301,0.20951368195954273
2024-06-26,75.52388084183175,11.476850262813413,10.152878867080448,1.2013046219247159,0.45272090075128385,0.3556701827431083,0.23996854481849392,0.152861092016352,0.23434820126957398,0.2095164847508569
2024-06-27,75.52713864463162,11.47734532893691,10.153419731385874,1.1975745322698148,0.4527404293480877,0.3556855249541315,0.23997889611650025,0.15226738279339738,0.23432400709675108,0.20952552246691478
2024-06-28,75.52601684064884,11.476454503060433,10.153234620202433,1.1967437749373289,0.4527337047981323,0.35569739322081007,0.2399753317118865,0.15530089434996228,0.2343205266841585,0.20952241038601493
2024-07-02,75.5245401518017,11.477945207346695,10.152933198045645,1.196720376137031,0.4527420038493414,0.3556904386057582,0.23997063970096433,0.15528070697273258,0.23465896374784095,0.20951831379229022
2024-07-03,75.5245556955941,11.478462097509002,10.152935287632493,1.197063641017569,0.45253285569358703,0.3556905118108162,0.23997068908959748,0.15461185269605668,0.23465901204327197,0.20951835691349519
2024-07-04,75.52985287452057,11.479285703906713,10.153664551399649,1.1969589278112793,0.45256459566854784,0.3557154594091986,0.23998752027338272,0.14788190904456408,0.2345554057496728,0.2095330522164298
2024-07-05,75.52971062910694,11.479264084961612,10.153645085955601,1.1971624987748084,0.452563743353395,0.3556976373903326,0.2399870683047533,0.14788163053848316,0.23455496401134768,0.20953265760271683
2024-07-08,75.52965362745223,11.479255421654916,10.15375748769032,1.196132470078044,0.45255311055515995,0.35669218998265523,0.23998688718847613,0.14788151893342638,0.2345547869946352,0.2095324994701343
2024-07-09,75.52941476554477,11.479562159255341,10.153725376515904,1.196145839351517,0.45250773585226456,0.3566910619465425,0.2399861282319222,0.14788105125934087,0.23455404521705336,0.2095318368253307
2024-07-10,75.52929817225646,11.479029878296155,10.153829766450118,1.196143992884453,0.45291868547078923,0.3568277273781268,0.23998575777000444,0.14788082297823874,0.2345536831405365,0.20953151337511017
2024-07-11,75.52919453408016,11.479425774827613,10.153832985767789,1.1961423515851823,0.4526264802912621,0.3568272377538907,0.2399854284714822,0.1478806200622952,0.2345533612956822,0.20953122586464135
2024-07-12,75.52805453291195,11.47829201339658,10.153799790784442,1.1967417596422643,0.45263680028952874,0.3568218519759753,0.23998180624738066,0.1478783880236687,0.23626499342665166,0.20952806330155915
2024-07-15,75.52821646279912,11.478145104906593,10.153795832586479,1.1967443254207595,0.45263777072927397,0.35682261699134066,0.2399823207611868,0.14786155331007078,0.2362654999717224,0.2095285125234524
2024-07-16,75.52773292926057,11.478174531437144,10.153782282682446,1.1967709671347893,0.45250325116398304,0.3567174227002206,0.23998078438834258,0.14854667272179392,0.23626398739405818,0.20952717111665328
2024-07-17,75.52740907432725,11.478125314238332,10.153841653800068,1.1968001386615819,0.4527928876882968,0.3567158931336275,0.2399797553761121,0.14854603576936704,0.23626297431906026,0.20952627268629667
2024-07-18,75.52773085658016,11.478414339547925,10.154090733738673,1.1966337210909794,0.4533093663034702,0.356718098976959,0.23998283600065506,0.14923273465155426,0.23420578289153082,0.209681530218086
2024-07-19,75.5282490302219,11.478493089587046,10.154160397981387,1.1966419308444838,0.4533124763262724,0.3567205463153646,0.2399844824526095,0.14854768778047,0.23420738970881583,0.20968296878165574
2024-07-22,75.52822312137094,11.478557759107208,10.15415691474655,1.1966243685921873,0.4533123208241188,0.35670327218570114,0.2399844001294752,0.14854763682337843,0.23420730936742792,0.20968289685300845
2024-07-23,75.52828789353165,11.478567602990159,10.154165622838125,1.196625394803883,0.4533127095797029,0.3567207298670988,0.2399846059374168,0.14844485355624423,0.23420751022100098,0.2096830766747192
2024-07-24,75.5282490302219,11.478561696658362,10.154211853284876,1.1966247790766544,0.4533124763262724,0.3567205463153646,0.2399844824526095,0.1484447771734943,0.23420738970881583,0.20968296878165574
2024-07-25,75.5281194861449,11.478542008929606,10.154194437046328,1.1966227266571359,0.45314018143246104,0.35706296924583536,0.2399840708375029,0.14844452256489565,0.23420698800242756,0.20968260913891276
2024-07-26,75.52756245167748,11.478800384703794,10.154119547901349,1.197299965809977,0.4527938071978386,0.35702603261365284,0.23998230090863407,0.1484434277578737,0.23420526068066036,0.209766820748744
2024-07-29,75.52652872111305,11.479500845528591,10.153977140232884,1.1972835786060307,0.45330215121491096,0.35702114607011526,0.23997901631912372,0.1484413960425187,0.2342020551603383,0.20976394971243656
2024-07-30,75.5272023267903,11.479946259453666,10.154067701480225,1.196059346764079,0.45330619412417394,0.3570243302687665,0.23998115664293512,0.1484427199609988,0.23420414396061348,0.20976582055424278
2024-07-31,75.527481375124,11.479830541134834,10.153966865116475,1.1960474691324834,0.453541811542059,0.3570207847896253,0.23997877347710286,0.14844124583018284,0.23392739640728752,0.209763737445955
2024-08-02,75.52727418957494,11.479799049882242,10.153939010947878,1.1960440852499592,0.4537635344606459,0.3570712593552783,0.23997811517190007,0.14844083862898325,0.23392675470210708,0.2097631620260638
2024-08-05,75.52270432346877,11.481505489706814,10.15347555740595,1.1959717172029811,0.4544220899669009,0.3570496543408895,0.2399635950152214,0.15186191204182573,0.23329519079016703,0.20975047006048247
2024-08-06,75.52523011647698,11.48188947895282,10.153815131813428,1.1960117154661312,0.454523041972455,0.3570615955647716,0.23997162039482003,0.14843682122033003,0.23330299315062306,0.2097574849876556
2024-08-07,75.52626250205171,11.481404979139212,10.153868173092572,1.196782711897119,0.4528947568242904,0.35718653396835776,0.2399749006660468,0.14866181434377504,0.23320327576753322,0.20976035224938203
2024-08-08,75.52622364135576,11.481570582328263,10.153742891080844,1.1967820961138467,0.45289452379534323,0.35718635018437545,0.239974777191227,0.1486617378524808,0.23320315577693268,0.2097602443209211
2024-08-09,75.52488017518208,11.481441697583552,10.152818051638214,1.1966621327295306,0.45477637158120926,0.3576530032544643,0.23995416131229694,0.14907770656118327,0.2329944760295597,0.20974222412791635
2024-08-12,75.52423205188391,11.482475032534957,10.152936717794235,1.1966696989015726,0.45504686013595225,0.3569639558803759,0.2399521021248864,0.14899067996995286,0.23299247656729102,0.20974042420686054
2024-08-13,75.52358445778034,11.48323403962015,10.152849659882177,1.196659437873822,0.45504295826690355,0.3569608950382232,0.23995004461880853,0.1489894024265312,0.23299047873758919,0.2097386257554456
2024-08-14,75.52396006100773,11.483634137296079,10.152831555721983,1.196665389248484,0.45504522134280156,0.3563452922142068,0.239951237968036,0.14883579887252935,0.2329916374746432,0.20973966885350967
2024-08-15,75.52430976392266,11.483687310624498,10.152809969074067,1.1964822860530533,0.4550473283647348,0.35634694222020896,0.23995234902798696,0.14863069438053003,0.2329927163091576,0.20974064002310294
2024-08-16,75.52430976392266,11.483515815912067,10.152809969074067,1.1963793892255947,0.4550473283647348,0.3566899316450716,0.23995234902798696,0.14863069438053003,0.23292411842418512,0.20974064002310294
2024-08-19,75.52396006100773,11.484834594724552,10.152745808762807,1.1963738495872838,0.45504522134280156,0.3562766946468655,0.2400541343190479,0.1486300061705055,0.23233996058490106,0.20973966885350967
2024-08-20,75.5243745240771,11.485583601045526,10.152595731530333,1.196380415090171,0.4550477185561229,0.35593566011579225,0.24005545169664896,0.14794484238959588,0.23234123562838566,0.2097408198703109
2024-08-21,75.52214968784526,11.48558823237627,10.152125161287236,1.1970578831347893,0.4550343135241998,0.3559251747783389,0.24005215279429737,0.14773469638462702,0.23459805665863756,0.20973464121635593
2024-08-22,75.52159278695866,11.48550353756427,10.152125754400608,1.197025047625155,0.45503095809782923,0.35592255018348545,0.24005038264795922,0.1484195611596182,0.23459632673084435,0.20973309463157086
2024-08-23,75.52174820033336,11.486213128783437,10.15214664612264,1.196856022047367,0.4550318944909081,0.35592328262466705,0.24005087663966,0.14841986658729817,0.23387655613632843,0.2097335262343327
2024-08-26,75.52092710690789,11.486088247483567,10.151881930835936,1.1974500735872287,0.4556614492737717,0.3559194129278671,0.24004826673984592,0.14841825292527935,0.23387401336544197,0.209731245953174
2024-08-27,75.52030547076424,11.486851130032358,10.152683576320596,1.1974295848963354,0.45588062988897465,0.3565166829142146,0.24004629082820736,0.14841703124866698,0.23214008351606913,0.20972951959032426
2024-08-28,75.51984702066508,11.482545729385347,10.152776280026703,1.199881404695006,0.45682102762425364,0.3567203001549457,0.24004483361421508,0.14719858976569916,0.23436797382130137,0.20979684024744435
2024-08-29,75.51851356932548,11.48469370497427,10.152586338679843,1.1971788319227432,0.45801749252888824,0.3564771652278248,0.24004277543250335,0.14891215874657782,0.23378292174514964,0.20979504141672897
2024-08-30,75.51704028316574,11.492976549526434,10.152137524520864,1.1910581854211915,0.4595217528299284,0.35580467142382716,0.24004027273109443,0.14611546065382966,0.23549529751490383,0.20981000221219478
2024-09-02,75.52719476597495,11.495140889511596,10.153080350814363,1.1848319909406446,0.46121702379247836,0.3561987592248649,0.24007473062484355,0.13572602523440597,0.2366953433454097,0.20984012053643042
2024-09-03,75.52854116100175,11.495107202713406,10.153405023429157,1.1822071763256508,0.4608521119307705,0.35620834453547356,0.2400811910371913,0.13579828184330725,0.23807379723444552,0.20972570994884945
2024-09-04,75.53053612072898,11.493644221342581,10.153707511608506,1.1815180390001456,0.46103579964846436,0.35580611698421155,0.2400875323791532,0.13585332325179114,0.23808008555446722,0.2097312495016951
2024-09-05,75.534344972868,11.49422382256913,10.154734113731434,1.1795536405350233,0.46105904875116965,0.35594412617882576,0.24009963950771626,0.13586017406005274,0.23443863597433595,0.20974182582432313
2024-09-09,75.54497681191674,11.489211367060635,10.155940431407393,1.1783472856507382,0.4604377536351402,0.3559942271052486,0.24013343473985638,0.13071570605103647,0.2344716343917497,0.2097713480414649
2024-09-10,75.54490566388858,11.487885461791793,10.15608525951508,1.1783315943312977,0.4617067730694328,0.35599389183097413,0.24013320858292184,0.13071558294338423,0.2344714135670814,0.20977115047945083
2024-09-11,75.54481080005951,11.489128822385307,10.157496350464235,1.1783301146676994,0.46292418052138,0.3522193998618041,0.2401329070410051,0.13071541880020862,0.2344711191348374,0.20977088706401084
2024-09-12,75.54536806366853,11.487103523276035,10.15774282698184,1.1779270897035823,0.4644372244373628,0.3521533785372557,0.24013467840463687,0.13071638303514763,0.23447284873374263,0.20994398322187224
2024-09-13,75.54573093741507,11.486249487487033,10.15798032311145,1.177932747744931,0.46469677968968726,0.35213791510805575,0.24013583186477164,0.1307170109167089,0.23447397499791037,0.2099449916643713
2024-09-16,75.54435721947029,11.486040622381836,10.15779561115381,1.1780828747707563,0.4663351757629764,0.3521315118584343,0.24013146525269008,0.1307146339683181,0.23446971134061237,0.20994117404027934
2024-09-17,75.54361854274019,11.484899042528932,10.157884986958548,1.1788261524890182,0.46715403090388996,0.35221384109273646,0.2401291172344916,0.1309020551024646,0.234295873893555,0.21007635705618
2024-09-19,75.53779775719588,11.484391477751627,10.157290986515395,1.1808280067748658,0.47006837879693025,0.3521867023181545,0.2401106148100469,0.13089539947109544,0.23633619979514464,0.21009447657085936
2024-09-20,75.53562488700233,11.48624305383119,10.15629142757187,1.1782993551594014,0.470888877948824,0.3521845689721266,0.24010916035698834,0.13393069701349358,0.23633476820533794,0.2100932039384342
2024-09-23,75.53570262707827,11.48591181387287,10.156301880267113,1.1779232002858255,0.47126673014096526,0.35218493143494034,0.240109407473556,0.13393083485285842,0.23633501143736066,0.21033356315623858
2024-09-24,75.53545385939853,11.484844805547677,10.156268431718074,1.176581385811434,0.47089124236610197,0.3514976509785493,0.2401086167023299,0.13754967981690935,0.23633423309665033,0.21047009456374874
2024-09-25,75.53354169395857,11.48532421976952,10.157755505015135,1.1765516008806725,0.47108515280786034,0.35148875288333586,0.24010253839902682,0.137357519390829,0.23632825034113994,0.21046476655391488
2024-09-26,75.52928201739522,11.482438225130103,10.157131208600445,1.183608314680697,0.4713673152271234,0.3519663276242166,0.24008899793564217,0.13734977318175381,0.23631492272685548,0.21045289749795115
2024-09-27,75.527921820432,11.485661700208151,10.156468053639797,1.1836727557534965,0.47156464208317433,0.35264604126995486,0.24008467420427373,0.13755311531604145,0.233978089613869,0.21044910747924014
2024-09-30,75.52775834100926,11.48416354578212,10.15555420418818,1.1853599365216518,0.47245548726553765,0.3526452779711659,0.24008415454342516,0.13755281758371485,0.233977583170661,0.21044865196427595
2024-10-02,75.53004089904938,11.484013212033895,10.156974956650922,1.1872285995837661,0.47142350665340393,0.3526559354212508,0.24009141023364147,0.13759127819919867,0.22952519014777856,0.2104550120267632
2024-10-03,75.5301424284201,11.48456848846817,10.156889263014605,1.1894816734315938,0.47044502692207507,0.35261329777902595,0.24008573576884668,0.13762232904391272,0.22770171914523532,0.2104500380064287
2024-10-04,75.53290271184424,11.487062369296943,10.157714857088363,1.187990555141959,0.4673693806645724,0.3517019001182897,0.24010050723215445,0.1371848330525531,0.2273726799697729,0.21060020559114564
2024-10-07,75.53549315433997,11.484737219572033,10.155518665356198,1.1882738877675565,0.46621794505160824,0.3556583496556559,0.24010819636012026,0.13688047262537376,0.22650515928837675,0.21060694998310503
2024-10-08,75.53752998542602,11.482731192682873,10.155741050796282,1.1866420454780144,0.4670676049318548,0.3559595486590526,0.24011467093012617,0.13709000500071009,0.22651126704951421,0.21061262904555297
2024-10-09,75.53854196334308,11.483777018271676,10.154007356711075,1.1821105032377925,0.46854907844804883,0.3565303887899021,0.24011788775154713,0.13923605119355642,0.22651430162584024,0.21061545062748305
