date,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,GOLDMAN SACHS (ASIA) SECURITIES LTD,MERRILL LYNCH FAR EAST LTD
2025-01-03,0.0,413081492.0,92358197.0,69283783.0,3103349.0,10663927.0,8692721.0,12687366.0,8187631.0,5372287.0
2025-01-06,0.0,412792331.0,92413754.0,68949683.0,3053549.0,11017327.0,8231270.0,13308439.0,8369593.0,5790216.0
2025-01-07,853566761.0,412601739.0,89723862.0,68839983.0,3036649.0,12654475.0,8201610.0,12190012.0,8857853.0,5621892.0
2025-01-08,854746761.0,410443096.0,91103551.0,67219983.0,3033049.0,12965250.0,8497608.0,13776185.0,9011446.0,4307938.0
2025-01-09,854846761.0,410473157.0,89497215.0,67720783.0,3020749.0,14793909.0,8488308.0,12357406.0,8917227.0,5518699.0
2025-01-10,855934561.0,410984512.0,89772318.0,66008183.0,3022149.0,13715251.0,8401908.0,12351888.0,9263478.0,5481965.0
2025-01-13,856034561.0,410307089.0,89816965.0,65890183.0,3000449.0,14669751.0,8450832.0,12570265.0,8847422.0,5459250.0
2025-01-14,0.0,409063262.0,89657204.0,65870183.0,2996649.0,15420051.0,8508621.0,12541333.0,9360649.0,5498565.0
2025-01-15,855994561.0,410116174.0,90674067.0,66622183.0,2987049.0,15067451.0,8494808.0,12301996.0,9050902.0,4588388.0
2025-01-16,0.0,408245312.0,89538988.0,67364407.0,3244849.0,16134351.0,8675808.0,12301948.0,9155765.0,4931291.0
2025-01-17,856294561.0,406369404.0,90185008.0,67064407.0,3244749.0,17279651.0,9131208.0,12675994.0,8092034.0,5247308.0
2025-01-20,856754261.0,406019109.0,87641221.0,67386243.0,3251349.0,18142551.0,8791908.0,12449899.0,9051813.0,5592066.0
2025-01-21,857184761.0,406455303.0,83612171.0,70902243.0,3255449.0,18521051.0,9070947.0,12450240.0,8493194.0,5118799.0
2025-01-22,860015221.0,408234831.0,84695855.0,66330193.0,3274349.0,16296051.0,9421360.0,12204937.0,7971668.0,6390609.0
2025-01-23,860486221.0,409482199.0,85414463.0,65649943.0,3300249.0,16591863.0,9067960.0,12234051.0,7492607.0,4994594.0
2025-01-24,860356121.0,397226525.0,87181968.0,64898603.0,5506149.0,17607463.0,9972360.0,13524670.0,9363684.0,6068050.0
2025-01-27,869720121.0,385284718.0,93429863.0,64382803.0,6371049.0,17903062.0,9817560.0,12588611.0,4610289.0,7227340.0
2025-02-03,872720121.0,382926415.0,89714343.0,64302105.0,7923449.0,18491862.0,10106730.0,11975124.0,6505470.0,7042085.0
2025-02-04,880241021.0,372910439.0,89447198.0,64004895.0,10456749.0,18667562.0,10464930.0,12266265.0,5889360.0,7743078.0
2025-02-05,881216021.0,372789177.0,89577736.0,64065695.0,10474249.0,19665762.0,8924303.0,12394237.0,5311266.0,7901416.0
2025-02-06,882375751.0,369436740.0,89296303.0,64011195.0,10545949.0,20264777.0,8964790.0,12694460.0,5958368.0,8590931.0
2025-02-07,882425951.0,367976071.0,90946267.0,64015195.0,11004349.0,20451578.0,9051690.0,12997388.0,5564965.0,7900689.0
2025-02-10,0.0,367703357.0,89558288.0,65622695.0,11002349.0,21068078.0,9581281.0,12512189.0,6202163.0,7912590.0
2025-02-11,884040451.0,367963307.0,90862634.0,63976395.0,10969549.0,21244278.0,8812490.0,12946600.0,5082434.0,7804330.0
2025-02-12,0.0,367600933.0,90206239.0,63903395.0,11025449.0,21076478.0,8774725.0,13793928.0,5374850.0,7920865.0
2025-02-13,883996151.0,366547672.0,88300443.0,65866195.0,10739849.0,20995978.0,8836290.0,12925165.0,6562783.0,8290279.0
2025-02-14,885026151.0,366948283.0,89763415.0,65354095.0,10406049.0,21500678.0,8481775.0,13456252.0,3923361.0,8652456.0
2025-02-17,885098151.0,368145931.0,86975674.0,65918795.0,10926649.0,22101678.0,9060675.0,13389035.0,3760898.0,8475911.0
2025-02-18,885720151.0,367587919.0,87704723.0,65644195.0,10844949.0,22563835.0,8723734.0,13997589.0,3511096.0,7762642.0
2025-02-19,886145351.0,366265295.0,87096605.0,65291495.0,10791549.0,23326835.0,8209470.0,14039142.0,5626581.0,8222172.0
2025-02-20,886212651.0,366259731.0,87508274.0,65376595.0,10579349.0,22842735.0,8425710.0,14075150.0,5915791.0,8148606.0
2025-02-21,886238551.0,367298794.0,87713106.0,66016495.0,10678149.0,22865035.0,8436250.0,12440742.0,5336861.0,8163959.0
2025-02-24,886257851.0,367094169.0,87043890.0,65908595.0,10788349.0,23521435.0,7564218.0,12550951.0,6101761.0,9042483.0
2025-02-25,886637851.0,364575052.0,88552153.0,65287295.0,10735049.0,23670335.0,7433185.0,13482920.0,6383864.0,8249875.0
2025-02-26,886524751.0,365097394.0,89129039.0,64364495.0,10856949.0,23614797.0,7691240.0,12874388.0,6955328.0,8622974.0
2025-02-27,884496221.0,369184699.0,86116075.0,63328395.0,11748749.0,23156398.0,7539340.0,13679715.0,7959828.0,9645086.0
2025-02-28,885496221.0,369549885.0,86782025.0,62443995.0,13605749.0,23247298.0,7642973.0,12867620.0,8241070.0,6843588.0
2025-03-03,0.0,371062039.0,85883361.0,60639895.0,14855749.0,23543750.0,7616587.0,12726263.0,9201204.0,5750394.0
2025-03-04,885551321.0,373908785.0,84333008.0,57707595.0,17032249.0,23460879.0,7963919.0,12498575.0,7784588.0,6625548.0
2025-03-05,0.0,371854642.0,83103250.0,56675795.0,17646649.0,23735479.0,8066918.0,12526106.0,9115858.0,8869926.0
2025-03-06,0.0,371251467.0,82224608.0,56700995.0,18586649.0,23720872.0,8108581.0,12415163.0,9547547.0,8989787.0
2025-03-07,886296341.0,370810521.0,81193031.0,54301295.0,19194749.0,24311872.0,8034281.0,12639565.0,9958585.0,9926270.0
2025-03-10,0.0,369420526.0,82610846.0,53293995.0,19339049.0,25197672.0,8069005.0,12706017.0,10877702.0,9000678.0
2025-03-11,886298231.0,370022892.0,83036957.0,52494195.0,19378949.0,25057572.0,8486259.0,12350804.0,10591692.0,8978811.0
2025-03-12,886087421.0,371202130.0,83044046.0,51517795.0,19496749.0,25673572.0,8334194.0,12437792.0,10911955.0,8834573.0
2025-03-13,887523621.0,370199761.0,83320679.0,52405795.0,19568849.0,25196272.0,8326126.0,12398810.0,9195246.0,9688699.0
2025-03-14,887897571.0,370509680.0,84293437.0,50376195.0,19708649.0,25273572.0,8279545.0,12456621.0,10406257.0,8795543.0
2025-03-17,887923601.0,370766421.0,84805118.0,49744395.0,19861349.0,25217072.0,8261060.0,12239880.0,10097336.0,9025657.0
2025-03-18,888064271.0,371561685.0,85507121.0,47885295.0,19247049.0,25270681.0,8455790.0,12312193.0,9707901.0,9098813.0
2025-03-19,888134371.0,372021046.0,86772513.0,47326695.0,19459649.0,25262281.0,7988208.0,11966853.0,9003293.0,9117141.0
2025-03-20,0.0,373865441.0,86564142.0,47365095.0,19212749.0,25660719.0,6945893.0,11987254.0,9065053.0,8213805.0
2025-03-21,888011621.0,374462747.0,87581682.0,47347295.0,19158249.0,25521119.0,6886570.0,12237009.0,7591867.0,8153918.0
2025-03-24,887843311.0,374911391.0,86408321.0,47375495.0,19465849.0,25676257.0,6854361.0,12224964.0,7785511.0,9050353.0
2025-03-25,886652491.0,376762519.0,85685016.0,47219595.0,19689949.0,25507719.0,6851361.0,12252500.0,8038057.0,8935061.0
2025-03-26,886429691.0,373284283.0,86206768.0,47037995.0,22012449.0,25037551.0,7376338.0,11480520.0,7920013.0,10745053.0
2025-03-27,886208491.0,367807521.0,90588995.0,46987095.0,22339449.0,26952251.0,7519384.0,10911450.0,8829973.0,9488035.0
2025-03-28,886042721.0,367696980.0,91223290.0,46981795.0,22673249.0,27203302.0,7508638.0,10908829.0,8328013.0,9317201.0
2025-03-31,886517521.0,369433359.0,91949285.0,47109895.0,23224349.0,25664802.0,7521438.0,10491932.0,8508744.0,7935778.0
2025-04-01,0.0,370652321.0,90985566.0,47113895.0,23355049.0,25656702.0,7645538.0,10582251.0,8268547.0,7726304.0
2025-04-02,0.0,369342758.0,88790839.0,46898195.0,24863849.0,26459802.0,8028637.0,10507401.0,7923496.0,8532701.0
2025-04-03,0.0,370060864.0,88498616.0,46895895.0,25513449.0,25495202.0,7929277.0,10757664.0,8661343.0,8070809.0
2025-04-07,886505621.0,367871973.0,88554814.0,46583095.0,25867049.0,25921602.0,8098824.0,10915679.0,8751807.0,8003840.0
2025-04-08,886199821.0,369200768.0,92718476.0,46007695.0,26037649.0,26047502.0,7903821.0,10597141.0,6493046.0,7718685.0
2025-04-09,886176721.0,367113022.0,93002625.0,46426965.0,26311249.0,25591528.0,8361041.0,10509209.0,8002762.0,7806053.0
2025-04-10,887136621.0,365116368.0,94086038.0,44771765.0,26249349.0,24942460.0,8490148.0,11046381.0,8959719.0,8154328.0
2025-04-11,0.0,368835786.0,93163437.0,44771465.0,26210649.0,24495460.0,5854018.0,11088360.0,10157860.0,8139283.0
2025-04-14,0.0,366139811.0,93159036.0,44406965.0,26269449.0,25134060.0,8233698.0,11180327.0,10078281.0,8092758.0
2025-04-15,886493891.0,365032044.0,93618713.0,44405065.0,26228149.0,25604710.0,8411938.0,11288907.0,10300181.0,8096730.0
2025-04-16,881398101.0,371938762.0,94396716.0,42164865.0,26372749.0,25775560.0,8501774.0,11436903.0,9110754.0,8137300.0
2025-04-17,876059851.0,372762917.0,97338962.0,41476865.0,26198849.0,25302760.0,13565434.0,11483962.0,7387826.0,7629366.0
2025-04-22,872375641.0,375393237.0,96506915.0,40536965.0,27211799.0,25209129.0,13632676.0,11342313.0,8391138.0,7565882.0
2025-04-23,868985741.0,375197532.0,97583726.0,40523965.0,27139099.0,27630829.0,14298697.0,11061116.0,8529218.0,7559938.0
2025-04-24,868065231.0,374558916.0,100043317.0,40316365.0,27604599.0,26269794.0,14501042.0,11195129.0,9073703.0,7148353.0
2025-04-25,866752921.0,376795620.0,101047568.0,40221765.0,27236899.0,26256130.0,14554474.0,11552983.0,8305217.0,7137014.0
2025-04-28,866357821.0,375896988.0,100229755.0,40488765.0,26425199.0,26502930.0,15190504.0,11845097.0,9688709.0,6567608.0
2025-04-29,862413501.0,378537701.0,99733300.0,40489365.0,26779499.0,26618330.0,15268154.0,11919849.0,9318531.0,6914068.0
2025-04-30,815092182.0,379524693.0,100271888.0,86971395.0,26764999.0,26380769.0,15086195.0,11963807.0,8083149.0,6657987.0
2025-05-02,814813682.0,378908312.0,99758223.0,86955695.0,26449999.0,26170869.0,15725395.0,12128787.0,7850015.0,7308461.0
