date,CHINA MERCHANTS SECURITIES (HK) CO LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,WELL LINK SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,USMART SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-07,0.0,0.0,78.49354695149088,5.451713395638629,0.0,0.0,0.0,0.0,16.054739652870495,0.0
2024-03-08,0.0,0.0,77.80963935149443,6.275504577037609,0.0,0.0,0.0,0.0,15.91485607146796,0.0
2024-03-12,0.0,0.0,61.68575675439364,5.779487627874443,19.91781061467168,0.0,0.0,0.0,12.616945003060243,0.0
2024-03-15,0.0,0.0,61.23600381911293,6.466452564881521,19.772589184966584,0.0,0.0,0.0,12.524954431038973,0.0
2024-03-18,0.0,0.0,60.312805474095796,6.620456767084333,20.243490624722295,0.0,0.0,0.0,12.823247134097574,0.0
2024-03-19,0.0,0.0,50.63036180529653,5.557627750839239,16.99365908243193,16.053711301753076,0.0,0.0,10.764640059679225,0.0
2024-03-21,0.0,0.0,50.11815093782307,6.513070447496677,16.821739772559443,15.891301137202776,0.0,0.0,10.655737704918032,0.0
2024-03-26,0.0,0.0,50.132880555145434,6.5111472021260886,16.81677247896058,15.886608592942567,0.0,0.0,10.652591170825335,0.0
2024-04-02,14.948162111215835,0.0,42.60760289035501,5.541941564561735,14.313540684888471,13.521834747093935,0.0,0.0,9.066918001885014,0.0
2024-04-03,14.948162111215835,0.0,42.60760289035501,5.541941564561735,14.313540684888471,11.925856110587496,0.0,0.0,10.662896638391455,0.0
2024-04-05,14.989952273298165,0.0,42.589801557397635,5.538809344385832,14.305450891735743,11.919115800050237,0.0,0.0,10.65687013313238,0.0
2024-04-08,15.048635080012552,0.0,42.560401631628494,5.534985880138061,14.295575776592406,11.910887982428617,0.0,0.0,10.649513649199875,0.0
2024-04-09,15.0665996481528,0.0,42.49811510429756,5.541593365167127,14.312641367177683,11.91882382508168,0.0,0.0,10.662226690123147,0.0
2024-04-12,15.260514752040175,0.0,42.34149403640929,5.536723163841808,14.300062774639047,11.908349026993095,0.0,0.0,10.652856246076585,0.0
2024-04-15,15.95691694683103,0.0,41.993525090275185,5.491221516623086,14.182542647241938,11.810484373054415,0.0,0.0,10.56530942597435,0.0
2024-04-16,16.014190576958985,0.0,41.94933715068152,5.489512665712329,14.17812908445883,11.806808987365407,0.0,0.0,10.562021534822929,0.0
2024-04-17,16.037147843430567,0.0,41.8661181750187,5.49738219895288,14.198454250810272,11.823734729493891,0.0,0.0,10.577162802293692,0.0
2024-04-18,16.219914173767023,0.0,41.77498600659245,5.485415759686547,14.167547733067975,11.797997387897258,0.0,0.0,10.554138938988743,0.0
2024-04-23,16.424208073556272,0.0,41.04162730650545,5.554505951256377,14.345991561181433,11.946596133257762,0.0,0.0,10.68707097424271,0.0
2024-04-24,16.459450930893027,0.0,40.91511517828968,5.56642473966551,14.376775007888924,11.97223098769328,0.0,0.0,10.71000315556958,0.0
2024-04-25,16.4573736353884,0.0,40.9225720956648,5.565722218716476,14.374960560358426,11.97072001009655,0.0,0.0,10.708651479775352,0.0
2024-04-26,16.47088543640268,0.0,40.82354427182013,5.570291777188329,14.38676266262473,11.986863711001643,0.0,0.0,10.761652140962486,0.0
2024-05-02,16.637235116044398,0.0,40.716448032290614,5.562563067608476,14.366801210898084,11.970232088799193,0.0,0.0,10.746720484359233,0.0
2024-05-03,16.63408789961536,0.0,40.72766252601047,5.5615108140488045,14.364083485717888,11.967967715492781,0.0,0.0,10.744687559114698,0.0
2024-05-10,15.647428673112284,0.0,44.24343080847025,5.2316270241414085,13.512070704074974,11.258081736757815,0.0,0.0,10.107361053443265,0.0
2024-05-16,15.640934424285543,0.0,44.266571801256966,5.229455709711846,13.506462706035812,11.253409225661093,0.0,0.0,10.103166133048736,0.0
2024-05-17,15.669650797415072,0.0,44.24023240647418,5.229145669057924,13.505661943439854,11.252742040671134,0.0,0.0,10.102567142941838,0.0
2024-05-20,15.827210239393223,0.0,44.104053093150036,5.226356956624793,13.498459350557004,11.246740933870585,0.0,0.0,10.097179426404361,0.0
2024-05-21,15.816900574406349,0.0,44.14046307810742,5.222952567063421,13.489666607449518,11.239414934565051,0.0,0.0,10.090602238408243,0.0
2024-05-22,15.181311810844605,0.0,42.17915198363079,5.013072638399454,12.947595771285666,10.78776855746277,0.0,0.0,9.685119927247927,4.205979311128794
2024-05-23,15.125431791154654,0.0,41.7803952658701,4.994620306925647,12.899937708817033,8.981256016761991,1.0419616059799537,0.0,9.649470524944787,5.526926779545841
2024-05-24,15.117726964002717,0.0,41.81571202173421,4.992076069730586,12.893366538374462,8.971021055014717,1.0414308354086486,0.0,9.644555127914876,5.524111387819787
2024-05-27,15.017026106696935,0.0,41.634506242905786,5.005675368898978,12.92849035187287,8.864926220204314,1.282633371169126,0.0,9.727582292849036,5.5391600454029515
2024-05-28,15.030674846625766,0.0,41.399681890479435,5.010224948875256,12.940240854351284,8.872983412860712,1.465576005453306,0.0,9.736423540104521,5.5441945012497165
2024-05-29,15.058903875704285,0.0,41.28962495020204,5.019634625234762,12.964543850663024,8.88964771498492,1.4683284958169711,0.0,9.754709464458482,5.554607022935519
2024-05-31,15.050338433536204,0.0,41.20357203799556,5.016779477845401,12.957169671804788,8.88459132017519,1.609692281440191,0.0,9.726409191741084,5.551447585461578
2024-06-03,15.489917637034933,0.0,40.42033513206476,5.4473161033797215,12.939505822209599,8.872479409258734,1.6074978699233171,0.0,9.679068446464074,5.543879579664868
2024-06-04,15.402428692459758,0.0,40.0,5.778028805422197,12.866421914713358,8.822366563117763,1.8243434058175658,0.0,9.62439988703756,5.682010731431799
2024-06-05,15.568457245927513,0.0,39.92446874471563,5.7663040414858235,12.840313398342824,8.804464235386957,1.820641452003833,0.0,9.60487007496759,5.670480807169833
2024-06-07,16.465682407303053,0.0,38.797475487433786,6.006987490138623,12.836695593373154,8.801983545587738,1.8201284796573876,0.0,9.602163867913896,5.668883128592358
2024-06-11,16.84535503788942,0.0,38.591074936850966,5.983721582935728,12.78697726634858,8.76789222565254,1.8130788661240527,0.0,9.564973337075498,5.646926747123211
2024-06-12,16.158331464453912,0.0,38.54563803543395,6.761605741197578,12.771921955595426,8.757568961650595,1.8109441578829335,0.0,9.55371159452792,5.640278089257681
2024-06-14,16.345938688744685,0.0,38.459386887446854,6.74647572163795,12.743343029760574,8.737972700827926,1.8068919221302306,0.0,9.532333855448647,5.627657194003133
2024-06-17,16.652733656579166,0.0,38.33249735272808,6.721284066209663,12.706905199799365,8.683051886529567,1.8001449033049102,0.0,9.496739675639525,5.6066432592097195
2024-06-18,16.67782987273945,0.0,38.239562402321944,6.7314132618888145,12.726054922973878,8.696137530698817,1.8028577807546329,0.0,9.511051574012058,5.615092654610404
2024-06-19,16.837597205003945,0.0,37.647920658176496,6.795897667079906,12.84796573875803,8.779443254817988,1.8201284796573876,0.0,9.602163867913896,5.668883128592358
2024-06-20,17.286786955059956,0.0,37.46497814636333,6.757816877731705,12.76476521349322,8.730247674548918,1.8099293959430682,0.0,9.548358175501512,5.637117561358288
2024-06-21,17.246198568872988,0.0,37.119856887298745,6.741949910554562,12.73479427549195,8.709749552772807,2.29762969588551,0.0,9.525939177101968,5.623881932021467
2024-06-24,17.160816598987598,0.0,36.88602102686767,6.708572064304389,12.671747232574956,8.666629582243978,2.8313956722478726,0.0,9.478778439116649,5.596039383656895
2024-06-25,17.36756178573439,0.0,36.12565445026178,6.789393683499409,12.82441029105444,8.771040927771208,2.865506952654394,0.0,9.592974159770309,5.663457749254067
2024-06-26,17.28194498907624,0.0,35.824323567307154,6.918379922693406,12.761189849308163,8.72780236401322,3.305136967116688,0.0,9.545683715198027,5.635538625287099
2024-06-27,17.276138209105675,0.0,35.6890855126841,7.072856582852663,12.756902055216443,8.724869798958391,3.3040264322114576,0.0,9.542476339810719,5.633645069160553
2024-07-02,17.557763143207946,0.0,35.567585668043314,7.0487777653756,12.7134724857685,8.6951668713026,3.292778211854001,0.0,9.509989954235964,5.614465900212077
2024-07-05,17.619714365723887,0.0,35.34024082889947,7.073648837860544,12.758330999719966,8.725847101652198,3.30439652758331,0.0,9.543545225427051,5.634276113133576
2024-07-09,17.70798153776877,0.0,35.01632331419565,7.109084768659237,12.822244737138355,8.76955983338962,3.320950129460768,0.0,9.591354272205336,5.662501407182258
