date,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,HAFOO SECURITIES LTD,ZINVEST GLOBAL LTD
2025-03-24,100.0,0.0,0.0,0.0
2025-03-25,100.0,0.0,0.0,0.0
2025-03-26,99.99633699633699,0.0,0.0,0.003663003663003663
2025-03-27,99.99626642771804,0.0,0.0,0.0037335722819593787
2025-03-28,99.9922964332486,0.0038517833757029506,0.0,0.0038517833757029506
2025-03-31,99.9921017297212,0.003949135139404471,0.0,0.003949135139404471
2025-04-01,99.99158744847311,0.004206275763439051,0.0,0.004206275763439051
2025-04-02,99.99106065346623,0.004469673266884191,0.0,0.004469673266884191
2025-04-03,99.99018356729165,0.004908216354176892,0.0,0.004908216354176892
2025-04-09,99.98481166464155,0.005062778452814905,0.005062778452814905,0.005062778452814905
2025-04-10,99.985559566787,0.0048134777376654635,0.0048134777376654635,0.0048134777376654635
2025-04-11,99.98552403011001,0.004825323296660876,0.004825323296660876,0.004825323296660876
2025-04-14,99.98523331364441,0.004922228785193936,0.004922228785193936,0.004922228785193936
2025-04-16,99.98522021874076,0.004926593753079121,0.004926593753079121,0.004926593753079121
2025-04-17,99.9863001187323,0.004566627089231893,0.004566627089231893,0.004566627089231893
2025-04-22,99.98224641969465,0.005917860101787194,0.005917860101787194,0.005917860101787194
2025-04-25,99.98152254249814,0.006159152500615915,0.006159152500615915,0.006159152500615915
