date,THE HONGKONG AND SHANGHAI BANKING,CHINA CONSTRUCTION BANK (ASIA),BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD,OCBC BANK (HONG KONG) LTD,DEUTSCHE BANK AG,DBS BANK LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,32.65127834376618,20.816024343429383,13.731979882911391,19.988096332455495,0.0,0.0,0.0,0.0,5.328673833943009,7.483947263494535
2024-03-04,32.64698881173275,20.817350144439914,13.743045109906266,19.988095574294658,0.0,0.0,0.0,0.0,5.3290132244547275,7.475507135171688
2024-03-05,32.652395968499505,20.820798017576045,13.713470344344646,19.990132063878193,0.0,0.0,0.0,0.0,5.332443918713962,7.49075968698765
2024-03-06,32.633915023385065,20.81469871128149,13.792241308786632,19.958802794069616,0.0,0.0,0.0,0.0,5.311776840838623,7.488565321638576
2024-03-07,30.051932497565637,19.271554894849242,12.971781081718204,18.48137449305973,0.0,0.0,0.0,7.35875220668534,4.930372269544589,6.934232556577263
2024-03-08,30.082615953546245,19.27610167777617,12.93945169419942,18.49163315523116,0.0,0.0,0.0,7.360488374269088,4.93153550378183,6.918173641196088
2024-03-11,30.086009577595302,19.26996402752982,12.942407395500984,18.48574528543841,0.0,0.0,0.0,7.35814474151394,4.932323839310104,6.925405133111442
2024-03-12,30.076087423522434,19.277664789468776,12.944376817572085,18.493612479329734,0.0,0.0,0.0,7.356583148645239,4.934814177122395,6.916861164339337
2024-03-13,30.089035821837264,19.273120049835995,12.955470254352836,18.473928729567355,0.0,0.0,0.0,7.354848822659045,4.930114513493407,6.923481808254106
2024-03-14,29.99991077839848,19.270881190252464,12.976359080715305,18.647996549563768,0.0,0.0,0.0,7.353994447564123,4.911862493977837,6.838995459528021
2024-03-15,29.981399634333627,19.277924813383237,12.98110201810731,18.658349659662015,0.0,0.0,0.0,7.3566823768229375,4.9136578093002745,6.830883688390601
2024-03-18,29.95063046000301,19.276333867808372,12.969420139775888,18.68038893327783,0.0,0.0,0.0,7.356075253318391,4.940368251588488,6.8267830942280225
2024-03-19,29.946381167096657,19.278152112760548,12.915227400956015,18.735208916980625,0.0,0.0,0.0,7.356769116933169,4.940834253043793,6.827427032229191
2024-03-20,29.973956562504554,19.294967456114275,12.90366520000655,18.75525600660009,0.0,0.0,0.0,7.360935049030422,4.942452375702007,6.7687673500421
2024-03-21,29.990011304737124,19.293813021693868,12.906782092742025,18.787659574347725,0.0,0.0,0.0,7.3827638514849525,4.872508577311962,6.766461577682343
2024-03-22,30.01724849988071,19.319674454453075,12.869803718834271,18.816659354918393,0.0,0.0,0.0,7.3119342309697535,4.882256163181049,6.782423577762743
2024-03-25,30.006158267534577,19.322888447315016,12.912030333525538,18.81544286457856,0.0,0.0,0.0,7.268897522646718,4.90424797513787,6.77033458926172
2024-03-26,30.03771348997749,19.316138533628855,12.898074084734167,18.71785895150275,0.0,0.0,0.0,7.303274791519369,4.906293792046133,6.820646356591236
2024-03-27,30.020524650677256,19.347469669858537,12.913074738015595,18.71153195221316,0.0,0.0,0.0,7.272494154448387,4.914419071261058,6.8204857635259994
2024-03-28,30.097865465624942,19.393146194917968,12.927434251583286,18.49487389972884,0.0,0.0,0.0,7.3147134834953915,4.928922315890591,6.843044388758981
2024-04-02,30.098598638258906,19.398179054589168,12.93668726989392,18.49967364207278,0.0,0.0,0.0,7.31661177921943,4.905429337839185,6.844820278126611
2024-04-03,30.09620480695721,19.405459903542983,12.932889552124161,18.46424929150727,0.0,0.0,0.0,7.318467884047336,4.936171864659533,6.846556697161507
2024-04-05,30.108106092362135,19.423794784585755,12.902591550511747,18.48760008159797,0.0,0.0,0.0,7.325382599737473,4.940835713101934,6.811689178102985
2024-04-08,30.11295769000891,19.425400735239727,12.891846966408982,18.500939992686995,0.0,0.0,0.0,7.325988259090196,4.940063082726591,6.802803273838603
2024-04-09,30.11775177630451,19.436879538779667,12.855737107316681,18.510690682054072,0.0,0.0,0.0,7.3303173116079865,4.9441640854172,6.804459498519885
2024-04-10,30.041478292816144,19.45064166416758,12.884665969727338,18.510186928528626,0.0,0.0,0.0,7.325263210139313,4.970280676090002,6.817483258530999
2024-04-11,30.022251062196126,19.471107889971936,12.97979948300263,18.520205497277086,0.0,0.0,0.0,7.194646267283307,4.987333094496655,6.824656705772257
2024-04-12,30.048128646943724,19.459953922755442,12.979847017073368,18.518657083767135,0.0,0.0,0.0,7.190088261698333,4.984173482299706,6.819151585462295
2024-04-15,30.001695556769704,19.464323420407467,12.989852156253932,18.54645079551275,0.0,0.0,0.0,7.1917027091889105,4.985292618265528,6.820682743601711
2024-04-16,27.85571868909198,18.16994316834655,12.276387132217135,17.30890555398282,0.0,0.0,6.6535069660155735,6.711823428544659,4.6581546252326715,6.365560436568611
2024-04-17,27.801318762899996,18.18277761715159,12.233525456718667,17.33237529568222,0.0,0.0,6.65659048075186,6.714933969580383,4.709967912432851,6.3685105047824315
2024-04-18,27.8250767432059,18.177864591467923,12.315836914425622,17.278323910683184,0.0,0.0,6.652773216854797,6.711083248240778,4.674182932952838,6.3648584421689565
2024-04-19,25.418314575159247,16.59238308172278,11.347078746597356,15.756961775495817,8.637081398926433,0.0,6.066994334688247,6.120170148524495,4.247534099797067,5.813481839088556
