date,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,FUBON SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,67.83962197840889,32.16037802159112,0.0,0.0
2024-03-04,70.7073696314222,0.0,0.0,0.0,0.0,19.891669510240522,9.400960858337278,0.0,0.0
2024-03-05,70.83642932590305,0.0,0.0,0.0,0.0,19.89200860838081,9.271562065716136,0.0,0.0
2024-03-06,45.66398069738902,30.069761385339188,0.0,0.0,0.0,12.809924187117721,6.014551125406186,5.441782604747878,0.0
2024-03-07,38.68608882210765,25.47016477018445,0.0,15.267933373188788,0.0,10.850585480834226,5.1150012443978845,4.610226309287003,0.0
2024-03-08,38.68680843021774,25.470638546099565,0.0,15.268217375242607,0.0,10.850787314866794,5.11323626849286,4.6103120650804295,0.0
2024-03-11,31.962829891103446,20.928984556903053,17.64676136134218,12.545750868378807,0.0,8.915990061735728,4.211433121541043,3.7882501389957475,0.0
2024-03-12,31.963074159958143,20.92914450203636,17.646896222811005,12.545846746503692,0.0,8.916058200216844,4.210701078614788,3.78827908985917,0.0
2024-03-13,32.082653589086114,20.927385240016672,17.702725132454297,12.544792167723188,0.0,8.893912152490046,4.112534190543568,3.7359975276861164,0.0
2024-03-14,28.804042298520855,18.802843926026398,15.883012397037529,11.265489932082412,10.19787509060792,7.983490924611802,3.7082402646885946,3.3550051664244864,0.0
2024-03-15,28.09733126090523,18.300798502445826,15.496443972678641,10.974709085325957,9.92462330622433,7.740655149332945,3.609850387579492,3.268406958175512,2.5871813773320675
2024-03-18,28.081162633426537,18.30632399791068,15.527465682631691,10.979626969539183,9.928401813906502,7.755493791637382,3.563312823843142,3.2698715661990176,2.5883407209058613
2024-03-19,27.92072491078957,18.29131765685361,15.487182023071716,10.988667434279291,9.893061537822888,7.994268956547744,3.6679821301790856,3.257908440877174,2.4988869095789195
2024-03-20,28.020616319731058,18.364641573355755,15.553693943436675,11.025870546057362,9.954712752314457,7.9375325573827,3.38273674215576,3.4633583432716013,2.2968372222946303
2024-03-21,27.948241877345247,18.400743114473954,15.559420559081932,11.288713561185865,9.948065403167325,7.892293641080917,3.208511579761672,3.540361790998591,2.213648472904496
2024-03-22,27.7973035781677,18.277656408030225,15.455340097826879,11.241878452491134,9.844172941949795,7.828162645959067,3.127026170681525,3.524682575777295,2.903777129116383
2024-03-25,27.96556697200241,18.256472766165917,15.594743441413755,11.375248778979895,9.91387279052334,7.915275082055555,3.0741715896066335,3.566453989448214,2.338194589804281
2024-03-26,27.985964507217837,18.25917201999605,15.636035883354166,11.434857113332164,9.923012137450673,7.919880368138957,3.03259411589619,3.569741812582387,2.2387420420315776
2024-03-27,27.992476620733363,18.128373361922524,15.698525884606488,11.439262039317088,9.92440946167558,7.939704915781187,3.067551962599675,3.570486613764459,2.2392091395996374
2024-03-28,28.041274202326278,18.1233722712882,15.737257892462006,11.43610627982856,9.921671605927628,7.947607419981114,3.0653600025894185,3.5695016204168715,2.1578487051799238
2024-04-02,28.041274202326278,18.1233722712882,15.737257892462006,11.43610627982856,9.921671605927628,7.947607419981114,3.0653600025894185,3.589687295862895,2.1376630297339
2024-04-03,28.036451158650603,18.120689896610717,15.734928677929972,11.4835248702365,9.92020313525475,7.9464311233973,3.0608697721923175,3.5931925368174356,2.103708828910403
2024-04-05,28.0324907615782,18.118130188650163,15.746159204443835,11.488629332912408,9.918801818688962,7.945308619611814,3.0658186870515842,3.5953756114570448,2.089285775605992
2024-04-08,28.05927351904678,18.122394758574174,15.786208827311846,11.491333478572649,9.921136464895707,7.947178753219609,3.0409731635154715,3.597567515087642,2.033933519776118
2024-04-09,28.06561301631708,18.119103219085552,15.783341605268458,11.489246327375163,9.919334505889667,7.941699136646763,3.0511839944311423,3.5969140950680116,2.0335640999181597
2024-04-10,28.039017916176117,18.10193347601613,15.768385240327948,11.555645955079786,9.909934900245476,7.9476147451555565,3.033507361004907,3.6123233204920604,2.0316370855020147
2024-04-11,28.03845261058422,18.067966198218997,15.768067327754185,11.555412977188192,9.909735102177256,7.981728874189294,3.034790293983989,3.6122504910306676,2.031596124873202
2024-04-12,28.021297121355804,17.861598946364545,15.764465214294171,11.552773217491843,9.90747128699593,8.214396096678927,3.035440801337013,3.6114252956630795,2.0311320198186884
2024-04-16,28.04956657528225,17.779405697722797,15.780369289723673,11.56442830215049,9.917466498918575,8.222683239525418,3.0378305533521393,3.6150687037666516,2.033181139558011
2024-04-18,28.049377923392832,17.779286119458778,15.780263156301816,11.564350523720533,9.917399797396174,8.2226279365415,3.0384826880800966,3.6150443900383267,2.033167465069941
2024-04-19,28.048057431216872,17.779121651131344,15.779520262320732,11.563806104003692,9.916932911860455,8.222240836482252,3.042374851084052,3.614874203097075,2.0330717488035273
2024-04-22,28.000603389824125,17.778882512899376,15.779308019744809,11.563650564928095,9.916799524067198,8.267861973030923,3.0443515059122386,3.6154981066391305,2.0330444029541086
2024-04-23,28.000603389824125,17.778882512899376,15.753079527612751,11.563650564928095,9.916799524067198,8.267861973030923,3.070579998044296,3.6154981066391305,2.0330444029541086
2024-04-24,28.003993401457645,17.745386824949893,15.754986740900941,11.56505056725645,9.918000143399782,8.268862956755548,3.094492990965679,3.6159358322292494,2.0332905420848095
2024-04-25,27.888380097604937,17.74891873823645,15.74439695148239,11.558621372935258,9.911333712339001,8.374210537424032,3.0998067151756277,3.6155218280243635,2.0588100467779387
2024-04-26,27.88752611725122,17.74367108128343,15.73974195275531,11.558563723539548,9.90840332091424,8.371734612845138,3.117704993291863,3.614452860469807,2.0582013376494412
2024-04-29,27.885277595580394,17.742240440617113,15.738472885333362,11.565022697516637,9.907604423963084,8.37105961476104,3.1181255201360254,3.6141614335590524,2.058035388533296
2024-04-30,11.8316292792175,7.527972807751174,6.677780988983023,4.909851000418723,4.203763157374681,3.5518123747055506,1.3204443753852861,1.5334765124910694,0.8732174774726141
2024-05-02,27.886511607405744,17.74259807915513,15.738790133002967,11.571974973032676,9.907804136123072,8.367196861671298,3.1128130504246974,3.6142342858809204,2.0580768733034978
2024-05-03,27.87236679241449,17.745912882258562,15.741730569918937,11.574136934791735,9.909655185205745,8.36876008313415,3.1140666500627754,3.6149095238012032,2.0584613784124057
2024-05-06,27.872179479959403,17.74579362326149,15.741624779756865,11.574059152376597,9.909588588714117,8.368703842018753,3.114717758817689,3.614885230292767,2.058447544802316
2024-05-08,27.871242955446963,17.74519735231925,15.741095850274242,11.573670255982165,9.909255619682103,8.36842264778021,3.1173011574900715,3.615435781484218,2.058378379540781
2024-05-10,27.87105565809671,17.745078102939193,15.740990068643065,11.573592479839384,9.9091890285608,8.368366411200084,3.1179522182557244,3.615411485418809,2.05836454704623
2024-05-13,27.892285166207596,17.74930199110036,15.734011623025355,11.568461564606613,9.90479599251606,8.347863682351441,3.1353778571412256,3.6104501097777937,2.0574520132735548
2024-05-14,27.908093373331777,17.74227055673424,15.727778551431971,11.563878687023635,9.900872180584406,8.363357121744984,3.1374929951469275,3.599619585951914,2.056636948050143
2024-05-16,27.91722780823575,17.74167492852369,15.727250552010219,11.563490474458206,9.900539797039643,8.356362126761125,3.137387665937099,3.599498742626603,2.056567904407662
2024-05-17,27.919817915559037,17.739054639430087,15.731641011587985,11.561782648782428,9.899077574529338,8.355127965689457,3.138266948604674,3.5989671283717057,2.05626416744529
2024-05-20,27.923719273760078,17.737268522403102,15.640779969935787,11.598880103341203,9.898080852248096,8.35428670122382,3.1386222175264136,3.652305234064953,2.0560571254965447
2024-05-22,27.883664728491738,17.711825700191554,15.631750270764911,11.635865803561481,9.88388277484733,8.407321518031623,3.14685566162423,3.6470662677260695,2.051767274761064
2024-05-24,27.897430143844225,17.70992636547192,15.630744215018774,11.634618026833781,9.882822872721098,8.405749734290785,3.140486216028663,3.646675173114798,2.0515472526759586
2024-05-27,27.89965931342883,17.709214219968224,15.633466648383765,11.634150179551755,9.88242546802684,8.400720365046793,3.1423705147749024,3.6465285342595952,2.051464756559292
2024-05-28,27.899098378926407,17.70885816869336,15.633152330895616,11.633916270020144,9.882226777664696,8.400551464995182,3.1443178785613575,3.6464552192543485,2.0514235109888883
2024-05-29,27.899098378926407,17.698805456290607,15.636503235029869,11.637267174154395,9.878875873530445,8.400551464995182,3.151019686829861,3.6464552192543485,2.0514235109888883
2024-05-30,27.89790412476209,17.68742583356741,15.626449589999186,11.629784877662809,9.865156902985248,8.478868987939544,3.157700456488156,3.6066046987243814,2.0501045278711745
2024-05-31,11.875019321682839,7.528828064829991,6.652693448004378,4.950333168816082,4.186087844412453,3.6233688836332774,1.3438214022062964,1.5351870266487044,0.8726473060867358
2024-06-03,27.893607324221403,17.694746339811186,15.62672141073682,11.627993672641567,9.832833732197273,8.51104542173885,3.1572141113860983,3.606049213948528,2.0497887733182725
2024-06-04,27.890058791524368,17.692495272560443,15.624733430794718,11.639236067729101,9.831582831530405,8.509962674619986,3.1568124610231467,3.6055904642646275,2.049528005953206
2024-06-06,27.901924079456077,17.692376811202173,15.625967928482732,11.639158136397619,9.83151700346951,8.523296837561297,3.1306785974599953,3.6055663227776766,2.049514283192925
2024-06-07,27.901363632772448,17.69202143664517,15.625654060454167,11.638924348664588,9.8313195245758,8.523125635982776,3.132624344633936,3.6054939002564756,2.0494731160146404
2024-06-11,27.898935290622934,17.688473189052093,15.624294111353896,11.662682336016585,9.830463874368123,8.519036415050406,3.155114205502286,3.571705834016097,2.049294744017579
2024-06-13,27.89856173703957,17.688236348739906,15.624084909425868,11.6625261782015,9.830332249093964,8.518922349171316,3.1564109128404643,3.5716580105597853,2.0492673049276275
2024-06-14,27.898001425420553,17.68788110016331,15.63046574672636,11.662291949319512,9.830134817791594,8.518751256079895,3.155008593896131,3.571586277776521,2.0458788328261255
2024-06-17,27.894467367446886,17.6877626871421,15.633708399682247,11.662213875116269,9.830069009119766,8.518694226576619,3.155656930910411,3.571562367489061,2.045865136516644
2024-06-18,27.891293116755133,17.685749908328095,15.636615038101912,11.657539862051017,9.828950396495221,8.531112487956138,3.151950921424826,3.5711559415779184,2.0456323273097405
2024-06-19,27.88158812704149,17.67959601577747,15.631174157771778,11.653483531497463,9.82553033769427,8.562270640682437,3.1515233252763286,3.5699133304327937,2.04492053382597
2024-06-21,27.876738164438407,17.693246499987357,15.628455137256802,11.651456424610085,9.823821200665341,8.560781245881266,3.151644155267571,3.569292349085894,2.0445648228072812
2024-06-24,27.8733814863133,17.730584224255335,15.59981519520099,11.650053455988884,9.82263830022933,8.559750429902282,3.149926756398162,3.5695315178945446,2.044318633817178
2024-06-25,27.873239498002857,17.73049390382907,15.599576184669505,11.649994110071074,9.82258826324989,8.559706826132786,3.1505796595486286,3.569513334533852,2.0443082199623333
2024-06-26,27.872866587464383,17.730256691070593,15.60003642111133,11.64983824711237,9.822456848791276,8.55959230751424,3.1512064486438667,3.569465578723489,2.0442808695684485
2024-06-27,27.872307240365412,17.729900883833718,15.599723362707788,11.649604460493883,9.822259733696354,8.559420535331764,3.153149990817477,3.5693939474038294,2.044239845349777
2024-07-02,27.87305304148634,17.730375296656423,15.60014077670476,11.649916178070404,9.805129997282112,8.573028457439657,3.1545722512174565,3.5694894564689403,2.0442945446739116
2024-07-03,27.86280177332027,17.75728927112038,15.594403291604284,11.645631523114385,9.801523825512708,8.569875433134005,3.154749446470588,3.570182750257588,2.0435426854657837
2024-07-04,27.897232558109756,17.756220650853717,15.596808123588296,11.644930697798442,9.800933977206235,8.535926790450315,3.1545595960298325,3.569967899354144,2.0434197066092623
2024-07-08,27.945689048025642,17.770770119811626,15.591386962386203,11.640883135887071,9.797527354351065,8.488175327490158,3.154131555495207,3.568727044730855,2.0427094518221747
2024-07-09,27.970205713938157,17.811590015526917,15.592012288646837,11.641350018656347,9.797920305353996,8.398943105462617,3.176316997077421,3.56887017623952,2.042791379098186
2024-07-10,27.966653780869866,17.8427465133316,15.590032260876727,11.639871685013981,9.796676068629782,8.375820387625714,3.1772503725423578,3.568416965843963,2.0425319652660088
2024-07-11,27.90979002188695,17.82162377449699,15.557589901913138,11.615649483983455,9.776289498778604,8.545811092528801,3.173973500732806,3.5609912041649325,2.038281521514327
2024-07-12,27.897735931443325,17.845441882043943,15.56091110794133,11.6181291717327,9.778376523299844,8.538295766237628,3.1606415690529057,3.5617513980978086,2.0387166501505156
2024-07-15,27.89699150656016,17.844965693186875,15.560495879642449,11.617819152866923,9.778115596505685,8.524725899409036,3.180570275938172,3.5576537469793266,2.038662248911368
2024-07-17,27.8976586080814,17.844965693186875,15.560495879642449,11.617819152866923,9.778115596505685,8.524058797887795,3.180570275938172,3.5576537469793266,2.038662248911368
2024-07-18,27.89784471502789,17.861762387306495,15.560599684639662,11.617896656032253,9.778180826898732,8.506103801162155,3.181258599683926,3.5576774802999185,2.0386758489489694
2024-07-19,27.89398629901193,17.85878365551716,15.558434278557472,11.613790412696051,9.774724814932936,8.503097393626895,3.200807187678941,3.557086920690659,2.0392890372879564
2024-07-22,27.89212625626173,17.857592785889935,15.557396802143236,11.613015975280478,9.774073011141528,8.502530385222585,3.2052615296642606,3.5568497249859026,2.0411535294103467
2024-07-23,26.07502616882521,17.857592785889935,15.557396802143236,13.430116062716998,9.774073011141528,8.502530385222585,3.2052615296642606,3.5568497249859026,2.0411535294103467
2024-07-25,26.073982960677295,17.856878340344387,15.55677438270637,13.429578751405657,9.77368197059041,8.502190216475743,3.2091340879962624,3.5567074227465882,2.041071867057288
2024-07-29,26.074330687451674,17.86778540945756,15.556981850318202,13.429757850398993,9.773812313964129,8.489634252280574,3.209843693452082,3.556754855561183,2.0410990871155996
2024-07-31,11.14776571899507,7.639156227997443,6.6512000266019164,5.74173105241516,4.178675616396036,3.6296407688779384,1.3774615139731161,1.5206476563088078,0.8726473060867358
2024-08-01,26.070332389419203,17.8650455220141,15.55459630682453,13.427698500341902,9.772313575031456,8.488332432175039,3.2220188966192262,3.5562094545646463,2.0434529230098972
2024-08-02,26.07015857819,17.865593116773727,15.554492604138142,13.427608977709554,9.772248422895718,8.487609139117925,3.2226641166188745,3.556185745272131,2.04343929928393
2024-08-06,26.07015857819,17.864926415534153,15.554492604138142,13.427608977709554,9.772248422895718,8.487609139117925,3.2233308178584448,3.556185745272131,2.04343929928393
2024-08-07,26.097638050422827,17.833234774082456,15.554181504375459,13.42734041697455,9.772052971700836,8.487439381527231,3.2285998524292987,3.556114619291389,2.0433984291959595
2024-08-08,26.097638050422827,17.833234774082456,15.554181504375459,13.42734041697455,9.772052971700836,8.486772693622111,3.22926654033442,3.556114619291389,2.0433984291959595
2024-08-09,26.097290075469832,17.832996993214305,15.553974111447125,13.427161382452674,9.771922675247687,8.486659534556779,3.2298901616654283,3.5560672035515,2.044037862394671
2024-08-12,26.09572430300833,17.831927057772067,15.553040911706454,13.426355786183175,9.77133638420457,8.479483965936705,3.2423625176106445,3.5558538483685496,2.043915225209509
2024-08-13,26.09537637908733,17.831689311775488,15.552833549193167,13.42617677791747,9.77120610685995,8.47937091234696,3.2436525487371375,3.55580643958238,2.0438879745001177
2024-08-14,26.111868062724398,17.83157044115451,15.552729870010024,13.426087275574588,9.771140969490332,8.469315001411431,3.2376312945534487,3.5557827356633536,2.043874349417912
2024-08-16,26.110475589630887,17.830619533238057,15.551900486305167,13.42537129978774,9.770619901795742,8.468863356464711,3.2427913617904194,3.555593115687721,2.043765355299558
2024-08-21,26.110301540936483,17.830500676879442,15.551796819561684,13.425281808183549,9.77055477224145,8.468806904233297,3.2434363314992374,3.5555694146127443,2.0437517318521206
2024-08-22,26.119603888147996,17.824692723937567,15.55138216640793,13.424923853697235,9.77029426270694,8.467914534914415,3.2426832847559184,3.5548080455534383,2.0436972398785604
2024-08-23,26.127585096278843,17.829017541489627,15.555737127645195,13.472022375963752,9.77303030586603,8.418279006208829,3.224255472912473,3.55580352306654,2.044269550568706
2024-08-26,26.14984470837654,17.777825603117734,15.55470001089371,13.471124182585461,9.772378728035948,8.45105325749519,3.2233737984045843,3.5555664540438054,2.0441332570470268
2024-08-27,26.14984470837654,17.777825603117734,15.55470001089371,13.471124182585461,9.772378728035948,8.45105325749519,3.2240405085340846,3.554899743914306,2.0441332570470268
2024-08-28,26.14984470837654,17.777825603117734,15.55470001089371,13.471124182585461,9.772378728035948,8.45105325749519,3.2247072186635846,3.554233033784806,2.0441332570470268
2024-08-29,26.14740412488991,17.776166386090676,15.553248279749246,13.46986691304551,9.771466665023157,8.45026451472234,3.2337393251295934,3.553901314704,2.0439424766455656
2024-09-03,26.192656369024657,17.772493507466177,15.550034696352949,13.467083794054318,9.769447702651608,8.421858130159125,3.2284056047466163,3.5531670141867324,2.044853181357819
2024-09-04,26.533117986832806,17.74302615230773,15.533572974377046,12.946815666939623,9.772421570825879,8.890990190324999,2.9879614909152816,3.5494055275621905,2.0426884399144476
2024-09-05,26.374642223088614,17.632732527089505,15.539056341032897,13.068608876343795,9.762550453207815,9.132570897593236,2.8977688182722026,3.5506584712313667,2.0414113921405654
2024-09-09,26.296084460279722,17.60154847352193,15.511575021017194,13.250938885271543,9.74528506930766,9.145008705582663,2.876022478747804,3.5443790177322034,2.0291578885392814
2024-09-10,26.417749472154696,17.57059113912381,15.484293499980021,13.237588721687493,9.6989427477181,9.201267069656897,2.8231783255415794,3.53947260278498,2.026916421352426
2024-09-11,26.411263759331412,17.56627745568973,15.48049201488311,13.234338815823557,9.69656160024687,9.199008104490806,2.847035806631116,3.5386036414500355,2.026418801453367
2024-09-12,26.411088513993057,17.566160899046917,15.480389297948182,13.234251002676684,9.696497261136331,9.19894706677211,2.852988640853401,3.5385801619301582,2.021097155643156
2024-09-13,26.41143900699538,17.56639401387933,15.479931199373883,13.234426630135768,9.69662594021123,9.199069143019512,2.856344170978091,3.538627121281502,2.0171427741252987
2024-09-16,26.399283091430704,17.565811238398883,15.479417643527713,13.233987570227871,9.69630424892749,9.198763958475933,2.8708466695471704,3.538509725239998,2.0170758542242426
2024-09-19,26.39910793023603,17.565694687942905,15.479314936447455,13.233899761742126,9.696239913232077,9.198702923997121,2.8714911286590166,3.538486246966415,2.0170624707768536
2024-09-24,26.411024188880834,17.573623643789833,15.486965930970928,13.23987339436854,9.701944300010206,9.18227710079008,2.844243590935336,3.5400834796244793,2.019964370629767
2024-09-25,23.67776739562082,17.572368351488894,15.464461079776171,15.970297905142573,9.701251285511272,9.181621206366518,2.872582082703727,3.539830609776647,2.019820083613383
2024-09-26,23.670540084797125,17.567004629231526,15.459740767042415,15.96542319271809,9.69829011281084,9.178818643556644,2.9022288828881377,3.53875012547031,2.019203561484911
