date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,34.16758448462945,23.463439025770946,17.511005807869825,10.241548714544791,4.641887669483415,3.982337428563137,2.150493265379549,1.042832163867968,1.1598796976362111,1.6389917422547067
2024-03-04,34.16038921054382,23.518742162080546,17.502245060852502,10.206639497313985,4.6239244464186555,4.031440230418686,2.128262299235364,1.046472267026133,1.154511993238733,1.6273728328715777
2024-03-05,34.19211457851038,23.491584086963687,17.574740914637335,10.124389659753561,4.6243290981514935,4.032684541858496,2.128764584967314,1.0459271705979225,1.1540804753661282,1.6313848891936888
2024-03-06,34.407305037782365,23.569322136554323,17.551598755627467,9.823719045952798,4.632752728000616,4.049670184670815,2.1384094058573995,1.0398912341523106,1.1562083276372193,1.6311231437646834
2024-03-07,34.39243954178339,23.645724034355055,17.596593349954524,9.71613699247511,4.642511060928449,4.045442170422688,2.137599442621648,1.0357373041198104,1.156151969438161,1.6316641339011606
2024-03-08,34.4322425912495,23.67426126946503,17.535212545657522,9.691823824930237,4.649975785697564,4.046120868546901,2.138722175426407,1.0436120099137527,1.1563821600059234,1.6316467691071626
2024-03-11,34.44108169183478,23.63159145640595,17.624764943841836,9.633569607971454,4.659401023938863,4.044801719905211,2.1380435533255646,1.0376927210823148,1.156914114481875,1.6321391672121575
2024-03-12,34.444352989723356,23.634589935771356,17.68120243695939,9.501694688078576,4.658521047421397,4.107807999287045,2.137959968336437,1.0397207027297992,1.1584735705749039,1.6356766611177451
2024-03-13,34.58310155130449,23.57767359625411,17.717754282726233,9.369602467103205,4.6724527464702525,4.108705097692358,2.139272268416722,1.0355183492527973,1.1586765358205404,1.6372431049592877
2024-03-14,34.47231207150856,23.70056454236219,17.665786251455213,9.363089535415462,4.6831603551450485,4.111168170583538,2.160737547692647,1.03297630564009,1.1603493613171858,1.6498558588800667
2024-03-15,34.625657979034955,23.737375044656584,17.66724700852291,9.152574147725689,4.676052793202088,4.106357895316678,2.171669578939203,1.0597060075058906,1.164129108282098,1.6392304368139061
2024-03-18,34.55846885427148,23.688824046234355,17.66803470445399,9.20907795255216,4.718016049232059,4.131672507598308,2.1702021347792066,1.0583920193557494,1.163412001797612,1.6338997297250732
2024-03-19,34.604316259970304,23.21706485868293,17.892855601624987,9.459401802693828,4.672189430285929,4.129934403893978,2.1638137239157307,1.0696876841738527,1.164601261908459,1.6261349728499976
2024-03-20,34.509490459308736,23.18438795277208,17.99624592420434,9.477392570489037,4.671931327430019,4.141477059003554,2.164360854774154,1.0662334383379795,1.1613886533631292,1.6270917603169712
2024-03-21,34.518898241792094,23.106514153041367,18.20042480569365,9.382058053369837,4.660473912958702,4.1228582183448035,2.159469107118037,1.065248245731022,1.1605819417147483,1.6234733202357379
2024-03-22,34.53987598619607,23.09132851534857,18.219196991707523,9.360586895013498,4.6580720037846195,4.1270979403129395,2.156399669499139,1.066307772295693,1.157494162903167,1.6236400629387737
2024-03-25,34.465769296518424,23.071423184486743,18.203752655514553,9.42648397504576,4.660664950285091,4.166968936362077,2.158738027121081,1.0618255604068796,1.159205444050317,1.6251679702090798
2024-03-26,34.42369064730714,23.0258331958024,18.264860979302107,9.417110871036897,4.6569613035941435,4.170898069409835,2.1922893694231074,1.0681096608389389,1.1616149613355007,1.618630941949926
2024-03-27,34.50297813666741,23.04383490764162,18.393210776219487,9.20198816359243,4.6469231276479945,4.177795039884,2.187496712196638,1.067279901219459,1.1591410093284438,1.6193522256025221
2024-03-28,34.506231671063006,22.94843657526201,18.38411714470194,9.298196186079853,4.64453046945112,4.178255040953167,2.1896618555167944,1.0710032688780882,1.1590520843303298,1.620515703763697
2024-04-02,34.50276874106136,22.946152177417716,18.42296396530793,9.296275227414117,4.650595818695695,4.140934671842888,2.1945209525489973,1.0706789601049462,1.1515042435875666,1.6236052420187859
2024-04-03,34.42438121639691,22.841997385992798,18.458249710590767,9.349209795827301,4.657312624291591,4.2257009650299,2.1902901250787203,1.0753905891205804,1.1504445558168592,1.6270230318545729
2024-04-05,34.56360027341709,22.816154084839223,18.257497469075325,9.384726980933904,4.65848473416851,4.256993800738515,2.204796737226335,1.0818051568612537,1.1494193117769478,1.6265214509629002
2024-04-08,34.65485712843602,22.85702777884345,18.216097202746766,9.356557282096963,4.658326064716864,4.206184067135981,2.194945152620535,1.0792933660233768,1.1511241193009214,1.6255878380791244
2024-04-09,34.65381900964039,22.784054152700435,18.215551522445182,9.39595117033303,4.66258425103222,4.230442294224968,2.1920478135931845,1.080852236536687,1.1511898694784306,1.6335076800154804
2024-04-10,34.72974209430094,22.793604380260206,18.267592870842904,9.234882382035432,4.676889702049661,4.249186040785587,2.1802607496859876,1.0826022884738096,1.1521759948006414,1.6330634967648356
2024-04-11,34.774283486322155,22.802492787432346,18.292412097802657,9.223818296003175,4.618555248600497,4.246087727580378,2.177122031413517,1.0842169297362492,1.1503924242469552,1.6306189708620695
2024-04-12,34.6870511765743,22.843853268394348,18.342253187417942,9.206612059393155,4.628275231403077,4.250037198031389,2.1740910885508202,1.0833180551390842,1.1512926396375474,1.633216095458336
2024-04-15,34.802832543951844,22.858434942070165,18.314838607063084,9.085651170407434,4.639101753864157,4.25291215281297,2.175231994497896,1.084637849141028,1.1520680346100265,1.6342909515813944
2024-04-16,35.03376849453726,22.909359230071274,18.374521783877192,8.768473272269224,4.6545484395139995,4.258494163273918,2.1017312476544996,1.1024050656398883,1.1557860934451019,1.64091220971764
2024-04-17,34.74776074761622,22.95996200491431,18.480107772918668,8.870218921673152,4.673030411590851,4.275584159961067,2.1084929883638126,1.1054297254660614,1.1519654439757099,1.6274478235201513
2024-04-18,34.66156163380435,22.91358729324775,18.60007275656314,8.921445759344088,4.666512175951069,4.266747658011765,2.1017799051498405,1.0921052223668581,1.1520866866174888,1.6241009089436567
2024-04-19,34.65179847993022,22.926148254404808,18.698693474776277,8.879167394845707,4.664746695566369,4.264869698178611,2.0467693416765242,1.0927155671838138,1.151705013801113,1.623386079636548
2024-04-22,34.68859989410109,22.937062691649746,18.701225016739254,8.839951940152751,4.659177764106125,4.261588336791229,2.046648388162454,1.0897468340183323,1.1513735537131662,1.6246255805658576
2024-04-23,34.63333088820317,22.917103660683004,18.69154593887004,8.928774833853755,4.647142899413461,4.268175694108966,2.0623294647857504,1.0846706141731497,1.1482229058262654,1.6187031000824426
2024-04-24,34.59060273634912,22.461825069061693,18.75185108898025,8.847515882530343,4.645907745783124,4.266434286060548,2.5932518678581356,1.0782941938113422,1.1470874847410562,1.617229644824389
2024-04-25,34.66980641795874,22.462479936861403,18.759892546221877,8.769330682243465,4.643607285041599,4.255631307754208,2.5978841637614853,1.0785069056635583,1.146249195220408,1.616611559273257
2024-04-26,34.52017943746717,22.4794444146196,18.653146751365878,9.010245399044543,4.625966923800416,4.252279695549939,2.6027950337359136,1.077031018478637,1.1441577849188735,1.6347535410190275
2024-04-29,34.55670812290538,22.484197794846576,18.729145474429714,8.88544702139329,4.630812359939231,4.254154649716573,2.5993456855003747,1.078426620226931,1.1447397417485352,1.6370225292933975
2024-04-30,34.60623801047374,22.502925293962164,18.676126312835837,8.892356740112776,4.636994546229148,4.250937072747329,2.606927128804222,1.0668220893116627,1.1653015669864097,1.5953712385367156
2024-05-02,34.40585794146246,22.562901782267087,18.63849529649141,9.103639439235515,4.628248115079733,4.278454126008624,2.594489061263368,1.0583375618154547,1.154233105724201,1.5753435706521484
2024-05-03,34.41113239597126,22.51314721185503,18.75979880038101,9.024136790813465,4.611072049845775,4.339020422895482,2.5362427917253627,1.0507610633097202,1.1674292888798223,1.5872591843230754
2024-05-06,34.44300123891678,22.51960194499274,18.77717262797783,8.991225536992824,4.586016716275251,4.339984894778036,2.5418834497128193,1.0517717432619227,1.174017649937732,1.5753241971540706
2024-05-07,34.42861279131538,22.48018822848479,18.769328527442394,8.998494007275555,4.656189837831645,4.35212425100187,2.5352041059743877,1.0281242927088479,1.1843743251594938,1.5673596328056427
2024-05-08,34.10555932750496,22.46330452195225,19.030546070561346,9.10252867003469,4.6409191832076875,4.354821512845374,2.530919259341839,1.0187983732107169,1.187939866718568,1.564663214622566
2024-05-09,34.05578652553207,22.415247113278554,19.064040044053364,9.154585339386252,4.64194511455644,4.356682891622477,2.557974205502254,1.0199585972278153,1.169389013553665,1.5643911552871061
2024-05-10,33.937728516463174,22.39269447396245,19.12019396830267,9.287242039719581,4.626495093617404,4.345847767681161,2.5512443686574087,1.0133651139205657,1.1674429081803255,1.5577457494952576
2024-05-13,33.642197946825334,22.401685486457048,19.229829151280946,9.502184088090882,4.602791601029789,4.351499310326059,2.534108076483671,1.0126645463042345,1.1636955345127917,1.5593442586892448
2024-05-14,33.49461482751917,22.490482531594342,19.331198176347268,9.446024204310419,4.536380913169205,4.369916662111595,2.587056568778112,1.0121534827853,1.16435578541354,1.567816847971053
2024-05-16,33.45778008389237,22.238621176906644,20.13522592988825,8.976352069109168,4.519363898064477,4.373443675887198,2.5908098328243105,0.9847749031845621,1.1557228043548058,1.5679056258882134
2024-05-17,33.46078134502245,22.128291219121635,20.13351089126231,9.0487389543302,4.561128265375971,4.375880108687459,2.5833405673720273,0.9910018530171826,1.1535084368934108,1.5638183589173509
2024-05-20,33.30298736787813,22.08001598533973,20.41851780920762,8.947820163514448,4.552747825602731,4.387236183837846,2.5858315703589203,0.9992962670862402,1.1524394899913302,1.5731073371830016
2024-05-21,33.23838993218036,21.983419446453677,20.59487958111063,8.903010687011076,4.542667080378872,4.402442726852828,2.6047671135037778,1.0066253131290261,1.1429261694312969,1.5808719499484518
2024-05-22,33.098023255698585,21.884085201197657,21.197298443755013,8.702736473905484,4.471972268955385,4.372737582419791,2.592562872473656,0.9755956568764849,1.1399551398469545,1.565033104870988
2024-05-23,32.74971805422095,21.93575195687229,21.184634839068917,9.02061966191347,4.479539773370651,4.372721274066539,2.58973150856802,0.9643789278268838,1.1391845286788258,1.5637194754134565
2024-05-24,32.673975584357514,22.03779350621959,21.223894092221464,8.958134426025586,4.459787448954118,4.381279577755984,2.5879697128314643,0.9764262481110042,1.1341278373107264,1.566611566212552
2024-05-27,32.520921018383845,21.9762345379497,21.24887153985764,9.168695017504533,4.464762737274013,4.382504548314352,2.5903304569274312,0.9717457193451391,1.1410569601445941,1.534877464298756
2024-05-28,32.471917444468595,21.997509234094913,21.10306455434079,9.372616128042806,4.44388048729894,4.379129634482353,2.5888845188519514,0.9663690128489947,1.141711485403482,1.5349175001671733
2024-05-29,32.57129512208643,22.087036275511714,20.670484850496003,9.459293525874902,4.585627444465927,4.378564799571429,2.5951375756302832,0.9726326621084657,1.1454817258319405,1.5344460184229
2024-05-30,32.55665342485061,22.03810844813749,20.878410308633885,9.317043522842532,4.614910673802716,4.37354980948907,2.5628120231611167,0.9778575861488897,1.1460304904894225,1.5346237124442659
2024-05-31,32.54135489714302,21.967270893879626,20.87993875596981,9.39753327683266,4.6195646276053,4.363433380345461,2.5622799804789875,0.9877363731451155,1.1455801802950998,1.535307634304921
2024-06-03,32.8216337851783,21.50411492335279,21.03854555327836,9.365886121678434,4.641405427616013,4.3826450470378076,2.5431148738334515,1.01346744878445,1.1542569736920762,1.5349298455483174
2024-06-04,33.00987245581827,21.794351307460794,21.103938533630767,9.044044700214657,4.646676542778097,4.171328488170451,2.5391178692438174,1.0179769394691613,1.1628734849939106,1.5098196782200803
2024-06-05,33.04557962136742,21.793055476761314,21.08390767162655,9.037006049332998,4.6415895448556626,4.168986483496398,2.535759184548949,1.0194134176581102,1.1615007272227391,1.5132018231298543
2024-06-06,33.07748920904504,21.815855288159796,21.05307592598279,8.92227012966101,4.726935141394806,4.155765628862211,2.5469881389911726,1.019008340078245,1.1594845215604481,1.5231276762644819
2024-06-07,33.06725971967216,21.727153905519103,21.057113502563205,8.950054995214856,4.725342307525765,4.239003876317249,2.545635581661901,1.0121365791918242,1.154874354311621,1.5214251780223111
2024-06-11,33.05838818223671,21.73123512914875,21.020097420185945,8.98444115983879,4.7327411809734725,4.233421145863176,2.544814421670393,1.010776964215556,1.1558043522772818,1.5282800435899295
2024-06-12,33.03414446945664,21.67087689592881,21.022064994451124,9.081959693026874,4.733028334095878,4.2240503842707415,2.542098540026301,1.010880323944702,1.1545210806608501,1.5263752841380747
2024-06-13,33.09770990682137,21.609069006678997,20.865995063183817,9.202520536756248,4.748683523756244,4.220890101125005,2.5478570509463285,1.0159129751223244,1.1598596125369196,1.5315022230727442
2024-06-14,33.20615329567007,21.642103005520525,20.866090359977942,9.25053421856334,4.6223143483146005,4.213569048496154,2.4914189395198605,1.0113048525393264,1.1645469161737048,1.531965015224474
2024-06-17,33.234475484071794,21.599468681400875,20.847239900335136,9.163838936893438,4.6504642633549675,4.202953588314723,2.592386384539623,1.00513496276818,1.1642793674984606,1.5397584308227958
2024-06-18,33.35161743480678,21.645823878828395,20.90829643396403,9.031818315653513,4.646193598749814,4.161626067095923,2.532311199147232,1.0114567757119077,1.1682838444621066,1.5425724515802892
2024-06-19,33.42521401986682,21.651359176222286,20.922065871819335,8.977416498564661,4.6257613311553145,4.125231305909469,2.534292217776534,1.0152363642533544,1.1784398517429633,1.5449833626892644
2024-06-20,33.44482786513661,21.648158404986283,20.891638115460655,8.995332113324132,4.614562164059518,4.11409092320427,2.5418742826481657,1.0166427988645643,1.179152374811774,1.5537209575040254
2024-06-21,33.46819806399031,21.649599390275487,20.905329937706608,8.981827285545688,4.590107255131015,4.1270848075345326,2.5343350908534608,1.015912120787021,1.1727308219947792,1.5548752261811059
2024-06-24,33.389563245681146,21.683197949814698,20.955074744996395,9.002355787465659,4.550242425472715,4.143575902579166,2.531302763839087,1.0147415325096947,1.1739063935681016,1.5560392540733334
