date,BETA INTERNATIONAL SECURITIES LIMITED,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CORE PACIFIC - YAMAICHI INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,KINGKEY SECURITIES GROUP LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,32.50460618959667,26.31773109821148,0.0,18.4384748805504,0.0,6.322816565001594,16.416371266639864,0.0,0.0
2024-03-04,0.0,32.00233616332943,26.493898682984046,0.0,18.356677617642987,0.0,6.808809200880549,16.338278335162983,0.0,0.0
2024-03-05,0.0,32.01307327130585,26.5109855240026,0.0,18.346843534867396,0.0,6.803517409140168,16.32558026068399,0.0,0.0
2024-03-06,0.0,30.20162051025792,24.936076051684157,0.0,17.330377243782753,0.0,6.411469306563784,15.397536829257586,0.0,5.722920058453807
2024-03-07,0.0,30.011539623595436,24.759260622250274,0.0,17.393496044742168,0.0,6.641489301855814,15.456101760364561,0.0,5.738112647191751
2024-03-08,0.0,29.855476923701076,24.810986091078384,0.0,17.4126170571519,0.0,6.703406303629252,15.47309295712028,0.0,5.744420667319112
2024-03-11,0.0,29.278736078229876,24.232897439959423,0.0,17.092343257460747,0.0,6.707923086937205,15.143430613183584,1.954159874660202,5.590509649568958
2024-03-12,0.0,29.188966475557137,24.16971294141321,0.0,16.95201688136038,0.0,7.213328062440366,15.021358809467078,1.9385827665593793,5.516034063202448
2024-03-13,0.0,29.200266001230407,24.025423026836208,0.0,16.923397079181242,0.0,7.3065236796641315,15.073373972997631,1.9452955880090974,5.525720652081281
2024-03-14,0.0,28.657676740337827,23.90440213933141,0.2594815686736061,17.02267186855911,0.0,7.373359974909419,15.138607455245378,2.1078683607885447,5.5359318921547
2024-03-15,0.0,28.35033512756103,24.087682235344353,0.25961087796927595,17.005107015622567,0.0,7.503709357216256,15.146151585171316,2.1089187898209096,5.53848501129429
2024-03-18,0.0,28.27585781237683,24.01149449105221,0.2595564415509787,17.04320664224045,0.0,7.545448601303277,15.142975669548155,2.2526693508159736,5.468790991112122
2024-03-19,0.0,28.236235596760828,23.990552194390265,0.27079893628364404,17.060674697043442,0.0,7.532326851209342,15.158496124966476,2.2549781740614514,5.495937425284554
2024-03-20,0.0,28.010886787915496,23.815598567633963,0.2718811029351893,17.20379564268817,0.0,7.6968755882575906,15.232847919332954,2.2639895173607307,5.504124873875913
2024-03-21,0.0,27.77471933435408,23.951620341160904,0.27149140463928945,17.214901482651232,0.0,7.733988188718274,15.206887354730267,2.2607444486622232,5.585647445083728
2024-03-22,0.0,27.507617464273864,24.18187902350039,0.18112709190287032,17.289381804035877,0.0,7.903452474407077,15.127626149820147,2.248961016273011,5.559954975786771
2024-03-25,0.0,27.565816535672788,23.62936411250502,0.04451481147296712,17.354107037642887,0.0,8.29821534089015,15.205319234707831,2.260511322805968,5.642151604302388
2024-03-26,0.0,28.07725008226236,22.846077892151246,0.045112906064854144,17.833437632059017,0.0,8.191980971164236,15.409615712695105,2.2908832271751614,5.305641576428019
2024-03-27,0.0,26.63651838172372,23.112390299998502,0.04663754617038752,18.486141380746226,0.0,8.007281235091407,15.935155910550067,2.368306136712928,5.40756910900676
2024-03-28,0.0,26.691115129179284,23.081861347852755,0.03509785396611908,18.478314465422972,0.0,8.004639766771762,15.929899168808332,2.3675248720804416,5.411547395918338
2024-04-02,0.0,29.913834316683374,21.74336003166212,0.03362880236060489,17.71593027784922,0.0,7.876635026155536,15.263139201882506,2.268430032328075,5.1850423110785595
2024-04-03,0.0,29.473429165431142,22.391823555432207,0.0333952004765583,17.636727857925923,0.0,7.8241131684070915,15.163967351735533,2.2526724230115893,5.223871277579953
2024-04-05,0.0,29.992751387180146,22.446210310809,0.033739636367608454,17.459970667631673,0.0,7.1933042107149,15.320367509007138,2.275906337531993,5.277749940757541
2024-04-08,0.0,29.952648984035623,22.49127476340277,0.033847676340362405,17.537969126610907,0.0,7.20244610934843,15.369425894527936,2.1370475166381886,5.275339929095783
2024-04-09,0.0,29.850904055400683,22.549484484271268,0.03392940954620908,17.516956241359825,0.0,7.211900402140318,15.406539002020182,2.1422079224168633,5.28807848284465
2024-04-10,0.0,30.9745956158568,21.900610302725138,0.03354873085275386,17.056871216615317,0.0,7.212941883243171,15.190583095252993,2.534840120291679,5.096009035162149
