date,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA RISE SECURITIES ASSET MANAGEMENT,BANK OF CHINA (HONG KONG) LTD,USMART SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,66.01710914942228,0.0,33.982890850577725,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,54.90946506090183,0.0,28.33650453669077,0.0,0.0,16.7540304024074,0.0,0.0,0.0
2024-03-11,0.0,54.97574400999762,0.0,28.37070836183561,0.0,0.0,16.653547628166777,0.0,0.0,0.0
2024-03-14,0.0,54.974151441293074,0.0,28.368920883966652,0.0,0.0,16.656927674740274,0.0,0.0,0.0
2024-03-15,0.0,55.019309979163864,0.0,28.392224544951034,0.0,0.0,16.5884654758851,0.0,0.0,0.0
2024-03-18,0.0,51.057128673090816,0.0,26.338608029183273,0.0,6.9664716936462145,15.637791604079702,0.0,0.0,0.0
2024-03-19,0.0,51.0145804989355,0.0,26.316658896700535,0.0,6.960666223213924,15.708094381150042,0.0,0.0,0.0
2024-03-20,0.0,50.96115277204161,0.0,26.28909737898263,0.0,6.953376296092379,15.796373552883386,0.0,0.0,0.0
2024-03-21,0.0,50.91940066509334,0.0,26.272635166955848,0.0,6.9490220973445815,15.858942070606233,0.0,0.0,0.0
2024-03-22,0.0,50.921678316148004,0.0,26.27381035547761,0.0,6.949332930687123,15.855178397687261,0.0,0.0,0.0
2024-03-25,0.0,50.91713962596497,0.0,26.271930104303294,0.0,6.948835610685689,15.86209465904605,0.0,0.0,0.0
2024-03-26,0.0,46.67350581779319,0.0,24.079044603205514,0.0,6.369692439220175,14.401507043975387,0.0,0.0,8.476250095805733
2024-03-27,0.0,46.663393128581355,0.0,24.07509632928527,0.0,6.368647992027515,14.418002316636699,0.0,0.0,8.474860233469158
2024-04-02,0.0,46.65995022540834,0.0,24.073320028421026,0.0,6.368178102529357,14.31446398767,0.0,0.0,8.58408765597128
2024-04-03,0.0,41.103069660935546,0.0,21.178739038217234,0.0,5.650844059956396,12.588993294902725,11.909923637494437,0.0,7.568430308493658
2024-04-05,0.0,41.0918912003398,0.0,21.177820599523926,0.0,5.651321772897772,12.601457180923672,11.909407150904595,0.0,7.568102095410227
2024-04-08,0.0,41.09100022273054,0.0,21.177361410048437,0.0,5.651199237745084,12.603352205524873,11.909148924407805,0.0,7.567937999543265
2024-04-09,0.0,41.089812312685666,0.0,21.157958175150643,0.0,5.651035865807101,12.624669790402798,11.908804639830734,0.0,7.567719216123053
2024-04-10,0.0,41.07703667210175,0.0,21.162546625463687,0.0,5.652261385636228,12.627407657146476,11.9113872594732,0.0,7.569360400178661
2024-04-11,0.0,41.078521430641594,0.0,21.15969698995828,0.0,5.652465690621244,12.627864083726239,11.911817804989326,0.0,7.5696340000633136
2024-04-12,0.0,41.115906967190675,0.0,21.17224767814694,0.0,5.655818400937169,12.635354190256537,11.91888319496639,0.0,7.501789568502286
2024-04-18,0.0,41.11798893566366,0.0,21.16029893602513,0.0,5.656104792177645,12.643951176422416,11.919486726321416,0.0,7.502169433389739
2024-04-19,0.0,41.11610137470194,0.0,21.165657717495385,0.0,5.657537183546301,12.652218157962187,11.92250530015145,0.0,7.485980266142733
2024-04-22,0.0,41.11610137470194,0.0,21.151186462389752,0.0,5.657537183546301,12.652218157962187,11.92250530015145,0.0,7.500451521248365
2024-04-23,0.0,41.13812822758348,0.0,21.162517645476182,0.0,5.660568057949448,12.605423917364597,11.928892463852415,0.0,7.504469687773882
2024-04-24,0.0,41.14766066430902,0.0,21.167421377587978,0.0,5.661879712348125,12.585173038130257,11.931656600615966,0.0,7.506208607008653
2024-04-26,0.0,41.14676681070536,0.0,21.166961556165006,0.0,5.661756718926321,12.595761185609945,11.93139740837811,0.0,7.4973563202152596
2024-04-29,0.0,41.1457409882636,0.0,21.163620677497583,0.0,5.662412745597919,12.596496467748691,11.933504083429506,0.0,7.498225037462701
2024-04-30,0.0,41.146797372554325,0.0,21.169753015612265,0.0,5.664053477589389,12.5849340900559,11.936961917183368,0.0,7.497500127004754
2024-05-02,0.0,41.20410571580531,0.0,21.199237776269886,0.0,5.671942245163367,12.625675068305773,11.769334564094263,0.0,7.529704630361396
2024-05-06,0.0,41.20410571580531,0.0,21.199237776269886,0.0,5.671942245163367,12.625675068305773,11.769334564094263,0.0,7.529704630361396
2024-05-08,62.07177008699295,15.61494845977059,0.0,8.02460407203418,0.0,2.147015440707475,4.862431114886061,4.42899162947835,0.0,2.850239196130399
2024-05-09,62.07006570805087,15.618638431099807,0.0,8.024383730868143,0.0,2.146956487532782,4.852687232053681,4.437107476695996,0.0,2.850160933698718
2024-05-10,62.074326830915005,15.619710653862365,0.0,8.024934606472934,0.0,2.1471038765402364,4.846155349329342,4.437412085043094,0.0,2.8503565978370196
2024-05-13,62.06989527530455,15.618595545251193,0.0,8.02408711619281,0.0,2.1469505923933747,4.844985633206733,4.445332729959398,0.0,2.8501531076919338
2024-05-14,62.05796730845804,15.615594120985426,0.0,8.022545128008828,0.0,2.1465380130685086,4.863271564762006,4.444478470721655,0.0,2.849605393995539
2024-05-16,62.03701926795495,15.610322983171642,0.0,8.019837069598793,0.0,2.1458134362383383,4.874528420259881,4.45011354077539,0.0,2.862365282001006
2024-05-17,62.01880767489128,15.605740415325595,0.0,8.016659699815808,0.0,2.1520423916959337,4.88269988615527,4.448807165036387,0.0,2.8752427670797283
2024-05-20,62.026805842704846,15.611868846681295,0.0,8.017693556995383,0.0,2.152319926799171,4.866317358962688,4.449380899160118,0.0,2.875613568696496
2024-05-21,62.02187055926635,15.61062665797407,0.0,8.017055613614465,0.0,2.152148673278298,4.900226257867572,4.422687473088924,0.0,2.8753847649103212
2024-05-22,62.03804079547635,15.614696633906258,0.0,8.037533307319364,0.0,2.1527097778063,4.857044506557681,4.423840548616605,0.0,2.876134430317443
2024-05-23,62.04161640674568,15.615596599226494,0.0,8.037996556872425,0.0,2.1528338509272817,4.851560867495296,4.42409552014563,0.0,2.87630019858719
2024-05-24,62.041446130196235,15.614181464519872,0.0,8.03797449615903,0.0,2.152827942359116,4.853194284361201,4.424083377977788,0.0,2.8762923044267636
2024-05-27,61.985815777864076,15.600180784806081,0.0,8.030767131064415,0.0,2.1508975783135615,4.959074727954661,4.392695532355188,0.0,2.8805684676420147
2024-05-28,61.979357558202,15.59855542272909,0.0,8.029930416123479,0.0,2.1506734791570516,4.968976915488893,4.392237863252982,0.0,2.88026834504651
2024-05-29,61.9706920623847,15.603228107335196,0.0,8.024147310213197,0.0,2.1503727878822105,4.980070311967752,4.391623773008551,0.0,2.8798656472083914
2024-05-30,61.55640543178973,16.179691560206432,0.0,7.970504259895161,0.0,2.1359971101680095,4.934523597572058,4.362264878421269,0.0,2.860613161947341
2024-05-31,61.173104201168485,16.667258330463724,0.0,7.92087329021687,0.0,2.1397453059700986,4.92788181191086,4.328336448253288,0.0,2.84280061201668
2024-06-03,61.16598667971411,16.665319086570488,0.0,7.919951692623996,0.0,2.1394963455270903,4.93894350069962,4.327832844129638,0.0,2.8424698507350556
2024-06-04,61.16284225594747,16.66987372821275,0.0,7.926308759779607,0.0,2.1393863582036987,4.931654814231975,4.327610358706091,0.0,2.8423237249184083
2024-06-05,61.14514022048797,16.66504905550367,0.0,7.92401469047947,0.0,2.1387671670121575,4.959169938701039,4.3263578415044845,0.0,2.8415010863112076
2024-06-06,61.14464404940995,16.6649138245544,0.0,7.923950389916953,0.0,2.138749811676851,4.959941161253442,4.326322734648462,0.0,2.841478028539942
2024-06-07,61.1400135076286,16.66365177485329,0.0,7.920645624983144,0.0,2.1385878421287936,4.965515828885236,4.325995098131907,0.0,2.845590323389027
2024-06-11,61.136375716790056,16.662660298465152,0.0,7.920174351745916,0.0,2.1384605975501096,4.970629415424095,4.325737704251326,0.0,2.8459619157733407
2024-06-12,61.110427680940646,16.69559803074384,0.0,7.916812802003996,0.0,2.1375529733804197,4.970952768449591,4.323901736781728,0.0,2.84475400769978
2024-06-13,61.1089408814155,16.695191831537485,0.0,7.916620188174223,0.0,2.1375009673175205,4.97326479845266,4.323796537468076,0.0,2.8446847956345347
2024-06-17,61.108445297650725,16.695056436194314,0.0,7.916555985647056,0.0,2.1374836325255684,4.974035450120089,4.3237614721677256,0.0,2.844661725694518
2024-06-19,61.109106077790045,16.69523696380656,0.0,7.916641589248025,0.0,2.137506745643986,4.948137465270119,4.323808226027916,0.0,2.869562932213344
2024-06-20,61.109106077790045,16.694966632866176,0.0,7.916641589248025,0.0,2.137506745643986,4.948407796210507,4.323808226027916,0.0,2.869562932213344
2024-06-21,61.114227608442384,16.697447245978708,0.0,7.9173050799315785,0.0,2.136604474874484,4.94125261965454,4.323359541940442,0.0,2.8698034291778627
2024-06-24,61.10861049134585,16.695912553975482,0.0,7.9503684798788345,0.0,2.1193773846395807,4.933229255413694,4.322962174293859,0.0,2.8695396604526975
2024-06-26,61.110427680940646,16.70046409290659,0.0,7.943846480685929,0.0,2.119440408663525,4.933105618294886,4.32309072642127,0.0,2.8696249920871577
2024-06-28,60.702635319653695,17.256325272916868,0.0,7.890836871082587,0.0,2.1052972968959494,4.900186804519511,4.294242566748926,0.0,2.8504758681824622
2024-07-03,60.77039596479701,17.248729039205305,0.0,7.887363324999944,0.0,2.1043705451080332,4.877361817482836,4.262558219590321,0.0,2.8492210888165523
2024-07-09,60.772842812635474,17.246739284622574,0.0,7.887680900319251,0.0,2.104455275089431,4.87621607157663,4.262729846435932,0.0,2.849335809320703
2024-07-12,60.70359166808996,17.33835609720217,0.0,7.878692824315617,0.0,2.102057231330081,4.873340779482302,4.257872431395071,0.0,2.846088968184797
2024-07-15,60.66114148584175,17.347130038666045,0.0,7.873183233580056,0.0,2.100587257147103,4.939863103938053,4.23399619018713,0.0,2.84409869063986
2024-07-16,60.68797090220143,17.35480238645003,0.0,7.876665411888535,0.0,2.1015163120369618,4.895139077173459,4.235868816449502,0.0,2.848037093800092
2024-07-17,60.68976037380269,17.355314117614444,0.0,7.876897666631241,0.0,2.1015782782504315,4.892334774356385,4.235993717098526,0.0,2.84812107224628
2024-07-18,60.675447555142945,17.351221113090812,0.0,7.888439773911313,0.0,2.1010826508396363,4.901364805604011,4.234994718098642,0.0,2.847449383312645
2024-07-19,60.680488800538555,17.35266274668511,0.0,7.881054663211569,0.0,2.1012572201863184,4.901504020083302,4.235346584438048,0.0,2.8476859648570962
2024-07-22,60.60398460683065,17.457129783002294,0.0,7.871118458930836,0.0,2.098608016256342,4.895056666916802,4.23000678276669,0.0,2.8440956852963826
