date,GET NICE SECURITIES LTD,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CHINA RISE SECURITIES ASSET MANAGEMENT,EMPEROR SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,36.735324068850225,28.465781506397775,0.0,0.0,30.401999227605973,4.396895197146023,0.0,0.0,0.0
2024-03-06,65.95065644968547,12.502824779581237,9.70321461280574,0.0,0.0,10.347285043118406,1.4960191148091522,0.0,0.0,0.0
2024-03-07,61.6145551236207,11.680793309012664,9.074900431344862,0.0,6.580126801258866,9.678340199820015,1.3712841349428917,0.0,0.0,0.0
2024-03-08,61.618915450370636,11.681619933102112,9.075542642118346,0.0,6.580592462381501,9.671948334317856,1.371381177709546,0.0,0.0,0.0
2024-03-11,59.90652749744264,13.306739891386599,9.0669247747409,0.0,6.593429738749844,9.72946571857091,1.3969123791091074,0.0,0.0,0.0
2024-03-12,58.09654297646855,12.904697005007204,8.792981447015583,3.0053217248795607,6.425438828173006,9.433631553111619,1.3413864653444856,0.0,0.0,0.0
2024-03-13,58.07816948819583,12.90061579316676,8.803932846655211,3.0043712682665027,6.436722853010081,9.435225509372188,1.3409622413334257,0.0,0.0,0.0
2024-03-14,58.07019514433263,12.898844491707223,8.813125825293671,3.003958757166428,6.435839067556193,9.437258591602376,1.3407781223414843,0.0,0.0,0.0
2024-03-15,58.03035624967418,12.889995275587946,8.834313599841243,3.0018978996785615,6.4580340937516505,9.445544596198731,1.3398582852676886,0.0,0.0,0.0
2024-03-18,57.988764900476,12.957206620451805,8.813439809852001,2.9997463880927002,6.468986316952149,9.432750234175371,1.339105729999976,0.0,0.0,0.0
2024-03-19,57.857031658591715,13.12219298054269,8.807927344592374,2.992931855705051,6.454290702367156,9.429561778490285,1.3360636797107261,0.0,0.0,0.0
2024-03-20,57.84827871221595,13.120207779294052,8.806594830401467,2.9924790676637647,6.453314259940162,9.443263798214707,1.3358615522698973,0.0,0.0,0.0
2024-03-21,57.93349259838179,13.139534610049708,8.819567457869256,2.996887163743756,6.31551453958026,9.45717427617963,1.3378293541955992,0.0,0.0,0.0
2024-03-22,57.922913525710484,13.13713523647024,8.817956941380753,2.996339910580327,6.314361281175246,9.473708047755219,1.3375850569277312,0.0,0.0,0.0
2024-03-25,57.85364407408221,13.226090974158119,8.800364791315959,2.9927566166839368,6.306809997638106,9.49346753513645,1.3268660109852206,0.0,0.0,0.0
2024-03-26,57.85652199663228,13.226748904459193,8.788780885201756,2.99290549100105,6.307123729141138,9.500986977789603,1.32693201577498,0.0,0.0,0.0
2024-03-27,57.85520291325571,13.22644734494604,8.805369021922603,2.9855829589104355,6.306979931661131,9.493516066539538,1.3269017627645425,0.0,0.0,0.0
2024-03-28,57.93436434201129,13.244544670967977,8.817417127492998,2.989668036842839,6.178782760800701,9.506505741761458,1.3287173201227325,0.0,0.0,0.0
2024-04-02,57.767947426848465,13.522930770566285,8.77760231680422,2.981080191999748,6.1610341589442355,9.464504565619407,1.3249005692176414,0.0,0.0,0.0
2024-04-03,57.6429800446455,13.869516768280466,8.758614036409824,2.973920740577967,6.036193336533023,9.407065881414772,1.311709192138449,0.0,0.0,0.0
2024-04-05,57.6397662566931,13.882785075380161,8.758125714531808,2.9737549346005516,6.035856798668252,9.398075160140024,1.3116360599860954,0.0,0.0,0.0
2024-04-08,57.622513153212076,13.908562230928922,8.755504176328827,2.9728648112543636,6.03405010740791,9.395262068176079,1.3112434526918255,0.0,0.0,0.0
2024-04-09,57.58387930445195,13.940289458625212,8.735194401756342,2.970871610971743,6.030004491094008,9.429396422578659,1.3103643105220921,0.0,0.0,0.0
2024-04-10,55.198688113561445,13.362866471205784,8.369812875301797,2.8529559245228815,5.780234698455609,9.040797352898712,1.2560874487536482,2.2679209294719502,1.3799001166022569,0.49073606922591695
2024-04-15,55.19879726844968,13.362892896148947,8.369829426528288,2.845447101842762,5.780246128815534,9.048131946301964,1.2560899326548018,2.2679254142643255,1.3799028453418005,0.49073703965189297
2024-04-16,55.17708394737547,14.72611462563362,8.354676745088158,2.8690367095052522,5.777972377460544,7.702582436093327,1.25559582978743,2.267033289886093,1.379360038704431,0.490544000465674
2024-04-17,55.36729978714596,18.211556709368924,8.403313681545784,2.878927341412357,5.79789118775863,3.929888075336664,1.2599243335445898,2.2748485930912175,1.3841152035181108,0.4922350872777634
2024-04-18,55.28916165316989,18.353028746782133,8.371647069274491,2.8799152577251736,5.78970880573622,3.9130517983946094,1.2581462418414961,2.271638170606726,1.3821618451346138,0.4915404113346472
2024-04-19,55.27000355632793,18.371419808542402,8.368746232646041,2.8789173461317543,5.787702629504379,3.9215961053809716,1.2577102850133977,2.2708510314503147,1.3816829159975352,0.4913700890052699
2024-04-22,55.26825262131443,18.370837808178354,8.367095128398399,2.874470189523749,5.7875192770431925,3.93038177538957,1.2576704411770816,2.270779091657921,1.3816391447502125,0.4913545225670924
2024-04-24,55.31403223805136,18.38605467996472,8.374025733040527,2.792632357757494,5.792313175923551,3.9350245094924117,1.2587121906091283,2.2726600159061086,1.382783579529955,0.491761519724741
2024-04-26,55.306250928273336,18.40328162036394,8.372847715715057,2.7922395037818815,5.791498341399117,3.9295175989801185,1.2585351210830023,2.272340309117643,1.381796520186677,0.49169234109922655
2024-04-29,55.251733634407344,18.553388766447444,8.290367293801726,2.7944355639106364,5.785789460184009,3.92524825948846,1.2572945392701844,2.2701003842932974,1.3804344353284626,0.49120766286843986
2024-04-30,55.16983179587489,18.861883341401914,8.06066832980405,2.780410996421857,5.777212954742817,3.958958766939829,1.2554308016538336,2.2667353243594843,1.3783881625549235,0.49047952624640445
2024-05-02,55.175284090869084,18.878572275653454,8.056523324606456,2.755978168226263,5.777783902092994,3.964291641494978,1.2555548727059394,2.2669593400807555,1.3785243851721423,0.4905279990979368
2024-05-03,55.246265673842686,18.9226509847697,8.061939856581029,2.7595236632109237,5.646673490142654,3.9644436227282505,1.2571701117363017,2.2698757249285566,1.3802978213155084,0.4911590507443861
2024-05-06,55.235333545373244,18.983217556287403,8.060344560299008,2.758977608797422,5.601033137172379,3.963659138809475,1.2569213429733488,2.2694265620261973,1.380024688047139,0.4910618602143806
2024-05-09,55.25173336099593,18.988853826548947,8.062737741550201,2.7301059656694466,5.602696129044615,3.964835981147437,1.2572945330485032,2.2701003730597793,1.3804344284974275,0.4912076604377146
