date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,80.25939695317564,10.002012893523716,3.850853619552814,0.11819104385066624,1.1379915283813788,1.485575957377766,1.4446587945383427,0.0,1.2100717863064552,0.4912474232932283
2024-03-04,80.2688993733654,10.005464485091062,3.835319934828462,0.11312088750137066,1.1337528230084901,1.4898692486201137,1.4445364345461387,0.0,1.2095750233964777,0.4994617896424836
2024-03-05,80.63584153427304,9.613695254745014,3.8521596441969446,0.11703474055661202,1.1364465127411336,1.4776336159440662,1.4521997692255495,0.0,1.2149933482104194,0.4999955801072144
2024-03-06,80.63487955249575,9.612290181817109,3.836979677488302,0.13102659864828872,1.133746407549692,1.4821486891409008,1.4519396463747836,0.0,1.2158849205754072,0.5011043259097752
2024-03-07,80.27501487858795,9.755582117278347,3.807453584951738,0.13362236891768972,1.1337552773904487,1.746720085068748,1.4450017934818098,0.0,1.205835727701766,0.4970141666215084
2024-03-08,80.29435587547229,9.69518038655468,3.80747959900037,0.13225491993388883,1.1338316020486083,1.7884570008395815,1.444374292817683,0.0,1.2057365673255878,0.4983297560073067
2024-03-11,80.71830658655011,9.26160405156657,3.828330094420444,0.13294957042118866,1.1428549611206027,1.7564317167086008,1.44991528896538,0.0,1.2103650484988102,0.4992426817482841
2024-03-12,80.6923774438171,9.240876382734049,3.868932509656401,0.13102967064828405,1.1480857227934176,1.758725733488165,1.4405575788554874,0.0,1.2159134277526438,0.5035015302544595
2024-03-13,80.60244052451353,9.269106227874053,3.8672447191051487,0.13071009006992332,1.149329737294521,1.7625072787692198,1.4423191273131306,0.06909934449008967,1.2123146407743866,0.4949283097960117
2024-03-14,80.56736621003228,9.305013494882687,3.8719871842290363,0.13389004075059927,1.1514203250318373,1.7646920029824713,1.437487030040279,0.06907160933258362,1.2062138459780996,0.4928582567401348
