date,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,29.930103461630676,24.987551408074065,0.0,0.0,45.082345130295266,0.0
2024-03-04,0.0,0.0,24.354487420202776,20.37701840030041,18.508449117536614,0.0,36.76004506196019,0.0
2024-03-05,0.0,0.0,24.3351663211034,20.38222302352835,18.513176477658583,0.0,36.76943417770966,0.0
2024-03-06,0.0,0.0,24.30626464051895,20.43816445432158,18.50261276953571,0.0,36.75295813562376,0.0
2024-03-07,0.0,51.54841848865278,11.773784492031893,9.899492260998647,8.961982487695638,0.0,17.816322270621033,0.0
2024-03-08,86.72877617280226,6.854906632043602,1.5594633527556765,1.3108853566179293,1.1867408246452227,0.0,2.359227661135317,0.0
2024-03-11,86.72627037165911,6.8547085774458925,1.5601887597260193,1.31084748201425,1.186706536873087,0.0,2.361278272281638,0.0
2024-03-12,86.72535161418597,6.854635960294194,1.5612316076640667,1.3108335952079213,1.186693965186394,0.0,2.3612532574614513,0.0
2024-03-13,86.72192732600216,6.854365309919347,1.5649257854410668,1.3107818378854377,1.1866471094279893,0.0,2.3613526313239976,0.0
2024-03-14,86.71975596628666,6.854193689048269,1.56257538540268,1.3155640539865656,1.1866173979373735,0.0,2.3612935073384516,0.0
2024-03-19,86.71524656660067,6.853837273159816,1.5656718902914573,1.315495645074826,1.1865556942106732,0.0,2.3631929306625654,0.0
2024-03-20,86.71366003750263,6.853711876384767,1.5645840116038054,1.315471576964524,1.186533985166303,0.0,2.3660385123779606,0.0
2024-03-21,86.71441154404923,6.853771274285182,1.5637309181062014,1.3154829775385688,1.1865442682988245,0.0,2.366059017721995,0.0
2024-03-22,86.71324253949405,6.853678877996064,1.559087750227036,1.3154652433976617,1.1865282723919175,0.0,2.3719973164932724,0.0
2024-03-25,86.71432804267857,6.8537646744676275,1.5579517311329099,1.315481710798361,1.1865431257197425,0.0,2.3719307152027835,0.0
2024-03-26,86.68769931090542,6.851659981214825,1.5840424783300004,1.312671117259671,1.186178755270876,0.0,2.3777483570192044,0.0
2024-03-27,86.68728206284368,6.85162700258153,1.5803767971768274,1.3126647990682352,1.1861730459166027,0.0,2.3818762924131227,0.0
2024-03-28,86.65958577659167,6.849437931494746,1.6143236070696885,1.3097433259146622,1.1857940677384622,0.0,2.381115291190778,0.0
2024-04-02,86.64616111734877,6.848376867454206,1.6324513548066533,1.3066538605607894,1.1856103733306367,0.0,2.3807464264989404,0.0
2024-04-03,86.64157600671727,6.8480144674912005,1.632364969328453,1.3086052073462389,1.1888189061076484,0.0,2.3806204430091897,0.0
2024-04-05,86.6340741450524,6.847421532094803,1.6365528814577146,1.3148414691013217,1.1886197666457035,0.0,2.3784902056480557,0.0
2024-04-08,86.63332403033566,6.847362244202439,1.6365387114857581,1.3166579745690485,1.1886094750694574,0.0,2.3775075643376367,0.0
2024-04-09,86.63357406713128,6.847382006719151,1.635581384676793,1.3173352097158595,1.1886129055750707,0.0,2.3775144261818473,0.0
2024-04-10,86.62974032819271,6.847078993997939,1.64214685833833,1.3172769145416963,1.1885603066649133,0.0,2.375196598264404,0.0
2024-04-11,86.61874104785294,6.846209628107214,1.6546352439230725,1.31710966137883,1.1884093965044509,0.0,2.3748950222335,0.0
2024-04-15,86.61749130636483,6.84611085049737,1.6536494992160267,1.3170906580249564,1.1883922500473483,0.0,2.3772654358494707,0.0
2024-04-16,86.62657358237259,6.846828699368148,1.6469928888116745,1.312322702480513,1.1885168589024144,0.0,2.3787652680646625,0.0
2024-04-17,86.62007414519056,6.846314994032852,1.6543721393689492,1.3122242412507241,1.1884276866040682,0.0,2.378586793552845,0.0
2024-04-18,86.61432545598979,6.845860626642156,1.6608990149737723,1.312137153247174,1.1883488145703587,0.0,2.378428934576757,0.0
2024-04-19,86.61415883869641,6.845847457472247,1.6609920034041246,1.3121346291296003,1.1922900500432874,0.0,2.3745770212543302,0.0
2024-04-22,86.61407553029011,6.845840872906293,1.6610865891640407,1.3121333670744553,1.1922889032586825,0.0,2.3745747373064177,0.0
2024-04-23,86.61640822624551,6.8460252455410835,1.6585343050550811,1.3121687055362419,1.19232101406152,0.0,2.3745425035605634,0.0
2024-04-24,86.61890768277613,6.846222798670556,1.655792691753904,1.3122065702862067,1.1923554204125362,0.0,2.374514836100667,0.0
2024-04-25,86.61882436523439,6.846216213382552,1.6558872877008695,1.312205308092667,1.192354273502177,0.0,2.3745125520873462,0.0
2024-04-30,86.62274046297104,6.846525735614171,1.6545192568245795,1.3161123530159242,1.2116467766838606,0.0,2.348455414890423,0.0
2024-05-02,86.62190722103173,6.846459877476333,1.6538299972806505,1.3177349579914868,1.211635121604553,0.0,2.348432824615239,0.0
2024-05-03,86.62274046297104,6.846525735614171,1.6538459059642439,1.3167857038762598,1.2116467766838606,0.0,2.348455414890423,0.0
2024-05-06,86.63349072137237,6.847375419200905,1.6480864505089672,1.3169491227025423,1.2117971473125302,0.0,2.342301138902681,0.0
2024-05-08,86.63365741305054,6.847388594250072,1.6478972113892605,1.3169516566470656,1.2117994789339206,0.0,2.342305645729133,0.0
2024-05-09,86.6376582057747,6.847704810640853,1.6440287208584894,1.316339007419584,1.2118554405391815,0.0,2.342413814767184,0.0
2024-05-10,86.64299317091456,6.848126477929759,1.637972166596317,1.316420064812665,1.211930064053525,0.0,2.3425580556931704,0.0
2024-05-13,86.63657462125902,6.847619165817869,1.6452588673064712,1.3163225438563324,1.211840283760734,0.0,2.342384517999571,0.0
