date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,PUBLIC BANK (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,99.4771193004114,0.1912543548066926,0.05269051776179163,0.0,0.0007843552345340334,0.23678524285088554,0.008981837356726637,0.0,0.0,0.0323843915779614
2024-03-04,99.47512959510566,0.18646190877273658,0.0526893359169691,0.0,0.0010854823038520904,0.23661889184718338,0.009764875536709749,0.003919126208661469,0.0001537199297383094,0.03417706437848412
2024-03-05,99.47484984294127,0.1816381726863287,0.05268876125145054,0.0,0.0028328078083233346,0.2363820737834249,0.009142576104898823,0.003955683048108346,0.00018299792043432393,0.038327084455764805
2024-03-06,99.47483585661446,0.18169650592030512,0.05268869568638271,0.0,0.00289136354489041,0.23638177963328103,0.009157204543437727,0.003860519325506841,0.0001976375081317495,0.03829043722359933
2024-03-07,99.46087624012713,0.19363576662474455,0.0526887496811326,0.0,0.0011196542305120926,0.23638934178973273,0.00906205502990305,0.0038605232817212187,0.0004977542342757734,0.041869915000844464
2024-03-08,99.44509593316617,0.19963867885509218,0.05268930891897955,0.0,0.0016116428375509487,0.236589490632167,0.010306550008047125,0.0038605642572756057,0.0005050795103375366,0.04970275181437499
2024-03-11,99.4439964577424,0.19539093449293404,0.05268876904213416,0.0,0.0016701856671775144,0.2367700643841166,0.010394283417592458,0.004072802319400312,0.0005563137603781878,0.054460189173864706
2024-03-12,99.43940738697091,0.19521252718856738,0.05268803240847754,0.0,0.0016628425010049796,0.23664963708892456,0.010108665289817655,0.004153263349342895,0.0005563059826402185,0.05956133922030866
2024-03-13,99.43959419728236,0.19515995994217214,0.05268767374090721,0.0,0.0017287090729911163,0.23650163080976824,0.010079317413341097,0.00412395601356309,0.000556302195652813,0.05956825352924463
2024-03-14,99.44303169628606,0.19257957853943078,0.052688630198613126,0.0,0.0012383072479437876,0.23640344552575848,0.010145379474198083,0.003970313006352842,0.000527032699958342,0.05941561702169252
2024-03-15,99.43326442098694,0.20121063743454248,0.05268886546167651,0.0,0.002497340959927782,0.23641914096710587,0.00999170621772554,0.003984970597018157,0.0005270350532426658,0.059415882321815536
2024-03-18,99.43882682937635,0.19544403347701494,0.05268893488396552,0.0,0.0028035373799053616,0.23641945247045265,0.010035639028329636,0.0038605368515981404,0.00040259675168353754,0.05951843978070625
2024-03-19,99.44118532293548,0.19697184488979735,0.05268879603957045,0.0,0.0015753203383823224,0.2364554290728319,0.007122283765838016,0.0038824864433715145,0.0006002335753327002,0.059518282939392514
2024-03-20,99.44648898543005,0.18780171065520576,0.05269112910824281,0.0,0.0015241483733852783,0.23656838279953912,0.006500378250641791,0.008318727301834833,0.0005343779417757329,0.05957216013932759
2024-03-21,99.44742763171028,0.18788928489819626,0.052695159798544285,0.0,0.0010118085629003618,0.23676949961163088,0.008484813865867299,0.005617986333620851,0.0005344188198518661,0.059569396399104586
2024-03-22,99.44769300259124,0.18609754033126766,0.05320082507854301,0.0,0.0035594844036656668,0.23653758886579396,0.007525863242155252,0.004666328045281866,0.0010176021309918095,0.059701765311066225
2024-03-25,99.4375279669926,0.1905479786838399,0.05691213973342639,0.0,0.0022484468068339654,0.23685084342623414,0.0076575891640293286,0.004695580965400011,0.003784869596370137,0.05977458463126145
2024-03-26,99.41132860948305,0.20810909808859435,0.05997040398651242,0.0,0.002141350063420662,0.23674571699599137,0.007590633907150503,0.006135518179389798,0.008323320577724877,0.05965534871816544
2024-03-27,99.41654017902604,0.18856556310387948,0.06571420882668315,0.0,0.0028554065630432553,0.2410668858083988,0.007634541821541291,0.004377039620142771,0.013591242878079746,0.059654932352196925
2024-03-28,99.41390449039757,0.19031860239874035,0.06687727621174414,0.0,0.002606220934930064,0.2410747038202486,0.0075976923128372766,0.004376915513682728,0.013583530904532607,0.05966056750572223
2024-04-02,99.41431936076998,0.18897871929375964,0.06687758980270264,0.0,0.003463450290483522,0.24108316087400636,0.008257125734842887,0.004376936037262769,0.01299746322414488,0.059646193972809174
2024-04-03,99.41431936076998,0.18894208608286858,0.06687758980270264,0.0,0.0033755305843449998,0.24111979408489742,0.008286432303555727,0.004406242605975609,0.013026769792857723,0.059646193972809174
2024-04-05,99.41714795465793,0.1871473924052891,0.0668774472164491,0.0,0.002217916391472773,0.24139769181502685,0.008227801624021947,0.004376926705423608,0.012960802380137868,0.059646066804241026
2024-04-08,99.41728613592407,0.18726494771508978,0.06687756481331529,0.0,0.002115347339274802,0.24137613636882913,0.008242469370615655,0.004376934401782926,0.01285825221816042,0.059602211848851866
