date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,OCBC SECURITIES BROKERAGE (HK) LTD,CGS INTERNATIONAL SECURITIES HK LTD,CHINA GALAXY INTERNATIONAL SECURITIES,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,23.277268006787928,0.0,9.491185697440926,0.0,0.0,0.0,0.982903167303318,0.9889269303418917,0.48422432593258025,35.224508127806644
2024-03-04,23.281732871884323,0.0,9.496232936245548,0.0,0.0,0.0,0.983563190839307,0.9887328057724832,0.48034183454441015,35.23060363928607
2024-03-05,23.284761215167098,0.0,9.499455404097729,0.0,0.0,0.0,0.9851938372223383,0.9838408666233889,0.48073008368322717,35.23398140679378
2024-03-06,23.285615363272495,0.0,9.499455404097729,0.0,0.0,0.0,0.9851938372223383,0.9824043448097659,0.48034183454441015,35.23301078394674
2024-03-07,23.27959750162083,0.0,9.499455404097729,0.0,0.0,0.0,0.9798359991066636,0.9825984693791744,0.48034183454441015,35.22182920874881
2024-03-08,23.279908100931884,0.5812559001299534,9.499882478150427,0.0,0.0,0.0,0.9798359991066636,0.982132570412594,0.48119598264980756,35.80421103138133
2024-03-11,23.279908100931884,0.5812559001299534,9.499882478150427,0.0,0.0,0.0,0.9798359991066636,0.9819772707570671,0.48119598264980756,35.8040557317258
2024-03-12,23.279908100931884,0.5765969104641493,9.499882478150427,0.0,0.0,0.0,0.9798359991066636,0.9815890216182501,0.48119598264980756,35.79900849292118
2024-03-13,23.280373999898462,0.5765969104641493,9.499882478150427,0.0,0.0,0.0,0.9798359991066636,0.9812007724794332,0.48107950790816245,35.7989696680073
2024-03-14,23.282625844903603,0.5765969104641493,9.500309552203126,0.0,0.0,0.0,0.9798359991066636,0.9806183987712077,0.48107950790816245,35.80106621335691
2024-03-15,23.27253136729436,0.5765969104641493,9.500309552203126,0.0,0.0,0.0,0.9798359991066636,0.9805019240295625,0.48107950790816245,35.79085526100602
