date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FORTUNE ORIGIN SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA CITIC BANK INTERNATIONAL LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-10-02,47.27674956572394,28.241187584976547,9.330755665892733,5.264226547830511,5.104937012689134,4.782143622887137
2024-10-03,47.2769551799603,28.241310410472636,9.330796246859453,5.263814526617281,5.104959214886517,4.782164421203818
2024-10-04,47.19095915070096,28.18993991617713,9.313823676946619,5.436138140667197,5.095673375298497,4.773465740209593
2024-10-10,47.204484300076146,28.198019284664355,9.316493062327888,5.4090356960430475,5.097133819095538,4.77483383779302
2024-10-16,47.20858436093761,28.200468492551146,9.31730226910426,5.409505511059235,5.097576543111851,4.766562823235907
2024-10-17,47.209055913600714,28.20075017873595,9.31739533689601,5.408560674432903,5.0976274613045245,4.7666104350298975
2024-10-24,47.1885623193038,28.18850814758647,9.313350627332492,5.449623105019261,5.095414565768973,4.764541234989005
2024-10-29,47.19210643821454,28.190625258595603,9.314050110861093,5.442521855006521,5.09579725924877,4.764899078073472
2024-11-04,47.19620434904568,28.19307318214263,9.314858893297643,5.442994454577543,5.0962397511051,4.756629369831403
2024-11-06,47.196409263268954,28.193195589479675,9.314899336106581,5.44258391149227,5.0962618777151665,4.756650021937355
2024-11-07,47.19681909705368,28.193440407342557,9.31498022277802,5.441762814626773,5.096306131511713,4.75669132668726
2024-11-18,47.028625835100904,28.092968663727152,9.281784830828558,5.778735912835091,5.07814464587417,4.739740111634127
2024-11-22,47.02923622528681,28.093333285743228,9.281905300229223,5.777513003726414,5.078210555723743,4.739801629290586
2024-11-25,47.02929726517686,28.093369748465406,9.281917347341283,5.777390711069592,5.078217146802801,4.739807781144061
2024-12-13,47.01912613717257,28.087293934528144,9.279909926968132,5.7977684389053294,5.0771188697789595,4.738782692646866
2024-12-16,47.09634930202836,28.1334238801067,9.295151044211497,5.64305279326779,5.0854574166573,4.746565563728358
2024-12-18,47.0954311076969,28.132875388541766,9.294969825175938,5.644892384135082,5.085358270157793,4.746473024292517
2024-12-27,47.09632889732091,28.1334116911729,9.295147017045048,5.643093673844141,5.085455213359754,4.746563507257248
2024-12-30,47.10041019069029,28.13584968813109,9.295952519783294,5.643582695416163,5.077230069036083,4.746974836943087
2025-01-09,47.11061651947058,28.14194652956553,9.2979668875427,5.623136321092832,5.078330269207758,4.748003473120596
2025-01-10,47.11153530602692,28.142495374901266,9.296197948504906,5.623245987712331,5.078429310611261,4.748096072243316
2025-01-15,47.17286868233869,28.17913341371636,9.308300445342264,5.500379158361132,5.08504079575937,4.754277504482186
2025-01-17,47.173052922732545,28.1792434713572,9.307946235922477,5.5004006408795965,5.085060656114383,4.754296072993798
2025-01-27,47.175100135056056,28.180466391879143,9.308350181418055,5.496299554933511,5.085281337164178,4.754502399549051
2025-02-11,47.175202500336596,28.180527540691543,9.308370379613184,5.49609449129231,5.085292371719466,4.754512716346906
2025-02-12,47.1772498992428,28.181750572670317,9.308774361924305,5.491993031573737,5.085513072882105,4.754719061706736
2025-02-19,47.18953802564192,28.189090994461008,9.311198992360046,5.4673767951920675,5.086837682255848,4.75595751008911
2025-02-20,47.18959948235722,28.18912770617747,9.3112111186857,5.467253681791212,5.086844307036432,4.755963703951965
2025-02-28,47.190439406843026,28.18962944255272,9.311376848301906,5.465571099840654,5.086934847433803,4.756048355027888
2025-03-06,47.19060329803379,28.189727344415783,9.311409186475876,5.465242784183602,5.086952514228603,4.75606487266235
2025-03-07,47.193676468652434,28.191563130266523,9.312015568830205,5.459086443344266,5.087283789353577,4.756374599552992
2025-03-10,47.18486778361082,28.18630118377226,9.31027748401914,5.47760061355833,5.085466111326833,4.755486823712615
2025-03-12,47.1849906728737,28.18637459276838,9.3103017319018,5.477354437431684,5.085479356021823,4.755499209002602
2025-03-13,47.182698031322964,28.18759813233374,9.310705881874933,5.477592203372303,5.085700111095534,4.755705640000532
2025-03-18,47.18306670104215,28.18781838073669,9.310778632596408,5.477635003433845,5.0849584827074255,4.755742799483478
2025-03-20,47.18933496786786,28.191563130266523,9.312015568830205,5.465077714426984,5.085634019055437,4.756374599552992
2025-03-21,47.18974471649528,28.191807919778928,9.312096425778083,5.464256860420962,5.085678178007037,4.756415899519712
2025-03-26,47.199990745304206,28.19792903948104,9.314118305930714,5.443730876364455,5.086782401084272,4.757448631835313
2025-04-09,47.20224546876926,28.19927604254751,9.314128968539896,5.439648232497958,5.087025394514149,4.757675893131228
2025-04-17,47.20353690740938,28.200047565900753,9.31438380018889,5.437061090914258,5.087164573934376,4.757806061652335
2025-04-29,47.205586955127075,28.20127229283731,9.31478832350435,5.432954226264081,5.087385509288113,4.758012692979072
