date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FORTUNE ORIGIN SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA CITIC BANK INTERNATIONAL LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-13,62.603338159754564,37.39666184024544,0.0,0.0,0.0,0.0
2024-03-27,58.56621959851853,34.985053097301794,0.0,6.448727304179676,0.0,0.0
2024-03-28,58.65153873258999,35.03601924222574,0.0,6.312442025184266,0.0,0.0
2024-04-02,58.645210272774875,35.032238880369135,0.0,6.3225508468559966,0.0,0.0
2024-04-03,58.64657077638674,35.033051589323655,0.0,6.320377634289604,0.0,0.0
2024-04-17,52.53565323739227,31.38264054964025,10.42087257148272,5.660833641484768,0.0,0.0
2024-04-18,52.543271370788105,31.38719130950119,10.42238368997956,5.6471536297311475,0.0,0.0
2024-04-26,52.57427455502103,31.405711337838504,10.380168626666958,5.639845480473514,0.0,0.0
2024-05-14,52.57478310875463,31.406015126942442,10.38026903458614,5.638932729716782,0.0,0.0
2024-05-22,52.577834637777485,31.40783798499312,10.380871522896145,5.6334558543332465,0.0,0.0
2024-06-03,49.92046995658978,29.820437515788207,9.856206299709664,5.348732325426654,0.0,5.0541539024857
2024-06-04,49.91817754043963,29.819068120575675,9.855753689257071,5.353078840890913,0.0,5.053921808836711
2024-06-05,49.92276258330103,29.82180703678128,9.856658951735055,5.344385410729876,0.0,5.054386017452759
2024-06-07,49.92345041237816,29.822217917609002,9.856794755450224,5.343081258462278,0.0,5.054455656100341
2024-06-11,47.369869853392146,28.296813818509136,9.352620479563392,5.069783072660024,5.114992128734893,4.795920647140413
2024-06-14,47.36984921098847,28.296801487585377,9.352616403964959,5.069824440471774,5.114989899770941,4.79591855721848
2024-06-18,47.37191354041384,28.29803463316063,9.35302398139171,5.065687480822801,5.115212805782602,4.796127558428411
2024-06-21,47.37232642788984,28.298281275173203,9.353105501139929,5.064860045624359,5.1152573893163185,4.79616936085635
2024-06-24,47.37852060382435,28.301981421357276,9.354328467909278,5.052446786585039,5.1159262355944914,4.796796484729569
2024-06-27,47.38884783081289,28.308150482413613,9.356367456720713,5.031750806179889,5.117041368165503,4.797842055707394
2024-06-28,47.39050060494129,28.309137781765287,9.353206091597293,5.031926297839502,5.117219834491956,4.798009389364674
2024-07-22,47.345503703957384,28.282258482043925,9.344325297281697,5.122097723641287,5.1123610752202415,4.793453717855465
2024-07-23,47.34756591197741,28.28349036037879,9.344732304094642,5.1179651671007305,5.11258375216284,4.793662504285586
2024-07-25,47.348390845487025,28.283983141760842,9.344895116747573,5.116312043682745,5.11267282837144,4.7937460239503755
2024-08-07,47.350453305028196,28.285215170344102,9.345302173201882,5.116534906305987,5.1128955324732575,4.789598912646573
2024-08-12,47.348390845487025,28.283983141760842,9.344895116747573,5.120667777149299,5.11267282837144,4.789390290483821
2024-08-16,47.350453305028196,28.285215170344102,9.345302173201882,5.116534906305987,5.1128955324732575,4.789598912646573
2024-08-26,47.348390845487025,28.283983141760842,9.344895116747573,5.120667777149299,5.11267282837144,4.789390290483821
2024-08-27,47.333958657938865,28.275361945939366,9.342046714161246,5.149587795182285,5.1111144427153725,4.787930444062869
2024-08-28,47.327776127649344,28.271668756385093,9.340826501687706,5.161976692351591,5.110446853932368,4.787305067993895
2024-08-29,47.32365533796919,28.269207165953762,9.340013203776804,5.1702341593130265,5.110001891621021,4.786888241366192
