date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,PHILLIP SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,2.4139587657804733,2.4613475360670147,0.0,0.0,0.0,0.0,0.0,0.07652929313821812,0.0,4.951835594985706
2024-03-04,13.866457860873291,2.4709863857637786,2.3984103181579783,0.0,0.0,0.0,0.0,0.0,0.07652929313821812,0.029252509732369085,18.841636367665636
2024-03-05,13.85788894388098,2.4768959836895097,2.3981148382616917,0.0,0.0,0.0,0.811387795202884,0.0,0.07652929313821812,0.029252509732369085,19.650069363905654
2024-03-06,13.84488782844437,2.4736457048303575,2.3981148382616917,2.177982315528207,0.0,0.0,0.8128651946843167,0.0,0.07652929313821812,0.029252509732369085,21.813277684619532
2024-03-07,13.841933029481506,2.481328182133808,2.3930916800248205,2.177982315528207,0.0,0.0,0.8128651946843167,0.0,0.07652929313821812,0.030729909213801865,21.81445960420468
2024-03-08,13.841933029481506,2.4875332599558257,2.381272484173358,2.177982315528207,0.0,0.0,0.8137516343731763,0.0,0.07977957199737024,0.03132086900637498,21.81357316451582
2024-03-11,13.839273710414929,2.484873940889247,2.366203009462744,2.1762094361504882,0.0,0.0,0.8155245137508957,0.0,0.08391629054538202,0.03516210765810021,21.801163008871786
2024-03-12,13.829818353733758,2.479555302756089,2.360588891433299,2.1762094361504882,0.0,0.6710348444667695,0.8167064333360419,0.0,0.08568916992310135,0.03545758755438677,22.455060019353933
2024-03-13,13.825681635185747,2.4777824233783696,2.3511335347521296,2.177982315528207,0.0,0.6710348444667695,0.8167064333360419,0.0,0.08834848898968037,0.03486662776181366,22.443536303398755
2024-03-14,13.823022316119168,2.478668863067229,2.342564617759819,2.1785732753207805,0.0,0.6710348444667695,0.8167064333360419,0.0,0.09514452660427115,0.036048547346959885,22.441763424021037
2024-03-15,13.816521758400862,2.4866468202669663,2.3413826981746726,2.1785732753207805,0.0,0.6710348444667695,0.8167064333360419,0.0,0.10105412453000229,0.03693498703581955,22.448854941531916
2024-03-18,13.81061216047513,2.497579576429569,2.3413826981746726,2.1785732753207805,0.0,0.6710348444667695,0.8167064333360419,0.0,0.1037134435965813,0.03693498703581955,22.456537418835364
2024-03-19,13.810316680578847,2.5011253351850073,2.3413826981746726,2.1785732753207805,0.0,0.6710348444667695,0.8167064333360419,0.0,0.10548632297430063,0.03693498703581955,22.461560577072238
2024-03-20,13.802043243482823,2.51117165165875,2.3413826981746726,2.1785732753207805,0.0,0.6710348444667695,0.8167064333360419,0.0,0.10725920235201997,0.03988978599868512,22.468061134790542
2024-03-21,13.791110487320218,2.5064439733181656,2.3413826981746726,2.1785732753207805,0.0,0.6710348444667695,0.8158199936471822,0.0,0.10844112193716621,0.039298826206112004,22.452105220391065
2024-03-22,13.78431444970563,2.506739453214452,2.3295635023232104,2.1785732753207805,0.0,0.6710348444667695,0.8158199936471822,0.0,0.15571790534301524,0.0413671854801179,22.483130609501156
2024-03-25,13.77131333426902,2.5215134480287795,2.4282537876829204,2.1785732753207805,0.0,0.6710348444667695,0.8365035863872411,0.0,0.15601338523930178,0.04195814527269101,22.605163806667502
2024-03-26,13.753584540491826,2.5247637268879317,2.482031128807074,2.1785732753207805,0.0,0.6668981259187577,0.8415267446241126,0.0,0.15719530482444802,0.042549105065264124,22.647121951940193
2024-03-27,13.82774999445975,2.499352455807288,2.4486419005266926,2.1785732753207805,0.0,0.6668981259187577,0.8542323801644346,0.0,0.15749078472073458,0.07475641376049877,22.70769533067894
2024-03-28,13.819476557363727,2.5664263922643364,2.3656120496701707,2.1785732753207805,0.0,0.6178484631351894,0.9050549223257223,0.0,0.15955914399474047,0.10341796370029474,22.715968767774964
2024-04-02,13.82774999445975,2.586519025211822,2.373294526973621,2.181528074283646,0.0,0.6122343451057449,0.927215914547214,0.0,0.16074106357988668,0.10814564204087965,22.777428586202568
2024-04-03,13.691829242167936,2.5986337009595712,2.3718171274921884,2.182709993868792,0.0,0.6122343451057449,0.9286933140286467,0.0,0.16251394295760604,0.11760099872204946,22.666032665302534
2024-04-05,13.69275187814409,2.596860821581852,2.3741809666624807,2.185369312935371,0.0,0.6092795461428794,0.9340119521618049,0.0,0.16280942285389258,0.12351059664778058,22.678774497130153
2024-04-08,13.696593116795816,2.6234540122476417,2.37506740635134,2.190983430964816,0.0,0.5874140338176741,0.9458311480132671,0.0,0.17167381974248927,0.12853375488465205,22.719550722817697
2024-04-09,13.690683518870085,2.6402963663359755,2.3789086450030656,2.191574390757389,1.9185509665886107,0.5593434436704512,0.9555819845907233,0.0,0.17433313880906828,0.13798911156582183,24.64726156619119
2024-04-10,13.687137760114645,2.6417737658174083,2.383340843447364,2.191574390757389,1.9185509665886107,0.5593434436704512,0.9659237809607529,0.0,0.1769924578756473,0.1362162321881025,24.66085364142037
2024-04-11,13.691274478662658,2.6574342003205955,2.382749883654791,2.191574390757389,1.9185509665886107,0.5593434436704512,0.9614915825164546,0.0,0.2337245979626661,0.1450806290766992,24.741224173210316
2024-04-12,13.638088097331078,2.658616119905742,2.3836363233436506,2.192165350549962,1.9185509665886107,0.5593434436704512,0.8994408042962776,0.0,0.24022515568097036,0.15424050586158244,24.644306767228326
2024-04-15,13.63690617774593,2.651820082291151,2.4536650587635647,2.1930517902388216,1.9185509665886107,0.5593434436704512,0.8994408042962776,0.0,0.24938503246585358,0.15630886513558834,24.71847222119625
2024-04-16,13.611494906665289,2.6630483183500404,2.5182421900969914,2.1971885087868332,1.9185509665886107,0.5593434436704512,0.9127373996291728,0.0,0.25529463039158473,0.1755150583942145,24.811415422573184
2024-04-17,13.580764997451485,2.668662436379485,2.519719589578424,2.200143307749699,1.9185509665886107,0.5593434436704512,0.9162831583846114,0.0,0.27154602468734534,0.19413029186026753,24.82914421635038
2024-04-18,13.59317515309552,2.6456150044691333,2.521196989059857,2.200143307749699,1.92032384596633,0.5593434436704512,0.9221927563103425,0.0,0.2774556226130765,0.18851617383082298,24.827962296765232
2024-04-19,13.579287597970053,2.6512291224985782,2.521196989059857,2.200143307749699,1.92032384596633,0.5593434436704512,0.9195334372437636,0.0,0.28247878084994793,0.19265289237883476,24.826189417387514
2024-04-22,13.540875211452802,2.7454872094139895,2.521196989059857,2.200143307749699,1.92032384596633,0.5593434436704512,0.8973724450222718,0.0,0.28277426074623446,0.19353933206769444,24.861056045149326
2024-04-23,13.485029511054641,2.828517060270512,2.521196989059857,2.200143307749699,1.92032384596633,0.564514341855466,0.8973724450222718,0.0,0.2845471401239538,0.19324385217140788,24.894888493274138
2024-04-24,13.37452002984347,2.9591191744291696,2.5052410746603826,2.200143307749699,1.9235741248254823,0.564514341855466,0.8982588847111315,0.0,0.2889793385682522,0.1985624903045659,24.912912766947617
2024-04-25,13.248941073921683,3.0911986880692606,2.501104356112371,2.200143307749699,1.9238696047217687,0.564514341855466,0.8938266862668331,0.0,0.2928205772199774,0.20210824906000457,24.918526884977062
2024-04-26,13.070471216564602,3.25341715113058,2.5108551926898275,2.200143307749699,1.9238696047217687,0.564514341855466,0.8953040857482658,0.0,0.2996166148345682,0.2065404475043029,24.924731962799083
2024-04-29,12.965575853382875,3.3884514637335363,2.5167647906155586,2.203098106712565,1.9238696047217687,0.564514341855466,0.8746204930082069,0.0,0.3087764916194515,0.22397376138520975,24.96964490703464
