date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,CHINA INDUSTRIAL SECURITIES,FUTU SECURITIES INTERNATIONAL,CHINA PA SECURITIES (HONG KONG) CO LTD,VALUABLE CAPITAL LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD
2024-03-01,90.92740017411752,7.950170078711889,0.4457049515791741,0.0,0.23425089078164407,0.0,0.0,0.0,0.44247390480977217,0.0
2024-03-04,90.84016283198537,8.034897692018005,0.4452773344332263,0.0,0.22147301974427486,0.0,0.0,0.0,0.45818912181912735,0.0
2024-03-05,90.80108268951548,8.450893577356732,0.4630110957750014,0.0,0.20165988491942566,0.0,0.0,0.0,0.08335275243336261,0.0
2024-03-06,90.28723186197185,8.344250461192953,0.44256699551729367,0.0,0.20675703374952095,0.0,0.2798349508506448,0.0,0.43935869671773203,0.0
2024-03-07,90.26149089904759,8.357017489152806,0.45669585980167676,0.0,0.20046150693596815,0.0,0.28510080986448805,0.0,0.4392334351974768,0.0
2024-03-08,90.33875785813011,8.293726871461054,0.4428195639573766,0.0,0.20063310892148556,0.0,0.28445316331535064,0.0,0.43960943421463283,0.0
2024-03-11,89.73224803592464,8.924474991807127,0.43984659397890224,0.0,0.1851146559435976,0.0,0.2816577061725552,0.0,0.43665801617317523,0.0
2024-03-12,89.66791758125045,9.320788784252636,0.4696240175600085,0.0,0.17790129575869149,0.0,0.2814557813495716,0.0,0.0823125398286483,0.0
2024-03-13,89.6850714298359,9.272601745472569,0.4882366478429429,0.0,0.18145125599674272,0.0,0.28147072881445945,0.0,0.09116819203738781,0.0
2024-03-14,89.68586526461138,9.271798684688033,0.4882409694008515,0.0,0.18145286208697345,0.0,0.2814732202129637,0.0,0.09116899899979641,0.0
2024-03-15,89.74734996413486,9.259406852456983,0.4397686919405258,0.0,0.1806540740150368,0.0,0.28160782125873385,0.0,0.09121259619386661,0.0
2024-03-18,89.801426609366,9.206503920960525,0.44003367152540873,0.0,0.17899074033051263,0.0,0.28177750210447033,0.0,0.09126755571308316,0.0
2024-03-19,88.22770484382073,10.774976494759201,0.46540376780304343,0.0,0.17237176585297906,0.0,0.2698749869415329,0.0,0.08966814082250932,0.0
2024-03-20,88.21474897491926,10.773141578667873,0.4775875127318946,0.0,0.17498193594442366,0.0,0.26987263752622553,0.0,0.08966736021032654,0.0
2024-03-21,88.16025752566557,10.763876805289717,0.5425439359665912,0.0,0.17226378980337567,0.0,0.2697059335305377,0.0,0.09135200974421437,0.0
2024-03-22,87.35158163441305,11.584566559729552,0.537790196281348,0.0,0.16816723584808033,0.0,0.2673427851943841,0.0,0.0905515885335817,0.0
