date,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CELESTIAL SECURITIES LTD,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,61.36422504349671,0.0,0.0,22.86409847486423,0.0,0.0,0.0,0.0,15.771676481639055
2024-03-04,61.19876817405704,0.0,0.0,22.921828351840283,0.0,0.0,0.0,0.0,15.879403474102686
2024-03-05,60.843113904937,0.0,0.0,23.25108038696597,0.0,0.0,0.0,0.0,15.905805708097034
2024-03-06,50.851560925166105,0.0,0.0,19.622665262561974,0.0,16.03360342273223,0.0,0.0,13.492170389539687
2024-03-07,41.87827597119058,0.0,0.0,16.16567644451185,17.575613430596665,13.204307925531253,0.0,0.0,11.176126228169652
2024-03-11,41.425103165658975,0.0,0.0,16.350965513347855,17.68308241337979,13.285047840909774,0.0,0.0,11.25580106670361
2024-03-12,41.5576059135105,0.0,0.0,16.083404877945593,17.739643697026754,13.327541527339957,0.0,0.0,11.291803984177202
2024-03-13,41.562368372746086,0.0,0.0,16.089651183755105,17.72760646539383,13.332717539552574,0.0,0.0,11.287656438552403
2024-03-14,41.73151229036931,0.0,0.0,16.155130287592602,17.79832351496748,13.386976913248,0.0,0.0,10.928056993822606
2024-03-15,34.08524162614308,0.0,18.347201170675298,13.170608513833784,14.537045216316313,10.934143473083777,0.0,0.0,8.925759999947749
2024-03-18,34.40058436942153,0.0,21.42116305316483,12.293379338626526,13.834748768502136,10.496241408786693,0.0,0.8106378297015318,6.743245231796748
2024-03-19,34.08880958043233,0.0,23.583650449996885,12.093995159280677,13.709363518307013,10.401113273309056,0.0,0.8032909650207528,5.319777053653285
2024-03-20,34.083468786804325,0.0,23.58556143672382,12.096132711086607,13.711631963652932,10.40195607707486,0.0,0.8033560558079182,5.317892968849533
2024-03-21,34.070168076810525,0.0,23.542775021035975,12.165471610371338,13.692535148178747,10.378464060807122,0.0,0.8018986927410536,5.3486873900552405
2024-03-22,34.03202466325702,0.0,23.51641759885361,12.26380716108214,13.6772056074035,10.321831783388852,0.0,0.8010009233670875,5.387712262647788
2024-03-25,33.869015441760276,0.0,23.841413113498568,12.2062136815022,13.611693471103223,10.272391475911432,0.0,0.8201372597339553,5.379135556490354
2024-03-26,33.761207415017466,0.0,23.75979884171811,12.491393928579631,13.56836626496489,10.239693558936198,0.0,0.8175266913877273,5.362013299395977
2024-03-27,33.67731066562957,0.0,23.685907686145,12.538018962786015,13.53301839573707,10.193689174406604,0.0,0.8154951339525284,5.556559981343208
2024-03-28,33.36482801838576,0.0,23.45481703842414,12.623098397285665,13.973225355478725,10.09910469258662,0.0,0.7773764620512053,5.7075500357878886
2024-04-02,33.28573246616335,0.0,23.631761613662118,12.593173743157646,13.94010005433194,10.075163485331727,0.0,0.7755335926524254,5.698535044700791
2024-04-03,33.24857305208296,0.0,23.58886552548646,12.766514699336884,13.924773778364944,10.06408646756378,0.0,0.7746809415368422,5.632505535628131
2024-04-05,33.21860644792619,0.0,23.56760511847284,12.783173678553064,13.912223519948286,10.055015807752289,0.0,0.7739827294034535,5.689392697943872
2024-04-09,33.22307909001765,0.0,23.570778323911576,12.773627198219586,13.911900072339382,10.056369641995833,0.0,0.7740869405099313,5.6901587330060455
2024-04-10,33.21596804351839,0.0,23.565733249665723,12.803562304339161,13.908922378187697,10.042951953763083,0.0,0.7739212554386133,5.688940815087332
2024-04-11,33.22906970169773,0.0,23.57502848325272,12.769168668132377,13.91440859332384,10.046913281141451,0.0,0.7742265198142654,5.691184752637613
2024-04-12,33.204746271063975,0.0,23.55777173862673,12.816128849423405,13.904223350243974,10.039559015720508,0.0,0.7736597917891181,5.703910983132291
2024-04-15,33.171698200310814,0.0,23.559894282196446,12.844313427751084,13.905476113883566,10.040463575017034,0.0,0.7737294981533037,5.704424902687748
2024-04-16,33.16721567574489,0.0,23.556710610252583,12.856090862350941,13.903597053067775,10.039106797189245,0.0,0.7736249433167707,5.703654058077793
2024-04-18,33.188144494938584,0.0,23.458894892578623,12.905894855540634,13.912370351125425,10.04544156622981,0.0,0.7741131077958362,5.715140731791093
2024-04-19,33.144502466562834,0.0,23.502829994358983,12.888296482304945,13.91770240031303,10.054927748186193,0.0,0.7744097940587349,5.7173311142152885
2024-04-22,33.14412885465598,0.0,23.502565065442358,12.888151202675852,13.91754551700069,10.054814406894284,0.0,0.7744010647462302,5.718393888584608
2024-04-23,33.14114026259703,0.0,23.459869539726355,12.8272517391767,13.916290577816904,10.067433204998357,0.0,0.7743312373302588,5.813683438354403
2024-04-24,33.14487608689273,0.0,23.462514045917338,12.817425219379974,13.91785928716229,10.068568053143732,0.0,0.7744185235680412,5.814338783935891
2024-04-25,33.24756638629347,0.0,23.013935422420033,12.97925632886899,13.960979953339143,10.099762747165318,0.0,0.8333548079557591,5.865144353957289
2024-04-26,33.15447216502758,0.0,22.965116413552224,13.118718097650229,13.931364800970139,10.07833831896273,0.0,0.8315870287814076,5.920403175055693
2024-04-29,33.19734910816692,0.0,22.965116413552224,13.11081971338772,13.931364800970139,10.07833831896273,0.0,0.8315870287814076,5.885424616178863
2024-04-30,5.468520088938248,0.0,3.782988817664976,2.1535803685314736,2.2948804747090574,1.6694740608395233,0.0,0.1301081989075558,0.9694919507168729
2024-05-03,33.08590902003925,0.0,22.883526667121398,13.029697794236183,14.261896817875751,10.086114830085597,0.0,0.7871870198528172,5.865667850788993
2024-05-06,33.082188752957165,0.0,22.880953582883926,13.02823270056854,14.260293172492227,10.084980720668629,0.0,0.7870985064631554,5.876252563966357
2024-05-07,33.120547620918074,0.0,22.918741399174923,13.03208166186553,14.276828012643595,10.096674277184531,0.0,0.7880111488492778,5.767115879364071
2024-05-08,33.12800626042446,0.0,22.923902625130278,13.035016444232243,14.280043107836457,10.09894801536389,0.0,0.7881886063947735,5.745894940617899
2024-05-10,33.120547620918074,0.0,22.918741399174923,13.065853568244783,14.276828012643595,10.096674277184531,0.0,0.7880111488492778,5.733343972984816
2024-05-16,33.16871496258485,0.0,22.881048070149713,13.078091085883123,14.297590859341469,10.111357909990776,0.0,0.7891571565384706,5.674039955511604
2024-05-21,33.173950854730386,0.0,22.884659988790734,13.075645364240298,14.299847824791136,10.101678598717786,0.0,0.7892817300036221,5.674935638726042
2024-05-22,33.17170669855465,0.0,22.893259105506306,13.099565140260166,14.298880466638694,10.100995238918049,0.0,0.789228336560178,5.646365013561959
2024-05-24,33.17133270204422,0.0,22.893000994004968,13.099417448382415,14.298719253004252,10.100881354606773,0.0,0.7892194383552563,5.647428809602113
2024-05-27,33.16385454242832,0.0,22.88783998594244,13.096464310037497,14.318039786866136,10.09860420753796,0.0,0.7890415163831423,5.6461556508045145
2024-05-28,33.27788770002471,0.0,22.96653930181415,13.141496203924003,14.023424320510955,10.133328027823344,0.0,0.791754617644418,5.6655698282584135
2024-05-30,33.26058235567301,0.0,22.95346562992383,13.187795315386907,14.016131784727309,10.128058440626852,0.0,0.7913428851924094,5.662623588469684
2024-05-31,5.468520088938248,0.0,3.773881243741447,2.168264008122469,2.307149584931612,1.6651990771611322,0.0,0.1301081989075558,0.9299018844778595
2024-06-03,33.25738659898366,0.0,22.95126020578104,13.180876294239157,14.031175608729077,10.132737218509714,0.0,0.7912668510661311,5.65529722269122
2024-06-04,33.26039435298422,0.0,22.953335887359216,13.182068355235499,14.02340070210144,10.13365360984476,0.0,0.7913384121922504,5.655808680282613
2024-06-07,33.26039435298422,0.0,22.953335887359216,13.249897361994833,14.02340070210144,10.13365360984476,0.0,0.7913384121922504,5.587979673523277
2024-06-11,33.25738659898366,0.0,22.95126020578104,13.257742216914153,14.022132559002607,10.132737218509714,0.0,0.7912668510661311,5.5874743497426955
2024-06-13,33.2055883358094,0.0,22.879397837543646,13.372527807957251,14.056724169192853,10.116955515772554,0.0,0.7900344557162862,5.578771878008004
2024-06-14,33.20521357491178,0.0,22.87913961884913,13.3723768845502,14.056565523891527,10.097655000485556,0.0,0.7900255393249009,5.599023857986905
2024-06-17,33.19023007238992,0.0,22.865431352402837,13.426131968442276,14.050222646906235,10.081817553723624,0.0,0.7896690486300255,5.596497357505081
2024-06-19,33.20896156459328,0.0,22.878335862198938,13.385173624970845,14.05025099094353,10.087507405420688,0.0,0.7901147122965739,5.5996558395761475
2024-06-21,33.211223170101405,0.0,22.877561180870202,13.384720390777954,14.049775236624148,10.087165833215108,0.0,0.7900879582914373,5.599466230119743
2024-06-24,33.21159802843966,0.0,22.87781940215051,13.384871465431786,14.049933817817351,10.087279688046728,0.0,0.7900968760918328,5.59840072202213
2024-06-25,33.05498851088999,0.0,22.7931779542705,13.360090980641424,14.378045508436955,10.049959612083253,0.0,0.7871737415752801,5.5765636921025905
2024-06-26,33.060045345782044,0.0,22.796664911694247,13.347513663448062,14.379568024850514,10.051497080063717,0.0,0.7872941653848722,5.577416808776544
2024-06-28,33.060045345782044,0.0,22.793290793842598,13.347513663448062,14.382942142702163,10.051497080063717,0.0,0.7872941653848722,5.577416808776544
2024-07-02,33.07052191033051,0.0,22.795085437619043,13.346314999139786,14.370577058442697,10.052288490871481,0.0,0.7873561534754433,5.577855950121033
2024-07-03,33.05787958108899,0.0,22.78412251363583,13.509867594441294,14.304367733938387,9.980983791627777,0.0,0.7870551598670095,5.575723625400714
2024-07-04,24.511402771991044,25.854737546496153,16.893727329613547,10.017152043625167,10.604582140920037,7.400593047028201,0.0,0.583577237007969,4.134227883317884
2024-07-08,24.51855700786808,25.86228386657694,16.879477888503157,10.020075787696564,10.597670239272666,7.402753086124328,0.0,0.5837475679043629,4.135434556053908
2024-07-09,24.51426396527747,25.857755546003503,16.87652239983148,10.01331866198985,10.618326690177653,7.401456911383036,0.0,0.5836453574369861,4.13471046790002
2024-07-10,24.514366163106054,25.857863344731317,16.86283534437448,10.032537405476209,10.612534479149565,7.401487767411419,0.0,0.5836477906035815,4.134727705147373
2024-07-11,24.514570561319562,25.8580789448834,16.86297594492667,10.03262105572068,10.612622965348796,7.401549480240008,0.0,0.583652656997635,4.133928390563249
2024-07-12,24.514376485134118,25.857874232452804,16.862842444646155,10.03254162978011,10.613330624539419,7.40149088388459,0.0,0.5836480363545357,4.133895663208269
2024-07-15,24.514172090156926,25.857658635714415,16.86270184632015,10.033291756817302,10.613242133140414,7.401429172033127,0.0,0.5836431700375339,4.133861195780133
2024-07-16,24.507837535989808,25.85097691957648,16.858344460810386,10.056539492229616,10.610499631499572,7.399516614928121,0.0,0.583492354449666,4.132792990516348
2024-07-17,24.521123432031693,25.864990942291882,16.867483505069828,10.02612869064659,10.59540135911993,7.403527952458893,0.0,0.5838086703527345,4.137535448028451
2024-07-18,24.522146020707588,25.866069573412233,16.868186918911,10.02487870952486,10.595843212344006,7.40133455553493,0.0,0.5838330165510989,4.1377079930142875
2024-07-19,24.538928652314976,25.883771968480552,16.888077462163096,9.957458603616018,10.603094866952546,7.396384515045558,0.0,0.5842325841268213,4.148051347300432
2024-07-23,24.542707333093777,25.88247584970204,16.887231798928298,9.956959988147682,10.602563921525268,7.396014144263638,0.0,0.5842033289307771,4.147843635408517
2024-07-26,24.539430529206868,25.879020167477744,16.884977110965522,9.968982027097807,10.601148326978272,7.395026670161182,0.0,0.5841253293966179,4.147289838715987
2024-07-30,24.541478429088478,25.88117986072222,16.88638622038171,9.961468628984168,10.602033029269057,7.395643810572175,0.0,0.5841740766644689,4.147635944317729
2024-08-01,24.54659967451709,25.886580671208502,16.881562937658558,9.963547359726729,10.604245431156011,7.38466648418825,0.0,0.584295980437637,4.148501461107223
2024-08-02,24.547419272140566,25.88744501006926,16.88212660387089,9.963880037158459,10.589574245697117,7.384913054189019,0.0,0.5960017995581507,4.148639977316539
2024-08-05,24.565053868818957,25.90604226653543,16.894254538397625,9.9818973482891,10.597181679649683,7.390218294702159,0.0,0.5964299607118052,4.068922042895243
2024-08-06,24.75564929310243,25.891335249330155,16.926406660407654,9.96203791314725,10.591165595383067,7.391866855964356,0.0,0.5935867782460648,3.887951654419021
2024-08-08,25.043451720417696,25.75800810323589,16.864161197743236,9.91156907122554,10.602240961268068,7.353802518890817,0.0,0.5905301096601956,3.8762363175585546
2024-08-09,25.046780188007244,25.76143154087141,16.86640257463482,9.897103605606498,10.603650080738106,7.35477989587612,0.0,0.5906085956593541,3.879243518606447
2024-08-12,25.023483886086535,25.72041025376994,16.863596473389762,9.94271585519595,10.643990507056213,7.3430684916710325,0.0,0.5896681384208385,3.873066394409727
2024-08-13,24.988253055812162,25.68419821341766,16.839854035771,9.928717399331239,10.769795787358976,7.332730107099931,0.0,0.5888379383496782,3.867613462859349
2024-08-14,24.972718980750503,25.689517117178728,16.843341376984554,9.930773523173574,10.772026088918064,7.334248631658162,0.0,0.588959879953575,3.8684144013828345
2024-08-15,24.965894381099286,25.682496629353874,16.838738391551715,9.955387839783358,10.76908228590062,7.332244312036733,0.0,0.5887989277002617,3.867357232574152
2024-08-19,24.962380133769535,25.67888151171285,16.836368138336447,9.963922636054184,10.771706465748284,7.33121221121946,0.0,0.5887160472302955,3.866812855928945
2024-08-20,24.96837562207696,25.685049090005705,16.84041191331992,9.96962862127452,10.74364984744037,7.331316608390486,0.0,0.5938267067573404,3.8677415907347004
2024-08-21,24.981862128759932,25.64533080553119,16.826774547666265,9.914519389908628,10.725382458192762,7.319979767350998,0.0,0.6838706809307813,3.90228022165944
2024-08-22,24.983721508587774,25.64723956679696,16.828026950909877,9.919392274726155,10.72618073974943,7.315562641361711,0.0,0.6756516705847296,3.9042246472833644
2024-08-23,24.99137053332056,25.64914861221899,16.829279540598094,9.906897780667242,10.726979140145847,7.316107173311583,0.0,0.6757019625362382,3.904515257201445
2024-08-26,25.00667509143866,25.664855989495162,16.839585685532057,9.921240293228674,10.733548274698236,7.320587511325974,0.0,0.6066007964958103,3.906906357785431
2024-08-27,25.007295941873984,25.663010442002328,16.84000376846653,9.921486611714938,10.733814760670265,7.320769262395505,0.0,0.6066158568093946,3.9070033560670554
2024-08-28,25.00543348304568,25.661099147775644,16.83874958193792,9.921575210924402,10.733015342448123,7.320224036259322,0.0,0.6065706781119243,3.9133325194969855
2024-09-02,24.98494581054756,25.67235864708867,16.84613803744632,9.931723737145242,10.719511358760144,7.323435981976566,0.0,0.606836827355734,3.9150495996797625
2024-09-03,24.98225710662729,25.708502191860727,16.84432517470384,9.914099115308908,10.663723529530188,7.322647885368956,0.0,0.6473333310375903,3.9171116655625027
2024-09-04,24.989497243548094,25.715952802712394,16.84920684812842,9.916972331877565,10.660189740525942,7.324770070449615,0.0,0.6475209354614062,3.895890027296568
2024-09-09,24.988876495951487,25.715314009713037,16.84878830810924,9.927490138053995,10.657440903838609,7.3245881206739725,0.0,0.6475048508215064,3.8899971728381555
2024-09-10,24.991359671391262,25.717869372143408,16.850462592958475,9.917711428195144,10.658499946869515,7.325315974018265,0.0,0.6483972877748476,3.8903837266490853
2024-09-11,25.001918675084273,25.728735330668574,16.85758201739506,9.880479548812453,10.653890350668192,7.328410965224792,0.0,0.6569556743639228,3.892027437782735
2024-09-12,25.072259745532087,25.701481283405116,16.839725044203604,9.870013311232247,10.642604851111955,7.320648094013077,0.0,0.6653629965618939,3.8879046739400223
2024-09-13,25.0748548713843,25.704565755668785,16.83015869090375,9.871197825928693,10.643882085646203,7.321526655670637,0.0,0.6654428477457826,3.888371267051849
2024-09-16,25.120089034169236,25.687344732705768,16.86850980683689,9.864584521271121,10.591260023465463,7.316621527925624,0.0,0.6658241385914682,3.8857662150344314
2024-09-17,25.126323709761788,25.69372019821565,16.89337938372833,9.877787968104917,10.562450710580071,7.318437475377007,0.0,0.7156283536288843,3.812272200603352
2024-09-19,25.132145533184563,25.699673488629166,16.897293616185177,9.880076672892061,10.566553068615384,7.320133173132255,0.0,0.8035099831688243,3.7006144641925665
2024-09-20,25.15087682314498,25.71882776399208,16.90988737209245,9.937127880204443,10.477537885948646,7.333870200898687,0.0,0.8297807070122499,3.642091366706462
2024-09-23,25.39241240391536,25.64661655650339,16.876447770720056,9.831602094610242,10.410133148909223,7.3132787638537335,0.0,0.8968180597950716,3.632691201692928
2024-09-24,25.383550898045943,25.64767554815271,16.87714462744656,9.790716387035618,10.39404633235983,7.313580741353301,0.0,0.9604442640237002,3.6328412015823366
2024-09-25,25.31859281678604,25.653819424745894,16.881187531593632,9.793061743952187,10.396536216398248,7.3153327027520945,0.0,1.0077581184911424,3.6337114452807664
2024-09-27,25.308552945094608,25.660390272821743,16.885511399192975,9.79557009250846,10.389284222209215,7.317206417500695,0.0,1.00884248371368,3.6346421669586224
2024-09-30,5.69370020747611,6.144214343964258,3.7985088671060914,2.203579090683091,2.3363955846853357,1.6460545850361632,0.0,0.2265741349547293,0.8176370957061971
2024-10-02,24.7706236678406,26.906268884484263,16.634136639268384,9.663580375637085,10.094620738428855,7.208275099814587,0.0,1.060567124554924,3.6619274699712996
2024-10-03,24.681086828483167,26.940915688925116,16.655556170964044,9.667059128124972,10.10843442287041,7.217557089034695,0.0,1.0399280539304734,3.689462617667126
2024-10-04,24.66279587603719,26.906291035925562,16.661129380337428,9.667224429228154,10.101757531097599,7.21220821625575,0.0,1.0815054777763817,3.707088053341935
2024-10-07,24.679284593936504,26.906510158953605,16.661265067456686,9.611110021633868,10.101839799132827,7.2122669519953275,0.0,1.0815142854843942,3.746209121406787
2024-10-08,24.598192436585396,26.951505866144558,16.68912767022372,9.588026413761673,10.118733087151467,7.224328012684275,0.0,0.9903268075201797,3.839759705928736
