date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CITIBANK N.A.,CMB WING LUNG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BANK OF CHINA (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,10.801152101751759,46.013993974407,0.0,0.0,43.18485392384124,0.0,0.0,0.0,0.0,0.0
2024-03-05,10.848500772305291,48.7364448478479,0.0,0.0,40.415054379846815,0.0,0.0,0.0,0.0,0.0
2024-03-06,10.806645863149658,47.89012443643923,0.0,0.0,40.25912790990483,0.0,1.0441017905062837,0.0,0.0,0.0
2024-03-07,10.648628096732104,47.47863416525048,0.0,0.0,39.670447800386775,0.0,1.0288346451831476,0.0,0.0,1.1734552924474886
2024-03-08,10.270261917871823,47.3914680433212,1.9533509786917786,0.0,38.26088070765349,0.0,0.9922781770784458,0.0,0.0,1.1317601753832551
2024-03-11,10.264863376803751,47.430696072749214,1.9518944448022102,0.0,38.23235113462574,0.0,0.9892787028846085,0.0,0.0,1.1309162681344853
2024-03-12,10.323725707126162,47.12924522834951,1.9630872928067982,0.0,38.45158885839069,0.0,0.9949515742763223,0.0,0.0,1.1374013390505142
2024-03-13,10.101586598025637,48.23908780712518,1.9486422692306125,0.0,37.6242129734806,0.0,0.9735428636443317,0.0,0.0,1.1129274884936342
2024-03-14,10.062392964557356,48.48975505380798,1.8912440531763337,0.0,37.4782329733583,0.0,0.9697655676925456,0.0,0.0,1.108609387407482
2024-03-15,10.012272444596764,48.75771343896966,1.8704366323471666,0.0,37.291554861059836,0.0,0.9649351903992089,0.0,0.0,1.1030874326273648
2024-03-18,9.785531113766986,49.91995875694998,1.8262830383289672,0.0,36.44703761238354,0.0,0.9430829395294601,0.0,0.0,1.0781065390410631
2024-03-19,9.706151835024263,50.32620319141776,1.811468407556533,0.0,36.151382780331595,0.0,0.9354327422469545,0.0,0.0,1.0693610434228955
2024-03-20,8.37786718547945,51.7416307820162,1.6900357647391933,0.0,36.323001625585526,0.0,0.8713552405090064,0.0,0.0,0.9961094016706178
2024-03-21,8.418519302547825,51.975698854262085,1.6982363640369469,0.0,35.994354722345356,0.0,0.8755833375247607,0.036664573119541535,0.0,1.000942846163484
2024-03-22,8.418491242512577,51.97585892559226,1.6982307035911464,0.0,35.994234748413376,0.0,0.8755804190900064,0.03666445091168324,0.0,1.0009395098889524
2024-03-25,8.28722946044614,52.74171717549879,1.6556740649091826,0.0,35.43300979003421,0.0,0.8609439514298859,0.036092775889815715,0.0,0.9853327817919689
2024-03-26,8.312160202975074,52.248099206719715,1.6507817863611263,0.0,35.868707295359584,0.0,0.8628428404070178,0.0691116776586596,0.0,0.9882969905188322
2024-03-27,8.246620780785667,52.62746682374143,1.6367214337666702,0.0,35.58448210467292,0.0,0.8556791409566505,0.06856403373050084,0.0,0.980465682346162
2024-03-28,8.389695336275386,53.95406493992223,1.6651176942255326,0.0,34.05336747051582,0.0,0.8705247263168314,0.06975358383948971,0.0,0.9974762489047027
2024-04-02,8.457283985671705,53.25162445614286,1.6751837746581493,0.0,34.66254238184815,0.0,0.8775378046420304,0.0703155292181114,0.0,1.005512067818993
2024-04-03,8.520974038870383,53.03857314421976,1.6671398504739168,0.0,34.82932726591731,0.0,0.8733240296066443,0.06997788698771189,0.0,1.00068378392428
2024-04-05,7.81032549484282,53.96914704393213,1.6541150087079612,0.0,34.63336434798975,0.0,0.8684103795716797,0.06958416502978203,0.0,0.995053559925883
2024-04-08,7.810299615167707,53.968968216046854,1.6541095277636586,0.0,34.633580941689324,0.0,0.8684075020759207,0.0695839344612116,0.0,0.9950502627953259
2024-04-09,7.716113793086176,52.21495611413223,1.634162320439786,0.0,36.52503697406825,0.0,0.8579352182308877,0.06874480915311601,0.0,0.9830507708895588
2024-04-10,7.393514363934208,52.36477501601994,1.6280015749088952,0.0,36.71346073250091,0.0,0.8524179720546615,0.06848564317525402,0.0,0.9793446974061324
2024-04-11,7.360878147447217,52.039135438755594,1.6279962656531173,0.0,37.03913592793716,0.0,0.851762950046637,0.10109752450970881,0.0,0.9799937456505644
2024-04-12,7.386146225929944,51.87515210549345,1.633584775146971,0.0,37.16628214267026,0.0,0.8540323610133344,0.10144456736689925,0.0,0.9833578223791363
2024-04-15,7.415192046772052,51.68655949379972,1.6400088032203306,0.0,37.31243754488711,0.0,0.8567337654322873,0.10184349539228815,0.0,0.9872248504962128
2024-04-16,7.560390001031678,53.10327363446715,1.672122054191225,0.0,35.68031116476432,0.0,0.8735095939342701,0.10383770769216341,0.0,1.0065558439191968
2024-04-17,12.049832954112297,25.256014239207147,2.665046568912701,0.0,56.867673390855344,0.0,1.3916753597439162,0.16549768356629357,0.0,1.6042598036022975
2024-04-18,21.92751627531415,17.582797860649734,2.586129652535818,0.0,54.85406545554916,0.0,1.342398004426597,0.15963763287258134,0.0,1.547455118651958
2024-04-19,21.526777914388326,19.089021095544698,2.538866599799398,0.0,53.851574885948175,0.0,1.3178648849775132,0.15672016048144433,0.0,1.5191744588604523
2024-04-22,21.77491566125818,18.156416724665267,2.5681319473671023,0.0,54.47231843199744,0.0,1.333004688809603,0.15852666341772237,0.0,1.5366858824846958
2024-04-23,22.018235717827785,17.24238674551954,2.59682909689606,0.0,55.08101000208387,0.0,1.3479001208440782,0.16029809240099135,0.0,1.553340224427671
2024-04-24,21.864250735680358,17.80574957753899,2.594072349561005,0.0,54.69579983127233,0.0,1.3384735537610197,0.15917704441090885,0.0,1.5424769077753877
2024-04-25,22.114979612420452,16.86110737458561,2.625897393682577,0.0,55.3230253703445,0.0,1.3538225348323523,0.16100241140063268,0.0,1.5601653027338729
2024-04-26,21.609463240745537,15.064862645347251,2.566888167767101,0.0,57.75408551614828,0.0,1.3228761144560108,0.1573221296970742,0.0,1.5245021858387449
2024-04-29,21.251192731364434,15.394026438997107,2.5243308714037083,0.0,56.79656124050151,1.0790042198447642,1.300943709467783,0.1547138335577599,0.0,1.4992269548629378
