date,THE CORE SECURITIES COMPANY LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,LONG BRIDGE HK LTD,THE HONGKONG AND SHANGHAI BANKING,FUZE SECURITIES (INTERNATIONAL) LTD,CCB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.
2024-05-16,71.28060788190034,0.0013182284200692197,0.049582397993571295,0.0,0.0,0.016584163994419216,0.0018710338865498605,0.0,0.19088797992550735,4.252349742158774e-05
2024-05-20,99.61923632130107,0.001010298507551387,0.10192129061474287,0.0,0.0,0.004635487269941658,0.005883503073387489,0.0,0.2667782353175398,0.000534863915762499
2024-05-21,99.6111853587488,0.000534820689478948,0.10500312870103344,0.0,0.0,0.004278565515831584,0.011944328731696504,0.0,0.2667566750078886,0.00029712260526608224
2024-05-22,99.59917053374609,0.0002376694137289737,0.11366539711588167,0.0,0.0,0.003802710619663579,0.01633977219386694,0.0,0.26672449955734073,5.941735343224342e-05
2024-05-23,99.58544285373108,0.00011881832796472522,0.11887773712870757,0.0,0.0,0.0034457315109770316,0.025130076364539383,0.0,0.26668773711682575,0.00029704581991181304
2024-05-24,99.58638946879385,0.00011881945739906584,0.11614601960758686,0.0,0.0,0.005525104769056562,0.024655037410306162,0.0,0.2666902721322033,0.00047527782959626335
2024-05-27,99.58408212610611,0.00011881670444047729,0.11733149563497132,0.0,0.0,0.005524976756482194,0.02578322486358357,0.0,0.26668409311665126,0.00047526681776190915
2024-05-28,99.58526536541027,0.00011881811619817673,0.11632293575801501,0.0,0.0,0.005465633345116129,0.025605304040707086,0.0,0.2667466708649068,0.0004752724647927069
2024-05-29,99.55870841138592,0.00011878643031334673,0.15109633935857703,0.0,0.0,0.004810850427690542,0.018233717053098723,0.0,0.2666161428383067,0.00041575250609671356
2024-05-30,99.50853139397451,0.00011872656263449494,0.20783084789168338,0.0,0.0,0.004511609380110807,0.012110109388718484,0.0,0.2664817698331239,0.0004155429692207323
2024-05-31,71.28060788190034,8.504699484317548e-05,0.15831498090057114,0.0,0.0,0.0033593562963054307,0.006888806582297212,0.0,0.19088797992550735,0.0003827114767942896
2024-06-03,99.4122199653061,0.00011861165062938307,0.30910196154017233,0.0,0.0,0.002431538837902353,0.009844767002238795,0.0,0.2662238498376503,5.9305825314691536e-05
2024-06-04,99.38275008522686,0.00011857648924659464,0.33984021818074023,0.0,0.0,0.0012450531370892437,0.009189677916611084,0.0,0.26614493011398166,0.0007114589354795678
2024-06-05,99.37980405816005,5.9286487127421484e-05,0.3429723280321333,0.0,0.0,0.001245016229675851,0.009070832530495487,0.0,0.266137040714995,0.0007114378455290578
2024-06-06,99.36778607754091,5.927931762391897e-05,0.3458355390179432,0.0,0.0,0.0011855863524783794,0.007884149243981222,0.0,0.2661048568137722,0.011144511713296766
2024-06-07,99.38139489108305,5.9287436162253114e-05,0.33112033096618365,0.0,0.0,0.0021936351380033654,0.007944516445741916,0.0,0.2661413009323542,0.011146037998503585
2024-06-11,99.38045216912886,5.928687376757411e-05,0.3318286324771123,0.0,0.0,0.0024307618244705387,0.00794444108485493,0.0,0.26613877634264016,0.011145932268303932
2024-06-12,99.3800397338979,5.928662772325714e-05,0.332242261761133,0.0,0.0,0.0023714651089302855,0.008003694742639714,0.0,0.2661376718497013,0.01114588601197234
2024-06-13,99.38982126287017,5.929246303856085e-05,0.32266958385584815,0.0,0.0,0.002134528669388191,0.008004482510205715,0.0,0.26616386658009966,0.01114698305124944
2024-06-14,99.3912356191496,5.929330679364921e-05,0.3211325495944041,0.0,0.0,0.0021345590445713716,0.008123183030729942,0.0,0.2661676541966913,0.011147141677206053
2024-06-17,99.38640340137304,5.929042406290002e-05,0.3265716557384533,0.0,0.0,0.0018972935700128006,0.007767045552239903,0.0,0.2661547136183582,0.011146599723825205
2024-06-18,99.37350427081375,5.928272889641116e-05,0.32812990444163576,0.0,0.0,0.0014227854935138678,0.008003168401015505,0.0,0.2661201700159897,0.022760418105199135
2024-06-19,99.35353734431638,5.927081733206486e-05,0.3486902183645376,0.0,0.0,0.000889062259980973,0.008001560339828757,0.0,0.26606669900363916,0.022755844898299665
2024-06-20,99.3567173793935,5.92727144288689e-05,0.34508574340487475,0.0,0.0,0.0013039997174351158,0.008001816447897301,0.0,0.2660752150711925,0.022756573250675635
2024-06-21,99.35241849149727,5.927014986392195e-05,0.34939753344781993,0.0,0.0,0.0013039432970062832,0.008001470231629466,0.0,0.26606370273914565,0.022755588637255558
2024-06-24,99.33293094029952,5.9258524277977397e-05,0.3690028306789653,0.0,0.0,0.0013036875341155027,0.007999900777526948,0.0,0.26601151548384055,0.022691866701765886
2024-06-25,99.31757001332512,5.924936049054631e-05,0.385120843188551,0.0,0.0,0.0014812340122636576,0.007998663666223753,0.0,0.26597037924206235,0.021799617205286705
2024-06-26,99.32104199117565,5.925143175011552e-05,0.38442328919474955,0.0,0.0,0.002073800111254043,0.007998943286265596,0.0,0.2659796771262686,0.01842304767406342
2024-06-27,99.3232783088251,5.925276585837619e-05,0.3818840759572345,0.0,0.0,0.002370110634335047,0.007999123390880785,0.0,0.2659856659382507,0.018423462488344908
2024-06-28,99.32304290222488,5.925262542309856e-05,0.3819424234772933,0.0,0.0,0.002547862893193238,0.007999104432118305,0.0,0.2659850355242894,0.018423418822804034
2024-07-02,99.33293094029952,5.9258524277977397e-05,0.37208427394142013,0.0,0.0,0.002548116543953028,0.007940642253248972,0.0,0.26601151548384055,0.018425252953751515
2024-07-03,99.31597828090713,5.9248410919107686e-05,0.38049329492250955,0.0,0.0,0.0025476816695216304,0.00793928706316043,0.0,0.2659661166158744,0.02701609041089472
2024-07-04,99.29225604112733,5.923425906726347e-05,0.3934931829838313,0.0,0.0,0.002369370362690539,0.007937390715013306,0.0,0.2659025889529457,0.03798219159911069
2024-07-05,99.28884488645426,5.923222409265739e-05,0.4026014271577923,0.0,0.0,0.0021323600673356664,0.00793711802841609,0.0,0.26589345395193903,0.03253152211616929
