date,ONE CHINA SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CIS SECURITIES ASSET MANAGEMENT LTD
2024-03-18,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-19,0.0,0.0,72.14152788253548,27.858472117464522,0.0,0.0
2024-03-21,0.0,0.0,72.24224838619018,27.757751613809805,0.0,0.0
2024-04-05,0.0,0.0,72.30899175210237,27.69100824789763,0.0,0.0
2024-04-15,0.0,0.0,72.37541491979377,27.62458508020623,0.0,0.0
2024-04-16,0.0,0.0,72.40850714850794,27.591492851492067,0.0,0.0
2024-04-24,87.21813849192955,0.0,9.292772164099821,3.4890893439706203,0.0,0.0
2024-04-29,87.1917221670823,0.0,9.32024525212875,3.4880325807889565,0.0,0.0
2024-04-30,87.17852000441314,0.0,9.333975556373519,3.4875044392133314,0.0,0.0
2024-05-08,87.16532183915817,0.0,9.347701703290898,3.486976457550945,0.0,0.0
2024-05-16,87.16546387620157,0.0,9.347598255436889,3.486937868361542,0.0,0.0
2024-05-17,87.16665633124738,0.0,9.346890739162319,3.4864529295903024,0.0,0.0
2024-06-05,85.26598786078118,0.0,9.143081837082752,3.4104308422928997,2.180499459843167,0.0
2024-06-06,85.26402398846889,0.0,9.144300503464939,3.410885413026305,2.180790095039858,0.0
2024-06-07,85.2513984117238,0.0,9.157754074538222,3.4103803419126466,2.180467171825331,0.0
2024-06-24,85.25771073267472,0.0,9.15843214767233,3.4106328587708323,2.1732242608821015,0.0
2024-07-03,85.26207572890391,0.0,9.155720457441268,3.409623015638761,2.172580798016065,0.0
2024-07-12,85.26209466263504,0.0,9.15572249060722,3.409623772797027,2.1725590739607124,0.0
2024-07-16,85.24952136116252,0.0,9.169174485054803,3.409120967561325,2.172183186221359,0.0
2024-07-30,85.25100157682934,0.0,9.169174485054803,3.4076407518944944,2.172183186221359,0.0
2024-08-06,85.24658516024792,0.0,9.168699477213432,3.407464219527228,2.177251143011428,0.0
2024-08-14,85.2472402442932,0.0,9.16829236680484,3.4073129206266457,2.177154468275318,0.0
2024-08-15,85.24734941931162,0.0,9.168224518584942,3.407287705449484,2.17713835665396,0.0
2024-08-20,85.18494030464566,0.0,9.161512511945896,3.4780026977460055,2.1755444856624324,0.0
2024-08-29,85.1853785148573,0.0,9.161241526312406,3.4778998229463363,2.175480135883958,0.0
2024-08-30,85.16062803719726,0.0,9.187830821634686,3.476768601682513,2.174772539485551,0.0
2024-09-11,85.1606362644409,0.0,9.187825727718115,3.4767666740926906,2.1747713337483003,0.0
2024-09-30,85.15245316006403,0.0,9.18694286751152,3.4860416129346783,2.174562359489764,0.0
2024-10-02,85.0886776489976,0.0,9.254565104199116,3.4836726350563016,2.1730846117469755,0.0
2024-10-09,85.07479108087999,0.0,9.326703582005209,3.482640028435249,2.115865308679555,0.0
2024-10-14,85.08652215866758,0.0,9.372062683665593,3.4808137506827976,2.0606014069840337,0.0
2024-10-22,85.0865304199741,0.0,9.372057492020604,3.480811822489413,2.0606002655158924,0.0
2024-10-23,85.08830519416706,0.0,9.372252978729133,3.4808844268718304,2.0585574002319764,0.0
2024-10-25,85.090507666439,0.0,9.3708686875684,3.4803702967523615,2.058253349240239,0.0
2024-10-29,60.28091986868088,29.17865981345485,6.624832858201887,2.4604838963566573,1.4551035633057243,0.0
2024-10-31,60.31224549559674,29.17865981345485,6.593507231286032,2.4604838963566573,1.4551035633057243,0.0
2024-11-05,60.45017226688304,29.184754685034143,6.448667696067713,2.4609978450255507,1.4554075069895545,0.0
2024-11-06,60.59299263128109,29.171806125091326,6.320533504623385,2.4599059606338756,1.4547617783703195,0.0
2024-11-07,60.59508051587661,29.171806125091326,6.318445620027865,2.4599059606338756,1.4547617783703195,0.0
2024-11-12,60.582431603306254,29.040469734419634,6.4632480901018035,2.4593924678690753,1.4544581043032392,0.0
2024-11-13,60.569787970425146,29.055279081392833,6.46189920175401,2.4588791894375013,1.4541545569905103,0.0
2024-11-15,60.572000225196945,29.05634029824611,6.462135216569695,2.4589689976967404,1.450555262290517,0.0
2024-11-18,60.55285377409299,29.04715576089037,6.460092573838875,2.4898011408284177,1.4500967503493596,0.0
2024-11-20,60.48588527327632,29.02461205076856,6.551248162948088,2.4887626152225915,1.4494918977844427,0.0
2024-11-26,60.486162371700225,29.024408511493817,6.551202221376244,2.4887451624160963,1.4494817330136227,0.0
2024-11-27,60.473550342358095,29.018356603463424,6.570687322320948,2.4882262317089276,1.4491795001486032,0.0
2024-11-28,60.48781046046307,29.02319792795176,6.5717835535746145,2.467786781654635,1.449421276355917,0.0
2024-11-29,60.51722259786266,29.035308309585922,6.574525732677292,2.4229172899028018,1.4500260699713179,0.0
2024-12-02,60.56497239649046,28.991916061994715,6.5717835535746145,2.421906711584298,1.449421276355917,0.0
2024-12-03,60.629424690347086,28.930729546695776,6.569728419936547,2.4211493308959873,1.4489680121246038,0.0
2024-12-06,60.63984871816902,28.920305518873835,6.569728419936547,2.4211493308959873,1.4489680121246038,0.0
2024-12-11,60.639849760571806,28.920305518873835,6.569728419936547,2.421148288493205,1.4489680121246038,0.0
2024-12-12,60.63985705739129,28.920305518873835,6.569728419936547,2.4211409916737296,1.4489680121246038,0.0
2024-12-18,60.642504090710005,28.920275372298327,6.567115567401524,2.4211384678722547,1.448966501717891,0.0
2024-12-20,60.64282016160282,28.920426105804374,6.567149795441934,2.421151086932246,1.4484528502186307,0.0
2025-01-23,60.643452313272775,28.920727577530293,6.567218252593151,2.4211763254468592,1.4474255311569226,0.0
2025-02-24,60.646297158889396,28.92208427807982,6.567526327436298,2.421289905274421,1.442802330320074,0.0
2025-03-12,60.6463986953352,28.92200965624169,6.567509382568779,2.4212836581069754,1.4427986077473542,0.0
2025-03-18,60.64831214501187,28.92338881903378,6.565456106672442,2.4204954002360757,1.442347529045827,0.0
2025-03-19,60.00816599794931,28.638723687331346,6.496157369712613,2.3949469430796926,1.4270074714024574,1.0349985305245755
2025-03-20,59.97982009433641,28.67549640686044,6.492809876711974,2.391136300614739,1.4262721293763159,1.034465192100116
2025-03-21,59.98074734311047,28.6759397112726,6.492910251304444,2.391173266017433,1.424748244039912,1.0344811842551387
2025-03-24,59.96013488217289,28.69655217221019,6.492910251304444,2.391173266017433,1.424748244039912,1.0344811842551387
2025-03-25,59.9329499288738,28.68650008304942,6.531846336912622,2.390335664108863,1.4242491702733222,1.0341188167819713
2025-03-26,59.9329499288738,28.66589484243203,6.552451577530009,2.390335664108863,1.4242491702733222,1.0341188167819713
2025-03-27,59.93912522936253,28.679152166896237,6.553126721294452,2.3905819566910287,1.424395920376691,1.0136180053790578
2025-03-28,59.92677590068951,28.693846485302778,6.551776572866233,2.390089422270648,1.4241024504050501,1.0134091684657824
2025-03-31,59.9329499288738,28.68650008304942,6.552451577530009,2.390335664108863,1.4242491702733222,1.013513576164583
2025-04-01,59.918517865646706,28.699759530612063,6.553126721294452,2.3905819566910287,1.424395920376691,1.0136180053790578
2025-04-02,59.92160493141485,28.701238172747363,6.553464345352861,2.3907051220159956,1.4193172004121768,1.0136702280567516
2025-04-03,59.92160493141485,28.721846598176487,6.532855919923737,2.3907051220159956,1.4193172004121768,1.0136702280567516
2025-04-07,59.90411987879792,28.743133537053584,6.5306688843797644,2.3899047741832717,1.4188420487781102,1.0133308768073435
2025-04-08,59.897949932859326,28.75047278207913,6.529996244934582,2.3896586211092434,1.4186959122727398,1.0132265067449762
