date,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHONG HING SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HALCYON SECURITIES LTD,MASON SECURITIES LTD,KGI ASIA LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,69.81503889369058,0.0,0.0,0.0,30.184961106309423,0.0,0.0
2024-03-05,69.83918381462908,0.0,0.0,0.0,30.160816185370916,0.0,0.0
2024-03-06,69.81503889369058,0.0,0.0,0.0,30.184961106309423,0.0,0.0
2024-03-07,69.81608241720252,0.0,0.0,0.0,30.18391758279748,0.0,0.0
2024-03-11,69.86438801632879,0.0,0.0,0.0,30.13561198367121,0.0,0.0
2024-03-12,69.85917442303034,0.0,0.0,0.0,30.140825576969654,0.0,0.0
2024-03-14,69.85291572936494,0.0,0.0,0.0,30.147084270635062,0.0,0.0
2024-03-15,69.84769816545517,0.0,0.0,0.0,30.152301834544826,0.0,0.0
2024-03-18,69.84874182271295,0.0,0.0,0.0,30.151258177287044,0.0,0.0
2024-03-21,68.1603295738502,0.0,0.0,0.0,29.41514148713446,0.0,2.4245289390153304
2024-03-22,68.28022461267844,0.0,0.0,0.0,29.46688316081456,0.0,2.252892226507002
2024-03-25,68.21100297377669,0.0,0.0,0.0,29.53838875371722,0.0,2.2506082725060828
2024-03-27,68.2099286945355,0.0,0.0,0.0,29.53938697576966,0.0,2.2506843296948396
2024-03-28,68.20455620901778,0.0,0.0,0.0,29.544379098222134,0.0,2.2510646927600892
2024-04-02,68.15848138890766,0.0,0.0,0.0,29.591974599743292,0.0,2.249544011349051
2024-04-03,42.85016563322858,37.13157224156969,0.0,0.0,18.60400917353266,0.0,1.4142529516690732
2024-04-05,42.85926681109554,37.11821927700608,0.0,0.0,18.60796057941464,0.0,1.4145533324837518
2024-04-08,42.87292582913719,37.13004865404636,0.0,0.0,18.582021373786304,0.0,1.4150041430301485
2024-04-10,42.87413954278916,37.1292597943401,0.0,0.0,18.58162658281635,0.0,1.4149740800543895
2024-04-12,42.89236524400612,37.145043359972796,0.0,0.0,18.547015813637135,0.0,1.4155755823839484
2024-04-15,42.80734568950859,37.145043359972796,0.0,0.0,18.547015813637135,0.0,1.5005951368814827
2024-04-17,42.71169869069886,37.145043359972796,0.0,0.0,18.547015813637135,0.0,1.596242135691209
2024-04-18,42.52924814744039,37.10639743508079,0.0,0.0,18.531965942629043,0.0,1.832388474849778
2024-04-19,33.82230314994129,29.739802256521962,19.90708438983714,0.0,14.835866106223303,0.0,1.694944097476303
2024-04-22,33.84479147153488,29.76107355119974,19.936649580218322,0.0,14.84647741012585,0.0,1.6110079869212035
2024-04-23,33.83803116750405,29.764114791790853,19.938686877288596,0.0,14.847994549944648,0.0,1.6111726134718556
2024-04-24,33.83226905065986,29.759046402724564,19.935291613452534,0.0,14.862494678586632,0.0,1.6108982545764154
2024-04-25,33.78509361130478,29.717550631727512,19.92449878415835,0.0,14.964204941588585,0.0,1.6086520312207733
2024-04-26,33.39682323730485,29.720077548382704,19.926192986633108,0.0,14.965477364715484,0.0,1.9914288629638448
2024-04-29,33.37412052615479,29.6998742394888,19.98062608340981,0.0,14.955304034533157,0.0,1.990075116413446
2024-04-30,33.35994699916762,29.68726111403673,19.97214058810539,0.0,14.991421339630012,0.0,1.9892299590602545
2024-05-02,33.02702427258675,29.68423555789581,19.970105141575935,0.0,14.989893499566865,0.0,2.328741528374637
2024-05-03,33.01580833036184,29.674154823153852,19.96332331516479,0.0,15.01876284108468,0.0,2.327950690234833
2024-05-06,32.9878017745958,29.64898291569822,19.94638888417624,0.0,15.006022767758681,0.0,2.410803657771067
2024-05-07,33.00898330701173,29.67717832458777,19.96535737938764,0.0,15.020293103741064,0.0,2.3281878852717917
2024-05-08,32.80912996960073,29.679194334527793,19.966713652497326,0.0,15.004330621741419,0.0,2.540631421632729
2024-05-09,32.73907370062194,29.615821315392566,20.11218627666966,0.0,14.97229236218204,0.0,2.560626345133793
2024-05-10,32.704711279646524,29.58473701139307,20.20449966988878,0.0,14.948113287399908,0.0,2.557938751671717
2024-05-13,32.65275078171216,29.537733457280485,20.33127693737852,0.0,14.924364066593427,0.0,2.5538747570354094
2024-05-14,32.60315585182685,29.492869800016873,20.4742215846764,0.0,14.879756982533118,0.0,2.5499957809467557
