date,INNOVAX SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-22,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-25,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-28,0.0,0.0,83.05084745762711,0.0,16.94915254237288,0.0
2024-04-12,0.0,0.0,82.53695427982124,0.0,17.463045720178755,0.0
2024-04-22,0.0,0.0,82.56533700137551,0.0,17.434662998624482,0.0
2024-04-26,0.0,0.0,82.14163530619227,0.0,17.858364693807733,0.0
2024-05-09,0.0,0.0,48.19349658771578,41.32878362103573,10.477719791248495,0.0
2024-05-17,0.0,0.0,47.80586450960566,41.638018200202225,10.556117290192113,0.0
2024-05-21,0.0,0.0,47.97077922077922,41.78165584415584,10.247564935064934,0.0
2024-05-27,0.0,0.0,47.74206672091131,41.88364524003255,10.374288039056143,0.0
2024-05-28,0.0,0.0,47.68886173895337,41.92628792506618,10.38485033598045,0.0
2024-05-30,0.0,0.0,47.69951140065147,41.91775244299674,10.382736156351791,0.0
2024-06-04,0.0,0.0,47.32325296281161,42.071924805884755,10.604822231303638,0.0
2024-06-05,0.0,0.0,47.11774325429272,42.08912510220769,10.793131643499592,0.0
2024-06-06,0.0,0.0,46.99653838322134,41.92628792506618,11.077173691712481,0.0
2024-06-12,0.0,0.0,47.11029711029711,41.900691900691896,10.989010989010989,0.0
2024-06-14,0.0,0.0,42.143299607681186,42.51497005988024,15.341730332438571,0.0
2024-06-18,0.0,0.0,42.03913491246138,42.40988671472709,15.550978372811535,0.0
2024-06-24,0.0,0.0,42.01317414573899,42.383696994648,15.60312885961301,0.0
2024-06-28,0.0,0.0,40.304107424960506,40.65955766192733,19.036334913112167,0.0
2024-07-03,0.0,0.0,41.015007898894154,40.65955766192733,18.325434439178515,0.0
2024-07-10,0.0,0.0,33.00183598531212,31.502447980416154,14.198286413708692,21.297429620563037
2024-07-11,0.0,0.0,33.766829865361075,31.502447980416154,14.198286413708692,20.532435740514078
2024-07-15,0.0,0.0,34.02713536848597,31.745297563983964,14.307739747147702,19.919827320382364
2024-07-18,0.0,0.0,34.03730537999075,31.740403884692466,14.305534145213503,19.916756590103283
2024-07-24,0.0,0.0,34.04747225647349,31.735511713933416,14.303329223181258,19.91368680641184
2024-07-25,0.0,0.0,34.19960018453022,31.662309703213904,14.270336767645702,19.867753344610183
2024-07-31,0.0,0.0,34.250153657037494,31.637984019668103,14.259373079287032,19.852489244007376
2024-08-06,0.0,0.0,34.01433145296539,31.391980484830007,14.13325202012502,20.460436042079586
2024-08-20,0.0,0.0,34.02957767952432,31.391980484830007,14.118005793566093,20.460436042079586
2024-08-23,0.0,0.0,34.551243177683446,31.21588841722256,13.887204366282596,20.3456640388114
2024-09-10,0.0,0.0,34.580997120775876,31.201697226852552,13.88089104409759,20.33641460827398
2024-09-12,0.0,0.0,34.74242424242424,31.196969696969695,13.878787878787879,20.18181818181818
2024-09-30,0.0,0.0,34.801695428398425,31.168634574629124,13.866182258552831,20.16348773841962
2024-10-03,0.0,0.0,34.16320885200553,31.64284616566774,13.723682188412479,20.470262793914245
2024-10-04,0.0,0.0,34.0500691138074,31.62340654277377,13.868837352173246,20.457686991245584
2024-10-09,0.0,0.0,31.44789425146019,31.647709806332614,16.430986781432523,20.47340916077467
2024-10-15,0.0,0.0,31.41891891891892,31.61855036855037,16.507985257985258,20.454545454545457
2024-10-16,0.0,0.0,31.365935919055648,31.5652307220604,16.64878123562778,20.42005212325617
2024-10-18,0.0,0.0,31.3467136509882,31.54588631836985,16.699862111230274,20.407537919411673
2024-10-23,0.0,44.03765690376569,17.542355442760137,17.653817134234174,9.345634131284724,11.420536387955279
2024-10-25,0.0,43.99993146694994,17.61299386629202,17.63869376006579,9.337628071137306,11.410752835554947
2024-10-29,0.0,44.015013882699755,17.619031296061426,17.644739999314435,9.306550577588867,11.414664244335516
2024-11-21,0.0,43.977327214192755,17.689567778614972,17.629632166586752,9.298582094664019,11.404890745941502
2024-11-25,0.0,43.97356209653944,17.68805328675879,17.628122806116334,9.306347494049758,11.403914316535674
2024-12-04,0.0,43.966033795004364,17.6850250808923,17.62510486038589,9.32187430449744,11.40196195922001
2024-12-05,0.0,43.88339228652962,17.7970301259377,17.59197553015157,9.347071991251003,11.380530066130106
2024-12-16,0.0,43.905900052999606,17.806158212374555,17.60099844420509,9.300576157015609,11.38636713340514
2024-12-17,0.0,43.91340777346488,17.809202989004977,17.604008139395702,9.285066944819684,11.388314153314752
2025-01-03,0.0,43.909653592312694,17.807680470539957,17.602503163150153,9.292822213863147,11.38734056013405
2025-01-06,0.0,43.905900052999606,17.806158212374555,17.60099844420509,9.300576157015609,11.38636713340514
2025-01-24,0.0,43.78239225313693,17.756069285324607,17.55148663393344,9.555714675395526,11.354337152209492
2025-01-27,0.0,42.99802431102033,18.944848139838598,17.23704919130697,9.669155811539364,11.150922546294746
2025-02-04,0.0,42.95487237814873,18.9341986418225,17.219750443247584,9.751446827016357,11.139731709764828
2025-02-05,0.0,42.74396231753799,18.841231004810172,17.135200812236814,10.194570662938366,11.085035202476657
2025-02-06,0.0,42.729738273905596,18.834961148732965,17.129498677226668,10.224455499908487,11.081346400226286
2025-02-10,0.0,42.37718849523935,18.67955974323856,16.988168512070757,10.965165591326876,10.989917658124455
2025-02-12,0.0,42.384182469343635,18.78991929494479,16.990972256605765,10.843194533841661,10.991731445264149
2025-02-13,0.0,42.31086068274681,18.83979174904442,16.961579016739158,10.915052062738896,10.972716488730724
2025-02-27,0.0,42.3038908839324,18.836688300991664,16.95878496359503,10.929726880374263,10.970908971106645
2025-03-05,52.94178172487637,24.566401502241142,7.3536504588394935,6.620536202339535,4.234699455308969,4.282930656394492
2025-03-18,52.931569912107555,24.56166294822254,7.352232030913451,6.619259183056754,4.253171393484257,4.282104532215443
2025-03-25,52.7754806367034,24.489233353206274,7.330551121539062,6.599739728574085,4.5355180747607236,4.2694770852164545
2025-03-27,52.773789071514656,24.488448421754406,7.330316161952871,6.59952819303059,4.53857791225416,4.26934023949332
2025-04-01,52.96732850359657,24.594340715195656,7.357198924246909,6.6237309073128054,4.172403587559352,4.284997362088712
2025-04-02,52.969032498825776,24.595131931978305,7.357435610374402,6.623943997271926,4.169320748161446,4.285135213388152
2025-04-11,52.97584957625755,24.59829730825413,7.358382507191073,6.624796494231054,4.156987406773444,4.285686707292745
2025-04-14,52.768715026504545,24.502118440366385,7.329611373556993,6.598893667754196,4.5317317368647085,4.268929754953176
2025-04-16,52.696094120056834,24.468398345985943,7.319524278929243,6.589812195153176,4.663116254656715,4.263054805218081
2025-04-30,52.611902144737854,24.42930545259337,7.307829954753445,6.579283724021575,4.81543495488126,4.2562437690125
