date,CITIBANK N.A.,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-04-08,9.80085149773182,50.53553755255972,8.519936037444854,9.131256964145788,7.722826383244395,6.250832660509041,2.163958079665971,2.2154056032372362,1.572524235500207,2.08687098596097
2024-04-09,9.796931727025152,50.513923559928564,8.516998682456741,9.150011411438047,7.720434243834454,6.248677607417736,2.1802473545925727,2.214641814322535,1.5719820880137965,2.0861515109704034
2024-04-10,9.693133019416708,50.59515494543789,8.538964863672788,9.076215885255582,7.729032122635325,6.257608970729141,2.196767657770906,2.2152347566118693,1.5742289543156212,2.1236588241541687
2024-04-11,9.661449366787258,50.57973490290624,8.530054841687186,9.129458045161826,7.725622146913255,6.254848172956559,2.189031738891626,2.2142574160317197,1.602971571368986,2.1125717972953444
2024-04-12,9.661541560723142,50.584587957905256,8.529777792083074,9.158122173212599,7.725371224662808,6.254645020310737,2.1882839902256035,2.2141854986581624,1.6029195080883283,2.0805652741302816
2024-04-15,9.662805164426324,50.587079780619185,8.529164859656392,9.193552471330953,7.724325890708451,6.253798692979397,2.178380751133117,2.2138858932132357,1.6027026141502663,2.054303881782684
2024-04-16,9.65242584727381,50.560850424732116,8.529703367225386,9.22058615860564,7.725548959573119,6.254788918738317,2.1835976721157175,2.2142364396485137,1.6026857194279134,2.055576492659462
2024-04-17,9.639413661305388,50.487751702633346,8.606631936553057,9.247243072551923,7.7198968155313175,6.250212807952564,2.1791601959683438,2.2126164663152283,1.60151316708408,2.0555601741047567
2024-04-18,9.635827013160306,50.46779855709621,8.534348073541741,9.322072553654957,7.720382042350736,6.250605659172466,2.1765923105832665,2.2127555382324053,1.6016138286808466,2.078004423527066
2024-04-19,9.553023723065959,50.53854172584036,8.531482250108834,9.402538397851673,7.7193798120103265,6.249794229556263,2.1753631775732933,2.212468286808297,1.5722629970494557,2.045145400135544
2024-04-22,9.532643394702642,50.54767164626839,8.527460088965565,9.445443093102783,7.7194111277697015,6.249819583542854,2.1753720025244534,2.212477262286403,1.5623978982473101,2.0273039025898973
2024-04-23,9.529975075947547,50.542570414114664,8.535247692907914,9.423856542231137,7.721193413112229,6.251262564315975,2.169922955066254,2.2129880869762633,1.5627586302807712,2.05022462504725
2024-04-24,9.504581720355587,50.533213647276895,8.557526535110272,9.426296799522088,7.718256214113609,6.248884537868296,2.165041335871919,2.212146249964127,1.56216414535618,2.071888814561027
2024-04-25,9.497660558030079,50.531589744009366,8.556962574215001,9.435600462919606,7.718235343158929,6.2488676402450025,2.1623313790398146,2.212140268094278,1.5621599211044612,2.0744521091834645
2024-04-26,9.497104056416905,50.56293273864607,8.55588521638691,9.40017638015255,7.717014108844072,6.2478788997814165,2.1606374022887986,2.2117902474633233,1.5623182961772217,2.084262653842728
2024-04-29,9.481713099981057,50.55520104057013,8.553899046583773,9.431161983096931,7.715710310779422,6.246823313734429,2.15000013299831,2.211416563055937,1.5617840190052206,2.0922904901947916
2024-04-30,18.20479665960094,18.396156819735502,3.112531611329422,3.4428587658425505,2.808767022903767,2.272852667351927,0.7858185502313983,0.8041826301216255,0.5714875890797673,0.764573671242174
2024-05-02,35.59426466176625,35.93474204632787,6.085367985775891,6.718888807554229,5.489068348484889,4.443696188640864,1.544253091577387,1.5722722989370643,1.110979673068202,1.5064668978673637
2024-05-03,35.603151178634214,35.92668809962664,6.085046175196379,6.722956409909106,5.488970372490919,4.443461194068805,1.5364794008723666,1.5721891529611998,1.11092092148354,1.5101370947568356
2024-05-06,35.59008558451448,35.92703466246814,6.084879090945834,6.71300988669437,5.488935181258538,4.443432705870682,1.5356042026701675,1.5697753303855138,1.1371159423214479,1.5101274128708309
2024-05-07,35.69346854207097,35.84571273180895,6.087281231608566,6.716244656875861,5.492358661486913,4.445191836315771,1.532076065369088,1.5655874067888838,1.1113536037093517,1.5107252639656463
2024-05-08,35.69317430626604,35.83761908851348,6.086935793194398,6.726443581628537,5.490604248667245,4.444939582483529,1.5319891237762373,1.5654985635088599,1.1114829017356385,1.5113128102260374
2024-05-09,35.666074159899544,35.84730224871991,6.088335353833331,6.727509161218949,5.492540126680289,4.445576783484471,1.5397491134729948,1.5658585164053966,1.1117384634456626,1.5153160728394457
2024-05-10,35.68618727784473,35.87044592026056,6.089928942482207,6.733792842136419,5.49570990227789,4.446740389016714,1.5405370528931297,1.5662683713513665,1.1120294549388878,1.4583598467981
2024-05-13,35.646171984699706,35.8170479440483,6.0855246696133225,6.784655929259102,5.5073497620506,4.442555112118052,1.553046007197269,1.5578921928888032,1.1112713930225036,1.4944850051023475
2024-05-14,35.50922019595521,35.820147813420846,6.08171417869274,6.901890461659464,5.511133057245763,4.440334709895788,1.5492901955905092,1.557113553749876,1.1157140059454562,1.5134418278443447
2024-05-16,35.51650878445039,35.80907178691235,6.0797535724434235,6.920191742631706,5.518604219732394,4.44023655105316,1.5619429722966724,1.5570791319158783,1.1114603332378756,1.485150905326155
2024-05-17,35.20310878381093,35.71259080878755,6.107338960903774,6.787239920342264,5.510341888082892,4.433221434778136,1.5396737674394494,1.5545854565913302,1.1089126409416954,2.0429863383219713
2024-05-20,35.239395328153705,35.7937950987486,6.085727905014628,6.718534877429672,5.505286925377815,4.439340796096142,1.58296083820882,1.5567650132118758,1.1071040508787315,1.971089166880005
2024-05-21,35.89698575597156,36.61522893768989,4.104655921849377,6.806890403095664,5.623205155878911,4.537833358359952,1.6577643619215074,1.5913038742807817,1.1694837694821683,1.9966484614701858
2024-05-22,35.9052048208909,36.62169007580441,4.102463763237265,6.825835083155756,5.614213379556488,4.5354098542547945,1.659922398568717,1.590454012426607,1.1295897010613372,2.01521691104373
2024-05-23,35.909249329779655,36.592938972882386,4.104788977430468,6.8551453306173595,5.611010506150368,4.537980455721067,1.6865011443400288,1.5913554576207047,1.1302298371292145,1.9807999883287513
2024-05-24,35.87738336112757,36.65160296111623,4.122588432209209,6.831260237510313,5.608619504659581,4.543818656443125,1.6660391520071114,1.5900537648407556,1.131610415071209,1.9770235150149
2024-05-27,35.10242654333999,26.22150829714936,15.736060882985326,6.712529162276019,5.481795766630149,4.449342749236782,1.6788767739760906,1.5569930766182674,1.1095263350409332,1.9509404127470904
2024-05-28,35.060906659863065,26.203045241443263,15.715858842547476,6.696656306589937,5.476769277075512,4.445262959363875,1.7716293977296842,1.5564313515095902,1.1071619342059145,1.966278029671684
2024-05-29,35.07035983479024,26.25965076545529,15.720139316500733,6.689240962955739,5.4769135694581195,4.446473700215112,1.7765390894425193,1.5568552713174049,1.1071747602898072,1.8966527295750373
2024-05-30,35.8062998725457,26.818844113007767,13.940610207827653,6.833781698176727,5.593809729890039,4.541376732082399,1.8203543440920331,1.5900839139200682,1.1688198744083023,1.8860195140493148
2024-05-31,17.924455242488772,13.414197925529562,6.974986204624033,3.420169183933428,2.7987832035764697,2.272213309463972,0.9176738192781158,0.7955758893222314,0.5657825494641688,0.9477251154532802
2024-06-03,35.80504285638638,26.83330356142734,13.941432446228049,6.829073033157261,5.59413966129877,4.541644589391665,1.8375663525896715,1.59017769948859,1.1308723718163343,1.8967474282159398
2024-06-04,35.694882904745306,26.835873614981477,13.949096514607417,6.882264191583603,5.5968078381877255,4.5438107689769005,1.851621619497274,1.590936149517369,1.140924993152323,1.913781404750603
2024-06-05,35.697971941788055,26.84132487909303,13.94746651755212,6.883311314345475,5.596139944533454,4.543268534462772,1.8546458003223556,1.5907462955525138,1.1312767351649222,1.9138480371853024
2024-06-06,35.68496682499532,26.836762041849298,13.947063449669864,6.881848856679144,5.59607023194735,4.543211937772546,1.85295097668225,1.5907264792078195,1.135562797638161,1.930836403558249
2024-06-07,35.67934058846108,26.849228393514135,13.949075031425885,6.888934335569285,5.597193064583905,4.544123517939893,1.8518474221804142,1.5910456531160542,1.1315613282544137,1.917650664954933
2024-06-11,34.947894870410494,26.312565709018898,15.738063186514442,6.72052980504076,5.483146985943801,4.451534346528874,1.8118988501695643,1.5586271684253248,1.1084348644188566,1.8673042135289846
2024-06-12,34.94411813351458,26.311195724433784,15.740702157735583,6.7206930261083695,5.48406640448506,4.452280783424646,1.813937299934867,1.558888520295197,1.1084279911114368,1.8656899589564784
2024-06-13,34.939631782710045,26.294315914007505,15.741386555361217,6.718714615134688,5.484103399039046,4.4523108177330695,1.820598992822068,1.5588990362848423,1.1084354683730404,1.8816034185344819
2024-06-14,34.91601716227699,26.289645095383868,15.73476452542352,6.730805195044592,5.481767156604138,4.450492327536437,1.8213003357127981,1.558262323635821,1.1091386967555965,1.9078071816262452
2024-06-17,34.90052430064858,26.303267738925694,15.735153239237787,6.752880168641134,5.475192861891198,4.4506295202528054,1.8207784846184465,1.5583103592744114,1.1080168970207016,1.895246429489244
2024-06-18,34.83440611497072,26.315588198729188,15.732440411942013,6.76587437706177,5.480991023767216,4.449862207150585,1.8201756245538332,1.5580416979646898,1.1586806817548454,1.883939662105135
2024-06-19,34.84474500543971,26.31279465301637,15.734455998772514,6.784561928470147,5.472638372029371,4.450432308382653,1.8106796636677531,1.5582413089751599,1.1517008357629797,1.8797499254833376
2024-06-20,34.85616307884322,26.3144215285435,15.740671819705252,6.798063655006098,5.4742262887828925,4.4522722022680945,1.821450515408,1.5588855157527859,1.1084258547695074,1.8754195409206558
2024-06-21,34.86640544891666,26.308360414731464,15.730075836132634,6.797917421932744,5.471504293334572,4.449275112712043,1.826387795071496,1.557836137079137,1.107679707318933,1.8845578327703183
2024-06-24,34.87772063516725,26.332751084875923,15.74968634483669,6.701430778044158,5.467842691063299,4.451807202978576,1.8235949297319884,1.5588239251855716,1.1117548117185745,1.924587596397969
2024-06-25,34.95815672933201,26.29246393102961,15.750687770290039,6.659506308585732,5.4711829258158104,4.45154553126409,1.8237768169572277,1.5587322994456223,1.1116894641474857,1.9222582231323737
2024-06-26,34.940121872349444,26.30718642635661,15.725560099955468,6.712184970184798,5.4584139340800535,4.444443811629984,1.8226951696634182,1.556245594615234,1.1099159437287645,1.923232177436225
2024-06-27,34.923974279457795,26.313819760724673,15.723487733038203,6.738907583959628,5.457694606031587,4.443858107956325,1.824378813253903,1.5560405073646097,1.1097696752926571,1.908068932920616
2024-06-28,34.92028074044323,26.30339841910519,15.726286313948659,6.740010814488265,5.458666006283164,4.4446490582010085,1.8316306022461613,1.5563174627916592,1.1099672001854168,1.9087933823072438
2024-07-02,34.91613110128723,26.2975785861303,15.727754076141808,6.7576705148675105,5.4577321984139635,4.44506388518045,1.8318015515787707,1.55646271666068,1.1129573450904504,1.8968480246488406
2024-07-03,34.899455585042915,26.289003635879176,15.72262566828011,6.784323100549211,5.45739537940578,4.443614466499044,1.8321661186545102,1.5559551950149366,1.109708830437946,1.905752020236372
2024-07-04,34.89813571820078,26.293436628781308,15.727406025275323,6.797835554753416,5.458188717467221,4.444965517140783,1.8327231762545884,1.5564282725693896,1.093978125438809,1.8969022641183921
2024-07-05,34.872736738520985,26.29913008414848,15.721204224091547,6.839781667940825,5.455459315823321,4.443212730167411,1.8373864591559048,1.55581452490574,1.0929696666110604,1.8823045886347294
2024-07-08,34.86631305984552,26.286520834184923,15.721083261985727,6.866851099935521,5.4554173404226045,4.4431785431954225,1.8373723219351084,1.5558025541560114,1.0807467129389763,1.8867142714001865
2024-07-09,34.840176933078496,26.26435744958089,15.713980003864261,6.8967224317035125,5.4514142739211495,4.441170981531501,1.87211174298243,1.5550995957819578,1.080258399078029,1.8847081884777752
2024-07-10,34.82893792995914,26.286233485006495,15.707003905460178,6.910092311595865,5.45053162329666,4.4391993584424485,1.8749321060355337,1.5544092214906797,1.0866013147339717,1.862058743979033
2024-07-11,34.822186574683215,26.284011478307246,15.70538911228633,6.937822028377454,5.448433965370285,4.438742976763007,1.8755080015073613,1.5542494170228551,1.079571736275041,1.8540847094072146
2024-07-12,34.810725552035315,26.272352312065927,15.706460573495617,6.92916697883674,5.448805671260761,4.43904579899069,1.8794794755928668,1.554355451833454,1.091848570379287,1.867759615509336
2024-07-15,34.80088749522186,26.278822886348323,15.70332205801048,6.9267256129979,5.4477168733807595,4.438158774577126,1.8821781153010957,1.554044855526147,1.0916303936850837,1.8765129349512224
2024-07-16,34.79062125892156,26.285788158317576,15.705843919072207,6.926380012634444,5.448221197643485,4.4384913671865815,1.8861622066063215,1.5541613145939641,1.0920965039419912,1.8722340610818673
2024-07-17,34.84180012397809,26.251598870102967,15.700429239458098,6.924234916912157,5.446609436922404,4.437178317332881,1.8832990754323413,1.553701543217176,1.0791911866224697,1.8819572900214199
2024-07-18,34.82433817065042,26.245915463361193,15.699134754358424,6.926276871354085,5.446230916597947,4.436948191816024,1.883201401833911,1.5536209635457934,1.0798075150471291,1.9045257514350773
2024-07-19,34.95876946330944,26.1644480546751,15.679303011214135,6.917293174809055,5.439317754768807,4.431316160903774,1.8810987262868335,1.551648878023418,1.0779578354667716,1.8988469405426736
2024-07-22,34.95776644047964,26.187545815243823,15.684749365214254,6.933129529985658,5.441207153168112,4.43285542042835,1.8817521436973652,1.5521878579173305,1.0780444121301884,1.8507618617352828
2024-07-23,34.89635979193217,26.20233992624132,15.692076693359125,6.96732269303549,5.443878384310509,4.43495341621351,1.8892667087801625,1.5529224822790184,1.0783620574486428,1.8425178464000536
2024-07-24,34.74634917753451,26.20110700432771,15.837092365829278,6.977849050134663,5.443402851257954,4.434566014661331,1.8929413211765846,1.5527868315689457,1.0782678604874438,1.8356375230215778
2024-07-25,34.73476939037411,26.20549670203978,15.723598339305225,7.09868482050631,5.452049720749992,4.441101287668857,1.8736204853123466,1.5550751921059736,1.0903353645189109,1.8252686974184942
2024-07-26,34.71652067105745,26.18398091274529,15.718953786466534,7.104511935217348,5.450376472874692,4.439816586910577,1.891146184307342,1.5546253473154414,1.0885141884045024,1.8515539147008178
2024-07-29,34.706498457937585,26.189582714049898,15.71433799743519,7.112854585243101,5.448358381156561,4.438485721224345,1.8929811984676383,1.5541593376303147,1.086554607920959,1.8561869989344133
2024-07-30,34.72660857978043,26.19619205813435,15.703191117854365,7.12612442961678,5.4448520800203575,4.435472895936375,1.8968808295036266,1.5531043808617129,1.078488369310387,1.8390852589816136
2024-07-31,17.788074155678725,13.420001327897152,8.043769014749495,3.6537177677557064,2.789020700441157,2.2720657653359826,0.9716257887463174,0.7955758893222314,0.5524543965691072,0.9406429973097787
2024-08-01,34.6374584975732,26.17045807623129,15.699915728066177,7.181186256960383,5.443640895265305,4.434642638170038,1.8964297675084445,1.5528136616972865,1.1535448027178103,1.8299096758100704
2024-08-02,34.705602638847296,26.17802190149323,15.698695089804918,7.1795720954498705,5.443217662652316,4.434297853231513,1.897722102949153,1.5526929334207211,1.0782026568462668,1.8319750653047135
2024-08-05,34.64878242900835,26.153459724109002,15.691214602138832,7.265753324986922,5.441122972190899,4.432591421118762,1.8751155883691084,1.5483607238555233,1.0895893828583678,1.854009831364234
2024-08-06,34.64801220000164,26.20098437483757,15.69882129538333,7.201599199812988,5.439673802259675,4.429940483486714,1.877944492823239,1.551031226039114,1.10399594783441,1.8479969775213156
2024-08-07,34.608857762550294,26.216225762252037,15.701460474874446,7.240869828173229,5.43760286720514,4.429336708659067,1.8854630636257135,1.5508198296073405,1.0781632528306466,1.8512004502220851
2024-08-08,34.37044581692442,26.23494368227738,15.696619599832932,7.262237307201845,5.437393520902951,4.4292559343701585,1.9099995656616047,1.5470483276679414,1.1492647877977733,1.9627914573629917
2024-08-09,34.35747636590401,26.169724596795884,15.690782188659316,7.259559598095161,5.408113042288662,4.425984927151488,1.930839950975352,1.5459058318802932,1.1221369506517056,2.0894765475981245
2024-08-12,34.192536440914694,26.049043394962002,15.598847370825084,7.753839070997463,5.384568178388698,4.400993899347248,1.9324307475060896,1.5371769780176747,1.0712642118473206,2.0792997071937265
2024-08-13,34.234896998911935,26.03728255705381,15.587638741281614,7.753604259179212,5.368756857762747,4.397831543240533,1.9281832176685825,1.536072431836809,1.0704944496073086,2.0852389434574485
2024-08-14,34.23844742476124,26.03928092080799,15.587237669984471,7.749354652020222,5.3645209646254886,4.397718386653384,1.9293724613761307,1.5360329085598736,1.0704669056922478,2.087567705518951
2024-08-15,34.22460469630496,26.068612610637352,15.5795001058526,7.739317254250376,5.358030132755334,4.395481596668735,1.932486804438343,1.535251643657513,1.0699224393478777,2.096792716086903
2024-08-16,34.216711833038744,26.05412140522196,15.580004654489555,7.763666456981556,5.357965526725544,4.395623946181447,1.9425507681946614,1.5353013634250874,1.0707190990903777,2.0833349466510755
2024-08-19,34.21612156250472,26.073085627114935,15.583501524738368,7.732682478197561,5.359200865299342,4.39663740619524,1.9378538924549544,1.5356553442387342,1.0721092436122377,2.0931520556439045
2024-08-20,34.11226889362871,26.091341129414776,15.677477593209643,7.715065979075153,5.359604260323156,4.396968347635159,1.9377139165072288,1.5357709353016054,1.070284335578294,2.1035046093262704
2024-08-21,34.25713091129861,26.041771798252793,15.5984760009959,7.681808616780669,5.359421034974379,4.397990810524944,1.9450262904250337,1.536128060635337,1.0733922931464526,2.1088541829658793
2024-08-22,34.128619452643974,26.119375583963816,15.60326694871475,7.637548771661683,5.362562643012127,4.3993953766492035,1.9497467816992644,1.536618646798302,1.0737350975127977,2.1891306973440803
2024-08-23,34.14016028353509,26.141638448717053,15.604605818612225,7.571274648473961,5.36159267148982,4.399772875672724,1.9593528562789453,1.536750499471006,1.0711260264184934,2.2137258713306878
2024-08-26,34.27255710016443,26.054537158383877,15.608340992243319,7.524832772456092,5.360396578346122,4.400826020867101,1.9293053871299568,1.5371183415049485,1.0740842666092978,2.238001382294859
2024-08-27,34.294451545409544,26.030877068728426,15.617295438171459,7.505176049266554,5.363713721820839,4.40300103868234,1.9402770711539663,1.5378780306544517,1.0717527779728484,2.235577258139572
2024-08-28,34.270185369243165,26.067064872980026,15.600473204233243,7.5500420548731295,5.360421250959821,4.40194265342875,1.9398106709369451,1.5375083583752123,1.0732822491159608,2.1992693158537415
2024-08-29,34.28687576166048,26.06399624302856,15.603033156867548,7.561679990732322,5.359679002133255,4.402664988228739,1.9401289832965838,1.5406227693665397,1.0757480602829226,2.165571044403053
2024-08-30,34.27807083656747,26.034772392235165,15.65239757610278,7.565851113763879,5.36169668846087,4.404012191511983,1.9654413850246515,1.5413948077739352,1.0774325596215832,2.1189304489376766
2024-09-02,34.27893080761329,26.03043482174278,15.612035206018582,7.647681140498083,5.359930461029923,4.403423752026653,1.9654650903262465,1.5411888552179625,1.0794836929660108,2.0814261725604686
2024-09-03,34.273251251103254,26.04060085167067,15.616262722935318,7.65644753492451,5.360923043410196,4.404239203059258,1.968215479753861,1.5414742613278896,1.0814018155625307,2.057183836252512
2024-09-04,34.313780060547465,26.028927018681554,15.624247948044081,7.644525089168276,5.3631397728463375,4.406060345912116,1.9855501418136257,1.542111657414808,1.0861462931218444,2.0055116724498907
2024-09-05,34.3160725222011,26.054994283304424,15.6217267848307,7.648447504031972,5.362465325945983,4.405349374267465,1.9852297490502417,1.5418628188662564,1.089790254111369,1.9740613833904987
2024-09-09,34.31066675953538,26.06047946544388,15.625874455459815,7.675596281631333,5.363029542014006,4.406519023337784,1.991296185613567,1.542272193528611,1.0943773682867013,1.9298887251489256
2024-09-10,34.342043415648206,26.08496645999762,15.626984002393074,7.6468816462892235,5.364365482125287,4.40683191716543,2.0019439820811087,1.5423817056962315,1.0987531496803584,1.884848238923462
2024-09-11,34.33424254298347,26.11544655426108,15.626476543058448,7.643863547745461,5.363522716207068,4.406688812904738,2.0101883101859825,1.542331619512359,1.103588460680888,1.8536508924605084
2024-09-12,34.328483443264346,26.13155448177702,15.625028972549757,7.627875327518499,5.393968115597019,4.406089594379567,2.004940553418093,1.5421887444527846,1.1087387719396287,1.8311319951032852
2024-09-13,34.36136436256495,26.119940680974747,15.625736860712525,7.63180836496527,5.362982317476483,4.406289211204178,2.009233611548024,1.5422586129412763,1.1117496614513418,1.828636316161208
2024-09-16,34.34864356435936,26.150155661412917,15.619083868443132,7.641923981381504,5.360698912846218,4.404413139162254,1.9903353571168865,1.5416019632919982,1.117672428050636,1.8254711239350963
2024-09-17,34.338740956305436,26.151172345387486,15.617011560051406,7.6600958740389,5.359987666179245,4.403828770553583,2.001239141635862,1.5413974266679464,1.1227739854006331,1.803752273779505
2024-09-19,34.33515064814221,26.151809724002188,15.618980413882305,7.66504541029966,5.359844416307051,4.403711074777429,1.998322180102143,1.5413562316133824,1.1220758337876422,1.803704067085986
2024-09-20,34.32237132102497,26.16182482352863,15.616640177764271,7.663801499887186,5.359232205475765,4.403051254261781,2.0021264676795445,1.5411252858391775,1.1263931515468932,1.8034338129917888
2024-09-23,34.31669457896504,26.154695033136328,15.615403266223252,7.683615947415978,5.359380293221907,4.402702511840229,1.9961468203762742,1.5410032214494935,1.1279262011533702,1.8024321262181304
2024-09-24,34.54514518693654,26.25160507847727,15.639295277038867,7.2308538776142335,5.366890788469393,4.413964773194662,1.9981308695542865,1.5432726590518397,1.2097687710957725,1.801072718567134
2024-09-25,34.5442569869637,26.249682892942104,15.644003568302592,7.248934830621125,5.367796119304079,4.410244287279794,1.988573249516728,1.5436429410800077,1.2068089461859328,1.7960561778039292
2024-09-26,34.528600154937564,26.212130324888484,15.647977023458989,7.306907980061007,5.368601826230876,4.410906265546508,1.9943212300101525,1.543874642095189,1.1998196997168002,1.786860853054427
2024-09-27,34.55127128812009,26.214396995562133,15.658468109775377,7.298528623503302,5.37220117105819,4.41462888373771,1.9956583099493215,1.544909722994632,1.1915355295797005,1.7584013657195352
2024-09-30,17.820938036384383,13.436976525729236,8.048969699354249,3.7302183161280484,2.7617250367630786,2.268082073880263,1.029217180038263,0.7942025485789042,0.609688485164438,0.8996749111046629
2024-10-02,34.71635064500156,26.18445093125972,15.566948631220932,7.2722634577000695,5.382070395966684,4.4203428349425185,1.988877408176785,1.5468852581591193,1.218931733055331,1.70287870451728
2024-10-03,34.957937567157096,26.260600988581473,15.197023487307012,7.197230814684978,5.38882657960094,4.425987714690715,2.0722728610628183,1.5517060439954504,1.323144797183008,1.6252691457365127
2024-10-04,35.09043826231121,26.286219179086263,15.079222523756956,7.190679147603484,5.407425944283155,4.441745354301496,1.9585730499222815,1.5570617083809253,1.3577561195107688,1.630878710843458
2024-10-07,35.34965750492623,26.356430342571585,14.740190818341281,7.1286721636889885,5.420924983290135,4.450199791363151,2.000969291430535,1.5608375573218467,1.3572839822693805,1.6348335647968777
2024-10-08,35.49627075808706,26.456097020794754,14.39255991931262,7.128311607272527,5.43694914470267,4.4635134687688005,2.0632073654325587,1.5655071201943125,1.3578590936655375,1.639724501769163
2024-10-09,35.66538953091343,26.57475889727654,14.021919190230921,7.090482340066827,5.452560331813354,4.476586147746746,2.143001429096479,1.5700581002462262,1.3607527984493086,1.644491234160172
2024-10-10,35.79836745818983,26.557676766470085,13.83611717560512,7.044956767678387,5.466143436949053,4.48749821913399,2.2535438422057132,1.5777787355091955,1.3654324710759411,1.612485127182691
