date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,KGI ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BOOM SECURITIES (H.K.) LTD,CHINA CITIC BANK INTERNATIONAL LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,5.37619620958347,0.0,0.0,0.0,0.0,0.0,0.0,5.37619620958347
2024-03-04,0.0,0.0,0.0,5.380598280175731,0.0,0.0,1.5098217315262503,0.0,0.0,0.0,6.89042001170198
2024-03-05,0.0,3.6069377873917925,4.177803144073711,5.380598280175731,0.0,1.1228361459677392,1.5098217315262503,0.0,0.0,0.0,15.797997089135224
2024-03-06,0.0,3.604736752095662,4.175602108777581,5.3850003507679896,0.0,1.1228361459677392,1.5098217315262503,0.0,0.0,0.0,15.797997089135224
2024-03-08,0.0,3.6269672085865747,4.1932103911466205,5.448830374355759,2.651323097012231,1.0631880894426173,1.5010175903417304,0.0,0.0,0.0,18.484536750885532
2024-03-11,0.0,3.6269672085865747,4.1910093558504915,5.470840727317058,2.649562268775327,1.0526231200211935,1.5010175903417304,0.0,0.0,0.0,18.492020270892375
2024-03-13,0.0,3.6269672085865747,4.188808320554361,5.478764454383126,2.649562268775327,1.0526231200211935,1.5010175903417304,0.0,0.0,0.0,18.497742962662315
2024-03-14,0.0,3.6996013733588637,4.186607285258231,5.478764454383126,2.6059817699119536,1.0539437411988715,1.5010175903417304,0.0,0.0,0.0,18.525916214452774
2024-03-15,0.0,3.6996013733588637,4.186607285258231,5.490209837923002,2.6059817699119536,1.0502019811954506,1.5010175903417304,0.0,0.0,0.0,18.53361983798923
2024-03-18,0.0,3.6996013733588637,4.186607285258231,5.495712426163327,2.6059817699119536,1.0446993929551258,1.5010175903417304,0.0,0.0,0.0,18.53361983798923
2024-03-19,0.0,3.6996013733588637,4.153591755816281,5.517722779124626,2.6059817699119536,1.0446993929551258,1.5010175903417304,0.0,0.0,0.0,18.522614661508584
2024-03-20,0.0,3.699821476888477,4.153591755816281,5.517722779124626,2.6059817699119536,1.0427184611886087,1.5007974868121174,0.0,0.0,0.0,18.520633729742066
2024-03-26,0.0,3.699821476888477,4.153591755816281,5.517722779124626,2.6059817699119536,1.0433787717774476,1.5005773832825042,0.0,0.0,0.0,18.52107393680129
2024-03-27,4.187460076383717,3.699821476888477,4.153591755816281,5.517722779124626,2.6059817699119536,1.0469004282512555,1.5005773832825042,0.0,0.0,0.0,22.712055669658817
2024-04-02,4.187460076383717,3.699821476888477,4.153591755816281,5.517722779124626,2.6059817699119536,1.0469004282512555,1.5005773832825042,1.0586979774385121,0.0,0.0,23.77075364709733
2024-04-03,4.179994164659244,3.699821476888477,4.153591755816281,5.517722779124626,2.6134476816364263,1.0469004282512555,1.5005773832825042,1.0586979774385121,0.0,0.0,23.77075364709733
2024-04-05,4.179994164659244,3.699821476888477,4.153591755816281,5.517722779124626,2.6134476816364263,1.0325936988264108,1.5005773832825042,1.0586979774385121,0.0,0.0,23.756446917672484
2024-04-09,4.179994164659244,3.699821476888477,4.153591755816281,5.517722779124626,2.6134476816364263,1.034794734122541,1.5005773832825042,1.0586979774385121,0.0,0.0,23.758647952968612
2024-04-10,4.179994164659244,3.699821476888477,4.14984999581286,5.517722779124626,2.6134476816364263,1.034794734122541,1.5016779009305692,1.0586979774385121,0.0,0.0,23.756006710613256
2024-04-11,4.179994164659244,3.7218318298497763,4.114413327545168,5.572748661527876,2.6134476816364263,1.0354550447113797,1.5016779009305692,1.0586979774385121,0.0,0.0,23.79826658829895
2024-04-12,4.1766926117150485,3.7218318298497763,4.114413327545168,5.576050214472071,2.6134476816364263,1.0354550447113797,1.5016779009305692,1.0586979774385121,0.0,0.0,23.79826658829895
2024-04-15,4.1766926117150485,3.7218318298497763,4.108910739304843,5.5815528027123955,2.6134476816364263,1.0354550447113797,1.5016779009305692,1.0586979774385121,0.0,0.0,23.79826658829895
2024-04-16,4.1766926117150485,3.7218318298497763,4.108910739304843,5.5815528027123955,2.6160889239917826,1.0358952517706057,1.5016779009305692,1.0586979774385121,0.0,0.0,23.80134803771353
2024-04-17,4.1766926117150485,3.7218318298497763,4.108910739304843,5.6044435697921475,2.6094858181033924,1.034794734122541,1.5016779009305692,1.0397690738917946,0.0,0.0,23.797606277710113
2024-04-18,4.174051369359693,3.7218318298497763,4.108910739304843,5.615008539213571,2.6094858181033924,1.034794734122541,1.5016779009305692,1.0397690738917946,0.0,0.0,23.80553000477618
2024-04-19,4.174051369359693,3.7218318298497763,4.108910739304843,5.633937442760288,2.6094858181033924,1.0169663482238882,1.5016779009305692,1.0397690738917946,0.0,0.0,23.806630522424246
2024-04-22,4.172950851711628,3.7043996303044273,4.088000903991609,5.710093264006385,2.6094858181033924,1.0169663482238882,1.5016779009305692,1.0397690738917946,0.0,0.0,23.843343791163694
2024-04-23,4.172950851711628,3.7043996303044273,4.0712730357410205,5.811340887628364,2.599361055741195,1.0132245882204671,1.5016779009305692,1.0397690738917946,0.0,0.0,23.913997024169465
2024-04-24,4.172290541122789,3.697576420886424,4.065770447500696,5.811340887628364,2.599361055741195,1.0132245882204671,1.5016779009305692,1.0397690738917946,0.0,0.0,23.9010109159223
2024-04-25,4.172290541122789,3.697576420886424,4.048602372190882,5.811340887628364,2.6042033333926806,1.0165261411646622,1.5016779009305692,1.0397690738917946,0.0,0.0,23.891986671208166
2024-04-26,4.172290541122789,3.6977965244160376,4.048602372190882,5.811340887628364,2.6042033333926806,1.0169663482238882,1.5016779009305692,1.0397690738917946,0.0,0.0,23.892646981797007
2024-04-29,4.170969919945111,3.6977965244160376,4.036496678062167,5.811340887628364,2.6042033333926806,1.0169663482238882,1.5016779009305692,1.0397690738917946,0.0,0.0,23.87922066649061
2024-04-30,4.170969919945111,3.6977965244160376,4.008983736860543,5.811340887628364,2.6042033333926806,1.0321534917671848,1.5016779009305692,1.0397690738917946,0.0,0.0,23.866894868832283
2024-05-02,4.170969919945111,3.6977965244160376,4.008983736860543,5.811340887628364,2.6042033333926806,1.0427184611886087,1.5016779009305692,1.0397690738917946,0.0,0.0,23.87745983825371
2024-05-03,4.170749816415498,3.7198068773773367,3.9869733838992434,5.811340887628364,2.6042033333926806,1.0552643623765494,1.5016779009305692,1.0397690738917946,0.0,0.0,23.889785635912038
2024-05-06,4.170749816415498,3.7198068773773367,3.9869733838992434,5.811340887628364,2.585494533375576,1.0552643623765494,1.5016779009305692,1.0397690738917946,0.0,0.0,23.87107683589493
2024-05-07,4.170749816415498,3.7198068773773367,3.98675328036963,5.811340887628364,2.585494533375576,1.0554844659061624,1.5016779009305692,1.0397690738917946,0.0,0.0,23.87107683589493
2024-05-08,4.170749816415498,3.7198068773773367,3.98675328036963,5.811340887628364,2.585494533375576,1.0554844659061624,1.5049794538747643,1.071684085685679,0.0,0.0,23.90629340063301
2024-05-09,4.170749816415498,3.7198068773773367,3.98675328036963,5.811340887628364,2.585494533375576,1.0706716094494593,1.5049794538747643,1.071684085685679,0.0,0.0,23.92148054417631
2024-05-10,4.170749816415498,3.7198068773773367,3.98675328036963,5.811340887628364,2.585494533375576,1.0728726447455892,1.5049794538747643,1.071684085685679,0.0,0.0,23.923681579472436
2024-05-13,4.170749816415498,3.73983629857212,3.98675328036963,5.811340887628364,2.585494533375576,1.0733128518048152,1.5049794538747643,1.071684085685679,0.0,0.0,23.944151207726446
2024-05-14,4.170749816415498,3.71782594561082,3.98675328036963,5.811340887628364,2.585494533375576,1.0598865364984225,1.5049794538747643,1.071684085685679,0.0,0.0,23.908714539458753
2024-05-16,4.17061775429773,3.71782594561082,3.98675328036963,5.811340887628364,2.585494533375576,1.0601066400280352,1.5049794538747643,1.071684085685679,0.0,0.0,23.908802580870596
2024-05-17,4.17061775429773,3.716505324433142,3.98675328036963,5.811340887628364,2.585494533375576,1.0603267435576484,1.5049794538747643,1.071684085685679,0.0,0.0,23.907702063222533
2024-05-20,4.17061775429773,3.716725427962755,3.98675328036963,5.811340887628364,2.585494533375576,1.0605468470872614,1.5049794538747643,1.071684085685679,0.0,0.0,23.90814227028176
2024-05-21,4.171278064886569,3.716065117373916,3.98675328036963,5.811340887628364,2.585494533375576,1.0607669506168744,1.5049794538747643,1.071684085685679,0.0,0.0,23.90836237381137
2024-05-22,4.171278064886569,3.7121032538408825,3.98675328036963,5.811340887628364,2.585494533375576,1.0607669506168744,1.5049794538747643,1.071684085685679,0.0,0.0,23.90440051027834
2024-05-23,4.171278064886569,3.705280044422879,3.98675328036963,5.811340887628364,2.585494533375576,1.0609870541464874,1.5049794538747643,1.071684085685679,0.0,0.0,23.897797404389948
2024-05-29,4.171278064886569,3.705280044422879,3.98675328036963,5.811340887628364,2.5850983470222726,1.0605468470872614,1.5049794538747643,1.071684085685679,0.0,0.0,23.896961010977417
2024-05-30,4.171278064886569,3.7264099832657265,3.98675328036963,5.811340887628364,2.5850983470222726,1.0609870541464874,1.5049794538747643,1.071684085685679,0.0,0.0,23.918531156879492
2024-06-03,4.171278064886569,3.726189879736114,3.98675328036963,5.811340887628364,2.5850983470222726,1.0609870541464874,1.5049794538747643,1.071684085685679,0.0,0.0,23.918311053349882
2024-06-04,4.171278064886569,3.726189879736114,3.98675328036963,5.811340887628364,2.5850983470222726,1.0625277788537784,1.5049794538747643,1.071684085685679,0.0,0.0,23.919851778057172
2024-06-05,4.171278064886569,3.726189879736114,3.98675328036963,5.811340887628364,2.5850983470222726,1.0627478823833914,1.5049794538747643,1.1115228245456312,0.0,0.0,23.95991062044674
