date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,FIRST SHANGHAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,83.2737165055478,0.0,16.72628349445221,0.0,0.0,0.0
2024-03-05,0.0,0.0,34.28181335346752,35.16578256474015,25.442122360701152,0.0,5.110281721091173,0.0,0.0,0.0
2024-03-06,81.30185733435636,0.0,6.409793656570358,6.577607853054686,4.755721441479527,0.0,0.9550197145390805,0.0,0.0,0.0
2024-03-07,81.03209770270612,0.0,6.388525955776765,6.555783344614705,4.7399419536997005,0.0,0.9528939877806135,0.0,0.0,0.33075705542209866
2024-03-08,80.47537707328345,0.0,6.3446344079578765,6.518511652355088,4.7073767907247515,0.6803040557183997,0.9463472519106302,0.0,0.0,0.3274487680498082
2024-03-11,80.47079245181908,0.0,6.344272958926532,6.5259088310629485,4.707108615023556,0.6802652993100476,0.9462933392222822,0.0,0.0,0.3253585046355455
2024-03-12,79.71287736069709,0.0,6.282467253119107,6.464444483121921,4.66482675542445,0.6800145050044516,0.9373806644421226,0.9369774272965915,0.0,0.32101155089425365
2024-03-13,79.71533111509206,0.0,6.282660642595737,6.464643474296078,4.664970350029636,0.6764441564369291,0.9379225594274492,0.9370062697189995,0.0,0.3210214324031129
2024-03-14,79.72432950713063,0.0,6.272594779892389,6.465373213426023,4.664983841161759,0.676520514517949,0.9380284336021342,0.9371120404614602,0.0,0.3210576698076515
2024-03-15,79.72003097552583,0.0,6.279520391995591,6.4651078346814135,4.664792361487729,0.6821365929747405,0.9385030081391672,0.9370735756105308,0.0,0.31283525958499336
2024-03-18,79.71103343794535,0.0,6.278811658945403,6.474638537339961,4.664265873426146,0.6830856423620789,0.9383970847472443,0.9369678135503678,0.0,0.3127999516834513
2024-03-19,79.70947202370239,0.0,6.279294868670411,6.4751368176638655,4.66462482966699,0.6831382118040898,0.9384693026480031,0.93703992145615,0.0,0.31282402438810397
2024-03-20,79.71867460237293,0.0,6.280019822726151,6.484863943626464,4.653874775833837,0.6821908455220219,0.9380645325342363,0.9299644548002747,0.0,0.31234702258408914
2024-03-21,79.71990177341304,0.0,6.280116495914663,6.484963770138513,4.653946416517501,0.6811750955960635,0.9375658471771681,0.92997877046035,0.0,0.31235183078270123
2024-03-25,79.72685645635468,0.0,6.280664366874037,6.485529511765209,4.654352422057325,0.6730237930576108,0.937134468993205,0.9300599008600011,0.0,0.31237908003791875
2024-03-28,79.7268494477148,0.0,6.2736409526243095,6.485695925147314,4.664735521732915,0.6689355931777257,0.9361321478171324,0.9300837654362675,0.0,0.3139266463495416
2024-04-02,79.70550403090168,0.0,6.273576562687187,6.5061564936852845,4.664687644905214,0.6699550842579205,0.9361225397616838,0.9300742194587995,0.0,0.31392342434223
2024-04-03,79.70427695556687,0.0,5.892194319228939,6.506056330663233,4.667181683868591,0.6709711111678085,0.9340554461585014,1.3113455618907899,0.0,0.3139185914552705
