date,BLUESTONE SECURITIES (HK) CO LTD,CS WEALTH SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CENTRAL CHINA INTERNATIONAL SECURITIES,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-04,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,68.57237004695608,0.0,0.0,0.0,31.427629953043905,0.0,0.0
2024-03-15,0.0,0.0,68.59823853815129,0.0,0.0,0.0,31.40176146184871,0.0,0.0
2024-03-19,0.0,0.0,68.61115682079974,0.0,0.0,0.0,31.388843179200265,0.0,0.0
2024-03-20,0.0,0.0,48.11803585529202,0.0,29.567455327113734,0.0,22.314508817594245,0.0,0.0
2024-03-21,0.0,0.0,30.709968661393823,36.19795552902551,18.85912550365617,0.0,14.232950305924488,0.0,0.0
2024-03-22,0.0,0.0,30.66420801668902,36.14401728505439,18.980032781999704,0.0,14.211741916256893,0.0,0.0
2024-03-25,0.0,0.0,30.63567680226283,36.1103874353344,19.05541702333544,0.0,14.198518739067326,0.0,0.0
2024-03-26,71.32307462622902,0.0,8.775353509501567,10.34668458208032,5.486595431569518,0.0,4.068291850619575,0.0,0.0
2024-03-27,67.30890189349529,0.0,8.236176176075439,9.764357202880246,5.2734070335575876,0.0,3.839322105538587,5.5778355884528485,0.0
2024-03-28,67.27335821120711,0.0,8.231826914372505,9.759200957563444,5.27062231565395,0.0,3.8372946821030185,5.627696919099971,0.0
2024-04-03,67.24123197257367,0.0,8.225382415185011,9.754540473425727,5.318373522743839,0.0,3.8354621907878537,5.625009425283889,0.0
2024-04-08,46.33822875615067,23.11448356931331,12.104680164872013,7.311109269152808,4.040796027398293,0.0,2.8747108334777596,4.215991379635142,0.0
2024-04-09,46.33822875615067,23.11448356931331,12.104680164872013,7.265897565349751,4.08600773120135,0.0,2.8747108334777596,4.215991379635142,0.0
2024-04-10,46.33400262946736,23.111435922743386,12.076714145253584,7.264939556154951,4.123140442940935,0.0,2.874331802616659,4.215435500823121,0.0
2024-04-11,44.92344441684807,22.407848408257482,11.707233333820328,7.043771092962438,4.025012053121394,0.0,2.7868277645477524,4.087103890601488,3.018759039841045
2024-04-15,44.914421767216986,22.403347903725855,11.704881994427465,7.0423563866887235,4.0442881505095984,0.0,2.7862680440982603,4.086283016180804,3.01815273715231
2024-04-16,44.913601706055914,22.40476468697964,11.70466828313517,7.042227805205807,4.044214308667582,0.0,2.78621717156963,4.086208407583769,3.018097630802489
2024-04-18,44.90458300931351,22.40026578752332,11.69684158260406,7.040813718725242,4.068958718962552,0.0,2.7856576963377546,4.085387892794165,3.0174915937393894
2024-04-19,44.88082379729099,22.388413708547407,11.688828234469874,7.037088393274171,4.121540751985054,0.0,2.784183792620271,4.083226296123307,3.0158950256889305
2024-04-25,43.11559656182958,21.507845254287197,11.230842576103875,6.760309603600824,3.9839729657725362,3.933143570256741,2.6746778467966967,3.9226271435983007,2.870984477754252
2024-04-26,43.10426399105638,21.50219209863217,11.283963510582002,6.735753111167962,4.0022008600175925,3.9321097766547632,2.647690674030903,3.9215961141503386,2.8702298637078885
2024-04-29,43.51587750982123,21.578571604421576,11.33811411267774,6.759679671371243,4.016417369774173,3.946077310758864,2.657095729303317,3.30774127519493,2.8804254166769248
2024-04-30,43.15966067358825,21.578951070594524,11.33831349708787,6.7597985425283476,4.016487999774908,3.9461467038068707,2.6571424551925946,3.6630229875355225,2.8804760698911114
2024-05-02,43.52473339826239,21.57250196017763,11.389423127634812,6.757778301273149,4.015287627499446,3.9449673538129413,2.6563483385077333,3.2839567811597923,2.8550031116721106
2024-05-03,43.551530759433994,21.585783744608392,11.378844489477128,6.761938938495204,4.017759764704227,3.9473961961454833,2.652706534664612,3.285978651693299,2.818060920777658
2024-05-06,43.90334860222771,21.233965901814678,11.378844489477128,6.761938938495204,4.017759764704227,3.9473961961454833,2.652706534664612,3.285978651693299,2.818060920777658
2024-05-07,43.909527864376244,21.236954517625037,11.383964700666436,6.754093976734531,4.018325252112963,3.947951780096975,2.644283211000781,3.28644114314668,2.8184575542403536
2024-05-08,44.264308437262464,21.239196531629176,11.385166521212804,6.754807015568256,4.018749472143239,3.9483685707046536,2.644562371554855,2.926085977309197,2.8187551026153543
2024-05-09,44.61856816574169,21.68022157077349,10.588661742089648,6.755163591445454,4.018961615749262,3.948576999011096,2.6447019739365767,2.9262404408892393,2.8189039003635363
2024-05-13,44.61699799058991,21.67945862058044,10.591808222745396,6.754925870011226,4.0188201841900595,3.948438044361863,2.6446089040445098,2.9261374633572985,2.8188047001192977
2024-05-14,44.27916371941456,21.67945862058044,10.591808222745396,6.754925870011226,4.0188201841900595,3.948438044361863,2.6446089040445098,3.2639717345326447,2.8188047001192977
2024-05-17,45.18897077974645,21.682892319388422,9.673093573796802,6.7559957482454465,4.019456704608649,3.949063417312525,2.645027770151838,3.266248530540128,2.8192511562097438
2024-05-20,45.18817554369058,21.682510743586406,9.674683147791626,6.755876856150329,4.01938597016081,3.9489939216466112,2.644981222921059,3.2661910510588728,2.8192015429937034
2024-05-21,45.18579000344903,21.681366096755802,9.679451534113705,6.755520204970825,4.019173781753937,3.9487854493239203,2.644841591057866,3.266018624752761,2.819052713822157
2024-05-22,48.73070881671351,21.696637998436277,6.17670054730258,6.760278652381858,4.022004803865633,3.9515668913636075,2.6467045622635927,3.194359331966838,2.821038395706105
2024-05-23,49.024491785662185,21.920913202364133,6.235210811541704,6.821262983350709,4.063579721954361,3.1829002287987533,2.6740631883088466,3.22737899107934,2.850199086939968
2024-05-24,50.79748619256391,20.143554631896603,6.23576552980698,6.821869840004554,4.063941240107043,3.1831833969139667,2.6743010875135225,3.22944542504128,2.850452656152138
2024-05-28,50.80923888475598,20.148215118369205,6.249666302417216,6.784294323047736,4.064881488415799,3.183919869866841,2.67491982359411,3.2337520422292063,2.8511121473039016
2024-05-29,50.80923888475598,20.148215118369205,6.246106861534191,6.784294323047736,4.064881488415799,3.183919869866841,2.67491982359411,3.2373114831122325,2.8511121473039016
2024-05-30,50.78754585270918,20.13961282701743,6.243440082828405,6.82231385845878,4.063145985063847,3.182560493554826,2.6737777651273915,3.2377082718109462,2.8498948634291956
2024-05-31,50.77760940245734,20.13567256454585,6.245775795217667,6.83698660349035,4.062351041199781,3.181937833934504,2.673254647514567,3.2370748226723296,2.849337288967622
2024-06-04,50.77309411936275,20.133882045791644,6.245220403851421,6.845270911955838,4.061989805899489,3.1816548873704837,2.6730169344426145,3.236786973177351,2.8490839181484153
2024-06-06,50.76406596181271,20.13030196342014,6.240553641093484,6.844053728222253,4.061267527996785,3.181089145177867,2.6725416351047144,3.2575490855035505,2.848577311668498
2024-06-12,50.848841585072314,20.095641122132363,6.229808504746555,6.832269470814192,4.0542747392412615,3.175611868871548,2.667939988213492,3.2519401586208363,2.8436725622874346
2024-06-13,50.802850322594374,20.077465213366295,6.245455480557437,6.826089886604264,4.050607768512378,3.172739622534432,2.665526915969397,3.318164244696435,2.841100545164986
2024-06-14,50.76773663018205,20.063588158566326,6.232277547779732,6.8213718595814665,4.047808087109398,3.170546702206091,2.663684568706403,3.3938496001814777,2.839136845687064
2024-06-17,49.54371027259536,20.8460694267469,6.467971333662323,7.087405814287504,4.205672870832075,3.294198233764703,2.767568443459111,2.837540233779434,2.949863370872585
2024-06-18,49.56036349175958,20.842231615535294,6.4594164690634335,7.08610100593546,4.204898596403376,3.293591763995464,2.7670589274931148,2.8370178358395806,2.949320293974697
2024-06-19,49.55853872267101,20.841464222858782,6.459178639017961,7.0858401019153305,4.204743775727362,3.2934704968372372,2.7669570468118323,2.8405952915706303,2.949211702589857
2024-06-20,49.528553507245526,20.82421281495679,6.481423573428296,7.079974836566443,4.201263322088271,3.2907443446654625,2.801455358818054,2.8456017334809784,2.9467705087501797
2024-06-21,49.5552170937907,20.824595869294896,6.453950805318264,7.080105070304395,4.2013406029034135,3.29080487679256,2.8015068906400606,2.845654077360587,2.946824713595126
2024-06-24,49.65567700922484,20.811962512362907,6.450035480158686,7.005952577918473,4.198791836254472,3.288808491707202,2.799807340899983,2.843927745484093,2.9450370059893447
2024-06-25,49.85580864269821,20.71561365499473,6.416515399929734,6.973518561892493,4.179353554280361,3.200389389858297,2.8929763438341727,2.8344214779248156,2.931402974587188
2024-06-26,49.85213814103972,20.71713001595737,6.416985082056012,6.9740290160598475,4.17965947853075,3.200623654969476,2.8931881066362157,2.8346289545727377,2.931617550177873
2024-06-27,49.86681692449544,20.71106590366912,6.415106765992945,6.971987647635634,4.178436050170504,3.1996868002400225,2.8923412413833476,2.8337992301725525,2.9307594362404323
2024-06-28,49.90622360825232,20.694786178858816,6.410064235914348,6.96650738694735,4.1751516325866564,3.197171718648889,2.8900677456740387,2.831571750821686,2.928455742295895
2024-07-03,49.982099018003275,20.6792874678513,6.408916880991349,6.961290039747486,4.172024783726911,3.1947772971709143,2.8458908113163432,2.8294511339724107,2.926262567220014
2024-07-04,49.984839241158355,20.678909740513564,6.406973218428176,6.961162885001078,4.171948577628565,3.1947189414502453,2.8458388283473313,2.8293994512901257,2.9262091161825574
2024-07-05,49.98849243605996,20.678909740513564,6.4051466209773755,6.961162885001078,4.171948577628565,3.1947189414502453,2.8440122308965305,2.8293994512901257,2.9262091161825574
2024-07-08,50.02867757997757,20.678909740513564,6.4051466209773755,6.961162885001078,4.171948577628565,3.1545337975326317,2.8440122308965305,2.8293994512901257,2.9262091161825574
2024-07-09,50.065209528993584,20.678909740513564,6.4051466209773755,6.961162885001078,4.171948577628565,3.11800184851662,2.8440122308965305,2.8293994512901257,2.9262091161825574
2024-07-10,50.0706815749389,20.676643666236856,6.404444720433368,6.96040005406136,4.171491399495183,3.1176601659099292,2.8437005731234684,2.8290893948415237,2.9258884509594063
2024-07-11,50.54610570514287,20.56023507789316,6.368387980226142,6.921213309941774,4.14800608761664,3.04380831998489,2.6824014848554194,2.8204262058093876,2.90941582852971
2024-07-12,50.549698002055685,20.558741596539463,6.3679253848975605,6.920710557760966,4.1477047793036075,3.043587219839249,2.68220663705404,2.820221331987085,2.9092044905623373
2024-07-15,50.548780044890286,20.558368260102128,6.367809746566039,6.9205848811279225,4.147629459064858,3.043531949821674,2.682157929526618,2.8219860680327455,2.9091516608677335
2024-07-22,52.826501941845116,19.610730209982574,6.076017779748686,6.6015804990940365,3.9564444660012543,2.9032403349466294,2.5585238512626325,2.6919066112810635,2.7750543058380073
2024-07-23,52.82467183781219,19.610050822267567,6.075807284178581,6.601351796101201,3.956307400234884,2.9031397560392582,2.5584352146002294,2.695277721000648,2.7749581677654485
2024-07-24,52.81643793860713,19.606994159987252,6.069664493692371,6.600322828699887,3.955690721792323,2.902687237182107,2.5580364256073818,2.7156405655737137,2.7745256288578375
2024-07-25,52.83107775675807,19.612428885239314,6.076544082489658,6.569236845934764,3.9567871719712557,2.903491812707454,2.558745469790519,2.7163932949434892,2.7752946801654783
2024-08-01,52.840231765129886,19.615827118738043,6.077596961548058,6.553048155027584,3.9574727620526184,2.9039948989492945,2.55918882204541,2.7168639627401516,2.775775553768956
2024-08-02,52.8728945035461,19.602241245567377,6.073387632978723,6.548509530141844,3.954731826241135,2.90198359929078,2.5574163342198584,2.714982269503546,2.7738530585106385
2024-08-09,52.8753423851127,19.601223063684497,6.073072168375562,6.548169386702125,3.954526409103029,2.901832864122888,2.5572834966047173,2.714841247580363,2.773708978714121
2024-08-15,52.87259607060991,19.600204987569168,6.07102542261373,6.530516139308444,3.9543210133034163,2.9016821446131895,2.5571506727885924,2.738938635309109,2.773564913884445
2024-08-16,52.874327384538674,19.600204987569168,6.0675627947561965,6.530516139308444,3.9543210133034163,2.9016821446131895,2.5571506727885924,2.7406699492378754,2.773564913884445
2024-08-27,54.181520194458756,18.3325092578826,6.058856275478627,6.521145315044621,3.948646845058832,2.8975184379678645,2.5534813441996036,2.7367372835937527,2.7695850463153455
2024-08-28,54.20119816815861,18.339167369979386,6.066245140224415,6.433581914025209,3.9500809386111766,2.898570776318884,2.554408733068611,2.78615603857382,2.7705909210398882
2024-08-29,54.189951861893434,18.335362142422397,6.0528827532783716,6.414956011730205,3.9492613290543903,2.8979693465390364,2.5538787141039117,2.835721794942732,2.770016046035523
2024-08-30,55.57323078625574,16.991852487135507,6.0528827532783716,6.414956011730205,3.9492613290543903,2.8979693465390364,2.5538787141039117,2.7959525258673157,2.770016046035523
2024-09-05,55.57130902074155,16.991264895669794,6.05613151761199,6.414734177565375,3.949124760528118,2.897869132506622,2.5537903989930077,2.795855839655852,2.76992025672769
2024-09-23,55.70225115587335,16.915513662199242,6.0738863853094776,6.386135716572625,3.9315185920894544,2.9073270149032786,2.5424049739562715,2.783391227411842,2.75757127168446
2024-09-24,55.68116510601102,16.909110305833444,6.049218295633262,6.383718249174934,3.9300303183599867,2.90622644820929,2.5414425482564362,2.8425613335948765,2.7565273949267506
2024-09-26,55.66583982137389,16.904456363555045,6.026910889930951,6.381961240336747,3.928948644994375,2.9312296370711097,2.540743059832177,2.864141634814201,2.755768708091501
2024-09-27,55.67254359524891,16.90649214803804,6.027636703965206,6.382729812681504,3.929421803817939,2.9315826417275694,2.5221245028008314,2.8713682095324606,2.7561005821875386
2024-10-02,55.66583982137389,16.904456363555045,6.026910889930951,6.381961240336747,3.928948644994375,2.943271073373632,2.5218208027853564,2.871022455558499,2.755768708091501
2024-10-03,55.641910945431036,16.897189705214796,6.027759054706522,6.375778917974608,3.9272597218592242,2.9849925031294275,2.520736756674966,2.869788299379617,2.754584095629806
2024-10-04,55.639234782130245,16.896899168824557,6.019058230425079,6.37566929052625,3.927192195135371,2.984941178088881,2.5206934142156103,2.8817750083392655,2.7545367323147394
2024-10-07,55.6555031165293,16.901839646655752,5.9245015617045285,6.4170920648898555,3.9283404653466714,2.9858139438887132,2.5214304387908144,2.9101366319468336,2.7553421302475334
2024-10-08,55.68327694854472,16.91027419182759,5.877554953658931,6.420294393986846,3.9303008297684148,2.9873039581777445,2.5226887112261367,2.911588880896742,2.7567171319128727
2024-10-09,55.677528364413455,16.90852842291452,5.88555126930105,6.419631580939665,3.9298950766191894,2.986995557360294,2.5224282759736125,2.9130089162505635,2.7564325362276447
2024-10-10,55.677528364413455,16.90852842291452,5.883830649740358,6.419631580939665,3.9298950766191894,2.986995557360294,2.5224282759736125,2.914729535811255,2.7564325362276447
2024-10-14,55.669865431661236,16.90620129166337,5.88130047172895,6.41874804306462,3.929354202723022,2.9865844553096172,2.5220811126059326,2.929811824534722,2.7560531667085293
2024-10-15,55.668907713375404,16.90591044529621,5.882919645744879,6.418637617930209,3.9292866039540595,2.986533075509741,2.522037723903963,2.9297614214245904,2.7560057528609474
2024-10-16,55.664119616187826,16.904456363555045,5.891014680231058,6.418085549244314,3.928948644994375,2.986276203025497,2.5218208027853564,2.929509431885035,2.755768708091501
2024-10-17,55.66507716973212,16.904747159892384,5.889395784736701,6.4181959553839905,3.929016232135362,2.986327573987298,2.5218641840238356,2.929559826325097,2.755816113783209
2024-10-21,56.33082005756213,16.766995013985163,5.752158579593822,6.301768751604578,3.8577431864553353,2.9321550664126366,2.4761171240558326,2.8764170956801385,2.705825124650371
2024-10-22,56.27325253901705,16.741828092271472,5.866638783295612,6.292309923669272,3.8519527916538774,2.9277539607316685,2.4724005221386096,2.8720996515702946,2.7017637356521504
2024-10-25,56.27135451273766,16.741263411392897,5.866440908922265,6.292097691941866,3.8518228701139696,2.9276552112600047,2.472317131167723,2.8753756539160764,2.701672608547539
2024-10-28,56.27040554761069,16.740981085237852,5.868028385634495,6.291991581446804,3.851757912630528,2.9276058390221524,2.472275437791749,2.8753271633253283,2.7016270473003967
2024-11-05,57.585664002567164,15.67707236523233,5.822244060929995,6.2357310228871885,3.8173169810437786,2.884715021576866,2.450169305696226,2.849617098371122,2.67747014169533
2024-11-06,57.66276279191198,15.698061674303712,5.835059896975194,6.105173666083149,3.822427810672674,2.8885772334592974,2.4534497243634585,2.853432319263095,2.6810548829674357
2024-11-08,57.66083280617727,15.697536256622922,5.838211618854448,6.1049693245373575,3.8222998731478413,2.8884805521248573,2.4533676068453305,2.853336814236896,2.680965147453083
