date,SUNHIGH FINANCIAL HOLDINGS LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHEONG LEE SECURITIES LTD
2025-02-11,87.80536193120496,1.6447217902003493,3.3563906827653462,0.0021322362971898327,3.0021887064432846,2.427977471610063,1.7271114007237645,0.0,0.03411578075503732
2025-02-12,87.7903867432723,1.6508369011430102,3.362213868900901,0.002131872644691113,3.0016766837250874,2.4339589984438437,1.7246849695551105,0.0,0.03410996231505781
2025-02-13,87.77728764338765,1.6505905817193978,3.3638437514923547,0.002131554550492533,3.001228807093486,2.4335958302973246,1.7372169586514143,0.0,0.03410487280788053
2025-02-14,87.76980419836626,1.650449860762955,3.3635569672859766,0.0021313728249947764,3.000972937592645,2.433388354296536,1.7455943436707217,0.0,0.03410196519991642
2025-02-17,87.76419245192227,1.6503443357908791,3.3633419112194542,0.0021312365512047102,3.000781064096232,2.431101533959213,1.7540076816414765,0.0,0.034099784819275364
2025-02-18,86.46322099881367,1.6363786973023007,3.317684741162541,0.002099644191775689,2.9562990220201697,2.395064129558528,3.1956584598825977,0.0,0.033594307068411024
2025-02-19,86.08185691722834,1.6479745569919713,3.286328334008931,0.002090383272860078,2.94325964818699,2.758678805193445,3.2463652227517015,0.0,0.03344613236576125
2025-02-20,86.02071938443532,1.646804123382285,3.288172096971721,0.002088898629283937,2.941169270031784,2.765075115583148,3.3025487328979053,0.0,0.03342237806854299
2025-02-21,86.0063467012566,1.636086220774748,3.289711245736048,0.0020885496078109017,2.9406778477977493,2.768790215074912,3.322882426027144,0.0,0.03341679372497443
2025-02-24,85.99018317255596,1.6441313727119613,3.257770640215518,0.0020881570980389673,2.9401251940388664,2.768269864870259,3.3640210849407763,0.0,0.03341051356862348
2025-02-25,85.9883875999368,1.6440970413828933,3.2597907277620943,0.0020881134949488076,2.9400638008879207,2.768212060253634,3.3639508403625293,0.0,0.03340981591918092
2025-02-26,85.95608011078339,1.6413919935889278,3.241867330156736,0.0020873289505937836,2.938959162436048,2.8026565819622733,3.3835602289125237,0.0,0.03339726320950054
2025-02-27,85.95249188828952,1.6413234739488387,3.245906482566484,0.002087241815388421,2.9388364760668964,2.8025395855220325,3.38341898274463,0.0,0.033395869046214735
2025-02-28,45.7633417389758,0.8738832975330787,1.7282050159465476,0.0011113018179117436,1.5647129596197347,1.514370987268333,1.8014202468349363,0.0,0.017780829086587898
2025-03-03,85.91483363129286,1.6406043629627727,3.246570684982907,0.0020863273347611435,2.93754888734369,2.840951931744249,3.3840229369825745,0.0,0.033381237356178296
2025-03-04,85.83395310600721,1.664112662136446,3.2456775321853724,0.0020844138761165966,2.934854737572168,2.898794377515351,3.3871725486894695,0.0,0.033350622017865546
2025-03-05,85.84289971257355,1.6642861151900625,3.248100465345538,0.0020846311378201095,2.935160642050714,2.8865887365395055,3.3875255989576774,0.0,0.03335409820512175
2025-03-06,85.84111024206041,1.6642514216867144,3.2501173435251998,0.0020845876818561984,2.935099456053527,2.886528563066278,3.387454983016322,0.0,0.033353402909699174
2025-03-07,85.83395310600721,1.6703659037647958,3.256099601565955,0.0020844138761165966,2.934854737572168,2.8862878942586514,3.383003720937236,0.0,0.033350622017865546
2025-03-10,85.75173174021864,1.6812603435223703,3.2342387902628804,0.0020824171912435224,2.9320434052708797,2.981396692703351,3.383927935770724,0.0,0.03331867505989636
2025-03-11,85.74994606860024,1.6812253333970038,3.2362538151483253,0.002082373827532952,2.9319823491663963,2.981334608878927,3.3838574697410464,0.0,0.033317981240527234
2025-03-12,85.74458949992942,1.6811203117688591,3.2381338988174293,0.002082243747236498,2.9317991961089893,2.9811483729184944,3.3878105767537825,0.0,0.03331589995578397
2025-03-13,85.72673910328254,1.7015884370528818,3.2395415910424803,0.0020818102635960676,2.931188851143263,2.98052775439049,3.3850234886072057,0.0,0.03330896421753708
2025-03-14,85.72495447238188,1.7223706831991825,3.2186564820855255,0.0020817669251585553,2.9311278306232462,2.980465706749504,3.38703478723297,0.0,0.033308270802536885
2025-03-17,85.73209344184394,1.724596058405687,3.233498106138032,0.0020819402897359687,2.931371927948244,2.9515667487586827,3.3914807319798927,0.0,0.0333110446357755
2025-03-18,85.748160471349,1.724919264507886,3.2361864256491875,0.002082330465628333,2.9319212956046927,2.931296596465004,3.3921163285085543,0.0,0.03331728745005333
2025-03-19,85.748160471349,1.724919264507886,3.238268756114816,0.002082330465628333,2.9319212956046927,2.931296596465004,3.390033998042926,0.0,0.03331728745005333
2025-03-20,85.74637494846027,1.72488334673646,3.225707603428887,0.0020822871055295525,2.93186024458561,2.9291532713484214,3.4066217046463483,0.0,0.03331659368847284
2025-03-21,83.64497936865192,1.6826114461144719,3.1466548422634846,0.0020312562727732774,2.8600088320647745,2.8573681989101694,3.323135262257082,0.0,2.4832107934653314
2025-03-24,83.64328035927286,1.6825772686581582,3.1486221419514937,0.0020312150135909004,2.8599507391359875,2.8573101596183195,3.3230677622347127,0.0,2.4831603541148755
2025-03-25,83.64158141891347,1.6825430925902514,3.148558187964868,0.0020311737560846145,2.861923822323222,2.8572521226842276,3.3230002649544295,0.0,2.483109916813441
2025-03-26,83.6517760964489,1.6827481698254902,3.1489419508598697,0.0020314213262657426,2.862272648708431,2.85760037965802,3.31121676181316,0.0,2.48341257135987
2025-03-27,83.64837759448584,1.6826798051926593,3.1488140195008363,0.0020313387961667143,2.8621563637989005,2.857484284567717,3.3151449153440775,0.0,2.4833116783138083
2025-03-28,83.64667844705484,1.6826456249592776,3.1487500577193197,0.002031297533631848,2.8620982248872737,2.8574262405599207,3.3171088724208078,0.0,2.4832612348649343
2025-03-31,45.76223043715789,0.920557973885372,1.7248711104928125,0.0011113018179117436,1.5658242614376465,1.5554891545310674,1.8158671704677891,0.0,1.3585664723971065
2025-04-01,83.63988254756956,1.6886023154114298,3.154587634076986,0.002031132500254318,2.861865692858334,2.855162955607495,3.314808240415047,0.0,2.483059481560904
2025-04-03,83.63818374523689,1.6885680183576204,3.1565546527698,0.0020310912460999087,2.8618075657547712,2.8551049646426416,3.314740913635051,0.0,2.4830090483571383
2025-04-07,83.65517487457474,1.6889110516028552,3.1571959080669094,0.002031503863071179,2.862388943067291,2.8556849803191566,3.2950992659014524,0.0,2.4835134726045163
2025-04-08,83.6517760964489,1.692905276456819,3.157067636164932,0.0020314213262657426,2.862272648708431,2.855568958331754,3.2949653912030343,0.0,2.48341257135987
2025-04-10,83.59234215315205,1.7708716229478556,3.1568545419170686,0.002029978017043257,2.860239026013949,2.851510120540663,3.2845044315759893,0.0,2.4816481258353815
2025-04-11,83.61270998873876,1.7713031077122767,3.1576237307282056,0.002030472634820804,2.860935942462513,2.8522049101327838,3.260939051522212,0.0,2.4822527960684333
2025-04-14,83.57707278730821,1.811140291540736,3.158307503401845,0.0020296072118211666,2.859716561456023,2.8509892504451924,3.2595491821847933,0.0,2.4811948164513757
2025-04-15,84.8086504120622,1.6751134035405255,2.9229779042638113,0.0018771722214582964,2.6449356600347396,2.636863819482469,3.0147385876620243,0.0,2.2948430407327676
2025-04-16,86.330215814112,1.6206180507040875,2.9127532314846336,0.0018706058113302638,2.6356835881643415,2.6108045308736494,1.6012385744987059,0.0,2.2868156043512475
2025-04-17,85.01496162774592,1.6009995181071837,2.841365948392947,0.0018437048207047579,2.6014675020144136,2.479229872401688,1.7847062664422055,1.4214964167633684,2.2539291433115665
2025-04-22,81.02928868313482,3.786031129719464,2.860558995680481,2.669404427621001,2.6156455884536336,2.485326747299636,1.8741443585589113,1.444073645219972,1.2355264243120814
2025-04-23,81.00976630969538,3.7851189618506726,2.8598698016635176,2.650228223940178,2.61501540138433,2.492141183728921,1.8977858051152046,1.4548455634916362,1.23522874913016
2025-04-24,80.985751683139,3.7877024110216575,2.8608747756857773,2.6494425872942977,2.61424020326731,2.4914024105836656,1.915750793889723,1.4599725585929415,1.234862576525629
2025-04-25,80.99025334103462,3.776795793248775,2.861033799702405,2.649589858683328,2.6143855179036195,2.491540897182847,1.9158572824325604,1.4656122924604984,1.2349312173513554
2025-04-28,80.98875273279748,3.774872990094505,2.860980789732571,2.6495407664011967,2.614337077896565,2.4914947332725097,1.9158217849362498,1.4692907886406636,1.23490833622825
2025-04-29,80.98425124171145,3.774663176305028,2.8626744943362006,2.649393500469328,2.6141917686449103,2.4913562518049686,1.91571530033936,1.4729145684427383,1.234839697946019
2025-05-02,81.01126769674508,3.7759224090126984,2.8654828271925097,2.6502773417011025,2.6150638665316475,2.492187371598233,1.8774342287714807,1.4771126163187265,1.235251642128521
