date,SUNHIGH FINANCIAL HOLDINGS LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHEONG LEE SECURITIES LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-21,0.0,0.0,0.0,0.0,64.01446654611212,0.0,35.98553345388788,0.0,0.0
2024-03-22,0.0,17.50427584990174,0.0,0.0,34.69686797057627,28.318623102821327,19.480233076700664,0.0,0.0
2024-03-25,0.0,12.386648193390124,29.288461655836645,0.0,24.552737893835626,20.039264960385474,13.732887296552128,0.0,0.0
2024-03-26,0.0,12.3146406327927,29.24314437022946,0.0,24.599379546278264,20.091521513522114,13.751313937177462,0.0,0.0
2024-03-28,0.0,12.316781870898927,29.265616836454505,0.0,24.603656823256507,20.095014975715582,13.718929493674478,0.0,0.0
2024-04-02,0.0,12.3146406327927,29.260529090756865,0.0,24.599379546278264,20.091521513522114,13.733929216650056,0.0,0.0
2024-04-03,0.0,12.316781870898927,29.265616836454505,0.0,24.603656823256507,20.095014975715582,13.718929493674478,0.0,0.0
2024-04-08,0.0,12.321066581766408,29.27579763756124,0.0,24.612215841096994,20.10200554597583,13.68891439359953,0.0,0.0
2024-04-10,0.0,12.33608657454273,29.31148629049718,0.0,24.52031438386719,20.126510890223944,13.70560186086895,0.0,0.0
2024-04-11,0.0,12.33393861962409,29.323794548857414,0.0,24.516044915623016,20.10559450573146,13.720627410164019,0.0,0.0
2024-04-12,0.0,12.33608657454273,29.32890128650845,0.0,24.52031438386719,20.109095894212675,13.70560186086895,0.0,0.0
2024-04-30,0.0,0.7872017557359627,1.8715629504571625,0.0,1.5647129596197347,1.2865541145964257,0.8745945306965421,0.0,0.0
2024-05-16,0.0,12.331791412577495,29.318689589263396,0.0,24.51177693391653,20.13691220132191,13.700829862920674,0.0,0.0
2024-05-17,0.0,12.357805793325976,29.356541163465046,0.0,24.52885778307626,20.150944458582607,13.605850801550112,0.0,0.0
2024-06-19,0.0,12.355653307084594,29.36884586186639,0.0,24.524585339425837,20.147434561160416,13.60348093046277,0.0,0.0
2024-06-20,0.0,12.357805793325976,29.373962227231438,0.0,24.52885778307626,20.150944458582607,13.588429737783722,0.0,0.0
2024-07-08,0.0,12.3406068733854,29.472255693700212,0.0,24.494719856950837,20.12289947339136,13.569518102572195,0.0,0.0
2024-07-10,0.0,12.338460373880258,29.484523142927433,0.0,24.49045929630005,20.11939933808968,13.567157848802584,0.0,0.0
2024-07-15,0.0,12.32988183782124,29.464023498944304,0.0,24.47343186485326,20.174937759613055,13.55772503876814,0.0,0.0
2024-07-22,0.0,12.327739067351692,29.47628171921562,0.0,24.469178705919678,20.171431622131372,13.555368885381641,0.0,0.0
2024-08-21,0.0,12.32988183782124,29.481405197711958,0.0,24.47343186485326,20.174937759613055,13.54034334000049,0.0,0.0
2024-08-23,0.0,12.34920034505897,29.388325319189295,0.0,24.51177693391653,20.20654793124781,13.5441494705874,0.0,0.0
2024-08-26,0.0,12.351350583342573,29.393442403731342,0.0,24.516044915623016,20.210066288042356,13.529095809260713,0.0,0.0
2024-08-28,0.0,12.364267754235115,29.42418237148524,0.0,24.541684050359535,20.23120218554852,13.438663638371592,0.0,0.0
2024-08-29,0.0,12.372894221870958,29.444711428440662,0.0,24.55880662060774,20.332529032416506,13.291058696664132,0.0,0.0
2024-08-30,0.0,12.372894221870958,29.462153762688253,0.0,24.55880662060774,20.332529032416506,13.273616362416544,0.0,0.0
2024-09-12,0.0,12.370736476665808,29.474455063965934,0.0,24.554523738504365,20.328983183220554,13.27130153764334,0.0,0.0
2024-09-20,0.0,12.338009553375775,29.49703843118343,0.0,24.55880662060774,20.332529032416506,13.273616362416544,0.0,0.0
2024-10-03,0.0,12.333706980582432,29.486752075471905,0.0,24.550242349949198,20.32543857055098,13.303860023445482,0.0,0.0
2024-10-04,0.0,12.33585789180998,29.491894356393843,0.0,24.554523738504365,20.328983183220554,13.288740830071255,0.0,0.0
2024-10-08,0.0,12.35114323225143,29.486752075471905,0.0,24.550242349949198,20.32543857055098,13.286423771776484,0.0,0.0
2024-10-09,0.0,12.299672786614533,29.38123665434454,0.0,24.447935066284465,20.24073714969304,13.630418343063427,0.0,0.0
2024-10-10,0.0,12.276535079157137,29.284624273231064,0.0,24.367544535148937,20.208793859157254,13.862502253305609,0.0,0.0
2024-10-14,0.0,12.28503951800859,29.304910884625368,0.0,24.384424891953444,20.222793285748605,13.802831419663988,0.0,0.0
2024-10-15,0.0,12.25956147630173,29.244135195573673,0.017282566646416107,24.33385383815388,20.18085307302009,13.964313850304213,0.0,0.0
2024-10-18,0.0,12.274410808901253,29.279557008249757,0.017303500068937144,24.3633280970635,20.205297030497903,13.860103555218654,0.0,0.0
2024-10-23,0.0,12.278660084813733,29.25507431171927,0.01730949036429138,24.371762432922264,20.212291898383043,13.864901781797395,0.0,0.0
2024-10-24,0.0,13.251111872506769,28.05610589876454,0.017381698767651464,24.47343186485326,20.557335132501382,13.644633532606399,0.0,0.0
2024-10-25,0.0,13.248809004435316,28.068608796502907,0.01737867805818159,24.469178705919678,20.553762539411366,13.642262275672548,0.0,0.0
2024-10-28,0.0,13.258025282558227,28.03596188055131,0.017390767199955703,24.48620021753763,20.56806036738761,13.63436148476527,0.0,0.0
2024-10-29,0.0,13.072750352656362,28.028980374124334,0.017375658398448034,24.46492702501483,20.55019118784449,13.86577540196153,0.0,0.0
2024-10-30,0.0,13.057643545795319,28.051230118444725,0.01737867805818159,24.469178705919678,20.553762539411366,13.850806412370728,0.0,0.0
2024-10-31,45.73333658989218,0.8349877339061677,1.7937718232033404,0.0011113018179117436,1.5647129596197347,1.309891452772572,0.8834849452398361,0.0,0.0
2024-11-01,87.75901892911483,1.5809569597134823,3.442120499509041,0.0021325091179905608,3.00257283813071,2.5114559882574836,1.7017422761564678,0.0,0.0
2024-11-04,87.78335477369498,1.5813953639177334,3.430276407244136,0.0021331004692966083,3.0034054607696246,2.5014869203441323,1.6638183660513544,0.0,0.03412960750874573
2024-11-06,87.78522732079092,1.5814290973892315,3.4303495800471264,0.002133145971443336,3.003469527792217,2.499407134740157,1.663853857725802,0.0,0.034130335543093374
2024-11-08,87.77024918051477,1.5811592699070867,3.436162631043565,0.0021327820086153642,3.002957068130433,2.5096445895376993,1.6635699667199841,0.0,0.03412451213784583
2024-11-12,87.76837727235505,1.5811255479458663,3.397700089352276,0.0021327365219945323,3.0028930229683013,2.509591065430966,1.7040564810736312,0.0,0.03412378435191252
2024-11-15,87.92026098116548,1.5838616952893654,3.360851285240015,0.0021364272354717885,3.0080895475442784,2.3793390121449307,1.7112782156129027,0.0,0.03418283576754862
2024-11-18,87.91791027355632,1.5830499982178516,3.3377755933612447,0.002135332359741356,3.006547962515829,2.408014302080327,1.710401220152826,0.0,0.03416531775586169
2024-11-19,87.91978765323269,1.5830838023185645,3.337846867485525,0.002135377957157878,3.006612163678292,2.405930344329781,1.71043774368346,0.0,0.03416604731452605
2024-11-20,87.91791027355632,1.5830499982178516,3.3399109257209862,0.002135332359741356,3.006547962515829,2.4058789697205856,1.710401220152826,0.0,0.03416531775586169
2024-12-02,87.91415575472307,1.5829823943472205,3.341903536585431,0.002135241170750001,3.006419568416001,2.405776227084026,1.7124634189415007,0.0,0.034163858732000014
2024-12-06,87.91227861555593,1.5829485945771173,3.343967375988033,0.0021351955791749184,3.0063553754782846,2.4057248590563804,1.7124268544982846,0.0,0.034163129266798695
2024-12-09,87.91040155654825,1.5829147962503658,3.346031127258501,0.0021351499895467326,3.0062911852817993,2.4056734932223036,1.7123902916164797,0.0,0.03416239983274772
2024-12-11,87.93293155629544,1.583320471452934,3.319124596856187,0.0021356971936076054,3.0070616485995085,2.406290028037689,1.714964846466907,0.0,0.03417115509772169
2024-12-12,87.93105361525107,1.583286657244229,3.321189363501764,0.0021356515825566914,3.0069974282398215,2.4062386380666245,1.7149282207930234,0.0,0.03417042532090706
2024-12-13,87.93635546807764,1.5831514148512467,3.3166347332879744,0.0021354691578332344,3.006740574229194,2.403897630972872,1.7169172028979205,0.0,0.03416750652533175
2024-12-16,87.9344776544282,1.5831176078629987,3.3186993326451177,0.002135423556521796,3.0066763675826884,2.4038462975765857,1.7168805394435236,0.0,0.03416677690434874
2024-12-17,87.9347352989328,1.5830838023185645,3.318628465871104,0.002135377957157878,3.006612163678292,2.403794966372623,1.7168438775549337,0.0,0.03416604731452605
2024-12-19,87.93097998140472,1.5830161955607678,3.324892601695146,0.002135286764272105,3.006483764095124,2.4036923105411088,1.7146352717105005,0.0,0.03416458822835368
2025-01-03,87.93097998140472,1.5830161955607678,3.32916317522369,0.002135286764272105,3.006483764095124,2.4036923105411088,1.7103646981819562,0.0,0.03416458822835368
2025-01-06,87.92722498461015,1.5829485945771173,3.3311562025129833,0.0021351955791749184,3.0063553754782846,2.4035896634772054,1.7124268544982846,0.0,0.034163129266798695
2025-01-07,87.92722498461015,1.5829485945771173,3.3332913980921584,0.0021351955791749184,3.0063553754782846,2.4035896634772054,1.7102916589191095,0.0,0.034163129266798695
2025-01-10,87.92534760647509,1.5829147962503658,3.335355377310767,0.0021351499895467326,3.0062911852817993,2.403538343232757,1.710255141626933,0.0,0.03416239983274772
2025-01-22,87.92347030850797,1.5828809993668733,3.337419268393153,0.0021351044018653193,3.00622699782637,2.40348702517979,1.7102186258941208,0.0,0.03416167042984511
2025-02-03,87.91971595305714,1.5828134099292956,3.34154678617184,0.002135013232342311,3.006098631137974,2.4033843956477394,1.7101455991061911,0.0,0.034160211717476976
2025-02-05,87.95351669901416,1.5834219227456356,3.304386431565789,0.0021358340384504634,3.0072543261382525,2.404308377083687,1.710803064798821,0.0,0.034173344615207414
2025-02-06,87.93285760007451,1.5830499982178516,3.307880940324866,0.002135332359741356,3.006547962515829,2.418690963879034,1.7146718848723086,0.0,0.03416531775586169
2025-02-07,87.86718862214597,1.6394786807728121,3.3203467514906486,0.0021337376760539486,3.00430264788396,2.416884665666308,1.715525091547375,0.0,0.03413980281686318
2025-02-10,87.84282226201991,1.6390240386182018,3.3407574492465058,0.002133145971443336,3.003469527792217,2.4247470257396397,1.7129162150689987,0.0,0.034130335543093374
