date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,KARL-THOMSON SECURITIES CO LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHIEF SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,1.347,0.0,0.0,0.0,0.0,0.95025,0.0,0.0,2.29725
2024-03-04,0.0,1.345,0.0,0.0,0.0,0.0,0.95075,0.0,0.0,2.29575
2024-03-05,0.0,1.3455,0.0,0.0,0.0,0.0,0.95075,0.0,0.0,2.29625
2024-03-06,0.0,1.344,0.0,0.0,0.0,0.0,0.95075,0.0,0.0,2.29475
2024-03-11,0.0,1.346,0.0,0.0,1.0274999999999999,0.0,0.95075,0.0,0.0,3.32425
2024-03-13,0.0,1.3495,0.0,0.0,1.0274999999999999,0.0,0.95075,0.0,0.0,3.32775
2024-03-14,0.0,1.3644999999999998,0.0,0.0,1.0274999999999999,0.0,0.95075,0.0,0.0,3.3427499999999997
2024-03-19,4.4355,1.3644999999999998,0.0,0.0,1.0274999999999999,0.0,0.95075,0.0,0.0,7.778250000000001
2024-03-20,4.498,1.3675,0.0,0.0,0.967,0.6655,0.95075,0.0,0.0,8.448749999999999
2024-03-26,4.5155,1.3675,0.0,0.0,0.9495,0.6655,0.95075,0.0,0.398,8.84675
2024-03-28,4.5155,1.3675,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.85175
2024-04-05,4.5155,1.3665,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.85075
2024-04-09,4.5155,1.3765,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.860750000000001
2024-04-10,4.5155,1.376,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.86025
2024-04-12,4.5155,1.379,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.86325
2024-04-15,4.5155,1.39,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.87425
2024-04-19,4.5155,1.3915,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.87575
2024-04-24,4.5155,1.398,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.882249999999999
2024-05-13,4.5155,1.4615,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.398,8.94575
2024-05-14,4.5155,1.462,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.3975,8.94575
2024-05-16,4.5155,1.4635,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.3975,8.94725
2024-05-22,4.5155,1.461,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.3975,8.944749999999999
2024-05-23,4.5155,1.4569999999999999,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.3975,8.94075
2024-05-24,4.577,1.4569999999999999,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.3975,9.00225
2024-05-27,4.577,1.4540000000000002,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,8.99875
2024-05-28,4.577,1.4500000000000002,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,8.99475
2024-06-05,4.6645,1.4529999999999998,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,9.08525
2024-06-06,4.6645,1.4615,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,9.09375
2024-06-07,5.6005,1.4595,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,10.027750000000001
2024-06-11,6.053999999999999,1.4345,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,10.45625
2024-06-14,6.053999999999999,1.4335,0.0,0.0,0.9495,0.6655,0.95575,0.0,0.39699999999999996,10.455250000000001
2024-06-17,6.053999999999999,1.4335,0.0,2.137,0.9495,0.6655,0.95575,0.0,0.39699999999999996,12.59225
2024-06-18,6.053999999999999,1.431,2.2355,2.137,0.9495,0.6655,0.95575,0.0,0.39699999999999996,14.82525
2024-06-20,6.053999999999999,1.4315,2.2355,2.137,0.9495,0.6655,0.95575,0.0,0.39699999999999996,14.82575
2024-06-24,6.053999999999999,2.9925,2.2355,2.137,0.9495,0.6655,0.95575,0.0,0.39699999999999996,16.38675
2024-06-27,6.1505,2.9945,2.2355,2.137,0.9495,0.6655,0.95275,0.0,0.39699999999999996,16.48225
2024-07-15,6.1505,2.9085,2.2355,2.137,0.9495,0.752,0.95275,0.0,0.39699999999999996,16.48275
2024-07-17,6.1505,2.8085,2.2355,2.137,1.05,0.752,0.95275,0.0,0.39699999999999996,16.483249999999998
2024-07-19,6.1505,2.8095,2.2355,2.137,1.05,0.752,0.95275,0.0,0.39699999999999996,16.48425
2024-07-22,6.1505,2.8105,2.2355,2.137,1.05,0.752,0.95175,0.0,0.39699999999999996,16.48425
2024-07-25,6.1505,2.722,2.2355,2.137,1.1384999999999998,0.752,0.95175,0.0,0.39699999999999996,16.48425
2024-08-07,6.1505,2.7205,2.2355,2.137,1.1384999999999998,0.7385,0.95175,0.0,0.41050000000000003,16.48275
2024-08-08,6.1505,2.725,2.2355,2.137,1.1325,0.7385,0.95175,0.0,0.41050000000000003,16.48125
2024-08-22,6.1505,2.7255000000000003,2.2355,2.137,1.1325,0.7385,0.95175,0.0,0.41050000000000003,16.48175
2024-08-26,6.1505,2.727,2.2355,2.137,1.1295,0.7385,0.95175,0.3555,0.41050000000000003,16.83575
2024-08-28,6.1505,2.727,2.2355,2.137,1.1809999999999998,0.7385,0.95175,0.3555,0.41050000000000003,16.88725
2024-08-29,6.1505,2.7425,2.2355,2.137,1.1809999999999998,0.7385,0.9362499999999999,0.3555,0.41050000000000003,16.88725
2024-09-02,6.1505,2.743,2.2355,2.137,1.1985000000000001,0.721,0.9362499999999999,0.3555,0.41050000000000003,16.88775
2024-09-03,6.1505,2.7455,2.2355,2.137,1.196,0.721,0.9362499999999999,0.3555,0.41050000000000003,16.88775
2024-09-04,6.1505,2.7165000000000004,2.2355,2.137,1.225,0.721,0.9362499999999999,0.3555,0.41050000000000003,16.88775
2024-09-09,6.1505,2.7225,2.2355,2.137,1.2494999999999998,0.721,0.90375,0.3555,0.41050000000000003,16.885749999999998
2024-09-10,6.1505,2.725,2.2355,2.137,1.25,0.718,0.90375,0.3555,0.41050000000000003,16.885749999999998
2024-09-16,6.1505,2.6780000000000004,2.2355,2.137,1.2970000000000002,0.718,0.90375,0.3555,0.41050000000000003,16.885749999999998
2024-09-17,6.15,2.677,2.2355,2.137,1.2970000000000002,0.718,0.90425,0.3555,0.41050000000000003,16.88475
2024-10-04,6.15,2.6765,2.2355,2.137,1.2970000000000002,0.718,0.90425,0.3555,0.41050000000000003,16.88425
2024-10-07,6.15,2.677,2.2355,2.137,1.2970000000000002,0.718,0.90375,0.3555,0.41050000000000003,16.88425
2024-10-08,6.15,2.6775,2.2355,2.137,1.2970000000000002,0.718,0.9022499999999999,0.3555,0.41050000000000003,16.88325
2024-10-09,6.15,2.6765,2.2355,2.137,1.2970000000000002,0.718,0.9032500000000001,0.3555,0.41050000000000003,16.88325
2024-10-23,6.15,2.6775,2.2355,2.137,1.2970000000000002,0.718,0.9032500000000001,0.3555,0.41050000000000003,16.88425
2024-10-24,6.15,2.6825,2.2355,2.137,1.2970000000000002,0.718,0.9032500000000001,0.3555,0.41050000000000003,16.88925
2024-11-01,6.15,2.6904999999999997,2.2355,2.137,1.2970000000000002,0.718,0.9032500000000001,0.3555,0.41050000000000003,16.89725
2024-11-05,6.15,2.6935000000000002,2.2355,2.137,1.2970000000000002,0.718,0.9032500000000001,0.3555,0.41050000000000003,16.90025
2024-11-06,6.15,2.6935000000000002,2.2355,2.137,1.2970000000000002,0.718,0.9072500000000001,0.3555,0.41050000000000003,16.90425
2024-11-18,6.15,2.6950000000000003,2.2355,2.137,1.2970000000000002,0.718,0.91325,0.3555,0.41050000000000003,16.91175
2024-11-27,6.15,2.696,2.2355,2.137,1.2970000000000002,0.718,0.91325,0.3555,0.41050000000000003,16.91275
2024-12-03,6.15,2.6995,2.2355,2.137,1.2970000000000002,0.718,0.91325,0.3555,0.41050000000000003,16.916249999999998
2024-12-11,6.15,2.709,2.2355,2.137,1.2970000000000002,0.718,0.91325,0.3555,0.41050000000000003,16.92575
2024-12-12,6.15,2.7119999999999997,2.2355,2.137,1.2970000000000002,0.718,0.91325,0.3555,0.41050000000000003,16.92875
2024-12-20,6.15,2.7119999999999997,2.2355,2.137,1.2970000000000002,0.718,0.67775,0.5910000000000001,0.41050000000000003,16.92875
2024-12-27,6.15,2.7205,2.2355,2.137,1.2970000000000002,0.718,0.66925,0.5910000000000001,0.41050000000000003,16.92875
2025-01-16,6.15,2.7365,2.2355,2.137,1.2970000000000002,0.718,0.66925,0.5910000000000001,0.41050000000000003,16.94475
2025-01-21,6.15,2.7395,2.2355,2.137,1.2970000000000002,0.718,0.66925,0.5910000000000001,0.41050000000000003,16.94775
2025-01-23,6.15,2.75,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.95775
2025-01-24,6.15,2.758,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.96575
2025-01-27,6.15,2.7635,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.971249999999998
2025-02-04,6.148499999999999,2.78,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.98625
2025-02-07,6.148499999999999,2.7805,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.98675
2025-02-10,6.148499999999999,2.7824999999999998,2.2355,2.137,1.2970000000000002,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.98875
2025-02-11,6.148499999999999,2.7845,2.2355,2.137,1.2919999999999998,0.718,0.66875,0.5910000000000001,0.41050000000000003,16.98575
2025-02-14,6.148499999999999,2.8145,2.2355,2.137,1.2919999999999998,0.718,0.66875,0.5910000000000001,0.41050000000000003,17.01575
