date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2024-03-01,39.497863388475615,12.619065566041174,9.016676567091627,13.630145661336723,9.808513760553101,4.847242394779846,3.7845270113382283,1.9996838817289315,1.2478806251024113,3.5484011435523413
2024-03-04,39.525615173163914,12.601776058652831,9.009909395148599,13.607589974531415,9.826026987859308,4.8462423495103275,3.7905683081503385,2.002019200811443,1.2460960245316277,3.5441565276401987
2024-03-05,39.67045086734508,12.605762685701697,9.00805474907694,13.46064866389398,9.832233918830033,4.850278769157239,3.775734696439579,2.0061805579434933,1.2448806711112366,3.5457744205007207
2024-03-06,39.6293942575683,12.605327279528083,9.00822937728413,13.511811292786454,9.834355918915676,4.848515169465671,3.778831058663091,1.9938839383712128,1.245087488678295,3.544564218739088
2024-03-07,39.997695113160006,11.686655675592508,9.119017385526867,13.602549382191983,10.013773930586932,4.908137724461702,3.8141922289614083,2.020104210057024,1.2559514964382839,3.5819228530232867
2024-03-08,40.07574650286615,11.697830253654057,9.085377165862283,13.58996817463541,10.00846883220197,4.9081052130172385,3.8144737565587117,1.9822219532362053,1.2564768662005006,3.5813312817674734
2024-03-11,40.05037654075799,11.694925993336657,9.076583943227694,13.601224962710642,10.035533417610344,4.903648690224944,3.8190933776852924,1.978339565715974,1.2579387741150962,3.582334734615366
2024-03-12,40.02217072174808,11.702099303023438,9.059171023247846,13.648830560257124,10.035095198076256,4.908918846697233,3.8127840404269064,1.9770108534168673,1.2558608338084623,3.5780586192977846
2024-03-13,39.98878508532197,11.709451921107906,9.031468532227002,13.678288412118322,10.046421456896862,4.931994265907516,3.804440431866427,1.9797888722470691,1.262481307611816,3.56687971469511
2024-03-14,39.96802037649548,11.701607683508794,9.076224579880414,13.652516458088673,10.112768416481002,4.919792382185582,3.7872720890776415,1.9802411147073065,1.2436478747740147,3.557909024801096
2024-03-15,39.98142500152363,11.675962236837774,9.048871638991391,13.60533192946728,10.148134723989012,4.910844106788442,3.783878707467535,1.965567972732599,1.3202651420029625,3.559718540199369
2024-03-18,39.8903990726148,11.665646970003746,9.045330651098872,13.726335482351656,10.153316493929097,4.895896166296952,3.784839251416864,1.9599488129271962,1.3184564080618337,3.5598306912989854
2024-03-19,39.808080970850085,11.655279464476378,9.094396738590499,13.727954486586027,10.191970990493456,4.882684733416059,3.8296372904463203,1.9393920583276214,1.314354885126795,3.5562483816867627
2024-03-20,39.77116464394573,11.625442355821262,9.140752208912446,13.644027373750095,10.275402894599003,4.912972427511741,3.821503378257255,1.9191494288407975,1.3375646304353428,3.552020657926327
2024-03-21,39.72865888688931,11.60505873562698,9.201932769991963,13.669073430083268,10.31327800471134,4.873314120686937,3.7885249996872523,1.9297215829663044,1.3457592937900746,3.5446781755665735
2024-03-22,39.68986047978268,11.594711579271161,9.266664041771312,13.574126690403402,10.403493155062499,4.9031797147494425,3.765295414224612,1.9150521672920577,1.3440099567583492,3.5436068006844836
2024-03-25,39.64783896271611,11.595782398566644,9.32994730395976,13.59152786707772,10.396483367788166,4.887142695901765,3.739128643636803,1.9168758708705258,1.3461581212010607,3.5491147682814495
2024-03-26,39.73121843750579,11.586693576940494,9.357469216390651,13.557051071327905,10.41122561882016,4.82367215802971,3.735976656219009,1.922072738287871,1.3335506572689462,3.5410698692094655
2024-03-27,39.547975622012494,11.581437344409593,9.41621849807195,13.553778272832831,10.515663630630403,4.824222240015737,3.73838803195879,1.9169823955171847,1.3617771073299407,3.543556857221078
2024-03-28,39.357330943450535,11.629827345670785,9.523461495595207,13.534747253059681,10.531150602919718,4.844298999068766,3.7396226947680895,1.917463061649944,1.3861009994428932,3.535996604374376
2024-04-02,39.323978122567254,11.625027055637497,9.595959529856522,13.48286498020927,10.610439777325633,4.8180490760470995,3.7041558724749297,1.9258728981133117,1.3748565517427072,3.538796136025772
2024-04-03,39.131637267218466,11.633155889815695,9.672634137673484,13.53406451763765,10.634010076425614,4.826673951153195,3.754333264461429,1.9127929967094794,1.3676556936632234,3.533042205241762
2024-04-05,39.16938081772828,11.711488021246307,9.518920154819288,13.762934512826899,10.373447469521963,4.84342668311136,3.752709385447931,1.9062537394148558,1.4654746821270093,3.495964533756103
2024-04-08,39.080137846721556,11.67245810205208,9.572631745192561,13.789599394051038,10.494449102864344,4.823035011609797,3.707303852469305,1.9039668190361843,1.4687325919290866,3.4876855340740516
2024-04-09,39.037484397643894,11.677480746338835,9.567307278666403,13.866917678194323,10.488611905273752,4.821476039773309,3.70888536934727,1.901084110209985,1.4420017712443718,3.4887507033078533
2024-04-10,39.026518968519106,11.70793922774293,9.594245946107918,13.763269639959214,10.573051137399325,4.789914273119056,3.7330673097121423,1.8983877048612474,1.4423996380436022,3.4712061545354604
2024-04-11,38.969500109905155,11.686141282594619,9.707288893218964,13.71928647331114,10.610200700795094,4.786514109226816,3.7292308854582483,1.8735765235556316,1.4503993600730838,3.467861661861247
2024-04-12,39.060409916586174,11.61964741044337,9.733407465560964,13.647526122060615,10.634160144741728,4.786888396207261,3.7071096729694983,1.8901256860268243,1.4537246167574016,3.4670005686461605
2024-04-15,39.13915094240233,11.622382406657907,9.745856407024506,13.660318770588347,10.591693774972757,4.769339924613376,3.6526686995794138,1.8721236322867307,1.483628920731042,3.4628365211435863
2024-04-16,39.15559198936142,11.640209047284063,9.853027091081449,13.57552360828375,10.561838834087744,4.770513261209738,3.6234413164307746,1.8770899959698204,1.4943516563596528,3.4484131999315917
2024-04-17,39.07535852505519,11.642647287410975,9.901936582847341,13.485747322111436,10.591610510682012,4.7721492740178855,3.6180478535974037,1.9473507186187529,1.5236582897019098,3.4414936359570985
2024-04-18,38.99026342995114,11.64124935054542,10.003022364059865,13.463508970958108,10.575272734112575,4.757518698196039,3.613325268627712,1.9996938301076097,1.5218227599684775,3.434322593473057
2024-04-19,38.90599215408169,11.637906125650524,10.099869380584908,13.41792593867311,10.592889082325117,4.7617479273563115,3.613431636469884,2.013637548002507,1.529238159413541,3.4273620474424114
2024-04-22,38.861293886888696,11.635933041211095,10.147265899773648,13.431263119385713,10.608788259524912,4.770615487127229,3.61071956778308,1.9722809571028745,1.5338252252282307,3.4280145559745234
2024-04-23,38.81489855464075,11.64310663102185,10.184807311151554,13.417811001597357,10.673612767757824,4.768637181234581,3.6158274164415056,1.92768274139551,1.5314371864838754,3.4221792082751974
