date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,CHIEF SECURITIES LTD
2024-03-01,80.16842105263157,19.83157894736842,0.0,0.0,0.0,0.0
2024-04-25,77.88515621005267,19.266758705322903,0.0,2.848085084624431,0.0,0.0
2024-04-29,75.34626038781164,18.638702018203404,3.2597942223981007,2.755243371586862,0.0,0.0
2024-05-29,75.34626038781164,18.638702018203404,3.012465373961219,2.755243371586862,0.0,0.2473288484368817
2024-07-24,75.16036711733939,18.59271686568637,3.2517517023586304,2.748445672555018,0.0,0.24671864206059407
2024-09-10,75.04187604690117,18.563405261602128,2.813085033008178,2.7441127204650706,0.5911912503694945,0.24632968765395605
2024-09-19,75.04187604690117,18.563405261602128,2.808158439255099,2.7441127204650706,0.5961178441225736,0.24632968765395605
2024-09-30,75.04187604690117,18.563405261602128,2.7588925017243078,2.7441127204650706,0.6453837816533649,0.24632968765395605
2024-10-03,75.04187604690117,18.563405261602128,2.813085033008178,2.7441127204650706,0.5911912503694945,0.24632968765395605
2024-12-11,74.6008423939661,18.45430502497796,3.3842687824468607,2.727985111176413,0.5877167205406993,0.24488196689195807
