date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DEUTSCHE BANK AG,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD
2024-08-22,54.55594100723378,13.123502887168199,11.431965226272178,8.470206081364175,4.124459020283456,4.398256087710578,3.895669689967641
2024-08-28,54.397481103272625,13.375839133868714,11.398760627865526,8.445604030379368,4.112479364755946,4.38548117769367,3.8843545621641486
2024-09-03,54.37303282532594,13.373505166919736,11.398018009927867,8.444130346338032,4.142920925642453,4.3847159495818735,3.883676776264104
2024-09-04,54.37167748501056,13.373171809559134,11.397733894944363,8.443919862028219,4.1453103263624875,4.384606653079745,3.8835799690154884
2024-09-13,54.37338346653197,13.372671804677688,11.3973077490258,8.443604155237812,4.145155338792763,4.384442718542675,3.8834347671912948
2024-09-23,54.366607819067944,13.383466723058346,11.395887492745558,8.442551969748623,4.144638797252239,4.383896358608952,3.8829508395183336
2024-09-25,54.349676086045974,13.41044225225845,11.39233840016252,8.439922652936147,4.143348006445112,4.382531054321678,3.8817415478301163
2024-09-26,54.35138208222799,13.409941091230005,11.39191265760149,8.43960724496994,4.14319316557491,4.3823672749526565,3.8815964834430012
2024-09-27,54.35195071928693,13.409774045877695,11.391770750485684,8.439502114219847,4.143141554523279,4.382312684549878,3.8815481310566855
2024-09-30,20.49049053750361,4.821069700050958,4.531759655644504,3.1819537430813054,1.562092715791649,1.652267641056831,1.4634638912828557
2024-10-03,54.329371922349715,12.815169772554963,12.015703349979713,8.436769633756095,4.1418001183576045,4.380893811299474,3.8802913917024338
2024-10-04,54.33140165601606,12.815648544545272,12.012416275553822,8.437084829657593,4.141954855120465,4.381057480551352,3.880436358555433
2024-10-07,54.3295875842423,12.817053484841187,12.012565871180799,8.43718990019178,4.142006436610754,4.3811120396862995,3.8804846832468756
2024-10-08,54.31267812375087,12.813064324069764,12.03995095005403,8.434563921685042,4.140717284653056,4.379748468854315,3.8792769269329295
2024-10-09,54.46732617091057,12.881164985171775,11.81179281983126,8.453929469084805,4.150224267775065,4.3473786376813965,3.8881836495451303
2024-10-10,54.499650713661985,12.95124913661178,11.476172263510561,8.704469501738382,4.150690403266216,4.329147627459562,3.8886203537515125
2024-10-14,54.515978719653305,13.0187939611831,11.454643975877463,8.707077346528477,4.083275985734,4.330444632990292,3.889785378033367
2024-10-16,54.500330851966986,12.482174724344885,11.388957709134743,9.32856222614313,4.0821039520687865,4.329201653844886,3.888668882496588
2024-10-17,54.50781349387985,12.470158934031426,11.390521360051466,9.32984299434415,4.082664405953139,4.329796033094295,3.889202778645668
2024-10-21,54.51325670593259,12.47140421824039,11.381672717055118,9.330774683043103,4.083072105449363,4.330228411434986,3.8895911588444556
2024-10-22,54.51325670593259,12.540058747680844,11.313018187614666,9.330774683043103,4.083072105449363,4.330228411434986,3.8895911588444556
2024-10-24,54.513937183879,12.538967002941789,11.31315940573021,9.330891157214314,4.083123073611775,4.3302824647995255,3.8896397118233845
2024-10-25,54.51053496402167,12.5381844448524,11.318694359647331,9.330308815434915,4.082868245523426,4.330012211470732,3.8893969590495243
2024-10-28,54.52188813667793,12.659844221483189,11.19108042937036,9.327980175015995,4.081849251167534,4.328931535402071,3.888426250882921
2024-11-04,54.64667716911962,12.535055189041502,11.19108042937036,9.327980175015995,4.081849251167534,4.328931535402071,3.888426250882921
2024-11-11,54.63917696209046,12.53333476405118,11.203269373279142,9.326699918171464,4.081289021048677,4.328337393463118,3.8878925678959577
2024-11-12,54.6323603783972,12.531771151088378,11.214347328322724,9.325536353233103,4.080779854371301,4.327797405935202,3.887407528652086
2024-11-13,54.64940502767038,12.50448209982005,11.217846071846067,9.328445810106725,4.082053009345699,4.329147627459562,3.8886203537515125
2024-11-14,54.64940502767038,12.442084468983214,11.217846071846067,9.328445810106725,4.144450640182533,4.329147627459562,3.8886203537515125
2024-11-18,55.07104545969176,12.326406033585632,11.113549811411813,9.241715968439571,4.105918224908069,4.28889801933336,3.852466482629793
2024-11-19,55.0685727597671,12.326406033585632,11.11602251133648,9.241715968439571,4.105918224908069,4.28889801933336,3.852466482629793
2024-11-21,55.0685727597671,12.326406033585632,11.123440611110476,9.241715968439571,4.098500125134071,4.28889801933336,3.852466482629793
2024-11-28,55.0685727597671,12.33011508347263,11.119731561223478,9.241715968439571,4.098500125134071,4.28889801933336,3.852466482629793
2024-11-29,55.0732135980073,12.337059479435432,11.106818307357612,9.24228730351755,4.098753499820827,4.2891631646692145,3.852704647192065
2024-12-02,54.92484243059297,12.48543064684976,11.106818307357612,9.24228730351755,4.098753499820827,4.2891631646692145,3.852704647192065
2024-12-03,54.91000531385154,12.48543064684976,11.121655424099044,9.24228730351755,4.098753499820827,4.2891631646692145,3.852704647192065
2024-12-04,54.90876888745642,12.48666707324488,11.121655424099044,9.24228730351755,4.098753499820827,4.2891631646692145,3.852704647192065
2024-12-05,54.909447802362465,12.486821463601366,11.120556495199715,9.242401579010215,4.098804178517574,4.289216197670426,3.852752283638238
2024-12-06,54.89550553310222,12.49068246371259,11.122758213987806,9.245259385028227,4.101308377358341,4.2905424490518955,3.853943577758924
2024-12-10,54.89278982431135,12.490064543250044,11.12220796543891,9.244802017308558,4.106052534777847,4.290330193718179,3.8537529211951123
2024-12-12,54.89278982431135,12.490064543250044,10.95648174867378,9.244802017308558,4.2717787515429775,4.290330193718179,3.8537529211951123
2024-12-13,54.902295980823645,12.492227532392638,10.941061479024318,9.246403002341072,4.272518524426229,4.291073179280425,3.854420301711676
2024-12-20,54.90161686045578,12.492073008323917,10.940926142285415,9.24628862787829,4.2737026366982604,4.291020100349136,3.8543726240091973
2024-12-23,54.90093775688864,12.491918488077955,10.914814934729895,9.246174256245009,4.300862593841324,4.290967022730962,3.8543249474862145
2025-01-06,54.90896664807822,12.49346386257879,10.90255711231802,9.247318099917983,4.301394653299643,4.291497858008761,3.854801765798587
2025-01-08,54.90840882026916,12.493618421058736,10.902691989456443,9.247432499851005,4.301447866485879,4.291550948760285,3.854849454118493
2025-01-10,55.09982574165316,12.536890124881372,10.96528150176066,9.279461024075731,4.3163459505968325,3.9339949144208695,3.868200742611369
2025-01-21,55.05198668675947,12.52600528147565,11.042583684269424,9.271404362564748,4.312598390453195,3.9305793210659115,3.864842273411606
2025-01-23,55.05074636510561,12.52600528147565,11.042583684269424,9.271404362564748,4.313838712107049,3.9305793210659115,3.864842273411606
2025-01-24,55.05142917990249,12.52616064615854,11.042720649524815,9.271519359227003,4.312651881208333,3.9306280734970396,3.864890210481785
2025-02-04,55.062356520733445,12.52864700534527,11.01017622515891,9.273359693866237,4.328394912628669,3.9314082769046292,3.865657365362835
2025-02-10,55.02822297525092,12.582871117688462,11.003350938798153,9.26761107239619,4.325711709911747,3.9289711690198703,3.863261016934653
2025-02-24,55.01867316481005,12.580687437615243,11.006399770872516,9.266002735361194,4.337356999468739,3.9282893201818903,3.8625905716903657
2025-02-26,54.98255031736282,12.572427510086111,11.07597813160166,9.25991908441141,4.323360214661648,3.92571017772572,3.860054564150629
2025-03-06,54.948515614459915,12.626545979273901,11.069121999558089,9.254187109573506,4.320684015038332,3.9232801271221995,3.8576651549740526
2025-03-10,54.877858227578436,12.61030971275682,11.183476743855014,9.24228730351755,4.315128118966722,3.9182352461333934,3.852704647192065
2025-03-11,54.726288565554235,12.574247711199371,11.432482188610123,9.216760608267977,4.300743946707518,3.9074132933245775,3.8420636863361897
2025-03-18,54.72573032862411,12.557140381841844,11.449885527346543,9.216874253383093,4.300796976026787,3.9074614727720434,3.842111060005581
2025-03-19,49.91467021434492,11.453214369750146,19.234522137877267,8.406598431891046,3.922704392031568,3.5639478837006995,3.504342570404348
2025-03-21,49.91354364116637,11.158812679313755,19.54423458997187,8.406787522156735,3.9081721256849034,3.5640280478548085,3.504421393851557
2025-03-24,49.884367664265035,11.152541305060664,19.590575628133582,8.402062816013455,3.905975690387526,3.562025025277142,3.5024518708625987
2025-03-25,49.909096143455976,11.152541305060664,19.590575628133582,8.402062816013455,3.8812472111965834,3.562025025277142,3.5024518708625987
2025-03-28,49.87993905269934,11.146276976009352,19.64809851145433,8.397343417559812,3.8678332289844053,3.5600242528758583,3.5004845604169064
2025-03-31,20.8530688828407,4.659975953353262,8.242082101451489,3.510716491443949,1.6170430608751194,1.4883559279445988,1.4634638912828557
2025-04-09,55.207541730496146,12.337072224393522,11.065070891710862,9.294460604060983,4.281047205322002,3.9403539336815054,3.874453410334986
2025-04-11,55.23308241353614,12.344301732727763,11.0219228969843,9.298969938482804,4.283124213805524,3.9422656501741815,3.876333154289287
2025-04-14,55.23527406406655,12.345069601832217,11.02385259512917,9.29954837474219,4.277170209011859,3.9425108761950503,3.8765742790229654
2025-04-15,55.25245877688324,12.348910380743957,11.027282319054521,9.302441635812272,4.278500915574929,3.9437374640654306,3.8466685078656497
2025-04-16,55.29443438647333,12.358291918733034,11.021960197086347,9.309508754036209,4.281751317241002,3.9467335440188287,3.7873198824112526
2025-04-17,55.28492661794464,12.356445244188505,11.014087042231676,9.308117652988331,4.320958963995921,3.9287105277830343,3.7867539508678947
2025-04-24,55.28423820029443,12.357536597179477,11.013949892878596,9.308001746666763,4.320905158653334,3.9286616067871085,3.7867067975402846
2025-04-28,55.31868009801856,12.365235301646745,10.958511877696777,9.313800600998682,4.323597068289689,3.9311091499867348,3.7890659033628085
2025-04-30,20.85165989963343,4.660915275491441,4.107186049187604,3.510716491443949,1.6297239097405356,1.481780672977346,1.4282393111011438
