date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CITIBANK N.A.,IFAST SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-19,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,83.84491114701132,16.15508885298869,0.0,0.0,0.0
2024-04-15,0.0,80.94575799721837,13.908205841446453,0.0,0.0,5.1460361613351875
2024-04-16,0.0,67.0375521557719,27.816411682892905,0.0,0.0,5.1460361613351875
2024-04-23,0.0,47.91208791208791,43.956043956043956,0.0,0.0,8.131868131868131
2024-04-29,0.0,29.253731343283583,59.70149253731343,0.0,0.0,11.044776119402986
2024-05-09,0.0,48.026315789473685,43.859649122807014,0.0,0.0,8.114035087719298
2024-05-13,0.0,63.29479768786127,26.011560693641616,0.0,0.0,10.69364161849711
2024-06-05,0.0,63.50574712643679,25.862068965517242,0.0,0.0,10.632183908045976
2024-06-12,0.0,72.27074235807859,19.65065502183406,0.0,0.0,8.078602620087336
2024-06-24,0.0,70.87155963302753,20.642201834862387,0.0,0.0,8.486238532110093
2024-06-25,0.0,61.39817629179332,27.35562310030395,0.0,0.0,11.246200607902736
2024-07-04,0.0,14.76510067114094,60.40268456375839,0.0,0.0,24.832214765100673
2024-07-05,0.0,29.83425414364641,49.72375690607735,0.0,0.0,20.441988950276244
2024-07-08,0.0,35.204081632653065,45.91836734693878,0.0,0.0,18.877551020408163
2024-07-15,0.0,29.71698113207547,52.83018867924528,0.0,0.0,17.452830188679243
2024-07-16,0.0,39.130434782608695,49.378881987577635,0.0,0.0,11.490683229813664
2024-08-02,0.0,45.40389972144847,44.28969359331476,0.0,0.0,10.30640668523677
2024-08-09,0.0,62.16216216216216,30.694980694980696,0.0,0.0,7.142857142857142
2024-09-16,92.41223103057757,4.983012457531144,2.5723992881410775,0.0,0.0,0.03235722375020223
2024-09-25,92.42718446601941,4.967637540453074,2.5728155339805827,0.0,0.0,0.032362459546925564
2024-09-27,93.16587832327517,5.0073397488174844,1.7941608220518674,0.0,0.0,0.032621105855488504
2024-09-30,95.69442117607639,2.4292176243926957,1.8428547495392862,0.0,0.0,0.03350644999162339
2024-10-02,95.70162234487373,2.4251547081451745,1.839772537213581,0.0,0.0,0.03345040976751965
2024-10-04,93.32898385255261,4.632197031479367,1.7941608220518674,0.21203718806067526,0.0,0.032621105855488504
2024-10-07,93.28333876752527,4.6299315291816105,1.793283338767525,0.21193348549070753,0.0489077274209325,0.032605151613955004
2024-10-24,93.28333876752527,4.483208346918813,1.793283338767525,0.21193348549070753,0.19563090968373,0.032605151613955004
2024-11-07,91.63997437540039,6.165919282511211,1.7616912235746316,0.2081998718770019,0.19218449711723257,0.032030749519538756
2025-02-11,92.08239459285484,6.195687158030254,1.2874155133569358,0.20920502092050208,0.1931123270035404,0.0321853878339234
2025-04-01,92.09731727259266,6.18050950575238,1.287606147031746,0.2092359988926587,0.19314092205476188,0.03219015367579365
2025-04-14,92.09731727259266,6.824312579268253,0.643803073515873,0.2092359988926587,0.19314092205476188,0.03219015367579365
2025-04-25,93.66516725922725,5.565486128844277,0.3273815369908399,0.21279799904404592,0.19642892219450392,0.03273815369908399
2025-04-29,93.66508430184973,5.565559011294811,0.3273858241938124,0.21280078572597808,0.19643149451628747,0.03273858241938124
