date,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB WING LUNG BANK LTD,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOOM SECURITIES (H.K.) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,INTERACTIVE BROKERS HONG KONG LTD,HAFOO SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-04,90.6844547563805,0.0,0.0,0.0,5.911832946635731,0.0,0.0,0.0,3.403712296983759
2024-03-06,82.74401863222528,0.0,0.0,0.0,5.360999364810501,0.0,4.655939021808172,4.13508363328393,3.103959347872115
2024-03-07,75.4231699650038,0.0,0.0,8.808987184072958,4.886680305818566,0.0,4.244000786925366,3.8078279002290807,2.8293338579502443
2024-03-08,75.43772920930247,0.0,0.0,8.810687619051977,4.868320191040451,0.0,4.244820023829481,3.8085629408892983,2.829880015886321
2024-03-11,75.46686456699683,0.0,0.0,8.800572852979531,4.870200420623491,0.0,4.246459446848159,3.810033873866038,2.805868838685937
2024-03-12,75.46977934059787,0.0,0.0,8.80091275947456,4.883906651800716,0.0,4.2466234588018095,3.810181029657103,2.7885967596679455
2024-03-13,47.519272375368345,0.0,36.97699777213285,5.575509306314501,3.093373309184675,0.0,2.6738710325853376,2.399066642697077,1.7619095617172145
2024-03-14,47.522799735321314,0.0,36.97879634479981,5.5757805008204615,3.109331872859359,0.0,2.6788651215913837,2.383375233009129,1.751051191598544
2024-03-15,47.52222186141008,0.0,36.97834668523018,5.575712699720691,3.109294063601893,0.0,2.678832546779417,2.369970328494364,1.7656218147633744
2024-03-18,47.522799735321314,0.0,36.97879634479981,5.5757805008204615,3.109331872859359,0.0,2.67764911381944,2.3699991475177518,1.765643284861865
2024-03-19,47.511486951939844,0.0,36.96621000917208,5.570235911459862,3.126507469371608,0.0,2.6901092650541867,2.3679768858226637,1.7674735071797503
2024-03-20,47.4878193318168,0.0,36.94779546835228,5.567461125065961,3.137099898036356,0.0,2.719143908522604,2.366797289455779,1.7738829787502246
2024-03-21,47.4878193318168,0.0,36.94779546835228,5.567461125065961,3.1528947464772825,0.0,2.7227888735474335,2.366797289455779,1.7544431652844688
2024-03-22,47.4843577553519,0.0,36.9451021962454,5.530608297341471,3.1866821131454017,0.0,2.726235097940634,2.3666247641659335,1.7603897758092595
2024-03-25,45.51827122484039,0.0,35.417205126203115,5.167841913808335,3.0548940824081146,4.241679088116795,2.6379470440924058,2.2687509235726293,1.6934105969582152
2024-03-26,45.58091283209934,0.0,35.46594578778857,5.037335226218853,3.0590981848526613,4.247516427462216,2.64157734986324,2.2718731468139475,1.6957410449011703
2024-03-27,45.58038124665696,0.0,35.465532167715835,5.037276478512669,3.0590625082511886,4.247466890983922,2.6415465425806106,2.2718466511907414,1.6968875141080746
2024-03-28,45.56868950311369,0.0,35.456434966345654,5.035984375569856,3.0582778334996594,4.246377380711308,2.640868964116176,2.295748781609161,1.6976181950345042
2024-04-02,45.56466040383441,0.0,35.45602156808097,5.045253123114686,3.0582421760301344,4.246327870797464,2.640838173354272,2.2957220147172457,1.6929346700708177
2024-04-03,45.69539940897282,0.0,35.541385647011694,5.057400097500972,3.065605213814919,4.256551349109392,2.248655902165423,2.3351426676333236,1.7998597137914507
2024-04-05,45.781545238742716,0.0,35.608388938313105,5.0669344036567905,3.100658135766298,4.264575880083405,1.982407184234268,2.357109073752854,1.8383811454505616
2024-04-08,45.7820813210045,0.0,35.60880589727727,5.066993735285752,3.1065492287233343,4.26462581643814,1.981259440256269,2.357136674489285,1.8325478865254499
2024-04-09,33.4338898316987,27.00672946607776,26.00451659373772,3.700340950766857,2.285763658502497,3.114385052101045,1.4289229604779918,1.7213775699833618,1.304073916654062
2024-04-10,33.42160729694349,26.998879694387252,25.996958125081253,3.6992654102547395,2.2850992788011246,3.1134798254372225,1.4310722756128256,1.7208772346526988,1.3327608588293876
2024-04-11,33.42503623190141,27.001649680928768,25.999625318125634,3.6996449413877306,2.2853337216491227,3.113799257106661,1.4312190984065214,1.7210537903777345,1.3226379601164209
2024-04-12,33.42075017312624,26.998187286550017,25.996291412323032,3.699170539638215,2.297863575018886,3.1133999777599635,1.4310355746211363,1.7208331013813305,1.3224683595811815
2024-04-15,33.418632551526954,26.996476614460274,25.994644222840122,3.6967243410262594,2.3105400636085784,3.1132027050175517,1.4309449006588086,1.720724065129141,1.3181105357323075
2024-04-16,33.42263233189868,26.999707745390054,25.997755447321623,3.690327526536743,2.310816605528127,3.1135753153286863,1.4259867177287888,1.720930013661902,1.3182682966053911
2024-04-18,33.42283820364372,26.99987405416232,25.99791558441758,3.6811851588817177,2.3193799730524467,3.1135944938654667,1.4259955013090604,1.7209406139898913,1.3182764166778005
2024-04-19,33.42883974367284,27.00472226076674,26.002583875306073,3.6818461673798897,2.319796450302709,3.1141535834878242,1.4253964919478865,1.7212496330480478,1.3014117940879923
2024-04-23,33.42883974367284,27.00472226076674,26.002583875306073,3.669020164153004,2.319796450302709,3.1141535834878242,1.4382224951747722,1.7212496330480478,1.3014117940879923
2024-04-24,33.43598724501115,27.01049620595836,26.008143550857888,3.630463159793931,2.3356869463134786,3.114819428221783,1.4410957541333618,1.72161765760858,1.30169005210147
2024-04-25,33.40374995438725,27.001720784731457,25.99969378328427,3.650657957262283,2.3349281066145786,3.113807456715597,1.461146881803118,1.7210583224515366,1.3132367527499058
2024-04-26,33.41166442129405,27.005353579190988,26.003191765663924,3.6317095695388364,2.3369524201104737,3.1142263864040776,1.4613434635817049,1.721289872551183,1.3142685216647632
2024-04-29,33.42767121646524,27.018291251430753,26.01564932417229,3.6137730218178477,2.3363610096782153,3.1157183439209297,1.4355231688905328,1.7221145047536606,1.3148981588705297
2024-04-30,33.43539425963723,27.02453348794244,26.02165991287219,3.600916831814217,2.336900796516079,3.116438191472559,1.4264421925273905,1.7225123776590505,1.3152019495588478
2024-05-02,33.44025874753231,27.028465264998857,26.025445782680496,3.589459264837042,2.3372407902828156,3.1168915994910344,1.4086775323344982,1.722762984562178,1.3307980332807683
2024-05-06,33.4308172107398,27.020834036688957,26.018097747315284,3.6329358214038376,2.336580892729958,3.1160115749990873,1.4065686516470346,1.7094429233520532,1.3287111411239931
2024-05-07,33.43599019685697,27.031241325921844,26.028118824687585,3.645461860965818,2.3374808454528706,3.117211731651173,1.38571273847975,1.6938391040465879,1.3249433719374015
2024-05-08,33.45174059774794,27.046379660026393,26.04104627220753,3.673818743117127,2.3300784908476384,3.1187599645965083,1.3393027415235965,1.6732720952283298,1.3256014347049407
2024-05-09,33.451167691857954,27.045916454526974,26.040600284389733,3.6694742389957824,2.3300385851306955,3.1187065516523313,1.3392798041692053,1.679237657273537,1.3255787320037915
2024-05-10,33.45603801751495,27.04985420707537,26.044391667843275,3.6528796626976363,2.330377827300281,3.119160620002802,1.3394747967282763,1.6846207961409971,1.323202404696411
2024-05-13,33.42400052062498,27.030870908061132,26.02611399170906,3.6349109791362992,2.339012480741232,3.1169716263664715,1.3393906082546754,1.6834385472440552,1.405290337862094
2024-05-14,33.42314698596596,27.031564949419973,26.02678223505134,3.6298691329569053,2.339072536941641,3.1170516573514293,1.3514070749472562,1.6834817710077599,1.3976236563577387
