date,FORTHRIGHT SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SPDB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,15.328109558945005,0.4458395106492994,0.5113852134901853,0.0,0.0,0.0,1.0484207883935832,0.03400695578293323,0.0,0.0,17.367762027261005
2024-03-04,15.328002282835607,0.4458395106492994,0.5111706612713935,0.0,0.0,0.0,1.0484207883935832,0.03400695578293323,0.0,0.0,17.36744019893282
2024-03-05,15.32585676064769,0.44659044341507054,0.5110633851619977,0.0,0.0,9.598546623269904,1.048528064502979,0.03486516465810031,0.0,0.0,26.96545044165574
2024-03-06,15.32585676064769,0.44573223453990346,0.5110633851619977,0.0,0.03341693718125586,9.598546623269904,1.0490644450499584,0.03475788854870443,0.0,0.0,26.998438274399415
2024-03-07,15.32585676064769,0.4460540628680912,0.5129943551311236,0.0,0.03341693718125586,9.598546623269904,1.0489571689405626,0.03475788854870443,0.0,0.0,27.00058379658733
2024-03-08,15.32585676064769,0.44712682396205,0.5133161834593112,0.0,0.03341693718125586,9.598546623269904,1.050459034472105,0.03486516465810031,0.0,0.0,27.003587527650417
2024-03-11,15.32585676064769,0.44712682396205,0.5129943551311236,0.0,0.03341693718125586,9.598546623269904,1.050459034472105,0.03486516465810031,0.0,0.0,27.00326569932223
2024-03-12,15.32585676064769,0.44755592839963354,0.5129943551311236,0.0,0.03341693718125586,9.598546623269904,1.0500299300345215,0.03486516465810031,0.0,0.0,27.00326569932223
2024-03-13,15.32585676064769,0.4478777567278212,0.5132089073499153,0.0,0.03352421329065175,9.598546623269904,1.0508881389096887,0.03486516465810031,0.0,0.0,27.004767564853772
2024-03-14,15.369981355412188,0.44744865229023767,0.5140671162250824,0.0,0.03373876550944352,9.598546623269904,1.0513172433472722,0.03475788854870443,0.0,0.0,27.04985764460283
