date,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,TOTAL_CCASS_PCT
2024-10-09,0.0,1.5261538461538462,1.0726615384615386,0.0,0.6230769230769231,0.0,0.0,3.2218923076923076
2024-10-15,0.0,1.5261538461538462,1.0726615384615386,0.0,0.666923076923077,0.0,0.0,3.2657384615384615
2024-10-21,0.0,1.5261538461538462,1.0726615384615386,0.0,0.6707692307692308,0.0,0.0,3.2695846153846153
2024-10-29,0.0,1.5284615384615385,1.0726615384615386,0.0,0.6692307692307693,0.0,0.0,3.2703538461538466
2024-10-31,0.0,1.5284615384615385,1.0726615384615386,0.0,0.6707692307692308,0.0,0.0,3.2718923076923074
2024-11-07,0.0,1.5284615384615385,1.0726615384615386,0.0,0.6715384615384615,0.0,0.0,3.2726615384615383
2024-11-11,0.0,1.5284615384615385,1.0765076923076922,0.0,0.683076923076923,0.0,0.0,3.288046153846154
2024-11-12,0.0,1.5307692307692307,1.0765076923076922,0.0,0.6807692307692308,0.0,0.0,3.288046153846154
2024-11-15,0.0,1.5307692307692307,1.0765076923076922,0.0,0.6869230769230769,0.0,0.0,3.2942
2024-11-18,0.0,1.5307692307692307,1.0765076923076922,0.0,0.7253846153846154,0.0,0.0,3.3326615384615383
2024-11-19,0.0,1.5615384615384615,1.0765076923076922,0.0,0.7330769230769231,0.0,0.0,3.371123076923077
2024-11-20,0.0,1.5615384615384615,1.0765076923076922,0.0,0.7338461538461538,0.0,0.0,3.3718923076923075
2024-11-21,0.0,1.6007692307692305,1.0765076923076922,0.0,0.7330769230769231,0.0,0.0,3.4103538461538463
2024-11-28,0.0,1.6007692307692305,1.0765076923076922,0.0,0.7338461538461538,0.0,0.0,3.4111230769230767
2024-11-29,0.0,1.6384615384615382,1.0780461538461539,0.0,0.8976923076923077,0.0,0.0,3.6142
2024-12-02,0.0,1.6384615384615382,1.0803538461538462,0.0,1.1423076923076922,0.0,0.0,3.8611230769230773
2024-12-03,0.0,1.6076923076923075,1.0803538461538462,0.0,0.9661538461538461,0.0,0.0,3.6542
2024-12-04,0.0,1.6192307692307693,1.0865076923076924,1.0484615384615383,0.8646153846153847,0.0,0.0,4.6188153846153845
2024-12-05,0.0,1.6192307692307693,1.0865076923076924,1.0484615384615383,0.856923076923077,0.0,0.0,4.611123076923077
2024-12-06,0.0,1.6192307692307693,1.0865076923076924,1.0484615384615383,0.8130769230769231,0.0,0.0,4.567276923076923
2024-12-09,0.0,1.6192307692307693,1.0865076923076924,1.0523076923076924,0.9084615384615385,0.0,0.0,4.666507692307692
2024-12-10,0.0,1.7153846153846155,1.0865076923076924,1.05,0.8038461538461538,0.0,0.0,4.655738461538462
2024-12-11,2.3815384615384616,1.8984615384615384,1.0788153846153847,1.0484615384615383,0.7015384615384616,0.5423076923076923,0.42923076923076925,8.080353846153846
2024-12-12,2.3807692307692307,2.0015384615384617,1.084969230769231,1.0484615384615383,0.8730769230769231,0.4915384615384616,0.4169230769230769,8.297276923076922
2024-12-13,2.3807692307692307,2.0653846153846156,1.0742,1.0484615384615383,0.8338461538461538,0.4915384615384616,0.4169230769230769,8.311123076923078
2024-12-16,2.3815384615384616,2.0976923076923075,1.0742,1.0484615384615383,0.8538461538461538,0.4915384615384616,0.4169230769230769,8.3642
2024-12-17,2.3846153846153846,2.1292307692307695,1.0742,1.0484615384615383,0.826923076923077,0.48384615384615387,0.4169230769230769,8.3642
2024-12-18,2.3815384615384616,2.1276923076923073,1.0857384615384615,1.0484615384615383,0.8361538461538462,0.48384615384615387,0.4169230769230769,8.380353846153845
2024-12-19,2.3815384615384616,2.1276923076923073,1.0857384615384615,1.0484615384615383,0.8446153846153847,0.48384615384615387,0.4169230769230769,8.388815384615384
2024-12-20,2.3815384615384616,2.133076923076923,1.0857384615384615,1.0484615384615383,0.8384615384615385,0.4884615384615385,0.4169230769230769,8.392661538461539
2024-12-23,2.3815384615384616,2.083076923076923,1.0918923076923077,1.0484615384615383,0.8761538461538462,0.48384615384615387,0.4169230769230769,8.381892307692308
2024-12-27,2.3815384615384616,2.1007692307692305,1.1495846153846154,1.0484615384615383,0.7638461538461538,0.48384615384615387,0.4169230769230769,8.34496923076923
2024-12-30,2.3815384615384616,2.1007692307692305,1.1495846153846154,1.0484615384615383,0.7569230769230769,0.48384615384615387,0.4169230769230769,8.338046153846154
2025-01-03,2.3815384615384616,2.0953846153846154,1.1495846153846154,1.0484615384615383,0.7615384615384615,0.48384615384615387,0.4169230769230769,8.337276923076924
2025-01-08,2.3815384615384616,2.0953846153846154,1.1495846153846154,1.0484615384615383,0.7653846153846153,0.48384615384615387,0.4169230769230769,8.341123076923077
2025-01-20,2.3815384615384616,2.0961538461538463,1.1495846153846154,1.0484615384615383,0.7646153846153846,0.48384615384615387,0.4169230769230769,8.341123076923077
2025-01-22,2.3815384615384616,2.0953846153846154,1.1495846153846154,1.0469230769230768,0.7615384615384615,0.48384615384615387,0.4169230769230769,8.335738461538462
2025-01-23,2.3815384615384616,2.1284615384615386,1.150353846153846,1.0469230769230768,0.7546153846153847,0.48384615384615387,0.4169230769230769,8.362661538461538
2025-01-24,2.3815384615384616,2.1292307692307695,1.150353846153846,1.0469230769230768,0.7569230769230769,0.48384615384615387,0.4169230769230769,8.365738461538461
2025-01-27,2.3815384615384616,2.1292307692307695,1.1488153846153846,1.0469230769230768,0.7538461538461538,0.46846153846153843,0.4169230769230769,8.345738461538462
2025-02-03,2.3807692307692307,2.1323076923076925,1.1488153846153846,1.0469230769230768,0.75,0.4692307692307693,0.4169230769230769,8.34496923076923
2025-02-04,2.3807692307692307,2.1323076923076925,1.1488153846153846,1.0469230769230768,0.7538461538461538,0.4653846153846154,0.4169230769230769,8.34496923076923
2025-02-06,2.3807692307692307,2.1323076923076925,1.1488153846153846,1.0469230769230768,0.7546153846153847,0.4653846153846154,0.4169230769230769,8.345738461538462
2025-02-07,2.3807692307692307,2.1323076923076925,1.1488153846153846,1.0469230769230768,0.7538461538461538,0.4653846153846154,0.4169230769230769,8.34496923076923
2025-02-10,2.3807692307692307,2.1307692307692307,1.1488153846153846,1.0469230769230768,0.7553846153846154,0.4653846153846154,0.4169230769230769,8.34496923076923
2025-02-11,2.3807692307692307,2.1315384615384616,1.1488153846153846,1.0469230769230768,0.7553846153846154,0.4653846153846154,0.4169230769230769,8.345738461538462
2025-02-13,2.3807692307692307,2.1276923076923073,1.1488153846153846,1.0469230769230768,0.7615384615384615,0.4653846153846154,0.4169230769230769,8.348046153846154
2025-02-14,2.3807692307692307,2.1284615384615386,1.1488153846153846,1.0469230769230768,0.7615384615384615,0.4653846153846154,0.4169230769230769,8.348815384615385
2025-02-17,2.3807692307692307,2.123076923076923,1.1488153846153846,1.0469230769230768,0.7669230769230769,0.4653846153846154,0.4169230769230769,8.348815384615385
2025-02-20,2.3807692307692307,2.1076923076923078,1.1488153846153846,1.0469230769230768,0.7669230769230769,0.4653846153846154,0.4169230769230769,8.33343076923077
2025-02-25,2.3807692307692307,2.1107692307692307,1.1488153846153846,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.33496923076923
2025-02-26,2.3807692307692307,2.1115384615384616,1.1488153846153846,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.335738461538462
2025-02-28,2.3807692307692307,2.113076923076923,1.1488153846153846,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.337276923076924
2025-03-07,2.3807692307692307,2.113076923076923,1.141123076923077,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.329584615384615
2025-03-11,2.3807692307692307,2.113076923076923,1.141123076923077,1.0469230769230768,0.7669230769230769,0.4653846153846154,0.4169230769230769,8.331123076923076
2025-03-14,2.379230769230769,2.113076923076923,1.141123076923077,1.0469230769230768,0.7669230769230769,0.4653846153846154,0.4169230769230769,8.329584615384615
2025-03-17,2.379230769230769,2.1399999999999997,1.1395846153846154,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.35343076923077
2025-03-19,2.379230769230769,2.1392307692307693,1.1395846153846154,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.352661538461538
2025-03-20,2.379230769230769,2.1607692307692306,1.138046153846154,1.0469230769230768,0.7653846153846153,0.4653846153846154,0.4169230769230769,8.37266153846154
2025-03-21,2.379230769230769,2.17,1.1526615384615386,1.0469230769230768,0.77,0.4653846153846154,0.4169230769230769,8.401123076923076
2025-03-24,2.378461538461538,2.170769230769231,1.1526615384615386,1.0469230769230768,0.7607692307692308,0.4653846153846154,0.4169230769230769,8.391892307692308
2025-03-25,2.378461538461538,2.1723076923076925,1.1526615384615386,1.0469230769230768,0.7607692307692308,0.4653846153846154,0.4169230769230769,8.39343076923077
2025-03-26,2.378461538461538,2.216923076923077,1.1495846153846154,1.0469230769230768,0.7592307692307693,0.4653846153846154,0.4169230769230769,8.43343076923077
2025-03-27,2.378461538461538,2.2192307692307693,1.1449692307692307,1.0469230769230768,0.7630769230769231,0.4653846153846154,0.4169230769230769,8.43496923076923
2025-03-31,2.378461538461538,2.2192307692307693,1.217276923076923,1.0469230769230768,0.79,0.4653846153846154,0.4169230769230769,8.5342
2025-04-01,2.378461538461538,2.183076923076923,1.2426615384615385,1.0469230769230768,0.7930769230769231,0.4653846153846154,0.4169230769230769,8.526507692307693
2025-04-02,2.378461538461538,2.183076923076923,1.2465076923076923,1.0469230769230768,0.7930769230769231,0.4653846153846154,0.4169230769230769,8.530353846153846
2025-04-03,2.378461538461538,2.21,1.2957384615384615,1.0469230769230768,0.7707692307692308,0.4653846153846154,0.4169230769230769,8.584200000000001
2025-04-07,2.378461538461538,2.210769230769231,1.2957384615384615,1.0469230769230768,0.77,0.4653846153846154,0.4169230769230769,8.584200000000001
2025-04-08,2.378461538461538,2.2161538461538464,1.2918923076923077,1.0469230769230768,0.7707692307692308,0.4653846153846154,0.4169230769230769,8.586507692307691
2025-04-09,2.378461538461538,2.2192307692307693,1.2903538461538462,1.0469230769230768,0.7692307692307693,0.4653846153846154,0.4169230769230769,8.586507692307691
2025-04-11,2.378461538461538,2.22,1.2903538461538462,1.0469230769230768,0.7684615384615384,0.4653846153846154,0.4169230769230769,8.586507692307691
2025-04-29,2.378461538461538,2.2146153846153847,1.2980461538461538,1.0469230769230768,0.7684615384615384,0.4653846153846154,0.4169230769230769,8.588815384615385
