date,KINGKEY SECURITIES GROUP LTD,CHINA DEMETER SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,VC BROKERAGE LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,UOB KAY HIAN (HONG KONG) LTD,USMART SECURITIES LTD,CEPA ALLIANCE SECURITIES LTD
2024-03-04,0.0,61.582244860758436,10.375539640583796,0.0,8.5765632732383,11.551110510230298,7.91454171518917,0.0,0.0,0.0
2024-03-05,0.0,61.59244933021291,10.377258916611739,0.0,8.57798445036726,11.536454110595615,7.915853192212481,0.0,0.0,0.0
2024-03-06,0.0,61.64863441806384,10.386725128951433,0.0,8.585809351230415,11.455757009709851,7.923074092044457,0.0,0.0,0.0
2024-03-07,0.0,61.64181864559044,10.385576789561748,0.0,8.584860118151848,11.465546316800728,7.9221981298952375,0.0,0.0,0.0
2024-03-11,0.0,61.63500438003181,10.38442870406105,0.0,8.583911094941403,11.475333459551239,7.9213223614145,0.0,0.0,0.0
2024-03-14,0.0,61.63670780517554,10.384715701638736,0.0,8.584148331072686,11.472886876731266,7.921541285381776,0.0,0.0,0.0
2024-03-19,0.0,61.67250149589415,10.39074631740751,0.0,8.589133320722299,11.42147738034217,7.926141485633871,0.0,0.0,0.0
2024-03-22,0.0,58.77937885298189,10.224216092958034,0.0,8.451477154742182,11.25203293197283,10.784065051341564,0.0,0.0,0.5088299160035002
2024-03-27,0.0,58.7809782925673,10.224494303042386,0.0,8.451707127011032,11.249618020239781,10.784358495417894,0.0,0.0,0.5088437617216038
2024-04-02,0.0,58.78257781919945,10.224772528267843,0.0,8.451937111795727,11.247202977079327,10.784651955464412,0.0,0.0,0.5088576081932367
2024-04-03,0.0,59.15927586964999,10.290296226285058,0.0,8.50609989863942,10.67844592608035,10.853763544597273,0.0,0.0,0.512118534747919
2024-04-05,0.0,59.48181192293838,10.346398865866169,0.0,8.552475109455537,10.191465294538034,10.912938204961833,0.0,0.0,0.5149106022400461
2024-04-09,0.0,59.48017411693433,10.346113982241492,0.0,8.552239620746787,10.193938133757303,10.912637721921117,0.0,0.0,0.5148964243989778
2024-04-12,0.0,59.48181192293838,10.346398865866169,0.0,8.552475109455537,10.191465294538034,10.912938204961833,0.0,0.0,0.5149106022400461
2024-04-16,0.0,59.60527521701599,10.314872271355298,0.0,8.526414794331824,10.160410799348165,10.879685303911879,0.0,0.0,0.5133416140368439
