date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,YUANTA SECURITIES (HONG KONG) CO LTD,YUNFENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,42.818818915644805,24.546013160307474,14.913768057774895,0.0,0.0,16.076244637803956,0.0,0.0,0.0,1.645155228468866
2024-03-04,33.9357636549936,19.36805962915349,11.820000689350547,20.75805889132883,0.0,12.804675159951437,0.0,0.0,0.0,1.3134419752220983
2024-03-05,30.637048348979405,17.50068068173959,10.664212022171759,18.740278260719847,5.68906338532431,11.568841746002027,0.0,0.0,4.014106296779783,1.1857692582832795
2024-03-06,30.625486254825436,17.512244871126033,10.69322636028667,18.72748628394999,5.685624871939737,11.559309701942034,0.0,0.0,4.012591416024342,1.1840302399057574
2024-03-07,30.62792774785673,17.498088683327726,10.694272117296949,18.72931776113063,5.685996383352599,11.551398622228136,0.0,0.0,4.04730476631826,1.1656939184889696
2024-03-08,30.76920519661941,17.57979225322269,10.757216186868328,18.729362859383265,5.652264567356437,11.438224540968163,0.0,0.0,3.8932771150626766,1.1806572805190296
2024-03-11,30.94900862411057,17.640893984720755,10.768358598493972,18.74699820353558,5.666150960328606,11.138176857256944,0.0,0.0,3.906547399745915,1.1838653718076633
2024-03-12,30.87549577372638,17.56574645302006,10.803539004599479,18.69160385641137,5.649778224807215,10.971204148619586,0.3493246498615201,0.0,3.91349538380578,1.1798125051486088
2024-03-13,30.888000999615546,17.568551030918865,10.802355377752566,18.698244460904185,5.652267221819082,10.923709266855871,0.3503805760808951,0.0,3.936790998529843,1.1797000675231506
2024-03-14,30.907108270041434,17.57598752779547,10.798622428527286,18.70790652930459,5.655187955507681,10.882159328817123,0.35056163056969203,0.0,3.9421566676402566,1.1803096617964637
2024-03-15,30.92901897454939,17.58437293895633,10.761870444635111,18.71876125513355,5.657159748612291,10.8719087325181,0.3508101511440572,0.0,3.9449513461043186,1.1811464083468541
2024-03-18,30.938053132724868,17.58603404807384,10.745475855542988,18.720529524329006,5.6563975731673155,10.873120973835738,0.3508432904514754,0.0,3.945324006231119,1.1842215956436497
2024-03-19,30.941914578580814,17.571888252837457,10.707274794792825,18.715918855868154,5.6851888053791155,10.89507198166412,0.3544604818418986,0.0,3.9443523146483717,1.1839299343872416
2024-03-20,30.95088727133655,17.54761486500199,10.70093282479987,18.721346192599647,5.69906285058555,10.898046155977479,0.351043829430674,0.0,3.9454961178655203,1.1855698924027176
2024-03-21,30.948348063732674,17.557159073651658,10.690059835078797,18.720146402193315,5.702587274915264,10.899940841382879,0.3510213321692901,0.0,3.945243263805682,1.1854939130704456
2024-03-22,30.96468190142221,17.415804118801184,10.840398841000363,18.7267374014972,5.7323313868898484,10.836412077293037,0.3511414456684236,0.0,3.94659325860634,1.185899568821395
2024-03-25,30.964685570654915,17.445232627659916,10.778014444276106,18.726730769422314,5.7523692356005425,10.849660537417916,0.35112047707083127,0.0,3.9463575856975415,1.1858287521999158
2024-03-26,30.944273634750214,17.428667687370115,10.786475861012178,18.717853462919713,5.77243413135912,10.86882450208915,0.3514991565505393,0.0,3.9447401260223307,1.1852314379266398
2024-03-27,30.94487532653563,17.425117703544306,10.78548189834367,18.719328526349738,5.773287110438079,10.870332130565586,0.351505991228825,0.0,3.944816828993531,1.1852544840006383
2024-03-28,30.941093652547373,17.426876633758088,10.744168888591702,18.718151868084263,5.765545426817036,10.915849639632052,0.3514630348087483,0.0,3.9517412179100453,1.185109637850692
2024-04-02,30.99559450606973,17.40997599819525,10.698634710814279,18.707469457737474,5.762064112799344,10.931732507294981,0.3518610219352614,0.0,3.9562160615672024,1.186451623586483
2024-04-03,31.000855821447175,17.402169720749857,10.693048594046079,18.71836016443859,5.765248876703573,10.922751221740057,0.35205549986192586,0.0,3.9584027109802538,1.18710739003249
2024-04-05,20.583782483331714,11.523698938362877,7.101463068797553,12.437970939394463,3.8334834749244,7.262716687503688,0.23374613901748276,0.0,2.622011756357216,0.788176208376356
2024-04-08,20.582920469479667,11.518034275906574,7.09838444789739,12.439202387754529,3.828803971156151,7.2510179280830656,0.23374613901748276,0.0,2.622011756357216,0.788176208376356
2024-04-09,31.029951474084104,17.339007935399742,10.674615362829876,18.75282212942894,5.770288517706286,10.963077677317958,0.35238591927330926,0.0,3.9528354435846116,1.1650155403751699
2024-04-10,20.594988663408312,11.518255936611386,7.075066973199548,12.417898331125395,3.8221541500117966,7.258776052751478,0.23128324229735164,0.0,2.622011756357216,0.7871910496883038
2024-04-11,31.048177165593632,17.40105485669525,10.664543311707654,18.704239770373192,5.762194886939289,10.931473925554887,0.34867749020442496,0.0,3.952886812775362,1.1867517801563068
2024-04-12,20.596466401440388,11.587143157873454,7.058057531153724,12.406815295884806,3.8221541500117966,7.24547641046277,0.23128324229735164,0.0,2.622011756357216,0.7871910496883038
2024-04-15,31.039869431135063,17.455571909582208,10.636886704024505,18.69711080879004,5.764081428127907,10.920069880439101,0.3485445947506084,0.0,3.951380203654822,1.1864850394957458
2024-04-16,20.59708212562042,11.58501617563698,7.056271931031629,12.412701619045919,3.8247401915679347,7.288453958229059,0.23128324229735164,0.0,2.624474653077347,0.788176208376356
2024-04-17,20.59708212562042,11.577258050968569,7.056395075867636,12.422553205926443,3.8241244673879016,7.280818978396653,0.23128324229735164,0.0,2.624474653077347,0.788176208376356
2024-04-18,20.597697849800454,11.567073973030826,7.060335710619846,12.422553205926443,3.824370757059915,7.282666150936751,0.23128324229735164,0.0,2.624474653077347,0.788176208376356
2024-04-19,20.598067284308474,11.564697277695899,7.064153200536048,12.414203986045198,3.828065102140111,7.2874687995410055,0.23128324229735164,0.0,2.624474653077347,0.788176208376356
2024-04-22,20.598067284308474,11.555707704667421,7.060335710619846,12.414203986045198,3.828065102140111,7.288946537573085,0.23128324229735164,0.0,2.624474653077347,0.788176208376356
2024-04-23,20.598067284308474,11.562923992057407,7.048267516691204,12.401889502444543,3.828065102140111,7.289192827245097,0.2314063871333582,0.0,2.624474653077347,0.7758617247757006
2024-04-24,20.598313573980487,11.481235828149005,7.034450038052604,12.401889502444543,3.8307742885322558,7.303108193713838,0.23694790475365318,0.0,2.624474653077347,0.7758617247757006
2024-04-25,31.095290167099627,17.325808454524083,10.619317667921905,18.71951213294546,5.78245855369881,10.975940036798121,0.3492797324745872,0.0,3.9613245600905374,1.171068694446869
2024-04-26,20.597574704964448,11.456976295455714,7.035558341576663,12.401396923100517,3.8311437230402747,7.242520934398613,0.2317758216413779,4.263869627829034,2.624474653077347,0.7758617247757006
2024-04-29,20.59388035988425,11.450708223302982,7.064333644664249,12.402258936952562,3.828434536648131,7.256066866359334,0.2317758216413779,4.263869627829034,2.624474653077347,0.7772163179717727
2024-04-30,20.59572753242435,11.466347617475813,7.089034035870443,12.402258936952562,3.834468633612452,7.261731528815636,0.23485444254154175,4.263869627829034,2.624474653077347,0.7791866353478777
2024-05-02,20.594496084064286,11.448350861707308,7.0887651860644745,12.402628371460581,3.84739884139314,7.278848661020547,0.2327609803294303,4.266332524549165,2.624474653077347,0.7791866353478777
2024-05-03,29.19488783440114,16.232396827093627,10.022892703846852,17.58204438110702,5.453747776632312,10.302481351616574,0.3299634370855605,6.047979955909152,3.7204718585035135,1.1131338738042516
2024-05-06,29.168305434191744,16.31703037298706,10.043072359971209,17.618142993843442,5.471200242883211,10.145327867627286,0.3306277711147417,6.060156695635239,3.727962494684437,1.118173767061633
2024-05-07,29.19644668249104,16.30836504591894,10.035735101301732,17.605578187137684,5.467473121129429,10.152950278388372,0.3303919758872275,6.055834747657303,3.7296737481931714,1.1175511118950978
2024-05-08,29.22511153946547,16.307156227394287,10.030380537881307,17.60118927371096,5.466875342993003,10.140955904424608,0.33030305326631504,6.052107856438412,3.7286699333639914,1.1172503310616455
2024-05-09,29.24963282508858,16.362780505134065,10.038932123939922,17.617116275467463,5.471822220833836,10.032243807481942,0.3306019385988765,6.0400934302830125,3.7385155622439865,1.1182613109283213
2024-05-10,29.308130654518607,16.36515932211768,10.043691321938882,17.62164234626422,5.467659898310988,9.963363349900654,0.33061466062290695,6.038401791721772,3.7386594255408037,1.1226772290634905
2024-05-13,29.319053718591938,16.33650225074835,10.047405103043463,17.652735584638933,5.469809999413266,9.93976177914556,0.33245197186225356,6.040003430301641,3.7396510755467944,1.1226250867078025
2024-05-14,29.300195882215558,16.343472671828124,10.126643054822255,17.6442243405331,5.454231804485497,9.909786979554307,0.33054290584021745,6.03709125029708,3.734350458067126,1.1194606523567396
2024-05-16,29.3077338288678,16.37651386326929,10.16521989633376,17.645331136218225,5.4425083353827075,9.853265430559118,0.3306062379551927,6.0363239379317895,3.722822192145308,1.1196751413368167
2024-05-17,29.316287683525683,16.38204491771864,10.138262596699539,17.649042229096125,5.449655225411185,9.850361885909534,0.330679047574979,6.037653321350403,3.723642071618903,1.122371021095009
2024-05-20,29.298015079287804,16.379527102076135,10.18745391072285,17.638041724280807,5.446258499528228,9.843348032996815,0.3304729380077881,6.033890101025322,3.7213211557296635,1.12167145634459
2024-05-21,29.30142200237576,16.37795496649641,10.182335137405829,17.638934872095746,5.450905517616771,9.84297222981365,0.3304896723588624,6.034195642640631,3.721509594441335,1.1192803647550031
2024-05-22,29.234573372705384,16.39860517387895,10.206184836306477,17.66192921835835,5.460112316296254,9.785247527629357,0.33162081199762955,6.042061899023416,3.7613764519463153,1.1182883918578663
2024-05-23,29.25493640579756,16.425620177145532,10.171846973450835,17.674231448480196,5.4376356209067165,9.789435350479616,0.3318517989692084,6.0269985221751865,3.7659235900789247,1.1215201125162293
2024-05-24,29.282337540805347,16.43697159721949,10.15820701540856,17.69078571458288,5.440098239805777,9.792291378951477,0.3321626222716419,5.976878080844973,3.769450877894198,1.120816932215661
2024-05-27,29.99312807644166,16.834247309084446,10.348872773217211,15.703010242464854,5.578591084691716,10.090500078753555,0.34015821197451235,6.070824875507309,3.890356699770323,1.1503106480944079
2024-05-28,30.09773829021441,16.861136890267755,10.443525072081632,15.705127668828824,5.574557630116229,10.096645998008388,0.34020797033529904,5.841272280258845,3.890925781348957,1.1488624185396572
